sample_name	filename	ATTRIBUTE_GROUP
POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML	POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML	POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML	POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML	CTRL
POS_TJGIp10_1_Run22.mzML	POS_TJGIp10_1_Run22.mzML	EXP
POS_TJGIp10_2_Run132.mzML	POS_TJGIp10_2_Run132.mzML	EXP
POS_TJGIp10_3_Run209.mzML	POS_TJGIp10_3_Run209.mzML	EXP
