"MetaboAnalyst_ID","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_CC_MC_RCG_1_neg_20210511_Run76.mzML","GF_CC_MC_RCG_2_neg_20210511_Run112.mzML","GF_CC_MC_RCG_3_neg_20210511_Run177.mzML","shared_name"
"2105/706.186mz/4.01min",1.98597348629533,1.42963087215642,2.36316667234516,3.07192169762654,2.82173046159295,3.02016641526153,"2105"
"2106/621.3255mz/4.02min",3.34719949670464,3.17001036463336,3.47647756545017,3.66422061374167,3.54916855720653,3.63871054936767,"2106"
"2109/745.3571mz/4.04min",3.93621269539666,3.77398520886789,3.96962053258765,4.10301536104145,3.98161827801466,4.09342706717494,"2109"
"2111/382.1984mz/4.04min",3.96723579646229,3.76742694394633,4.05399804440094,4.11053149461483,4.00651398375519,4.07763071682745,"2111"
"2112/428.1858mz/4.04min",3.21369427574303,2.97384266872019,3.43094500762595,3.71216260937216,3.54751299915577,3.64231018636342,"2112"
"2115/329.1718mz/4.05min",2.90697757520102,2.67841424997185,3.02864775445456,3.03115513203178,2.8903504333523,3.00843914767969,"2115"
"2116/285.1133mz/4.06min",2.80664181892602,2.65963229536222,2.95516933919869,3.16316207268561,3.03065918438269,3.19294005366439,"2116"
"2119/396.2139mz/4.08min",3.37395825028043,3.16357248266042,3.45566119796883,3.56237872092277,3.46065178391621,3.51825762152867,"2119"
"2123/214.1449mz/4.09min",2.88148039946972,2.47469601841652,3.01643886017606,3.11755374982459,2.95265835253638,3.06742997326777,"2123"
"2124/964.5147mz/4.1min",2.708424384376,2.51833912195845,2.74690369634223,2.91593941437027,2.79462923056814,2.9259199429714,"2124"
"2127/656.2939mz/4.11min",2.61940604591974,2.47080999654437,2.82512421784982,2.77479348398745,2.39342666933099,2.85399665371489,"2127"
"2128/681.3467mz/4.14min",3.5916663076459,3.35548397286142,3.77411287064926,3.93468631833459,3.78578596028799,3.92872459190509,"2128"
"2130/188.0176mz/4.15min",3.59064029726435,3.45442177942297,3.78196452328948,3.97817884843063,3.7893777813081,3.95245525122741,"2130"
"2131/232.0073mz/4.15min",3.46819016606632,3.34343391092281,3.66938398406629,3.86574125883193,3.68656713370527,3.84629618719403,"2131"
"2135/215.1288mz/4.17min",3.00110424478447,2.82082677469703,3.20726009038422,3.50773879872255,3.35596418229791,3.55986362454336,"2135"
"2136/374.2084mz/4.19min",2.60597012665746,2.41748661847303,2.64739585538599,2.72270483989891,2.60622694710463,2.65374409946924,"2136"
"2137/248.1292mz/4.24min",3.27809340293707,2.88010178843971,3.1607609858441,3.44707831673921,3.3264366966316,3.095170094522,"2137"
"2139/297.1132mz/4.21min",3.24682088948376,3.08993875682218,3.22452791118678,3.40640735609831,3.30900153811125,3.28380452147397,"2139"
"2147/271.0183mz/4.23min",2.39407608785324,2.22211733702523,2.66599950313958,2.89276193031618,2.70179873121631,2.80349472571902,"2147"
"2149/451.2926mz/4.23min",3.07396430231739,2.93250352384285,3.03827425232437,2.97913697929685,2.89783932942393,2.89065897922523,"2149"
"2150/354.2398mz/4.24min",3.36529154030308,3.18124139554285,3.4096862907301,3.56121653609369,3.43281070618327,3.47034306082763,"2150"
"2151/527.2513mz/4.24min",2.97471722047939,2.89628402484284,2.82706694926773,2.93093881098317,3.01702129505678,2.72060195022032,"2151"
"2152/268.098mz/4.27min",2.83302565554218,2.7194639663134,2.94616672526128,2.92583312453793,2.82228769902487,2.88513216628,"2152"
"2153/612.3151mz/4.27min",2.57757622350205,2.47101596516345,2.72616281219101,2.68041154317318,2.60926656579865,2.83019968978813,"2153"
"2157/248.1292mz/4.28min",3.62468859029934,3.30215097097379,3.61504038999864,3.79761387461927,3.62789558703953,3.5670574765174,"2157"
"2159/327.2177mz/4.31min",3.83921500615259,3.6723472873335,3.88222331684418,4.11641621904322,4.03533890197936,4.1345796164397,"2159"
"2162/227.1289mz/4.33min",2.8033482332816,2.77583656238457,2.87479335598175,3.15556623732555,3.08125941894487,3.1629498075295,"2162"
"2164/242.1762mz/4.36min",2.81095648664952,2.69652978572264,2.83043189329796,2.97306797326109,2.93071301268077,2.93669751552304,"2164"
"2167/398.2295mz/4.37min",2.85462315339166,2.62094618696286,3.09383923667311,3.26340530593385,3.0594575472666,3.20207765921625,"2167"
"2169/282.1136mz/4.38min",3.90927305647352,3.75004025148561,3.9889374936042,3.97395922552351,3.87939009831763,3.88294571205909,"2169"
"2171/649.3569mz/4.39min",3.27049972139525,3.09903195891335,3.40464080281419,3.44297627184171,3.3611610737463,3.46322289906884,"2171"
"2173/432.2139mz/4.4min",2.39468861308982,2.1369829144001,2.65455620102761,2.82842471002535,2.66192492977065,2.79994170073628,"2173"
"2174/718.451mz/4.41min",2.76974649371173,2.63352700649577,2.82065046048819,2.87164619831215,2.76509855331299,2.77671385755471,"2174"
"2176/488.2402mz/4.42min",2.7732675064396,2.53716789780922,2.93579749456335,3.02426898394625,2.95756341756644,3.00775212673741,"2176"
"2178/229.1444mz/4.52min",3.58393386781746,3.36255326827029,3.86605129927531,4.14848667639212,3.96858996092425,4.21658411747937,"2178"
"2179/755.3623mz/4.45min",2.85882556793268,2.6839037583491,3.0387724993718,2.97762141168053,2.83445273081896,3.04396535973762,"2179"
"2180/529.2668mz/4.46min",2.45212220999323,2.22891600906872,2.47607558735173,2.9150177603572,2.74613224875287,2.90032178194609,"2180"
"2181/325.177mz/4.47min",3.05169193918029,2.85254947280328,3.16209535255844,3.01189726172707,2.88381673548877,3.04484608489415,"2181"
"2182/470.2506mz/4.47min",2.57732918734948,2.29251664711956,2.81635860497791,2.97649349362087,2.8193377821564,2.98966115601328,"2182"
"2184/481.2665mz/4.48min",2.58511496616396,2.38563781450331,2.67254771829616,2.82421061672218,2.78058275829604,2.79824518038676,"2184"
"2185/228.1242mz/4.49min",3.7009412157218,3.52718345733841,3.8245155077073,3.95526303763901,3.84269977645857,3.90247689345744,"2185"
"2186/184.1342mz/4.49min",3.2864126896893,3.12346804040242,3.40958424635204,3.53897610536576,3.42662093558715,3.49550021843383,"2186"
"2188/347.1974mz/4.49min",2.66932349053686,2.47712392653255,2.63796480773269,2.60214222196439,2.55402955244735,2.39394401145722,"2188"
"2189/307.1914mz/4.5min",3.15621812952899,2.96090781998152,3.16605081402977,3.35823476342561,3.31744797967836,3.36874588931781,"2189"
"2191/507.282mz/4.5min",2.6766650909431,2.52704508773929,2.84902706267179,2.95807928862418,2.86045845780162,3.03401643006865,"2191"
"2192/330.2366mz/4.5min",3.46192441383095,3.31177312199974,3.53515166846614,3.78512024864826,3.68194991474527,3.80120686515871,"2192"
"2193/329.2333mz/4.5min",4.19494016122171,4.03744226828518,4.26729239988081,4.50105981688753,4.40774628885206,4.50560344374569,"2193"
"2195/388.2241mz/4.5min",2.80718717057002,2.65087835853802,2.79831656661972,2.78178735994115,2.74078775074253,2.70984146856351,"2195"
"2197/349.1403mz/4.51min",2.33553608425419,2.1284315313642,2.5930479114219,2.87210418155921,2.68485595046193,2.9357557689076,"2197"
"2202/262.1084mz/4.55min",3.07796911432184,2.91637718719106,3.20073341193532,3.38056805838855,3.20978538904515,3.3388034825105,"2202"
"2203/718.451mz/4.55min",2.8833050507367,2.67501325812757,2.8971290184235,3.00767360025957,2.89180169337945,2.90978819747125,"2203"
"2205/228.1604mz/4.56min",2.83267384128762,2.66238962961568,2.88202222138568,3.04634772103298,2.93673005972833,3.03080481838218,"2205"
"2206/327.2178mz/4.56min",3.76603612965455,3.5733344277607,3.80230179935957,4.05553670746933,3.85774701026842,3.96232308938539,"2206"
"2207/328.2212mz/4.57min",3.05532151095508,2.76419602261702,2.98368741663498,3.23818221628078,3.14394304150945,3.34716854290848,"2207"
"2208/375.1845mz/4.6min",2.46709463992209,2.27854075252302,2.81448644915119,2.86685561390556,2.76475028524139,3.23729392182913,"2208"
"2209/296.0928mz/4.58min",3.15325860648624,3.0487842611908,3.17622168913143,3.20926974419482,3.12652152539913,3.18053368084741,"2209"
"2213/229.9644mz/4.61min",2.98703447518032,2.98651649187001,2.99105730155384,2.99343610330168,2.98929439892643,2.98705712286198,"2213"
"2214/262.1448mz/4.63min",3.27097342620684,3.08825924636551,3.31967173289839,3.4837043734789,3.38318778265807,3.46795616776007,"2214"
"2215/394.271mz/4.63min",2.96998185929487,2.76509679739729,2.96666192877933,2.77042373352339,2.56519057011378,2.62087402730756,"2215"
"2218/311.1864mz/4.65min",2.50404347459898,2.25077208859649,2.51715798381285,2.76077755067583,2.71788539152226,2.79807962555607,"2218"
