row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p9_1_Run101.mzML Peak area,2024_NEG_Y-p9_3_Run156.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-p9_2_Run121.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
12,112.98567584708462,0.34946606,,,,19,,,,,,,1456569.0,969108.3,1186654.0,1240679.5,1048432.4,1389233.0,
546,112.98567491289548,10.283394,,,,,,,,,,,1409656.4,2879389.0,3771856.0,3818942.2,672916.3,1897721.2,
187,113.06084714030597,3.1321228,,,,,,,,,,,0,0,41764.9,37502.145,0,91464.484,
164,113.06085411782982,2.7991183,,,,,,,,,,,108875.305,126448.77,351036.4,313835.66,177280.98,720924.5,
488,115.92075014745126,8.44152,,,,,,,,,,,2069990.0,1531718.4,3052021.8,2218319.2,2361404.5,2199949.0,
502,115.92075079986738,8.824008,,,,,,,,,,,3995094.0,1932638.0,4090532.0,1088393.5,2252280.5,1962684.5,
467,115.92075296347842,8.13002,,,,,,,,,,,1649166.5,1516685.2,2897094.8,1.5589761E7,1890566.2,2434756.0,
477,115.92075334159422,8.282138,,,,37,,,,,,,4774023.5,5255717.0,1.0993412E7,1783379.1,1443100.1,2740897.8,
438,115.92075521473203,7.839281,,,,17,,,,,,,924680.4,2900992.2,1938771.2,2061448.5,2482018.5,2443409.5,
457,115.92075660899526,7.952238,,,,1,,,,,,,1907051.1,2523759.8,1588231.2,2352779.5,2395684.8,2104493.5,
528,115.92076151674651,10.225411,,,,39,,,,,,,3186829.5,3082390.5,3961647.5,4106015.0,3661225.5,3673958.8,
533,116.92856915857715,10.336093,,,,,,,,,,,1303566.1,1535162.9,1620666.6,1693864.1,1328579.9,1367544.5,
456,116.92856648846906,7.9440875,,,,,,,,,,,1226313.9,1944502.8,1560133.2,2649624.8,4915855.0,1406071.5,
441,116.92856783734635,7.873785,,,,,,,,,,,4765228.0,5751757.5,6527461.0,1.0945287E7,759633.2,5038330.0,
104,117.01935734889072,0.65534335,,,,,,,,,,,6390997.0,8390193.0,2500304.0,2589090.2,9945341.0,4921846.0,
138,117.05576345363447,2.1265574,,,,22,,,,,,,2546590.5,2162508.2,3140698.2,2737682.0,2548146.8,5628634.0,
574,128.0353433136111,10.632649,,,,,,,,,,,1544444.1,1789643.6,2937577.5,2201193.0,2788665.8,3250581.8,
93,128.0353563620122,0.61093986,,,,,,,,,,,2761421.0,2557836.2,2294682.8,2988915.0,2123137.0,4522505.0,
54,128.03536625779992,0.40257242,,,,,,,,,,,1082397.0,1098663.9,870518.0,628474.2,1194082.1,1769616.9,
90,129.01936562575898,0.5509102,,,,27,,,,,,,3535450.8,4727965.5,6498432.0,6093642.5,4932062.0,6017221.0,
41,129.0193714780825,0.38753116,,,,8,,,,,,,2245942.2,3014370.8,3499771.0,4233665.0,3371431.8,2602403.0,
148,129.05574786937504,2.4363344,,,,53,,,,,,,1776044.4,582973.1,1109955.6,821257.75,1128536.8,7938902.5,
172,131.07140418639844,2.9243963,,,,,,,,,,,4355618.5,3710081.8,5368762.5,4909828.0,4405938.5,8910363.0,
14,132.03025397764011,0.35515332,,,,34,,,,,,,295299.34,571937.94,688869.75,597256.44,425157.38,415305.94,
100,132.03025726420478,0.64417845,,,,,,,,,,,71687.01,22207.426,568549.7,224569.45,38570.242,20968.137,
60,132.0302679136191,0.39337268,,,,25,,,,,,,224958.14,496156.34,634138.44,588190.4,249407.06,348667.0,
278,132.86785696135243,5.923937,,,,,,,,,,,139888.7,148669.66,105897.945,178595.38,269855.47,638650.56,
279,132.86785913143163,6.0867515,,,,,,,,,,,222688.73,551823.6,54442.65,113125.695,241568.47,286309.16,
485,132.86786048998485,8.451654,,,,,,,,,,,111110.97,62340.07,142024.44,75139.33,97511.36,156024.1,
526,132.86786654829197,10.210358,,,,,,,,,,,176076.02,160470.5,166446.5,221110.73,169021.23,162863.33,
564,132.86787033556402,10.494689,,,,,,,,,,,1048548.06,1297976.5,402300.03,846102.0,1337414.1,1317733.0,
103,133.01425581029454,0.647446,,,,,,,,,,,1584842.5,298629.53,1064056.0,1097659.5,284249.66,676022.2,
50,133.01426986119986,0.39193046,,,,,,,,,,,1581040.2,2258207.2,1856834.1,1909259.9,2682925.2,2591198.0,
524,134.89464977351494,10.202249,,,,,,,,,,,95404.71,170283.16,168424.02,199631.44,121346.22,116290.28,
487,134.8946637160484,8.408436,,,,,,,,,,,1047748.9,1507032.9,1374920.5,2330416.0,701500.75,583123.6,
475,134.89466728122994,8.27999,,,,37,,,,,,,1173508.4,1463889.0,1365443.9,3362314.5,414791.06,991368.3,
423,134.89466742150478,7.522663,,,,,,,,,,,483531.75,1573692.5,785435.4,233570.0,298308.06,428367.53,
434,134.8946676215823,7.8367352,,,,17,,,,,,,1116588.4,1648522.1,1353587.1,5039524.5,1253959.6,1363928.6,
417,134.89466798937573,7.4423676,,,,,,,,,,,768142.7,2334530.5,1122907.0,922817.9,653708.2,651587.7,
454,134.89466925612837,7.941931,,,,,,,,,,,527082.4,1500776.8,632510.6,1670277.4,1026776.75,1082014.0,
188,136.04041922597773,3.1249564,,,,,,,,,,,159335.45,396132.25,792113.1,733085.2,479180.47,1226286.5,
167,136.0404254193979,2.8295765,,,,,,,,,,,1734828.8,2850022.2,6091058.5,5554352.5,3460258.5,9360481.0,
199,144.04549329449821,3.3945029,,,,,,,,,,,228462.6,216351.72,207629.9,206891.5,293990.9,350988.0,
440,144.92346439850226,7.8534865,,,,17,,,,,,,650326.1,1690017.1,1481279.8,2138741.5,1249699.5,1402086.4,
527,144.92346520588103,10.223177,,,,39,,,,,,,1749951.0,1900833.4,2186462.0,2468152.5,1903140.6,1817820.1,
464,144.92346587266624,8.11891,,,,,,,,,,,1387033.0,1601173.1,1734851.9,9539415.0,1537997.1,1555028.6,
455,144.92346590578418,7.958416,,,,1,,,,,,,1207518.0,2785186.8,1176081.8,2729978.5,1372656.5,1021217.5,
486,144.92346586015114,8.421172,,,,,,,,,,,1600276.4,1693222.9,1792110.6,2331105.0,1340704.5,1171282.0,
476,144.92346673613633,8.270993,,,,,,,,,,,4134193.2,2996974.0,2883870.5,2788523.2,1531836.2,2872249.8,
126,145.0506609095011,0.97655773,,,,,,,,,,,1860035.8,770689.0,675645.06,692384.0,1793030.6,2386216.0,
17,146.04590193114143,0.35892975,,,,34,,,,,,,869773.2,634720.1,907113.5,1593750.1,1357776.5,1837515.4,
105,146.0459042541878,0.6672805,,,,,,,,,,,207777.14,1051725.0,1461411.4,1536500.5,104107.586,204566.47,
114,146.04590838557155,0.74565953,,,,,,,,,,,759989.06,199973.64,154233.31,522974.22,1015488.7,667769.44,
508,146.96594127784894,9.0065565,,,,,,,,,,,839956.4,2179852.5,693242.25,1252229.8,303044.62,529836.2,
499,146.96594542519748,8.771726,,,,,,,,,,,4359479.5,6060586.0,6455144.5,8647813.0,3738087.0,2955383.0,
8,154.06221045877226,0.3393341,,,,19,,,,,,,587361.9,992781.94,645132.25,589537.75,1055452.2,417909.9,
134,156.06662885155777,2.0582209,,,,,,,,,,,173977.14,478654.06,2403060.0,1941036.9,555450.94,2666349.5,
165,157.05058700283732,2.8004932,,,,,,,,,,,1061221.4,1258654.2,3133822.5,2776096.2,1604610.0,6316448.0,
3,158.97850101797198,0.3090963,,,,,,,,,,,469424.53,397431.12,550333.56,500331.0,411012.88,449127.34,
554,160.8419695297061,10.439822,,,,,,,,,,,221052.12,322890.3,287790.3,282082.25,178978.88,161181.33,
115,161.04553051910503,0.79174644,,,,,,,,,,,4265687.5,5808037.0,1.2241577E7,1.2606812E7,7139379.0,1.368014E7,
478,161.91355688559838,8.283672,,,,,,,,,,,164149.31,183888.77,196865.73,1077415.6,57668.58,144753.62,
436,161.9135664636432,7.837851,,,,,,,,,,,175252.98,435572.16,325903.66,1657096.5,280521.8,226290.42,
451,161.91356692103406,7.9429035,,,,,,,,,,,120664.49,361312.53,224005.78,474334.8,240345.12,208435.12,
483,161.9135677906536,8.407386,,,,,,,,,,,239224.55,430385.38,425187.38,691550.6,122859.96,125479.01,
555,162.83904067264896,10.440698,,,,,,,,,,,234716.33,330762.06,285779.9,279924.75,173456.64,159814.95,
189,164.03530626602102,3.1418421,,,,,,,,,,,1158288.8,972732.06,1743191.1,1542885.9,1418942.0,3461248.5,
9,164.95699328707056,0.33935705,,,,19,,,,,,,429913.8,506812.94,446508.2,404923.9,514885.47,394718.9,
185,165.05566846917696,3.1300952,,,,57,,,,,,,1728057.1,1664722.8,1732001.9,1644299.8,2057610.9,2991095.5,
181,172.09790109017464,3.0794706,,,,,,,,,,,278898.0,221725.33,311800.25,298350.94,297094.44,640666.4,
92,173.0091472781187,0.5529225,,,,27,,,,,,,1.3693487E7,1.1191761E7,2.0864826E7,2.2642302E7,2.0135048E7,1.7171786E7,
44,173.0091589600552,0.3883853,,,,8,,,,,,,6192450.0,8900295.0,9564114.0,1.1160759E7,9980915.0,7624439.0,
86,174.0125768605236,0.54635054,,,,27,,,,,,,272128.4,722109.8,927171.56,1374326.1,1203798.1,517204.7,
27,174.01258570804882,0.3856955,,,,8,,,,,,,196873.27,573378.2,740095.25,740453.8,442063.72,439148.3,
106,174.0770823477363,0.6231691,,,,,,,,,,,16102.166,629981.6,477665.22,340849.22,322532.75,696167.0,
22,174.07710350308548,0.3767161,,,,,,,,,,,109743.4,822495.5,1903210.4,556585.75,258803.39,2126705.2,
118,174.07712106986136,0.79797345,,,,,,,,,,,14954.633,202835.22,1087384.8,869597.7,1114040.0,341349.44,
132,175.06114292597826,2.0355518,,,,,,,,,,,0,0,47234.715,33782.637,0,59266.492,
147,175.06114705721075,2.4336183,,,,53,,,,,,,120479.34,124446.37,202875.27,150813.27,182235.22,370098.16,
154,175.0611734833444,2.5218716,,,,2,,,,,,,1989462.9,2297523.0,4025306.2,3410724.2,3061608.0,7878366.5,
153,176.0644844774353,2.5205,,,,,,,,,,,131367.1,156537.86,277225.12,236457.88,217024.48,564928.94,
168,178.0508651647121,2.8668487,,,,54,,,,,,,0,40652.812,78352.37,70176.69,33134.516,93282.74,
158,178.0509060215618,2.7173445,,,,33,,,,,,,46372.516,464296.8,1310032.2,1336737.8,336210.22,1272146.6,
197,178.0509127772073,3.3596878,,,,,,,,,,,67575.8,88948.45,320237.62,239134.67,199544.56,426447.7,
170,180.05765743036363,2.8679733,,,,,,,,,,,63353.957,116848.83,212220.14,194758.06,131831.12,311428.88,
495,186.9057429832279,8.7408285,,,,36,,,,,,,2081672.6,2705695.8,2605403.0,4199124.0,1632536.1,570348.25,
507,186.97060803682382,8.955161,,,,,,,,,,,110981.01,155097.11,94405.53,469572.8,20417.463,9125.249,
452,186.97061044955032,7.9394794,,,,,,,,,,,264041.72,237189.06,245474.12,149128.28,236219.67,176463.62,
437,186.97061137673032,7.837851,,,,,,,,,,,172892.45,151769.77,207601.62,158214.22,227375.88,173259.78,
484,186.97062057738444,8.407386,,,,,,,,,,,585586.4,660226.3,553320.6,1899462.2,371275.97,488940.22,
13,187.0918759549007,0.35326502,,,,34,,,,,,,933888.0,1054272.1,757510.7,683029.1,919740.06,485941.12,
280,187.86094162776686,6.0372562,,,,,,,,,,,0,242435.81,0,0,0,35287.95,
261,187.86097129831498,5.5114293,,,,,,,,,,,154629.53,0,12625.705,258517.75,226157.1,0,
560,187.8609797034162,10.48129,,,,,,,,,,,317030.44,1058633.9,941019.0,454903.53,216917.66,289349.16,
131,188.09283352738996,1.4755877,,,,,,,,,,,563281.8,1621394.9,3052674.2,2753425.2,2124255.5,4167605.8,
500,188.90393844328707,8.747376,,,,,,,,,,,541420.25,686034.94,638194.56,1836061.1,408687.88,307394.0,
183,189.07682304316052,3.1310375,,,,,,,,,,,89499.76,122092.82,571095.8,532595.44,173501.78,1085541.8,
146,190.05468001263637,2.4157078,,,,,,,,,,,159829.38,279582.3,147239.72,214606.98,496606.3,1032941.6,
82,191.00839153174118,0.53360623,,,,27,2,[M-H2O+2H]+2,,2,82;74,398.01316,3096184.2,1273183.0,1394385.9,1301568.2,2651131.0,1793126.4,
83,191.01071852924463,0.5321868,,,,27,,,,,,,941718.06,1636707.0,921158.3,1377021.0,1135113.6,1308342.9,
75,191.019804869743,0.528184,,,,27,,,,,,,3.746017E8,1.8741099E8,2.0073515E8,1.8798245E8,4.1758694E8,5.27917E8,
40,191.01981363218343,0.38748768,,,,8,,,,,,,1.588042E8,1.30331544E8,1.3601358E8,1.4455867E8,1.4821837E8,1.7934059E8,
127,191.0288087693118,0.97807837,,,,,,,,,,,40239.324,56892.086,107816.71,24021.504,62622.793,48373.71,
80,191.02882669784444,0.52871245,,,,27,,,,,,,1968060.8,1170729.2,1096207.4,1126590.9,1284129.8,1454209.9,
39,191.03120575799505,0.38748717,,,,8,0,[2M+Na]+,,2,39;38,84.02157,1151653.2,985944.0,973798.8,1033296.7,1026658.25,1129069.6,
36,193.02371555888138,0.38659206,,,,8,,,,,,,2228331.8,1710467.2,1875137.8,1561811.1,2091181.0,2527525.0,
557,195.8108970875095,10.436972,,,,60,,,,,,,253809.94,527537.75,424620.7,374551.5,328133.3,352871.8,
576,197.8078984992879,11.22917,,,,,,,,,,,0,90692.14,6963.324,0,5477.7773,27288.047,
556,197.80794308620827,10.436972,,,,60,,,,,,,470827.88,717649.6,589876.94,503374.1,354588.84,304198.44,
271,214.87990874667938,5.85546,,,,,,,,,,,0,0,0,12858.122,0,848842.7,
281,214.8799262052277,6.044716,,,,,,,,,,,0,797518.2,0,11519.022,5028.9463,89251.14,
259,214.87995704927718,5.460568,,,,6,,,,,,,1063642.2,5687.2256,1024298.25,1034369.3,1010303.44,5249.3657,
566,214.87999368829068,10.516303,,,,47,,,,,,,2851401.5,2761918.0,2710750.2,2486789.5,2875223.2,3068332.2,
15,215.0327689621533,0.35702476,,,,34,,,,,,,60335.74,206499.19,380808.28,390507.22,257897.0,327890.84,
6,216.92840633727542,0.33194292,,,,,,,,,,,145438.58,265371.9,160275.1,143475.4,261815.16,129509.5,
496,221.87459065152305,8.739335,,,,36,,,,,,,734114.06,2398628.8,2206743.2,4116407.2,476793.7,316365.06,
16,223.06854291778214,0.35891196,,,,,,,,,,,234027.78,372561.44,230448.44,237022.23,340640.7,268556.38,
145,223.07240611374417,2.3677394,,,,,,,,,,,10773.615,64255.883,362429.84,315993.7,88577.84,352128.34,
494,223.87231645023576,8.732788,,,,36,,,,,,,542020.0,1731613.6,1565024.5,2969693.2,337656.22,212165.94,
163,224.09277079731405,2.7711449,,,,58,,,,,,,244826.12,158362.48,176541.03,126442.28,237512.0,496896.03,
192,224.09280464237213,3.2428646,,,,50,,,,,,,643913.1,435991.4,411615.53,445819.62,614709.75,1179200.9,
242,227.96659146016725,4.7449155,,,,26,,,,,,,6242007.0,6028713.0,6444993.5,6044906.0,6095871.5,6507448.5,
245,228.96987897559652,4.7449155,,,,26,,,,,,,503823.66,470043.84,506263.34,490618.6,470204.12,503694.16,
182,229.15572379158894,3.0749524,,,,,,,,,,,446314.22,307918.34,339752.78,335455.78,426766.3,821279.56,
243,229.96447061810474,4.7449155,,,,26,,,,,,,6154844.5,5887505.5,6257572.0,5962377.5,5882808.5,6281956.0,
244,230.96777539177288,4.7438736,,,,26,,,,,,,493281.28,474705.94,476826.62,453998.22,457147.38,507543.5,
152,237.08807000696314,2.5182512,,,,2,,,,,,,158374.92,425272.66,972926.0,961308.0,493017.84,1005261.06,
196,238.0720639280414,3.3413308,,,,,,,,,,,18518.297,52490.87,196388.78,182107.0,77126.01,393158.6,
272,241.89889253046093,5.875919,,,,,,,,,,,62957.562,70672.766,26724.01,207070.92,45084.76,991451.3,
282,241.89889260711107,6.049751,,,,,,,,,,,47743.53,1123767.0,55758.816,197109.05,32588.926,319809.12,
260,241.89892044021232,5.5007834,,,,6,,,,,,,1358112.1,52061.312,1382564.6,1765625.1,1174325.5,17859.766,
256,241.89893039535968,5.4291663,,,,,,,,,,,835317.25,32253.754,1288056.5,202874.22,252461.77,15654.265,
565,241.89896610910023,10.513432,,,,47,,,,,,,4084633.2,3881281.2,4514197.0,4835767.5,3988659.2,4094301.8,
254,242.1761428153417,5.131526,,,,,,,,,,,88454.36,71050.64,67048.016,72657.17,75926.07,180981.14,
227,242.17616502033124,4.426487,,,,,,,,,,,446119.6,481954.72,444830.47,483586.22,498957.16,497085.88,
562,243.8993012369875,10.494376,,,,11,,,,,,,6931480.5,7132691.0,8137977.0,7453913.0,7132983.5,7319117.0,
493,243.89930365526712,8.699624,,,,49,,,,,,,698548.94,2163776.8,1905565.6,9907516.0,236607.62,106486.266,
492,245.89476826699084,8.693195,,,,49,,,,,,,235216.08,834153.2,718980.5,3817627.5,16401.793,0,
563,245.89479448941236,10.494376,,,,11,,,,,,,2671239.8,2718363.5,3125082.0,2530920.2,2714953.5,2783030.5,
498,248.8935614629032,8.746601,,,,36,,,,,,,654084.44,2624623.2,2598794.0,7127003.0,306642.9,29714.27,
204,249.02269791710611,3.4882925,,,,,,,,,,,6819736.0,6162425.0,6707730.0,6407318.5,5569010.0,6543680.0,
503,250.89167393601005,8.746288,,,,,,,,,,,194105.58,581023.4,437111.88,3164954.8,59272.62,7862.05,
11,254.92635335908994,0.34486207,,,,19,,,,,,,324052.94,307217.72,290558.12,266673.25,295928.47,236624.12,
558,255.82215951515744,10.440709,,,,,,,,,,,96059.305,286324.44,294749.56,326901.88,46741.29,24761.066,
175,258.07714447878186,2.9834716,,,,,,,,,,,49755.52,35438.203,38957.68,28898.996,55193.08,114398.67,
200,258.0771480784422,3.3996108,,,,,,,,,,,228838.55,159221.58,163000.75,162731.03,219598.97,414691.03,
166,265.0176173647921,2.8290808,,,,,,,,,,,1690548.2,1720382.6,1697598.5,1650498.6,1681054.9,1611131.0,
191,265.0176240983339,3.1715624,,,,,,,,,,,3021728.2,3003753.0,2998618.2,3220640.2,3125108.8,2735092.0,
277,265.147894767116,5.9094596,,,,,,,,,,,248315.9,455298.44,198893.11,327532.84,0,0,
269,265.14790449633784,5.8646727,,,,,,,,,,,296455.4,449383.97,198893.11,0,456113.38,322987.28,
297,265.1809217702418,6.301683,,,,4,,,,,,,66805.4,81837.24,804351.8,779828.25,364796.06,995149.8,
247,266.9888404960305,4.7599273,,,,18,,,,,,,1498791.8,1374538.2,1477297.2,1341550.4,1460506.5,1509454.0,
246,268.98572935758796,4.7599273,,,,18,,,,,,,496724.2,459202.2,464914.88,410500.8,470284.9,482757.22,
121,271.06166310216986,0.8793041,,,,,,,,,,,1591124.4,1835454.0,1575236.0,1731091.4,1542616.4,1101571.5,
221,271.99832648206166,4.117809,,,,,,,,,,,169320.89,181150.56,147111.36,160661.2,183659.97,158568.39,
160,272.07759226214904,2.7422974,,,,,,,,,,,182443.77,128031.73,148433.56,135736.58,183335.23,356803.3,
143,272.07763118926914,2.323817,,,,,,,,,,,173295.64,96955.49,107388.11,101462.875,146815.62,341064.5,
207,279.99584173130967,3.5162814,,,,12,,,,,,,1.8683368E7,2.0153432E7,1.832988E7,1.918585E7,1.8992108E7,1.8195384E7,
205,280.4973179125806,3.5176203,,,,,,,,,,,5310211.5,5576597.5,4590429.0,4525342.0,4739781.5,4582421.0,
225,282.98373623121165,4.3976035,,,,,,,,,,,358245.5,366143.88,337125.66,355038.1,354314.62,347076.88,
162,286.09322886046294,2.7711449,,,,58,,,,,,,368441.94,221590.67,277315.25,244878.42,353321.97,710545.56,
193,286.0932577893982,3.244256,,,,50,,,,,,,975257.25,659625.44,699600.5,676439.1,889172.44,1756810.0,
139,288.07253352946105,2.1668496,,,,,,,,,,,772194.1,422463.6,359066.75,422992.06,630869.4,1185276.6,
144,290.0882024526688,2.329654,,,,,,,,,,,3774028.2,2378215.8,2665860.8,2449404.8,2281497.0,6628149.5,
203,292.0462782574978,3.4340732,,,,,,,,,,,19024.043,20378.367,48407.527,45453.562,32329.324,124667.19,
155,292.0462924866926,2.5370085,,,,,,,,,,,24406.62,25647.617,86465.484,81182.52,63884.234,194920.5,
179,292.0463293128207,3.0034459,,,,,,,,,,,120772.664,130515.61,216288.08,191136.42,182829.1,504699.72,
356,293.2122844482697,6.920259,,,,14,,,,,,,177314.33,178756.02,900611.94,797518.7,568031.0,942030.5,
122,298.0697643743852,0.8756198,,,,,,,,,,,198382.7,473026.56,946913.44,349965.1,465188.62,606448.3,
169,298.0932457358294,2.8681674,,,,54,,,,,,,0,52269.48,134513.0,104070.305,38159.633,156303.84,
159,298.0932656770901,2.7141714,,,,33,,,,,,,109380.42,765420.6,2145004.0,2152100.8,530766.7,2047585.8,
352,299.25921385289655,6.899545,,,,61,,,,,,,249181.03,275558.28,421693.53,429637.3,1077136.8,517147.3,
341,299.2592241322671,6.8040886,,,,,,,,,,,123383.484,132486.42,854741.94,716306.2,1012039.94,167892.69,
332,299.2592242419967,6.674162,,,,41,,,,,,,27554.148,36286.855,251367.44,217165.16,266491.84,298922.03,
345,299.2592251400737,6.841535,,,,55,,,,,,,165447.9,208821.81,869422.56,863758.6,1128480.0,748208.0,
366,299.25922681378296,7.0211754,,,,,,,,,,,0,0,64904.77,54202.168,29755.547,61993.23,
161,304.10383657890833,2.7666388,,,,,,,,,,,5728270.0,3824463.2,4297834.0,4091128.2,5480796.5,1.056827E7,
150,306.0765102023431,2.4877183,,,,,,,,,,,0,30746.121,0,0,79350.445,45832.188,
87,306.0766090477696,0.54955244,,,,,,,,,,,64875.992,409431.4,782729.3,1070204.0,1102275.0,588393.6,
52,306.07662409898956,0.40378526,,,,8,,,,,,,145415.16,582799.5,630029.06,602862.4,709045.3,360895.47,
220,309.1014165592992,3.995264,,,,,,,,,,,425594.53,436792.25,425955.4,401630.47,428611.5,425567.22,
180,310.05689483809294,3.0023038,,,,,,,,,,,1221133.1,1242261.5,1906308.9,1837153.6,1728591.2,4493857.5,
77,310.9688921332636,0.5266347,,,,,,,,,,,3795608.5,2658319.2,1659487.0,1823882.5,2754638.8,3495286.8,
61,310.9787957782825,0.43310788,,,,25,,,,,,,1216116.0,1724430.9,1040999.94,947503.44,1662445.5,946370.94,
102,310.9788862193488,0.6443743,,,,29,,,,,,,1103979.9,1585868.5,1052574.5,536245.5,1717852.0,811640.56,
511,311.1686771454209,9.023122,,,,0,,,,,,,339334.8,420547.06,474588.28,458654.62,334433.62,151949.39,
325,311.16870171455594,6.5222964,,,,,,,,,,,67387.766,210622.81,41230.363,1006255.06,62661.39,62962.875,
530,311.16870161444996,10.229538,,,,43,,,,,,,199536.5,127824.99,157923.16,76688.695,223427.39,190894.34,
303,311.1687114379874,6.3510723,,,,,,,,,,,859023.4,1360905.2,860628.3,175582.45,854667.6,841251.4,
313,311.16871159138174,6.417851,,,,,,,,,,,759156.56,1129635.8,830203.5,1013555.2,128562.28,566413.0,
293,311.1687139618778,6.304886,,,,,,,,,,,1143218.9,1089798.0,702227.5,105830.59,1234586.2,1187996.6,
142,312.98466853482364,2.2904775,,,,,,,,,,,333417.12,536904.06,223328.55,393136.7,341680.9,231818.0,
149,312.9846773507523,2.437383,,,,,,,,,,,567644.94,660961.75,572389.75,582870.25,558848.4,548885.0,
176,320.07762512422664,2.9810247,,,,20,,,,,,,206701.89,124142.22,128056.48,123456.59,182317.08,385347.88,
202,320.0776688612461,3.4037235,,,,46,,,,,,,719903.0,510069.38,525066.94,518614.5,689936.56,1321670.0,
141,322.06028481958725,2.2898793,,,,,,,,,,,195643.11,958974.25,390128.78,700599.56,1930736.1,1830993.4,
383,325.18433858850346,7.0885262,,,,,,,,,,,4091.121,74162.28,37521.62,668422.5,4646.0396,0,
509,325.1843499062716,9.024494,,,,0,,,,,,,63891.73,275584.88,153982.66,407907.78,69553.31,66758.04,
529,325.18436423364545,10.230827,,,,43,,,,,,,137997.14,128261.15,90886.95,95049.414,160516.45,127244.08,
359,325.184365667584,6.931257,,,,,,,,,,,26139.05,746821.0,488986.3,1086621.4,39849.875,27555.057,
