row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp10_3_Run210.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGIp10_2_Run133.mzML Peak area,NEG_TJGIp10_1_Run23.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,Unnamed: 19
433,460.19430935737466,4.6640472,,,,18.0,,,,,,,2191613.2,2375706.5,2258609.2,2236379.8,2256045.8,2175562.8,
1819,460.3151202664556,7.4560494,,,,,,,,,,,265650.16,217517.86,219736.77,298328.75,359365.66,283049.22,
1587,460.31512453733694,7.0024429999999995,,,,,,,,,,,1092657.2,1065935.8,1192974.0,1188938.4,1482351.5,1549006.6,
1830,461.07566570595236,7.4545193,,,,,,,,,,,143815.73,132346.14,140713.1,203800.34,430236.72,426825.16,
949,461.17361243055535,5.3671527,,,,124.0,,,,,,,830937.4,998449.7,1166819.1,796314.6,2048133.9,2706684.5,
994,461.1736965880942,5.4405212,,,,51.0,,,,,,,285518.28,311087.06,365676.06,260813.84,593743.6,535638.75,
463,461.21755519752816,4.694615,,,,139.0,,,,,,,574469.9,526963.7,451758.3,486266.72,508971.2,402083.66,
670,461.21825757450836,5.0033129999999995,,,,79.0,,,,,,,728928.8,748584.7,586434.56,710845.3,822196.75,847391.56,
338,461.21861753741547,4.477556,,,,4.0,,,,,,,312178.4,215132.36,148565.47,274291.53,216526.81,122591.75,
509,461.2186177814156,4.765478599999999,,,,2.0,,,,,,,1553468.8,1459729.0,1153685.2,1567765.4,1901982.5,1880290.4,
605,461.2543101864667,4.921619000000001,,,,,,,,,,,450576.28,417110.3,300577.56,331376.28,263870.34,280938.47,
1690,461.3273839421925,7.2843227,,,,,,,,,,,900755.6,942031.06,984433.0,968428.9,1124460.6,1049569.9,
1524,461.3276512586113,6.843226,,,,,,,,,,,346428.22,500524.7,519090.72,460890.72,341294.94,320728.4,
1891,461.3279204396508,7.6279826,,,,,,,,,,,246907.03,16218.033000000001,85205.29,61618.64,1527353.9,672456.5,
2501,462.34329119551313,8.452414,,,,,,,,,,,202031.97,62103.79,152127.58,341259.8,878198.2,140937.11,
905,463.1891798882187,5.3292127,,,,124.0,,,,,,,265103.94,335609.78,344295.22,258816.77,717181.25,995435.1,
719,463.2335646619738,5.065601999999999,,,,46.0,,,,,,,943419.3,797352.5,579012.3,961904.56,1085742.8,635350.44,
578,463.2338200436171,4.87413,,,,57.0,,,,,,,5558935.0,5115483.0,4730796.0,4991566.5,6745440.5,8682803.0,
738,463.26982498237516,5.084887999999999,,,,,,,,,,,325994.12,429137.8,344395.66,287951.06,168051.22,129988.88,
341,463.2700989563043,4.477669000000001,,,,,,,,,,,178439.72,162297.22,136141.27,127144.09,71524.65,85651.484,
1269,463.3066111350489,6.1127777000000005,,,,95.0,,,,,,,863018.8,692976.6,629779.8,892911.25,968068.1,1025152.6,
1512,463.306988715352,6.7963448,,,,,,,,,,,100247.125,73604.125,70975.56,132086.33,174724.98,176666.48,
2519,463.3096090631468,8.628721,,,,,,,,,,,7688.534000000001,99210.83,85822.67,15618.598,0.0,0.0,
865,465.20456596553595,5.269621,,,,,,,,,,,273724.78,337223.34,284241.7,273091.22,717424.8,850999.3,
142,466.22099456166205,3.5912476000000004,,,,,,,,,,,78496.7,72748.99,77799.5,109178.6,106496.23,147359.38,
144,466.2210343793652,3.664364,,,,,,,,,,,507375.22,502405.34,528740.9,731936.2,743740.0,277676.1,
658,467.1840285700377,4.9951777,,,,79.0,,,,,,,282059.9,265912.2,345909.56,386935.9,1010050.0,1514646.4,
751,468.3074479979437,5.119833,,,,55.0,,,,,,,284322.72,287270.16,232733.55,341198.88,475498.22,954613.75,
325,469.15003545945785,4.455094,,,,4.0,,,,,,,599320.2,625409.1,548286.75,561083.4,534853.56,492321.78,
182,469.1502859104435,3.9511116000000004,,,,,,,,,,,94740.28,100070.586,84507.15,110313.2,68986.92,134330.55,
193,469.1503177510794,4.0174375,,,,,,,,,,,54255.99,62790.2,49566.285,51906.35,120368.43,149681.92,
2475,469.2834393355944,8.415033,,,,,,,,,,,0.0,0.0,0.0,0.0,9172.944,743119.94,
2454,470.3231941097948,8.366324,,,,,,,,,,,149052.84,57919.168,104995.234,142984.86,436056.12,583973.56,
2544,470.3232456765931,8.737741999999999,,,,,,,,,,,79085.63,20542.047,67644.9,44626.453,185697.88,216785.19,
1096,470.3233249860488,5.6914697,,,,31.0,,,,,,,1176057.0,1182205.9,906608.44,1701745.5,1462999.4,2398545.5,
974,470.3233823934932,5.3968453,,,,93.0,,,,,,,81164760.0,84229970.0,71301920.0,87294360.0,99660904.0,132272940.0,
1513,470.34863535048737,6.800654,,,,143.0,,,,,,,299289.47,309694.78,423226.0,350236.88,446029.34,454668.22,
409,471.1655558539923,4.598657,,,,,,,,,,,3625988.2,3814232.2,3426536.0,3278362.8,3752947.8,4064650.2,
1130,471.1656672936727,5.790878299999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,159135.69,
734,471.16577734608217,5.0832973,,,,46.0,,,,,,,859370.44,900603.5,833297.25,749780.3,812809.4,972585.2,
249,471.16601061916236,4.243175,,,,98.0,,,,,,,3858356.8,3911809.2,3335231.8,3446215.0,3239932.8,3574786.8,
157,471.16597560450623,3.7886248,,,,9.0,,,,,,,572277.75,554430.5,443201.2,462547.9,590854.6,604134.75,
146,471.16601504133683,3.6877296000000004,,,,83.0,,,,,,,201188.83,246078.38,214109.84,239703.12,61083.105,88657.53,
878,471.2020183493566,5.3044734,,,,,,,,,,,459619.66,383266.88,1995318.2,265875.62,302513.84,3134500.5,
959,471.2021050290216,5.373611,,,,124.0,,,,,,,9125791.0,9385482.0,8672521.0,7487086.5,7355404.5,8147490.5,
774,471.2593882658568,5.155685,,,,,,,,,,,342713.84,378951.53,297479.66,336024.12,352834.47,277873.2,
1417,471.27510842579557,6.559959399999999,,,,,,,,,,,327062.03,294382.94,269598.75,320713.47,464686.94,163695.61,
1542,471.27524535229185,6.870178699999999,,,,,,,,,,,326139.22,392606.7,481432.78,413098.4,647854.25,349915.38,
975,471.32623558656366,5.3976808,,,,93.0,,,,,,,22523484.0,22628948.0,19304678.0,24208476.0,27609690.0,36726724.0,
252,472.16956148366506,4.243175,,,,98.0,,,,,,,1072518.9,1100193.2,896423.25,945422.44,867674.25,998903.4,
957,472.20531971807213,5.372007,,,,124.0,,,,,,,2620345.0,2697441.5,2370336.8,2137093.5,2102935.0,2283953.5,
688,472.3028398823642,5.0300193,,,,,,,,,,,142570.75,149249.38,132066.17,188779.25,268552.62,519944.78,
2473,472.3639727643867,8.437844,,,,101.0,,,,,,,760139.9,549080.6,567155.5,660129.8,676205.25,219370.3,
551,473.18085710611604,4.821962,,,,,,,,,,,584206.94,649689.06,564367.06,353805.75,292750.9,496559.16,
213,473.18155859145514,4.1325917,,,,13.0,,,,,,,54072812.0,54887788.0,48181510.0,43856972.0,42982412.0,43609576.0,
176,473.1818654237406,3.9165212999999994,,,,,,,,,,,334660.28,391990.03,308128.3,303838.78,415220.2,394973.72,
796,473.21773950026534,5.1958985,,,,70.0,,,,,,,5307044.0,7072753.0,6932081.0,3554939.8,3421981.2,5141545.0,
1118,473.217878993442,5.7566457,,,,87.0,,,,,,,358981.53,310555.3,300617.22,338036.66,263778.12,502649.72,
2807,473.2178936889383,11.041554,,,,,,,,,,,44758.945,94138.16,35028.36,138836.58,47418.09,55247.72,
2795,473.2179257973444,10.908936,,,,,,,,,,,779529.2,160885.17,343639.97,168977.94,794098.25,65625.17,
2778,473.2179539524682,10.818512,,,,111.0,,,,,,,451551.9,467953.4,441834.97,448783.72,31483.8,52043.957,
614,473.21795922924576,4.9268035999999995,,,,17.0,,,,,,,23668056.0,24323646.0,19602456.0,17756224.0,17809244.0,19119760.0,
911,473.21798050159487,5.336519,,,,124.0,,,,,,,6983501.0,6709072.0,5659063.5,5329827.0,5420658.0,5780857.0,
1028,473.21881563431884,5.4348392,,,,,,,,,,,620974.94,252899.39,230272.47,234980.75,132443.61,198476.28,
2510,473.28182515557666,8.470526,,,,,,,,,,,0.0,0.0,0.0,0.0,96809.26,418572.12,
2461,473.2819080611812,8.38835,,,,,,,,,,,0.0,0.0,0.0,0.0,382738.4,216671.08,
2370,473.28213347079424,8.096466,,,,,,,,,,,38989.324,0.0,92680.28,0.0,29430512.0,0.0,
2434,473.28222203413355,8.234102,,,,,,,,,,,0.0,0.0,0.0,0.0,5792922.5,11424811.0,
2003,473.2822319978066,7.683190299999999,,,,5.0,,,,,,,17192166.0,17699630.0,18741106.0,21787532.0,0.0,0.0,
2647,473.28244060849335,9.860672000000001,,,,,,,,,,,507238.22,952655.44,1009809.44,568166.56,699701.2,719054.9,
1312,473.29047141257684,6.221455000000001,,,,65.0,,,,,,,276336.53,196552.62,204623.23,199303.48,165604.86,130614.875,
1352,473.29067641150846,6.3536816,,,,,,,,,,,257409.17,285497.9,246679.36,353910.72,244403.75,300366.34,
1547,473.2908900906557,6.9443383,,,,,,,,,,,5447727.5,6446137.0,7642228.0,6970728.5,413197.25,422593.4,
1749,473.29090793607634,7.3514886,,,,,,,,,,,47013.375,27551.889,71578.36,53518.945,132888.31,10893728.0,
1414,473.2909696042745,6.552279,,,,99.0,,,,,,,543105.94,526726.1,490322.53,564850.56,653636.7,584208.75,
1683,473.2909844667293,7.1779466,,,,,,,,,,,237625.2,276754.7,318254.34,114415.37,9055288.0,140429.27,
1468,473.29100596841835,6.630089,,,,,,,,,,,343120.9,332124.16,239825.16,278790.53,125254.164,448161.1,
1610,473.29105950645203,7.1044655,,,,,,,,,,,225440.16,376930.84,157289.1,222686.45,708841.1,827609.5,
1947,473.305076138098,7.676819,,,,,,,,,,,53015.36,30101.558999999997,0.0,0.0,183565.47,2731870.8,
973,473.33139377371367,5.396078599999999,,,,93.0,,,,,,,442439.8,467689.75,394591.3,477578.4,555834.0,740062.1,
616,474.2213449494095,4.927608,,,,17.0,,,,,,,6951871.5,7135778.5,5728670.0,4633332.0,4264044.0,5559249.0,
1559,474.29429119772766,6.9452553,,,,,,,,,,,1321214.9,1597876.5,2244973.5,1585676.1,87622.73,79455.58,
676,475.15272896959124,5.009914,,,,26.0,,,,,,,1639275.0,1777278.1,1928508.4,1821585.6,4161415.0,4863698.5,
1037,475.2336562148581,5.5183196,,,,,,,,,,,496972.06,484742.62,413522.22,379202.53,400424.0,375368.06,
862,475.23368198179764,5.2652802,,,,84.0,,,,,,,2865064.8,2890662.0,2406067.2,2206619.8,2279946.5,2546487.8,
739,475.2339860098571,5.088349,,,,46.0,,,,,,,340269.2,462844.97,482240.1,242648.62,261191.05,372969.72,
1842,475.24635015524984,7.463282,,,,,,,,,,,0.0,0.0,0.0,0.0,4363497.5,0.0,
1684,475.246901537772,7.253064999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,512115.03,0.0,
2306,475.2469386499175,8.145425999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,3377.2456,1118219.9,
2209,475.3061618997109,7.949476,,,,,,,,,,,103958.49,65685.77,112798.31,80240.54,178083.12,379791.38,
1735,475.3064389718534,7.369936500000001,,,,,,,,,,,1425157.4,1615225.1,1829552.1,1748949.5,1863372.1,1312645.1,
1504,475.30655772772906,6.740243400000001,,,,133.0,,,,,,,308588.53,389059.53,421306.78,282504.0,694166.7,236238.27,
1482,475.30659201138803,6.6964436,,,,76.0,,,,,,,790101.25,372893.12,409494.03,359113.25,405271.94,342674.12,
1424,475.3066167475692,6.579227400000001,,,,,,,,,,,448661.16,901024.1,439834.2,917742.56,485938.97,364241.16,
1396,475.30662763599634,6.518863,,,,,,,,,,,426301.97,515714.12,418510.5,611028.1,466612.44,181632.45,
1602,475.3068089155332,6.975217999999999,,,,54.0,,,,,,,190722.95,169906.05,139423.61,210113.12,772918.06,178345.81,
1668,475.30684241567786,7.2076054,,,,,,,,,,,163160.02,176185.94,320261.12,197419.53,214300.5,179335.47,
1859,475.3425582666157,7.51858,,,,119.0,,,,,,,208208.42,389314.56,528465.9,175370.62,147658.47,794243.44,
1678,475.342589461732,7.233295399999999,,,,,,,,,,,206501.48,200089.61,176530.72,543209.3,284378.1,80918.625,
2184,475.3426268973225,7.860186,,,,,,,,,,,101140.164,99837.6,138448.08,103738.67,145215.27,335413.62,
1615,475.3426954280346,7.113397,,,,,,,,,,,58080.547,113756.19,148163.83,84422.51,62900.49,78522.44,
673,476.1560780774213,5.009126999999999,,,,26.0,,,,,,,437206.7,443946.1,479415.9,441118.88,1155896.0,1324570.2,
1167,476.27795948754306,5.8978405,,,,33.0,,,,,,,873143.06,645652.0,548282.4,775887.25,818843.7,273801.44,
1209,476.27813663448967,5.998783,,,,,,,,,,,5004012.0,4363766.0,3604948.5,4226925.5,5049949.0,1872950.2,
1532,476.27825157276345,6.869621799999999,,,,,,,,,,,0.0,0.0,0.0,0.0,253852.1,0.0,
677,477.1493840475408,5.009914,,,,26.0,,,,,,,459236.47,486022.6,516212.03,498663.06,1224815.9,1326168.5,
381,477.16812648179985,4.569391,,,,14.0,,,,,,,929719.56,1073495.5,1204862.5,1077220.4,2596346.5,2910056.5,
231,477.1682749962884,4.1530824,,,,103.0,,,,,,,502489.88,570820.2,671759.5,762103.3,1677154.4,1493993.2,
307,477.16846515531984,4.444869000000001,,,,4.0,,,,,,,3109222.0,3298385.2,3413643.2,3410083.2,7347299.0,8443398.0,
2794,477.21277966243287,10.886713,,,,,,,,,,,24313.57,4420.4873,45133.4,39438.92,73567.7,0.0,
664,477.21284297572606,4.9975830000000006,,,,79.0,,,,,,,8255517.5,7925997.5,7846151.5,8392444.0,8985714.0,11205511.0,
279,477.2129300491914,4.348512,,,,3.0,,,,,,,64346.33,64475.508,47150.22,46039.695,48538.26,33825.38,
2773,477.21294468885833,10.797616,,,,,,,,,,,24325.645,4615.1025,88246.95,152908.1,0.0,0.0,
599,477.21308380185656,4.912428,,,,97.0,,,,,,,276172.16,243787.56,225115.4,234513.08,270870.25,318433.4,
508,477.2131081097728,4.763907,,,,86.0,,,,,,,1239164.6,1097315.1,1039289.75,1088543.2,1456470.2,1840961.2,
660,477.24788680819313,4.996719000000001,,,,79.0,,,,,,,839858.5,831916.0,716212.4,606134.06,509750.1,449070.16,
943,477.2490164042561,5.3617015,,,,124.0,,,,,,,2462467.2,2357697.5,2068059.9,2018436.5,2010985.5,1301150.5,
826,477.2499375500814,5.233821400000001,,,,121.0,,,,,,,554628.8,566618.9,535029.25,482984.12,584631.7,840279.2,
1878,477.2777919076378,7.6035705,,,,,,,,,,,7688.0215,3160.7617,3623.6440000000002,10931.703000000001,154001.48,317685.72,
1363,477.3222978879309,6.403465,,,,,,,,,,,311928.0,389170.28,565184.56,377877.66,305450.53,297100.75,
2537,477.3247043676729,8.686595,,,,,,,,,,,68312.49,140522.36,162825.48,56285.445,10260.901,73340.88,
678,478.1531691546547,5.00904,,,,,,,,,,,124178.68,135455.97,134237.14,131726.02,316253.78,376074.78,
1323,478.2935047696712,6.254462,,,,64.0,,,,,,,213460.03,188905.1,129508.77,191109.97,98521.74,45429.355,
1359,478.2938338751602,6.365319,,,,52.0,,,,,,,1361536.4,1156050.8,870144.25,1063908.1,1449370.9,603767.0,
525,479.2284925284179,4.798342,,,,,,,,,,,3977068.8,3602346.5,3372073.5,4110086.0,5446158.5,7231620.0,
625,479.22856529226334,4.936648,,,,19.0,,,,,,,536924.1,511523.75,517982.16,548332.25,629870.44,768906.1,
1716,479.2933550733421,7.3254056,,,,30.0,,,,,,,51479.418,58498.9,88817.57,88472.625,331056.5,882894.44,
345,480.2015958141375,4.498018,,,,,,,,,,,30900.57,6665.151,0.0,21606.897999999997,6951.7656,233098.31,
1729,480.2730797967595,7.361992,,,,,,,,,,,2742082.2,2638909.0,3192207.2,2881296.5,0.0,156061.66,
1637,480.27309952867967,7.143747,,,,,,,,,,,2501722.0,2728268.2,1938845.1,3442594.8,0.0,601692.6,
1518,480.3095805370455,6.8287454,,,,,,,,,,,163726.17,136297.56,111816.84,118397.06,205740.31,38785.234,
1365,480.30964942163735,6.4113755,,,,130.0,,,,,,,406470.7,342432.88,350874.44,433433.12,501662.0,208416.33,
2554,483.27800605836114,8.796081,,,,,,,,,,,214000.52,24845.994,252008.6,66025.33,924903.3,804230.7,
2244,483.2781067393734,8.0906,,,,,,,,,,,183445.39,105324.125,191549.25,145357.89,483969.56,754732.5,
1191,483.380076181429,5.925685,,,,,,,,,,,0.0,0.0,0.0,0.0,382563.1,190828.56,
1840,484.10068636869005,7.4560494,,,,,,,,,,,58275.523,147964.08,156970.38,203743.66,397264.56,361947.75,
1106,484.33890027926145,5.7067312999999995,,,,,,,,,,,1755707.5,1666878.2,1260157.1,1966364.5,1816560.1,2568365.8,
1142,484.33898598684766,5.8143400000000005,,,,,,,,,,,100284.664,258446.9,157061.47,246751.08,232982.77,467838.8,
1081,484.33906457298315,5.6106739999999995,,,,37.0,,,,,,,833916.7,548348.9,543787.44,1019005.94,1149456.4,1553777.6,
681,485.18145053349593,5.0117097,,,,26.0,,,,,,,20645866.0,20603732.0,17633734.0,16152808.0,16878360.0,17499428.0,
2779,485.1816620951075,10.815012,,,,111.0,,,,,,,126911.96,150325.36,180252.56,161852.02,18579.086,0.0,
2790,485.1817243845416,10.88125,,,,,,,,,,,303152.2,18078.058999999997,367229.62,82772.56,177345.75,0.0,
1123,485.1818770460753,5.7700663,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,82039.23,
2068,485.27861553685767,7.716153599999999,,,,,,,,,,,0.0,0.0,0.0,0.0,2654996.8,0.0,
2217,485.27867432308886,7.9813089999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1310791.8,
2049,485.34784025794335,7.694103,,,,5.0,,,,,,,235876.75,198100.14,475604.03,151221.5,596340.25,1028872.5,
195,487.161144911541,4.0242333,,,,,,,,,,,106518.92,121429.15,98659.99,93370.26,86192.01,169003.61,
272,487.1611550020857,4.298738,,,,8.0,,,,,,,520109.38,520640.12,463619.62,503765.34,544589.25,533520.6,
368,487.16116990143036,4.5588903,,,,14.0,,,,,,,299432.12,271093.03,254271.02,269613.72,200133.66,295727.78,
226,487.197120137886,4.145387,,,,103.0,,,,,,,3798266.0,4292996.0,4256763.0,4125840.2,4274547.5,3557304.0,
314,487.19720031968126,4.445666,,,,4.0,4.0,[M+H]+,,2.0,319;314,486.18983,10798122.0,10479177.0,9384351.0,8531232.0,8960155.0,9462431.0,
586,487.19787254354895,4.883342,,,,53.0,,,,,,,1660185.8,1708928.2,1460595.9,1291242.2,1154551.9,1217956.8,
117,487.30571574340144,3.3232546000000003,,,,,,,,,,,0.0,0.0,0.0,0.0,22686.455,35397.53,
1533,487.3060706194622,6.8719234,,,,,,,,,,,65620.27,77056.9,58198.085999999996,68994.66,84987.93,75784.51,
1883,487.306314905855,7.5943320000000005,,,,,,,,,,,255592.47,193562.3,295743.56,292369.94,601583.06,281634.8,
1429,487.3064510516504,6.586115400000001,,,,47.0,,,,,,,392161.4,340752.25,384999.06,429574.66,430239.16,513935.75,
580,488.2013684798929,4.8901825,,,,,,,,,,,176520.81,246778.48,338361.88,181030.48,175138.02,276472.25,
2606,488.3148133101972,9.262961,,,,,,,,,,,33831.03,0.0,57407.83,0.0,208022.48,370548.1,
149,489.1766373948489,3.6988095999999997,,,,,,,,,,,134542.05,152680.61,123879.79,132100.25,129510.76,192830.44,
170,489.17669935461714,3.8692245,,,,20.0,,,,,,,1382100.8,1515112.0,1195220.8,937744.6,775335.4,890836.1,
202,489.17688175767097,4.0304737,,,,,,,,,,,280150.34,306756.03,309403.78,285900.16,153641.62,162193.38,
253,489.1769482929783,4.2450730000000005,,,,27.0,,,,,,,439730.84,471268.0,350181.72,356480.84,313958.3,866730.8,
725,489.21261645047935,5.092692400000001,,,,46.0,,,,,,,125898.8,257328.84,201181.78,493555.34,275144.84,139096.89,
763,489.21274729007945,5.128002599999999,,,,,,,,,,,501353.25,415633.53,216544.97,213807.47,242624.0,204865.11,
544,489.21339173499604,4.827889,,,,24.0,,,,,,,6582473.0,6018293.0,4694803.0,5351784.0,6565778.0,5365470.0,
1375,489.2183736302279,6.4221864,,,,69.0,,,,,,,2458928.8,2609273.5,2669250.8,2759581.8,2227006.5,3011714.2,
2187,489.3219303957821,7.875397,,,,107.0,,,,,,,596122.94,353783.88,253279.31,595012.3,1186346.8,689193.5,
2087,489.3219856929695,7.796325,,,,,,,,,,,166895.94,128706.305,123054.125,175838.56,240984.06,202458.02,
1686,489.3220400656255,7.2569637,,,,61.0,,,,,,,312431.94,343761.56,526470.7,306362.56,330652.66,418293.94,
546,490.2165140515686,4.827985,,,,24.0,,,,,,,1860255.4,1689509.1,503100.1,1472739.0,1891327.8,1543351.6,
1625,490.33031162100923,7.1339493,,,,,,,,,,,175425.7,212282.8,306209.66,223040.06,471127.9,851624.2,
2632,490.33044654838403,9.553662,,,,,,,,,,,46515.477,0.0,49165.066,0.0,492142.97,658809.06,
1012,491.1474676148283,5.4387355,,,,,,,,,,,177393.2,185996.1,256642.31,130410.62,296295.97,346877.62,
867,491.1477265062581,5.270254,,,,84.0,,,,,,,2560534.0,3026726.5,3243443.0,2365177.8,5752781.0,6842882.0,
1054,491.1478850114409,5.564368,,,,63.0,,,,,,,162003.83,176592.27,178534.02,114838.516,329522.03,597043.75,
2797,491.1478889407172,10.939759,,,,,,,,,,,586656.6,602120.1,215842.92,242603.55,195297.52,13754.76,
2774,491.1479252094394,10.811135,,,,,,,,,,,103005.33,102895.27,745743.1,270717.38,88989.22,19105.07,
541,491.1480081562768,4.774611,,,,7.0,,,,,,,22719624.0,22971874.0,26958694.0,27009008.0,63861108.0,69460920.0,
808,491.2284780657977,5.1806245,,,,142.0,,,,,,,5605063.5,2636221.0,2406103.2,3796451.5,2669942.0,3457989.0,
728,491.22848982871125,5.0731797,,,,46.0,,,,,,,13734440.0,11030251.0,9114166.0,14150528.0,15696137.0,9588141.0,
505,491.228857267764,4.7487335,,,,16.0,,,,,,,5389990.0,4907396.5,3713765.5,4830708.0,5251538.5,3651800.2,
629,491.2288876577472,4.944921,,,,19.0,,,,,,,648373.75,582766.44,372062.94,385476.22,378606.1,512346.06,
1120,491.266250098801,5.757527,,,,87.0,,,,,,,758183.4,605269.25,615832.8,639181.25,770029.0,693047.44,
2325,491.2833329108919,8.138237,,,,,,,,,,,0.0,0.0,0.0,0.0,700740.44,250020.86,
1275,491.3012383103704,6.130241000000001,,,,,,,,,,,602617.0,426427.4,371852.53,562974.3,445954.4,504399.56,
1767,491.301374574586,7.423567,,,,,,,,,,,275912.28,265681.22,267496.0,282975.97,372725.94,262828.47,
1338,491.301449580923,6.2662024,,,,155.0,,,,,,,162568.73,148397.72,112526.77,168885.52,14447.898000000001,94588.6,
1405,491.3015258975231,6.526312,,,,,,,,,,,409573.34,429275.53,451528.16,437980.38,547681.5,415842.12,
1612,491.30165671848727,7.099294,,,,,,,,,,,285651.4,305296.03,285286.66,306905.1,357756.3,308893.03,
1662,491.3364940096909,7.182964999999999,,,,,,,,,,,256140.5,341729.47,401334.88,304627.94,379261.06,543400.44,
1551,491.3377588449786,6.937021700000001,,,,74.0,,,,,,,459572.03,690780.06,704847.75,595712.7,551493.2,723565.0,
1506,491.3378600154078,6.786308,,,,133.0,,,,,,,459958.25,467425.06,512246.0,585418.6,602671.6,538885.7,
2567,491.3407631880229,8.911913,,,,,,,,,,,0.0,0.0,0.0,0.0,165646.75,7197.371999999999,
2457,491.34084189927,8.379147,,,,,,,,,,,311138.97,355547.16,312353.22,357042.88,0.0,0.0,
869,492.1510270389642,5.2703843,,,,84.0,,,,,,,623968.9,534191.4,872934.4,574828.8,1559622.5,1860575.4,
502,492.1514468397184,4.7705426,,,,7.0,,,,,,,6127779.0,6171215.0,1626644.9,7299375.5,3010739.0,6808136.5,
564,492.1514941488019,4.819609,,,,,,,,,,,4136940.8,2347487.5,2729389.5,3473338.0,17520128.0,6808136.5,
504,492.23177596307363,4.7487035,,,,16.0,,,,,,,1502424.9,1367144.1,1048974.2,1328309.1,1540508.4,1101548.4,
260,493.1272220271412,4.2583923,,,,,,,,,,,173705.5,201383.5,235796.19,236513.11,397252.12,435406.47,
866,493.144211856189,5.2702029999999995,,,,84.0,,,,,,,732399.7,866659.6,929046.6,668995.9,1657357.2,1721563.9,
506,493.14437392245736,4.795872,,,,7.0,,,,,,,6567751.0,6714388.5,7832072.0,7910386.0,18754832.0,20369490.0,
770,493.1443724473549,5.2227883,,,,,,,,,,,136988.94,152249.34,286482.25,214366.03,398707.78,235377.47,
459,493.1631781933801,4.686285,,,,18.0,,,,,,,11259482.0,11063632.0,12727321.0,13639569.0,27918732.0,30854850.0,
255,493.2441362773347,4.249128,,,,27.0,,,,,,,943532.8,905861.25,773369.7,808010.25,848709.7,679990.6,
819,493.24434401895064,5.223282299999999,,,,82.0,,,,,,,2952283.0,2777783.8,2604889.0,2420018.5,2222545.2,2252225.0,
634,493.24436023830964,4.9491153,,,,19.0,,,,,,,2439035.2,1861008.1,1385612.0,2161123.5,2383341.5,1329801.9,
570,493.2461509662291,4.868249,,,,,,,,,,,245653.4,212481.95,190502.72,205026.16,268199.72,268806.22,
1676,493.2570505144207,7.3022857000000005,,,,,,,,,,,145901.97,171350.7,0.0,275123.6,366759.9,0.0,
1843,493.2570756812315,7.4235562999999996,,,,,,,,,,,206237.27,86854.35,79072.32,668939.8,2383093.2,0.0,
501,494.14780858627154,4.774625299999999,,,,7.0,,,,,,,1777474.8,1821034.6,2131536.8,2186881.0,5238787.0,5676359.0,
631,494.2478105890306,4.9475093,,,,19.0,,,,,,,721376.5,555062.6,403685.94,629237.1,694518.75,372481.66,
2542,495.27810833120407,8.722611,,,,,,,,,,,236563.08,24248.222999999998,173676.08,46510.49,420290.56,291181.47,
1421,495.2885070353614,6.582669999999999,,,,,,,,,,,96311.21,80532.88,119631.56,168099.2,384831.12,968220.25,
1583,495.28886813410315,7.001587400000001,,,,,,,,,,,71076.57,87870.93,103644.01,145828.08,313342.16,510980.16,
1627,496.2680257793663,7.137401,,,,,,,,,,,0.0,0.0,0.0,0.0,3079926.2,0.0,
1502,496.2682047650869,6.781142999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,477845.22,0.0,
1292,496.2682663261898,6.163662,,,,,,,,,,,214479.88,156954.44,65400.81,182615.23,0.0,164646.25,
1351,496.26828985942115,6.328017,,,,144.0,,,,,,,1821729.2,1372948.2,753069.44,1635542.5,0.0,22166.07,
1119,496.3392403067248,5.7566414,,,,87.0,,,,,,,445217.84,405857.28,362793.06,546251.4,541409.44,646219.2,
1094,496.33924883151917,5.689554,,,,,,,,,,,293675.53,306308.75,249149.34,408914.44,394530.5,543277.0,
707,497.27555120150396,5.032292,,,,,,,,,,,293356.7,225112.67,226777.67,229488.2,354265.84,100746.875,
292,497.2756555339463,4.401838,,,,,,,,,,,161951.97,124930.13,124370.305,111156.18,201647.97,111255.945,
2493,497.2781361326983,8.445412,,,,,,,,,,,58672.71,0.0,43271.227,25149.932,255543.2,148599.62,
2580,497.2937336140805,8.997877,,,,,,,,,,,91027.15,0.0,47827.265999999996,6754.298000000001,320606.72,236520.14,
1196,498.35495438606415,5.9706426,,,,112.0,,,,,,,15342085.0,16387914.0,12400147.0,19110478.0,21574482.0,28197626.0,
2530,498.3553373750568,8.6895895,,,,171.0,,,,,,,76947.12,24118.347999999998,69182.29,68129.49,176343.4,152745.75,
