row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp10_3_Run210.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGIp10_2_Run133.mzML Peak area,NEG_TJGIp10_1_Run23.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,Unnamed: 19
90,341.1005432155395,2.943902,,,,,,,,,,,193003.38,134093.1,121747.984,66946.27,59590.004,12610.018999999998,
97,341.10059089185006,2.9952714,,,,,,,,,,,265121.25,182483.23,162445.8,463293.75,422434.1,133136.17,
1000,341.17564209708814,5.441368,,,,51.0,,,,,,,7626028.5,7973510.5,7183289.5,6163494.0,6170301.0,5781322.5,
2463,341.269390019795,8.439211,,,,,,,,,,,0.0,0.0,0.0,0.0,396088.1,186548.11,
2432,341.2695211318098,8.270424,,,,,,,,,,,439016.34,789033.44,521752.78,614839.4,0.0,0.0,
1200,341.2695416775929,5.9715157,,,,112.0,,,,,,,251526.02,183950.16,241900.56,257318.84,172590.83,113225.234,
1529,341.26966162246515,6.861097999999999,,,,127.0,,,,,,,55401.598,70282.58,72372.3,80592.75,115426.01,80380.96,
2436,341.30584271019313,8.28559,,,,160.0,,,,,,,90982.555,87570.234,125343.21,111707.266,115269.734,67001.13,
1756,341.3059497672994,7.40037,,,,152.0,,,,,,,628582.8,538802.5,677439.25,760276.94,947924.7,896933.2,
1775,343.2851987611369,7.43142,,,,,,,,,,,1455641.1,1120643.1,1196904.4,1071885.2,1371465.2,847242.75,
1270,343.2852782299335,6.117213700000001,,,,135.0,,,,,,,58930.77,35007.8,60878.965,68744.4,21921.702999999998,24484.6,
1971,351.18628691171875,7.6777396,,,,5.0,,,,,,,5275563.5,4019168.0,5414541.5,5407567.0,7925695.5,6499237.5,
1310,351.2175115149467,6.204145400000001,,,,,,,,,,,724990.8,113996.12,124092.7,121312.81,670271.7,573169.25,
1268,351.2175973881308,6.1351533,,,,95.0,,,,,,,712546.5,843533.5,754789.2,860374.5,420539.38,43374.645,
2046,351.22051429438034,7.688875,,,,,,,,,,,41644.668,792873.4,174280.58,307213.25,0.0,0.0,
2458,351.22077017727753,8.354888,,,,,,,,,,,0.0,0.0,0.0,0.0,6016.575,834746.25,
1406,351.22100198288695,6.485936,,,,,,,,,,,174683.19,121884.04,390215.12,38907.95,0.0,0.0,
1705,351.2210670019216,7.3644314,,,,,,,,,,,0.0,3461.9922,0.0,0.0,0.0,1030520.7,
1554,351.25413709461446,6.949623599999999,,,,,,,,,,,178891.08,272806.4,332348.22,239784.7,264190.06,358407.4,
1972,353.1832125549695,7.6777396,,,,5.0,,,,,,,3328311.0,2517941.8,3406337.2,3372328.8,4958768.0,3963729.8,
1701,353.2002817505126,7.3181148,,,,,,,,,,,0.0,0.0,0.0,0.0,2716369.0,0.0,
1463,353.2003666810845,6.6601853,,,,,,,,,,,587233.4,374707.06,1090244.4,1080465.8,0.0,0.0,
1874,353.20040871041937,7.563262,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4337166.0,
1964,354.18665190351106,7.676931,,,,5.0,,,,,,,620301.44,451386.4,630744.75,634266.25,933386.7,747078.56,
446,355.15491989390534,4.673721,,,,18.0,,,,,,,37024180.0,40673396.0,36153490.0,39412812.0,38776390.0,36763590.0,
348,355.1552148389479,4.5122375,,,,,,,,,,,61591.05,114333.73,47005.305,60311.64,62843.54,54789.03,
2016,355.1581578981262,7.685625,,,,5.0,,,,,,,5084768.5,4130843.2,5201303.5,1950807.6,6700904.0,11809183.0,
1965,355.1795366387462,7.676931,,,,5.0,,,,,,,487329.62,352707.4,483025.16,501680.8,729302.8,541999.2,
1162,355.24885854185334,5.874117,,,,,,,,,,,121570.35,106319.055,92482.22,192929.77,246682.58,163761.08,
1603,355.24895196075363,7.0610729999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,368080.9,0.0,
2499,355.32160010076814,8.470174,,,,,,,,,,,1558457.9,1163539.9,1883328.8,1655026.5,1902814.2,1477914.5,
1907,355.3216049188707,7.6526475000000005,,,,5.0,,,,,,,40637180.0,30732324.0,42228096.0,42699960.0,62369616.0,55530056.0,
2804,355.3216465649081,11.02196,,,,,,,,,,,195937.88,1004071.75,86018.414,238062.4,179949.34,30394.467,
2792,355.3216674376653,10.892837,,,,,,,,,,,605763.7,198418.47,57318.88,1415304.6,107087.89,51496.348,
2767,355.32168701801936,10.622866,,,,,,,,,,,158987.66,37046.766,215830.28,75586.945,44958.37,167629.4,
2768,355.32169825347876,10.770439999999999,,,,,,,,,,,20999.272999999997,22844.132999999998,234622.45,175515.4,1071719.1,527120.3,
2811,355.3217616689801,11.392628,,,,,,,,,,,39904.88,49832.098,0.0,4510.83,5689.4980000000005,0.0,
2010,356.1602516605892,7.6840910000000004,,,,5.0,,,,,,,1174569.4,955769.75,1199801.2,1032199.1,1536938.8,2741354.5,
1909,356.32491896903724,7.653388499999999,,,,5.0,,,,,,,9766321.0,7252420.5,10143059.0,10213876.0,14942677.0,13248300.0,
393,357.17068113426257,4.5742497,,,,14.0,,,,,,,339057.84,367115.94,598490.3,334797.38,380292.1,345321.5,
841,357.17072164715586,5.2490234000000004,,,,84.0,,,,,,,7582555.0,7698606.5,6914001.5,6253467.0,6198259.5,6041453.0,
320,357.17075390838994,4.44815,,,,4.0,,,,,,,243942.94,236829.55,210373.16,202028.62,228867.31,244572.62,
262,357.17081252810027,4.274204,,,,8.0,,,,,,,409874.3,349256.6,271566.9,338616.16,383847.78,489912.4,
704,357.17085004577456,5.047088,,,,46.0,,,,,,,514847.38,530315.2,495516.88,419131.7,529609.9,551169.56,
423,357.17096258962374,4.6260650000000005,,,,,,,,,,,283354.12,314278.62,331648.53,299483.25,246392.48,336606.03,
635,357.2394779487807,4.9533309999999995,,,,19.0,,,,,,,3231033.8,3439914.0,2598580.2,3865959.8,5458290.5,4451201.5,
926,357.2644989630487,5.3498434999999995,,,,124.0,,,,,,,540576.7,488381.0,448661.75,445966.0,491810.97,444030.4,
1165,357.26450026479955,5.892733,,,,33.0,,,,,,,412925.1,348820.5,328618.84,414036.97,514439.1,597665.7,
1921,357.3279011659363,7.6563606,,,,5.0,,,,,,,1225161.4,921409.1,1268157.6,1278859.4,1916935.2,1642541.8,
1098,359.2802430517736,5.69952,,,,31.0,,,,,,,49270.383,32344.23,47269.57,49287.59,64686.812000000005,55799.405999999995,
1132,359.28026162434537,5.792015,,,,,,,,,,,268792.9,268914.06,235008.66,298099.44,264769.4,319892.7,
1017,359.28028016583886,5.469709,,,,0.0,,,,,,,1050256.1,811617.2,1004151.7,1014871.94,735615.1,563580.56,
1895,362.23684556882216,7.646364,,,,,,,,,,,0.0,0.0,0.0,0.0,927822.44,0.0,
2205,362.23692612042436,7.930442299999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,544685.56,
1318,363.21720135558866,6.173495,,,,,,,,,,,64794.773,139154.89,160684.88,114774.85,306852.84,365841.97,
1271,363.2172832866247,6.1343803,,,,135.0,,,,,,,509965.12,495898.84,429002.6,597254.75,220114.88,325634.3,
1449,363.21762918926544,6.6280746,,,,,,,,,,,152393.53,149843.92,113155.625,161491.28,156780.3,144491.06,
1250,365.1967455756271,6.032558,,,,,,,,,,,408750.62,393889.5,445662.6,407923.66,494479.44,0.0,
510,367.1910900135194,4.766959,,,,2.0,,,,,,,1261638.8,1352949.1,1173726.9,1184647.8,1211101.9,1094823.8,
558,367.2140247544287,4.7905602,,,,,,,,,,,14063.273000000001,22091.428,36756.266,19937.718999999997,2049308.9,1833177.9,
427,367.2144065561127,4.662471,,,,,,,,,,,1817602.2,1806165.6,1665582.0,2043239.6,73880.414,52118.867,
2172,367.2157494160093,7.834573,,,,,,,,,,,0.0,0.0,0.0,0.0,555314.4,73389.69,
2236,367.2157678539383,8.043535,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1149166.8,
1887,367.2461904252328,7.624546499999999,,,,15.0,,,,,,,229554.72,108306.945,230092.69,130301.99,202946.95,518443.34,
1121,367.2488401713385,5.765226,,,,87.0,,,,,,,24861.468999999997,42190.66,38007.746,60293.87,38584.7,155910.77,
1029,367.248853021582,5.5011597000000005,,,,6.0,,,,,,,654617.4,988620.0,984783.2,1056556.0,813916.2,1187502.5,
2065,368.28028577466273,7.709744000000001,,,,129.0,,,,,,,392599.25,352687.44,550690.2,436951.16,455806.56,448501.38,
1915,368.3166687395829,7.654972,,,,5.0,,,,,,,471779.2,340877.7,513645.03,422799.56,860887.94,924640.56,
2201,369.17353962834585,7.91993,,,,,,,,,,,46476.883,24929.697,49796.203,33755.746,119584.54,1028224.44,
1734,369.3009134641748,7.3640593999999995,,,,147.0,,,,,,,3169209.8,2639272.0,3151116.8,3374863.5,4513093.5,3578544.0,
1534,369.3009827079883,6.8701053,,,,,,,,,,,73570.664,73019.516,71299.6,93758.84,101011.1,80255.234,
1484,369.30103536792143,6.703634,,,,76.0,,,,,,,170518.23,160437.16,188783.28,199711.81,247776.81,196726.52,
2189,369.3371686863873,7.878852999999999,,,,107.0,,,,,,,572948.44,468956.56,590844.2,683996.94,916492.06,989681.7,
2518,369.33719045347914,8.637971,,,,,,,,,,,2618238.0,1669019.4,2757563.2,2049899.6,2789720.8,2526568.0,
50,371.1362384804456,0.39802113,,,,,,,,,,,232448.22,242762.55,137929.75,108421.805,455974.72,637669.3,
2235,371.3164226089145,8.070277,,,,,,,,,,,460002.88,377284.6,440172.78,341364.53,965247.75,993559.4,
1609,371.31652024693153,7.082603999999999,,,,,,,,,,,301584.88,304451.28,356388.44,342364.3,423296.7,259397.73,
1408,371.31664600532133,6.5420112999999995,,,,99.0,,,,,,,52318.223,57567.676,64605.832,68230.28,105603.66,67990.125,
1541,371.31667789482526,6.889125999999999,,,,,,,,,,,322618.53,307218.84,340763.06,410281.72,465457.97,350304.6,
1487,371.31681223664424,6.730583,,,,,,,,,,,61602.73,52637.34,69699.26,83881.82,103599.39,82328.78,
450,373.1654374911879,4.676282,,,,18.0,,,,,,,8088488.0,8352563.5,7798748.5,8248295.5,8181234.5,7766606.0,
927,373.1654721610311,5.3514686,,,,124.0,,,,,,,551837.7,532866.7,476386.25,410066.47,413489.56,387051.1,
174,373.16570549592456,3.8765937999999993,,,,,,,,,,,30882.377,29684.916,20859.918,36095.195,48657.277,49398.687999999995,
928,374.2446214973543,5.352192400000001,,,,124.0,,,,,,,319163.1,777720.56,1137560.5,489419.62,1348234.1,4137699.5,
301,375.21764467799414,4.439941,,,,4.0,,,,,,,531509.75,490651.97,507810.44,580904.2,585304.6,428483.34,
576,375.27504737319833,4.873325299999999,,,,57.0,,,,,,,1366951.2,1214977.0,1035144.7,1410007.2,1546359.0,1739700.1,
475,375.27511430854776,4.7100480000000005,,,,42.0,,,,,,,312378.28,257089.08,246303.06,348294.25,266460.56,319039.84,
30,377.08543653858874,0.37898204,,,,78.0,,,,,,,1272690.8,1012685.56,589285.94,993162.1,1543541.5,1180295.8,
1795,379.1581088621643,7.4440894,,,,48.0,,,,,,,2028768.0,1110445.1,1132692.0,1620048.8,1638236.9,3476092.2,
1014,381.09793188289666,5.4597454,,,,,,,,,,,156453.77,137589.44,78074.06,86987.66,127608.336,585146.3,
2088,381.17373130674895,7.7885284,,,,110.0,,,,,,,672796.5,450416.25,568402.3,530265.5,1054808.0,3198022.2,
894,381.20707314475334,5.3046393,,,,124.0,,,,,,,2838602.2,3017447.8,2603767.5,2207534.2,2175885.8,2016102.2,
917,381.22804237782714,5.34201,,,,124.0,,,,,,,400984.94,581674.6,619765.2,750342.9,679541.4,1197448.2,
2443,381.2314641005735,8.300669000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1446661.4,
2397,381.2314722246061,8.226955,,,,,,,,,,,0.0,0.0,0.0,0.0,3858430.5,639530.3,
1808,381.2315481646824,7.436891999999999,,,,,,,,,,,495560.72,1063987.5,436807.22,692800.7,0.0,13357.743,
1920,381.2315507113551,7.6322384,,,,,,,,,,,416334.9,17388.838,1288278.6,162865.34,0.0,0.0,
1044,383.1136691639558,5.5351099999999995,,,,,,,,,,,127980.19,142379.55,88508.766,105595.984,141837.69,528382.75,
1832,383.13158169294775,7.4528255,,,,11.0,,,,,,,375227.75,219942.67,320935.6,343640.72,514007.4,419050.84,
2294,383.1894379164048,8.134679,,,,12.0,,,,,,,2388637.2,1476306.2,2636993.0,1748619.4,4327778.0,7313667.0,
2805,383.3529048055723,11.012624,,,,,,,,,,,12115.919,124960.43,0.0,10710.186000000002,0.0,0.0,
2784,383.35292476028803,10.833381,,,,,,,,,,,17388.402,4133.947,14275.347,221140.05,166842.72,3340.32,
2248,383.35292606683805,8.102344,,,,12.0,,,,,,,3723574.8,2068350.5,3631595.2,3632261.2,6588280.0,6049627.0,
2550,383.3529500138591,8.797862,,,,117.0,,,,,,,7892537.0,4522931.0,8419881.0,5787288.0,9725507.0,11657601.0,
2600,383.35295627563215,9.251906,,,,153.0,,,,,,,287933.6,3414.1968,167337.7,11637.662,125097.695,362341.3,
2586,383.3529665530666,9.167191,,,,,,,,,,,140512.62,53962.977,192589.11,71740.88,86975.375,185275.5,
2532,383.3530455904834,8.709527,,,,,,,,,,,51053.7,1420614.9,47594.418,34103.543,101169.37,85772.03,
2295,384.19180171300536,8.134724,,,,12.0,18.0,[M+H]+,,2.0,2296;2295,383.18496,600817.3,381163.88,686559.9,447446.38,1106854.6,1915739.0,
2263,384.3562610050413,8.10241,,,,,,,,,,,464966.34,525087.3,464124.94,565660.8,1123844.8,1522129.0,
5,384.93524501301005,0.32380673,,,,,,,,,,,95600.98,93218.51,115282.05,86413.914,196037.42,365733.22,
2731,384.9353453209956,10.297566999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,10292.280999999999,158196.45,
999,385.1655816255122,5.4413504999999995,,,,51.0,,,,,,,1601969.4,1693094.0,1489236.6,1309124.4,1308202.8,1238370.0,
1068,385.27083143256704,5.5981746,,,,39.0,,,,,,,834343.75,831062.94,685920.44,994329.75,1120734.9,942816.75,
2425,385.3321933949625,8.258416,,,,,,,,,,,2045756.1,1541349.2,1572079.2,1760633.5,1677296.9,301547.2,
1572,386.29125322853696,6.9787669999999995,,,,,,,,,,,881662.8,983612.75,1026271.6,1018932.4,1127183.1,1000154.56,
15,387.11432047825167,0.45487213,,,,,,,,,,,2918800.2,2344499.5,1436010.2,2526732.5,2824140.2,1225046.4,
1939,387.16274815008614,7.66758,,,,5.0,,,,,,,747775.75,628655.2,897173.75,737565.1,2457356.0,2501347.0,
1944,389.1598066578157,7.668361999999999,,,,5.0,,,,,,,710923.3,592854.06,889675.25,703488.6,2291223.2,2448819.0,
264,389.1607183396349,4.2777715,,,,8.0,,,,,,,159904.06,134651.11,107756.055,146810.58,155924.52,186252.19,
1942,391.1567067512754,7.666013700000001,,,,,,,,,,,133622.12,112138.516,193592.1,146914.84,697735.4,736640.4,
291,391.1763533700892,4.417248000000001,,,,,,,,,,,1064865.9,1061740.4,1048816.4,1107085.2,1222312.1,1038594.25,
1935,391.29831320684656,7.666059,,,,5.0,,,,,,,758774.6,598720.6,921238.7,699587.7,2465834.2,2641666.5,
2500,391.2983516345512,8.472002999999999,,,,,,,,,,,8384.165,0.0,11301.066,32698.875,35183.43,0.0,
1802,392.3169980744954,7.443331,,,,,,,,,,,254047.88,115700.3,127417.695,189327.92,243187.31,252899.42,
938,395.1861605036739,5.359368,,,,124.0,,,,,,,623960.44,462740.53,344730.12,471861.4,499448.06,133796.22,
280,395.1862782468142,4.3512273,,,,3.0,,,,,,,1415949.1,1533995.1,1430869.2,1542480.5,1440113.0,1091666.4,
2503,395.2471522928552,8.452049,,,,,,,,,,,0.0,0.0,0.0,0.0,151318.34,870078.1,
2541,395.35289908564727,8.7261,,,,,,,,,,,5355010.5,2710724.2,5486801.5,2912480.0,4950881.5,3812846.8,
561,397.1289254859709,4.8502540000000005,,,,24.0,,,,,,,3175924.2,3252162.5,3149353.5,2934559.5,2668232.0,2328136.5,
1216,397.12900979853,6.014704,,,,,,,,,,,75110.836,93800.555,66584.95,66577.41,79258.58,353648.2,
1774,397.1686360174906,7.4308133000000005,,,,48.0,,,,,,,349452.75,313617.7,317981.97,231422.42,275128.75,363600.5,
2238,397.20170907185724,8.067161,,,,,,,,,,,621777.94,268037.4,569206.4,480582.8,1126534.0,1285834.4,
956,397.201821478428,5.3719673,,,,124.0,13.0,[M-H2O+H]+,,2.0,951;956,414.20544,912627.9,704416.6,595355.3,766174.1,632354.06,461686.34,
2791,397.20187747910876,10.871715,,,,,,,,,,,202709.23,54051.805,597467.7,286416.47,415442.03,3328.1284,
2770,397.201880669317,10.808427,,,,,,,,,,,201284.4,91411.36,154644.89,523899.25,65944.85,0.0,
695,397.2019015509712,5.0429645,,,,46.0,,,,,,,71774460.0,73262470.0,67156310.0,64748336.0,68631490.0,70926250.0,
2095,397.20211637003814,7.802934599999999,,,,45.0,,,,,,,189076.95,145360.75,154175.06,183358.89,466952.38,317979.34,
2086,397.22625117947945,7.7807059999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4980887.0,
1841,397.2263117990988,7.463282,,,,,,,,,,,0.0,0.0,0.0,0.0,3552640.5,0.0,
1496,397.2264685756645,6.814305,,,,,,,,,,,684702.4,431137.7,626567.94,1237324.6,0.0,0.0,
2100,397.3320747148462,7.808928,,,,45.0,,,,,,,1018158.25,643668.06,946043.7,867439.3,2510190.8,2015077.1,
2435,397.36841465486054,8.281984,,,,160.0,,,,,,,43889.945,23814.897999999997,32429.34,44287.027,80523.28,67037.945,
2579,397.3684882130032,8.995658,,,,,,,,,,,4044806.0,1833514.0,2932189.2,2113526.8,2979130.0,2809679.8,
2102,398.33555989092486,7.807998700000001,,,,,,,,,,,240103.28,147810.12,225135.45,203076.56,618304.56,488129.66,
1888,399.18416433592733,7.627977400000001,,,,15.0,,,,,,,1449669.6,1015092.9,1584852.0,900501.9,1682781.2,2182136.0,
1476,399.25408258860153,6.6853333,,,,,,,,,,,2142484.0,1957142.8,1112888.0,2082584.6,899156.56,631108.94,
1714,399.3267090171714,7.3254056,,,,30.0,,,,,,,1863807.1,1644753.8,1835553.6,2067346.9,2181118.5,2480157.0,
2533,399.3477281814782,8.659575,,,,,,,,,,,2531586.0,1284956.5,2507145.8,1506743.4,5400193.0,7792369.5,
2571,399.3477305465375,8.912825999999999,,,,77.0,,,,,,,688401.94,266280.53,679464.94,313699.53,1339417.6,2242461.8,
2485,399.3477720623417,8.441055,,,,101.0,,,,,,,50738770.0,34967076.0,41220590.0,43924944.0,68607976.0,44229840.0,
2597,399.3478069713379,9.251058,,,,,,,,,,,293280.06,100026.445,228429.38,103452.45,386968.97,652106.0,
2401,399.3478174336824,8.189850999999999,,,,,,,,,,,437916.94,298319.12,326701.47,338531.84,1082844.8,894135.44,
1879,399.3478427116809,7.638374000000001,,,,,,,,,,,125421.805,114822.17,29775.917999999998,129351.39,669622.4,309889.7,
1982,399.3479565809637,7.6794147,,,,5.0,,,,,,,237687.92,168118.75,384526.97,186303.7,813291.7,694491.5,
2566,400.3511230011368,8.919493,,,,,,,,,,,135590.05,0.0,132290.67,24932.12,341827.97,586808.5,
1481,401.1422069138482,6.697319,,,,76.0,,,,,,,596695.9,436460.72,739054.25,728988.9,1154216.0,656342.25,
708,401.1602095577916,5.050408,,,,46.0,10.0,[M+H]+,,2.0,708;717,400.15312,3151901.8,3103195.0,3081479.5,3018147.0,3126862.2,3138726.8,
223,401.16040062661324,4.1445155,,,,103.0,,,,,,,1194407.5,1357464.9,1275387.6,1334854.0,1426249.5,1247228.1,
840,401.1604238705794,5.249006700000001,,,,84.0,12.0,[M+H]+,,2.0,840;837,400.15325,3227518.8,3335452.8,2969788.0,2742659.5,2773229.8,2671466.0,
318,401.16047720997136,4.4473004000000005,,,,4.0,,,,,,,1296435.0,1244594.5,1092987.5,1091919.5,1223944.0,1300520.0,
390,401.1606134991728,4.556822,,,,14.0,,,,,,,348707.34,784333.06,392325.7,390709.72,501053.94,483338.4,
577,401.1606623476792,4.8740825999999995,,,,57.0,,,,,,,301521.56,381030.88,249750.5,356224.94,403413.8,307010.72,
435,401.1608751388402,4.6499844,,,,18.0,,,,,,,453476.56,385709.03,352711.72,529139.6,637663.9,78702.63,
889,403.21234271239695,5.2929673,,,,123.0,,,,,,,2145183.5,1559795.1,1162979.4,2173701.8,1944611.1,595969.4,
25,404.10431954874036,0.37350359999999994,,,,78.0,,,,,,,1868786.1,1596556.4,942673.1,1911763.1,3444367.0,1581453.4,
632,405.2281911621608,4.945012999999999,,,,,,,,,,,289807.12,304438.3,191919.73,289424.66,399845.6,221060.0,
2747,409.23587398250646,10.374450999999999,,,,,,,,,,,24391.487999999998,0.0,36621.22,172047.33,6879721.5,188081.66,
1635,409.23603381156767,7.0907407000000005,,,,,,,,,,,11928114.0,9640638.0,7767263.0,14937169.0,205772.22,838318.3,
1696,409.2360147228212,7.2527729999999995,,,,,,,,,,,1101960.0,951622.9,1721428.1,1897854.6,156811.1,2668070.2,
1987,409.2360260799146,7.6824965,,,,5.0,,,,,,,824051.56,551709.0,790801.1,1730543.0,519084.56,713057.94,
2161,409.2360264707337,7.805746000000001,,,,,,,,,,,157596.45,94095.33,173693.06,411735.1,1924978.8,199645.92,
933,410.2215990266577,5.35425,,,,,,,,,,,0.0,8437.864,52127.508,0.0,154429.83,968288.44,
494,411.1810814758416,4.740031,,,,16.0,,,,,,,9421426.0,10546890.0,8955014.0,9435370.0,9940931.0,8620906.0,
784,411.1812572295633,5.1598773,,,,25.0,,,,,,,1402832.2,1427624.5,1342210.5,1142564.8,1128754.2,1222570.2,
186,411.18134519054405,3.9677839999999995,,,,,,,,,,,102579.95,104091.586,94494.65,106892.14,96784.016,49496.035,
2364,411.2419931859533,8.14462,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1784307.1,
2456,411.34773186151284,8.3749,,,,,,,,,,,852303.1,657482.5,758195.56,631696.94,1158341.5,1030699.0,
2593,411.3842250382358,9.228099,,,,,,,,,,,2539999.8,1229354.8,2110973.2,1419360.5,2307378.5,2860158.5,
493,412.1846748690957,4.739246400000001,,,,16.0,,,,,,,2518469.8,2685638.0,2362641.8,1691828.4,2483138.5,2170412.2,
374,413.19686091512716,4.5646033,,,,14.0,,,,,,,9606142.0,9811401.0,8647085.0,9079290.0,9512186.0,7640379.5,
424,413.1968852520363,4.640310299999999,,,,18.0,,,,,,,3251865.8,3469622.5,2917870.0,3083689.5,6960819.0,2937701.2,
281,413.1969346883475,4.3512273,,,,3.0,,,,,,,198564.62,200551.08,192902.75,217013.89,217554.12,150325.5,
2574,413.363428883652,8.916155999999999,,,,77.0,,,,,,,431876.47,130891.35,381538.3,179618.38,1011585.8,2546133.2,
2517,413.36347028576574,8.624568,,,,29.0,,,,,,,18571328.0,10309994.0,15126784.0,11826225.0,24025872.0,18380128.0,
2622,413.36354509399405,9.531573,,,,,,,,,,,0.0,0.0,0.0,0.0,150735.17,252088.23,
2601,413.3636753169185,9.25557,,,,153.0,,,,,,,87475.46,0.0,50971.293,0.0,436315.84,584261.06,
426,414.20012283682416,4.5932374000000005,,,,,,,,,,,853467.56,1833396.8,1469991.8,2149447.2,829490.25,2084086.0,
775,415.1398588614295,5.154045,,,,25.0,,,,,,,918289.3,948694.8,830874.3,799597.1,848910.0,992732.1,
636,415.2336389191567,4.9541580000000005,,,,19.0,,,,,,,2273566.5,1990513.2,1724662.6,2153840.2,2172288.2,1655501.8,
1108,415.2488513669116,5.6959376,,,,,,,,,,,153407.25,115227.37,37764.25,208574.4,148379.58,473135.4,
1726,415.2852694946996,7.332919599999999,,,,,,,,,,,398324.03,349622.22,377946.4,290566.1,475874.03,428057.6,
2085,415.285357208512,7.740265400000001,,,,,,,,,,,96647.31,71504.1,77887.91,52821.684,216004.08,219164.78,
1507,416.30177847183256,6.8024073000000005,,,,,,,,,,,342116.84,339213.66,339458.53,432533.25,193455.08,0.0,
471,417.1552340534909,4.70592,,,,18.0,6.0,[M+H]+,,2.0,449;471,416.1482,3567471.2,3564223.5,3459754.0,3636611.0,3664974.8,3575732.2,
331,417.1554842698725,4.471525700000001,,,,4.0,,,,,,,222087.14,269015.0,314567.6,253634.58,325666.88,338988.84,
275,417.15553255235113,4.3248754,,,,,,,,,,,318927.2,373006.8,400046.0,331718.22,416903.78,411336.7,
2025,419.10809984937856,7.686383999999999,,,,5.0,,,,,,,581982.44,409490.66,638617.0,585650.4,1114946.6,814408.8,
1821,419.10824477573965,7.453722,,,,11.0,,,,,,,2493456.8,1684691.5,2237951.2,2379466.8,3388149.5,2896663.5,
185,419.1712779620388,3.9529544999999997,,,,,,,,,,,87443.2,78719.15,69168.44,92298.89,124912.01,150144.81,
661,419.2074768751463,4.9967760000000006,,,,79.0,,,,,,,316185.78,302048.75,285801.53,284066.34,478063.2,707887.9,
1820,420.11165754829017,7.4520817,,,,11.0,,,,,,,455143.3,304268.1,407507.66,438952.38,615195.1,532289.75,
929,420.25027594340116,5.3537574,,,,124.0,,,,,,,509765.22,1172262.2,1624996.4,699464.25,1819117.0,5895004.5,
2031,421.1051645770812,7.687161,,,,5.0,,,,,,,746261.7,515874.5,794092.9,736760.44,1470345.1,1027231.0,
1822,421.1052363590383,7.453722,,,,11.0,,,,,,,3171534.5,2178540.5,2836029.2,3103444.8,4289048.0,3691373.5,
1546,421.2262266667289,6.882202,,,,,,,,,,,254114.72,0.0,1737791.4,0.0,0.0,0.0,
2044,421.2262723099777,7.693150500000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20578546.0,
1813,421.22631239275114,7.449351299999999,,,,,,,,,,,0.0,0.0,0.0,0.0,7265277.0,0.0,
1508,421.22634890637596,6.8295555,,,,,,,,,,,583408.75,2365318.8,1114253.1,1659640.1,0.0,0.0,
1826,422.10866914048864,7.4521429999999995,,,,,,,,,,,585729.1,393472.25,508681.9,570437.6,808472.4,684869.25,
2053,422.22960518606146,7.6977085999999995,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4553596.5,
2026,423.1020682381293,7.686383999999999,,,,5.0,,,,,,,330235.53,225556.83,368016.3,329289.06,641605.6,453580.47,
1823,423.102141087025,7.453722,,,,11.0,,,,,,,1475446.0,1013572.7,1325526.6,1404727.8,1979028.0,1697999.5,
400,423.14248066811064,4.578348,,,,14.0,,,,,,,689033.44,750599.7,679509.8,600674.1,261673.2,120577.766,
717,423.14252362752165,5.062169,,,,46.0,10.0,[M+Na]+,,2.0,708;717,400.15312,564314.2,557267.1,520046.3,490307.56,497404.3,394572.75,
837,423.14257502891166,5.250620400000001,,,,84.0,12.0,[M+Na]+,,2.0,840;837,400.15325,718886.7,714063.5,677511.7,532101.06,426260.44,392775.25,
312,423.1813848583684,4.445666,,,,4.0,,,,,,,662980.44,648580.25,567812.94,529534.7,536371.8,556398.7,
385,423.18142060094993,4.571026,,,,14.0,,,,,,,320931.28,366584.3,373887.0,302532.16,384308.22,474940.75,
228,423.1814487563133,4.1470532,,,,103.0,,,,,,,193363.1,233521.81,229231.72,230242.0,226671.8,184773.56,
184,423.2388412337538,3.9484383999999997,,,,,,,,,,,30569.504,26403.914,28809.07,43438.676,41886.156,20055.31,
336,423.2388720300904,4.4981627,,,,,,,,,,,372781.75,311591.5,245685.53,381278.2,317054.12,200967.08,
1951,423.25085423725784,7.6818094,,,,,,,,,,,371219.78,127095.25,371711.9,1126971.1,0.0,0.0,
1936,423.30885904916636,7.662619,,,,5.0,,,,,,,524567.8,320987.72,613287.9,474976.75,832772.5,1462814.0,
