Filename	Class
2024_NEG_CC-Media_1_Run18.mzML	CTRL
2024_NEG_CC-Media_1_Run54.mzML	CTRL
2024_NEG_CC-Media_1_Run74.mzML	CTRL
2024_NEG_CC_1_Run21.mzML	EXP
2024_NEG_CC_2_Run48.mzML	EXP
2024_NEG_CC_3_Run62.mzML	EXP
