"","FC","log2(FC)","raw.pval","-log10(p)"
"436/223.9885mz/7.87min",3.758,1.9099,1.6724e-07,6.7767
"527/136.0217mz/8.4min",0.16043,-2.64,4.4645e-07,6.3502
"236/228.2323mz/6.65min",2.2359,1.1608,9.3692e-07,6.0283
"559/380.339mz/8.96min",0.27469,-1.8641,1.7517e-06,5.7565
"693/174.9568mz/10.38min",0.37261,-1.4243,2.5471e-06,5.5939
"554/379.3358mz/8.96min",0.26403,-1.9212,3.5801e-06,5.4461
"126/256.2999mz/5.42min",0.4171,-1.2615,3.9693e-06,5.4013
"534/379.3359mz/8.67min",9.4167,3.2352,3.9887e-06,5.3992
"596/663.4535mz/10.08min",0.42172,-1.2456,2.2533e-05,4.6472
"604/687.5316mz/10.17min",6.1865,2.6291,2.4338e-05,4.6137
"607/823.6782mz/10.13min",12.849,3.6836,2.933e-05,4.5327
"535/380.339mz/8.67min",10.073,3.3324,3.9919e-05,4.3988
"647/172.9563mz/10.32min",0.34825,-1.5218,4.7499e-05,4.3233
"551/377.3201mz/8.96min",0.36729,-1.445,6.4301e-05,4.1918
"603/769.6311mz/10.18min",7.4783,2.9027,8.9931e-05,4.0461
"556/851.7096mz/8.96min",0.025662,-5.2842,9.1602e-05,4.0381
"439/377.3202mz/7.86min",3.3292,1.7352,0.00016615,3.7795
"578/771.6467mz/9.69min",12.843,3.6829,0.00018506,3.7327
"615/80.9479mz/10.18min",0.40776,-1.2942,0.00019308,3.7143
"550/852.7129mz/8.96min",0.061569,-4.0216,0.00031107,3.5071
"495/823.6786mz/8.21min",5.3532,2.4204,0.00039213,3.4066
"733/171.993mz/10.93min",3.9282,1.9739,0.00076682,3.1153
"566/352.3392mz/9.06min",0.44854,-1.1567,0.00087584,3.0576
"48/171.0992mz/2.86min",5.8407,2.5461,0.0008913,3.05
"576/383.1826mz/9.63min",3.2842,1.7155,0.00099181,3.0036
"572/587.3707mz/9.63min",3.1295,1.6459,0.0010839,2.965
"620/615.4952mz/10.21min",2.3174,1.2125,0.0011608,2.9352
"553/378.3234mz/8.96min",0.4268,-1.2284,0.0012754,2.8943
"574/451.2452mz/9.63min",3.1411,1.6513,0.001336,2.8742
"573/519.3079mz/9.63min",3.0531,1.6103,0.0013951,2.8554
"585/743.6156mz/9.94min",3.5225,1.8166,0.0025004,2.602
"529/352.3392mz/8.54min",0.47606,-1.0708,0.0028845,2.5399
"593/771.6461mz/9.98min",0.07434,-3.7497,0.0036975,2.4321
"737/171.993mz/10.98min",0.25756,-1.957,0.0037593,2.4249
"641/213.9828mz/10.32min",0.47304,-1.08,0.0037719,2.4234
"116/666.3331mz/5.23min",0.4634,-1.1097,0.0069304,2.1592
"516/338.3416mz/8.34min",0.4169,-1.2622,0.0070261,2.1533
"691/215.9838mz/10.38min",0.39298,-1.3475,0.0076719,2.1151
"90/450.2335mz/4.54min",0.37184,-1.4272,0.0078292,2.1063
"644/174.9533mz/10.32min",0.45848,-1.1251,0.0082452,2.0838
"533/213.9829mz/8.58min",0.32229,-1.6336,0.0088607,2.0525
"434/213.983mz/7.87min",0.41139,-1.2814,0.01322,1.8788
"617/216.9227mz/10.2min",0.41719,-1.2612,0.019471,1.7106
"57/194.1153mz/3.33min",2.7357,1.4519,0.032837,1.4836
"732/199.9883mz/10.83min",4.2806,2.0978,0.036118,1.4423
