"","filter","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-227-C1-a_Run220.mzML","POS_D5-227-C1-b_Run223.mzML","POS_D5-227-C1-c_Run226.mzML"
"163/344.3158mz/5.77min",750941.125,676021.5,770903.5,717970.06,793152.7,833973.3,730978.75
"164/314.3051mz/5.79min",563444.72,476036.06,518330.34,406002.38,608559.1,675343.2,610579
"165/402.3575mz/5.81min",79157.9385,139989.27,311782.38,359235.12,3352.3257,18326.607,670.46514
"166/517.2518mz/5.81min",573796.68,538624.25,740317.6,575078.3,545672.9,691104.75,572515.06
"168/147.0805mz/5.83min",241599.65,233216.47,295731.25,255060.53,207890.42,249982.83,194505.11
"169/339.1119mz/5.83min",618525.7,547895.56,725215.44,619556.4,617495,755476.3,594639.44
"170/332.331mz/5.88min",450010.765,179873.08,678632.56,343547.97,420518.5,842189.25,479503.03
"171/631.3268mz/5.88min",1046437.35,1050586.8,821282.8,1042287.9,1152718.9,872248.1,1116440.9
"172/330.3365mz/5.89min",1566861.95,1416246.5,1549509.8,1088510.6,1621988.4,1972865,1584214.1
"174/371.1169mz/5.91min",120642.96,120014.67,84054.51,121271.25,141926.6,107739.445,140075.5
"175/291.0779mz/5.95min",494779.14,478262.47,501012.03,493525.06,496033.22,500028.3,475467.72
"176/449.1848mz/5.95min",607261.5,517060.9,571628.44,560082.3,661454.3,662870.5,642894.56
"178/328.3209mz/5.99min",13334478,12168890,12757800,10163997,15320759,16724781,13911156
"179/400.1798mz/5.99min",392279.455,391462.44,288788.03,393096.47,475663.72,351218.34,460363.38
"180/359.1533mz/5.99min",1614044.85,1600124.2,1198200.2,1627965.5,1978182.6,1506968.1,1930141.2
"181/337.1713mz/5.99min",2609310.1,2623870,1889774.9,2594750.2,2842053,2096676.5,2711131.8
"182/629.311mz/5.99min",434730.3,434086.2,271733.2,435374.4,546233.06,379808.06,491404.34
"184/359.2402mz/6.0min",1031418.95,775073,949466.8,942602.25,1270111.6,1209257.6,1113371.1
"185/354.2848mz/6.0min",377508.545,389500.53,460759.3,445157.3,363471.78,365516.56,331541.75
"186/563.2382mz/6.01min",388386.735,384757.25,374614.94,464846.44,395945.22,392016.22,351932.44
"187/372.3471mz/6.04min",3888902.5,3556494.8,3996401.8,2820518.8,3781403.2,4807956.5,4066484.2
"188/532.2586mz/6.07min",512350.285,517858.97,339406.1,506841.6,652258.06,408976.03,645790
"191/165.0911mz/6.1min",1110737.5,1058426,1798361.6,1163049,901723.75,1469932.9,921198.44
"192/119.0856mz/6.1min",1399280,1330526.4,2233152.8,1468033.6,1089302,1763681,1106045.8
"193/147.0806mz/6.1min",21499506,20449328,33783200,22549684,17269466,27106410,17612258
"194/244.0766mz/6.1min",604699.7,497848.2,913132.8,605505.1,579938.6,924358.4,603894.3
"195/349.1351mz/6.1min",5804799.5,5556000,9163973,6053599,4828480,7535409.5,4864197.5
"196/697.2629mz/6.1min",996637.33,882939.06,2269270.2,1110335.6,632205.56,1412373.9,662400.9
"197/235.0712mz/6.1min",529141.07,478825.16,755374.6,515278.03,537269.2,777920,521012.94
"198/255.5846mz/6.1min",883323.405,744731.94,1270634.2,886366.75,860648.25,1285589.1,880280.06
"199/219.0571mz/6.1min",702155.325,647338.25,1139331.4,737153.9,667156.75,1004389.3,630447.75
"200/371.1171mz/6.1min",28696621,26425906,38862788,29274146,27192782,37966484,28119096
"201/372.1203mz/6.1min",6861232.25,6319610.5,9259321,7032656,6453733,9034627,6689808.5
"202/719.2451mz/6.1min",6395218,5666258,10464346,6753778.5,5706820.5,9641392,6036657.5
"203/412.1434mz/6.1min",807282.48,703571.25,1128885.2,852731.9,734772.75,1051919.9,761833.06
"204/388.6216mz/6.1min",134805.885,101973.68,290964.75,143797.67,112559.81,276800.78,125814.1
"205/312.3259mz/6.15min",445363.77,415140.75,454608.84,374668.06,527038.8,597765.75,436118.7
"206/532.2586mz/6.16min",595698.62,607117.8,405210.72,584279.44,733782.56,512326.06,710891.44
"207/313.2348mz/6.18min",2271282.35,1839281.8,1805279.5,2191061.2,3289429.8,3173443,2351503.5
"208/430.3887mz/6.2min",82572.21,127621.22,275812.16,356671.38,7504.64,37523.2,7504.64
"211/357.2609mz/6.22min",2676225.65,1521307.1,2144841,2540760.8,2889339.8,2811690.5,2848757.2
"213/480.3082mz/6.22min",422222.08,322152.88,407095.1,475879.5,372198.78,437349.06,441355.97
"214/318.2402mz/6.23min",686849.97,399350.7,395114.03,485520.38,980548,888179.56,969623.8
"215/629.3111mz/6.24min",410306.23,411784.16,248855.86,408828.3,478729.75,351089.3,467800.97
"216/401.2871mz/6.24min",1966216,1438889.8,1517338.9,1878982.4,2111371.8,2053449.6,2077932.9
"217/671.2881mz/6.25min",234066.16,219836.03,233972.44,249598.16,228121.17,252847.52,234159.88
"218/445.3132mz/6.25min",989634.45,618542.56,691050,1103891.2,1248236.4,1251628.1,875377.7
"219/385.1325mz/6.27min",305245.55,214629.77,622317.56,215233.44,295944.88,538826.56,314546.22
"220/255.2431mz/6.3min",1053083.8,816054.1,1000481.7,987189.6,1105685.9,1163978.1,1121653.4
"221/220.1122mz/6.3min",1646968.5,1028722.6,1579625.2,1622712.4,1671224.6,1694644.2,1926220.4
"222/338.2663mz/6.32min",224431.085,47168.062,190405.72,160867.53,277034.72,345092.75,258456.45
"223/359.1533mz/6.34min",74302.175,75712.38,51562.074,72971.52,86092.15,55363.98,75632.83
"224/337.1714mz/6.34min",131589.58,136896.73,94422.586,135945.48,135674.53,93974.984,127504.63
"225/433.1901mz/6.37min",4413516,4424338,3802599,4402694,5116505,4058824.2,5115431
"226/411.2081mz/6.37min",455740.515,455104.47,372749.9,456376.56,508519.34,373990.4,491695.78
"227/275.0831mz/6.37min",1493324.6,1517280,1233435.2,1469369.2,1594700.5,1218537.4,1565497.8
"228/431.1744mz/6.43min",432997.865,415688.78,393628,444809.7,473450.2,421186.03,483464.16
"230/335.1251mz/6.56min",363680.545,550699.2,348793.7,378734.2,365473.62,361887.47,347483.3
"231/431.1743mz/6.6min",630481.475,599387.9,586587.75,612249.75,784211.6,648713.2,775778.9
"232/409.1924mz/6.6min",1063873.75,1062406.1,1023131.1,1065341.4,1164095,954165.75,1130453.2
"233/472.201mz/6.6min",428830.405,411560.8,409901.12,430027.25,534255.5,427633.56,531274.7
"235/298.2739mz/6.64min",124112.435,121940.21,150057.56,97908.4,115457.516,135630.28,126284.66
"236/228.2323mz/6.65min",676605,358535.2,374012.6,388447.1,969854.06,976558.8,964762.9
"237/301.1409mz/6.65min",1683571.25,1792187.2,1599049.6,1671074.6,1674235.9,1710967.1,1692906.6
"239/342.2426mz/6.77min",592005.37,441377.4,608914.44,399880.12,602268.8,716355.75,581741.94
"240/265.2526mz/6.83min",47675.441,29685.898,43208.277,38221.75,52142.605,58611.316,58987.797
"241/283.2631mz/6.83min",167096.175,113243.58,148907.88,127692.81,185284.47,193176.72,228521.39
"242/577.361mz/6.86min",1076785.2,1099165.6,798815.75,1054404.8,1388545.5,950472.6,1381641.2
"244/344.3157mz/6.97min",101795.605,10400.309,106149.53,76020.24,101740.98,147048.67,101850.23
"245/255.2318mz/6.97min",211149.61,106372.5,163349.73,220949.2,215287.8,207011.42,236263.56
"246/337.2347mz/6.97min",506987.6,285232.38,402534.3,547119.1,531715.3,482259.9,564763.25
"247/237.2213mz/6.97min",175778.47,64129.83,143574.7,192841.34,186672.33,176308.89,175248.05
"249/402.2584mz/7.06min",189909.38,65506.97,149069.34,148150.58,230749.42,355622.84,267398.22
"251/300.2895mz/7.08min",176534.84,140802.33,199502.31,130383.89,169458.9,194354.22,183610.78
"253/297.2399mz/7.08min",341461.455,262272.53,350484.53,332438.38,379273.9,417668.94,331205.72
"254/693.4754mz/7.08min",265486.74,98807,228212.14,218196.55,302761.34,459105.7,324192.25
"255/649.4493mz/7.08min",377449.33,162212.48,329316.28,313677.72,425582.38,665079.1,462624.44
"256/605.4231mz/7.09min",483812.77,216554.72,424936.44,397836.62,542689.1,850943.56,564160.9
"257/341.266mz/7.09min",492385.515,324116.12,538096.3,477364.78,507406.25,631644.5,380574.16
"258/395.219mz/7.09min",312449.825,234889.4,292170.84,298131.25,336008.9,326768.4,338529.03
"259/561.397mz/7.1min",559589.485,262653.78,500088.03,461249,619090.94,999400.06,653252.56
"260/512.4154mz/7.1min",229901.83,134268.14,254534.39,227338.36,229094.61,352394.53,230709.05
"261/517.3708mz/7.1min",573469.2,284214.75,526698.3,470688.94,620240.1,1005405.2,643215.7
"262/385.2921mz/7.1min",471216.76,316618.78,521795.2,446131.72,496301.8,594201.6,396783
"263/473.3446mz/7.1min",620608.595,316103.9,593680.44,494354.88,660061,1022897.4,647536.75
"264/429.3183mz/7.1min",693530.75,365406.06,680825.06,580839.56,733930.25,1058786.2,706236.44
"266/392.3131mz/7.15min",370984.565,79182.4,357365.97,280805.06,396490.56,563279.75,384603.16
"267/478.2925mz/7.17min",1015501.25,998251.8,825215.6,1032750.7,1361688,939190.25,1282299.2
"268/368.2582mz/7.21min",641811.925,457054.9,593719.1,523944.75,706190.5,865126.3,689904.75
"269/256.2635mz/7.29min",303866.95,292892.8,272516.78,275916.84,330616.44,694404.44,314841.1
"270/478.2925mz/7.31min",237933.28,234498.33,188469.33,241368.23,291450.38,199997.19,286255.28
"271/485.1122mz/7.31min",210812.105,31157.361,46246.98,55542.09,366082.12,405180.9,389377
"277/299.1957mz/7.37min",179508.455,96073.484,125435.87,184427.03,205147.39,174589.88,277228.16
"285/237.2213mz/7.37min",1250584.8,859413,1070492.8,1270616.2,1235468.4,1265701.2,1322479.2
"286/226.9516mz/7.37min",418571.515,274489.72,291421.03,350634.5,507307.47,486508.53,517714.2
"288/345.2011mz/7.37min",492352.62,284878.1,385844.47,463968.84,565284.56,520736.4,551956.56
"290/354.1733mz/7.37min",617165.63,391488.34,497457.9,549678.2,684653.06,732225.44,738146.44
"292/323.2192mz/7.37min",914019.75,498740.75,697525.8,903897.06,931772.4,924142.44,948971.2
"293/350.1776mz/7.37min",2034305,1576785.4,2165822.5,2274122,1907730.5,2069126.6,1999483.4
"294/352.1779mz/7.37min",1751941.15,1112952.9,1417709.5,1552989.9,1950892.4,2069535,2080770.9
"296/780.5512mz/7.37min",544264.515,354461.75,497442.28,409024.62,756996.4,708453.3,591086.75
"298/716.5222mz/7.37min",687484.19,269112.03,1509334.6,272045.28,219903.44,1102923.1,1421975.6
"299/255.2319mz/7.37min",1792762.75,1208793.4,1477349.6,1789242,1796283.5,1846379.6,1911906.6
"300/782.5662mz/7.37min",569515.63,385619.3,462327.5,619732.06,519299.2,678364.4,660609.94
"301/808.5825mz/7.37min",370466.935,179815.17,247835.6,345435.47,395498.4,532845,476757.1
"304/80.9479mz/7.37min",416812.3,453578.38,605250.75,696817.56,380046.22,373449.88,368525.53
"306/140.0683mz/7.38min",500726.72,415988.38,469224.88,470809.44,530644,539080.2,644926.94
"309/282.2791mz/7.44min",280978.52,245597.81,265125.34,275549.94,292683.1,453610.47,286407.1
"310/481.2923mz/7.45min",2827203.6,2157188.5,2751083,2623370,3175699,3393562.8,2903324.2
"311/113.0167mz/7.52min",493191.045,434396.03,429121.34,467320.53,519061.56,1082789.2,530054.2
"313/395.3307mz/7.47min",724374.345,514446,694074.94,659403.7,808121.7,846894.25,754673.75
"314/377.3202mz/7.47min",816199.45,682054.6,800180.3,753559.5,917926.6,964672.7,832218.6
"315/111.519mz/7.52min",138198.93,104454.25,159191.6,161542.95,100065.875,117206.26,498308.66
"316/365.2661mz/7.51min",1204895.7,739440.5,1173794.8,1446709.9,1113059,1237431.6,1235996.6
"317/283.2631mz/7.51min",315629.6,231364.78,335643.38,371229.06,300458.12,313201.2,318058
"318/265.2526mz/7.51min",153951.435,119325.67,172764.45,186790.73,144795.1,151221.6,156681.27
"320/579.2634mz/7.54min",3013966.25,2684396,2711241.5,3485227,3213421.8,2922446,3105486.5
"322/421.1559mz/7.54min",271375.045,268314.06,274436.03,347455.12,281548.56,242923.62,261574.84
"323/557.2813mz/7.54min",395963.88,396491.6,395436.16,506449.12,399208.34,357095.7,382062.72
"327/481.2922mz/7.57min",763229.655,631849.1,775738.56,662007.1,783322,939696.9,750720.75
"329/111.5219mz/7.58min",846744.475,753108.1,794441.75,785140.6,2037027.8,930974,899047.2
"330/337.2347mz/7.6min",191433.732,16556.777,23255.67,26267.564,407037.38,384295.4,356599.9
"332/111.0203mz/7.58min",10102904.5,9075690,9289799,9132433,11031630,23625436,10916010
"333/181.0145mz/7.62min",720889.975,645915,674739.25,673399.75,777871.8,2640561.5,767040.7
"335/131.5336mz/7.62min",2438719.2,884824.8,2525547.2,2123222.5,2827239.2,2351891.2,2762946.8
"337/410.305mz/7.62min",503383.25,330351.22,440331.66,440792.5,579147.25,702893.25,565974
"339/483.3806mz/7.66min",317336.335,209151.7,281037.47,267679.53,457892.84,404432.6,353635.2
"340/633.4545mz/7.66min",226997.215,74471.39,222212.12,197022.52,231782.31,373176.1,232533.67
"341/589.4283mz/7.68min",287258.565,98205.305,278783.47,244014.45,299198.4,467468.9,295733.66
"346/545.4022mz/7.68min",324565.02,117346.766,310210.44,267886.2,341989.6,537505.6,338919.6
"347/501.3759mz/7.69min",398262.7,156947.27,396286.84,331307.38,407390.6,647082.75,400238.56
"349/208.1697mz/7.69min",191606.8,218144.58,110122.32,165069.02,412510.38,363303.34,122244.47
"350/209.1537mz/7.69min",241084.44,277187,152293.45,204981.88,521282.75,463212.66,161124.75
"353/266.1727mz/7.69min",146839.715,164987.2,89703.375,128692.23,357603.28,324017.2,116397.01
"356/226.1802mz/7.69min",962341.825,1075306.4,582207.6,849377.25,2164199.5,1894636,681424.2
"359/244.1908mz/7.69min",149281.78,169952.47,81834.85,128611.09,336223.66,302331.34,107970.234
"360/250.1778mz/7.69min",380813.595,436824.75,257014.73,324802.44,782890.5,706505.1,281462.56
"361/408.3083mz/7.69min",2039189.85,2298667.2,1346816.5,1779712.5,4876387,4324266,1767234
"362/457.3496mz/7.7min",489685.97,201157.11,482692.44,401540.97,530800.56,781414.94,496679.5
"365/413.3233mz/7.7min",288077.7,144158.06,321925.9,252387.03,327941.22,412915.66,254229.5
"366/113.0167mz/7.65min",471185.68,385120.5,439582.66,351185.25,537200.5,502788.7,1305931
"367/273.2577mz/7.7min",386043.66,305999,407141.72,301217.6,384065.2,468105.06,388022.12
"370/740.4048mz/7.74min",679614.7,656183.7,376628.03,731991.75,806533.4,580565.6,703045.7
"371/283.225mz/7.74min",275407.245,243014,255291.83,247978.2,299207.28,309872.2,295522.66
"372/282.2217mz/7.74min",1367741.3,1215580.5,1264124.4,1251248.1,1471358.2,1514586.2,1477501.2
"374/579.2634mz/7.75min",3476039.6,3367377.5,3199290,3899239.5,3995777.8,3405821.2,3546258
"375/557.2814mz/7.75min",580011.62,601270.94,558752.3,676706.5,623130.25,518650.66,547038.75
"376/421.156mz/7.75min",671945.42,704944.6,652818.94,821900.8,691071.9,603040.56,631781.8
"382/449.3023mz/7.77min",512371.03,410327.8,550195.75,508390.44,516351.62,583099.3,466527.62
"387/393.2197mz/7.77min",726015.19,614467.4,751194.7,727603.44,724426.94,780309.94,703403.25
"388/780.5512mz/7.77min",318540.905,214816.56,301952.53,252423.38,443031.84,399597.8,335129.28
"389/782.5663mz/7.77min",370308.02,267284.34,309090.8,405387.88,335228.16,422180.97,431155.72
"391/395.2201mz/7.77min",719882.675,468322.53,553565.75,584308.6,863028.7,890672.8,855456.75
"397/220.1673mz/7.77min",212992.43,238166.56,126526.28,187818.3,453748.7,457625.66,135584.73
