"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_pos_20190515_Run43.mzML","POS_D5.227.C1.a_Run220.mzML","POS_D5.227.C1.b_Run223.mzML","POS_D5.227.C1.c_Run226.mzML","shared_name"
"37/217.1047mz/2.24min",2.000901290723,2.08519097948816,1.98204323077021,1.99737938812886,2.05138356586417,1.99782519846546,"37"
"44/257.0995mz/2.8min",1.86295252421622,1.77755708909565,2.11741746036593,1.88455889989134,1.92184183272126,1.85423871729698,"44"
"45/120.0445mz/2.83min",2.46832082205917,2.43489690978923,2.38742114239706,2.62021188097616,2.68564817268977,2.50923943904351,"45"
"46/138.0551mz/2.83min",1.92279519739555,1.8807227575209,1.84313430384696,2.07512164135204,2.15071057299345,1.96815951364522,"46"
"48/171.0992mz/2.86min",1.75030431671085,1.70409015055941,1.46697694929961,2.4269537042616,2.4060817226224,2.43659452704734,"48"
"52/172.1333mz/3.19min",2.08108209686163,2.03650964457853,2.04571229437873,2.07683663942292,2.06994024644115,2.06794461387589,"52"
"53/194.1153mz/3.19min",2.80414795520648,2.78500414625835,2.79990758841133,2.81486007430161,2.83998388852645,2.8705464322004,"53"
"54/212.1258mz/3.2min",1.80757295875399,1.771790871187,1.7859018748999,1.87792769300709,1.8554143961002,1.86498260555483,"54"
"56/239.0889mz/3.35min",1.82699328261926,1.82928293614684,1.93535163499786,2.27983772071644,1.97233484637015,1.72478911144785,"56"
"57/194.1153mz/3.33min",1.55513876435559,1.34951046532614,1.73459643903399,2.12655187748686,1.83543607455356,2.02345640103787,"57"
"67/302.1303mz/3.8min",2.03997288604668,1.83890975009947,2.15168635359378,1.84250648742552,1.81448047663012,1.78886448095156,"67"
"68/324.1123mz/3.8min",2.40705788602031,2.26612665523246,2.52143361779679,2.34314539119773,2.34278107349164,2.28278156252951,"68"
"73/473.1992mz/3.84min",2.37935739900751,2.28537521977929,2.57803426635033,2.29178894019231,2.36086745320324,2.24785414158365,"73"
"75/300.1146mz/3.9min",2.04199507553827,1.90151002815353,2.17828486146473,1.88478032165542,1.86612774614548,1.83596146383645,"75"
"76/322.0965mz/3.9min",1.95706114082534,1.8219465766504,2.0938687431598,1.93414156444438,1.9188321429914,1.88114851328908,"76"
"79/222.1465mz/4.05min",1.80445475959159,1.78072830173789,1.7729830500214,1.88215282751663,1.8806519374141,1.86846370407182,"79"
"80/325.1255mz/4.24min",1.99247409178641,1.95232344628064,1.94815726954902,1.94134568212576,1.9408182817003,1.95518956880302,"80"
"82/255.0544mz/4.36min",1.69266559437636,1.54802976112178,1.88304651565881,1.78630559677187,1.69469630024311,1.77723201452675,"82"
"89/433.2067mz/4.54min",2.79044359577537,2.71009857785558,2.95251115996785,2.70561697647025,2.78447256628265,2.62682301908509,"89"
"90/450.2335mz/4.54min",2.4932776864055,2.39423320888809,2.62950513277964,2.07758403572063,2.17293727449662,1.99087507631899,"90"
"91/236.0805mz/4.54min",2.41232610552006,2.35045748555912,2.55053291136634,2.3603575031911,2.42983066890342,2.29091969426357,"91"
