"","Filename","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-227-C1-a_Run220.mzML","POS_D5-227-C1-b_Run223.mzML","POS_D5-227-C1-c_Run226.mzML"
"41","79/222.1465mz/4.05min","555436.4","555364.0","540602.9","791985.2","793666.6","780552.25"
"42","80/325.1255mz/4.24min","856377.1","824488.94","809217.3","907639.1","911607.3","953087.25"
"43","81/233.0726mz/4.36min","430908.72","316282.84","681919.6","432044.22","356269.75","450041.8"
"44","82/255.0544mz/4.36min","429370.25","324965.4","696547.7","635129.4","517206.22","632648.75"
"45","83/266.1726mz/4.37min","88478.78","83416.31","90807.68","162186.55","184238.12","108221.99"
"46","84/226.1801mz/4.37min","138396.81","117282.11","127039.375","203786.77","238657.72","146988.84"
"47","85/244.1907mz/4.37min","51615.07","45961.19","52564.145","91606.56","106456.9","64779.586"
"48","86/236.1621mz/4.45min","82167.91","66461.484","77752.49","125387.54","113987.266","94149.5"
"49","88/689.2988mz/4.5min","553162.1","431136.62","874201.06","475519.44","559676.5","436364.7"
"50","89/433.2067mz/4.54min","5378270.0","4720300.0","8173895.5","5274662.0","6360223.0","4474819.0"
"51","90/450.2335mz/4.54min","2713164.2","2280884.2","3885283.5","1242099.6","1555728.0","1034712.4"
"52","91/236.0805mz/4.54min","2251770.5","2062183.1","3239293.5","2381957.2","2810797.5","2064764.4"
"53","92/455.1886mz/4.54min","36426240.0","33078956.0","46258470.0","34633976.0","39584430.0","31010314.0"
"54","94/244.0667mz/4.55min","392515.88","343792.88","535368.5","313989.1","358608.78","257755.19"
"55","95/230.9845mz/4.69min","722326.3","755746.25","758790.56","862592.6","855737.2","880425.6"
"56","96/211.9707mz/4.69min","3885960.8","4098365.8","4073209.0","4515214.0","4521590.0","4599764.0"
"57","98/229.9813mz/4.69min","8713632.0","9201769.0","9118387.0","10389101.0","10447202.0","10567029.0"
"58","99/231.9791mz/4.69min","8553489.0","9007000.0","8944106.0","10196202.0","10253706.0","10351146.0"
"59","100/232.9823mz/4.69min","706129.5","762901.06","750166.3","864870.6","848420.7","873015.1"
"60","101/447.127mz/4.69min","489896.84","396407.16","514181.6","453712.88","379377.28","465568.56"
"61","102/469.109mz/4.69min","407673.62","341365.66","429135.84","460866.06","387016.56","466997.94"
"62","103/247.0883mz/4.7min","456514.1","474250.84","599881.7","424564.8","443333.28","407923.97"
"63","104/269.0701mz/4.7min","414863.53","436035.22","552757.1","504049.94","542393.8","490391.94"
"64","105/568.2963mz/4.73min","768481.94","756033.0","653115.9","299403.75","281153.22","338463.6"
"65","106/573.2517mz/4.73min","4522530.0","4588901.5","4186200.5","3995428.2","3786247.2","4430935.5"
"66","108/228.1959mz/4.82min","216914.27","135601.77","210690.34","371252.88","313787.12","194807.69"
"67","109/250.1778mz/4.82min","560718.4","393789.3","574866.4","969284.75","828329.7","533939.25"
"68","110/270.1464mz/4.85min","496937.72","353035.2","666895.4","613597.2","516674.38","564215.0"
"69","112/448.2033mz/4.9min","95138.88","83090.31","121074.984","113319.77","90206.734","115740.74"
"70","113/272.2583mz/5.14min","187945.6","198759.75","187495.86","382707.53","376546.22","373322.88"
"71","114/300.2896mz/5.2min","45915.094","24881.229","57127.92","109740.164","99623.58","97933.04"
"72","115/649.3064mz/5.23min","1071198.9","881551.06","1451975.6","1039009.44","1167440.9","892411.4"
"73","116/666.3331mz/5.23min","998123.44","802883.44","1186714.6","534970.5","618694.94","455520.1"
"74","117/344.1302mz/5.23min","716908.6","616682.4","1003180.8","753506.94","872718.4","656079.94"
"75","118/671.2886mz/5.23min","10904982.0","9207097.0","13314125.0","10485833.0","11651874.0","9378113.0"
"76","119/318.3001mz/5.24min","2385896.0","2681978.2","2260510.0","2575164.0","2762739.2","2548941.5"
"77","122/203.0621mz/5.28min","368459.94","289328.8","399944.6","334963.72","296334.78","338899.72"
"78","123/298.2739mz/5.3min","593503.06","598996.5","555201.94","781303.4","832507.75","820718.9"
"79","125/338.2663mz/5.39min","171246.66","188109.28","177548.64","496280.8","499922.56","469940.4"
"80","126/256.2999mz/5.42min","11307937.0","11312143.0","11063268.0","5527943.0","5445359.5","5355214.5"
"81","127/264.0921mz/5.43min","458984.72","392724.38","472174.56","549501.5","517586.44","546395.7"
"82","128/284.6054mz/5.43min","601384.6","552727.4","640882.44","723490.75","639835.7","726276.25"
"83","129/448.2035mz/5.43min","7044495.5","6236443.5","7188043.0","6711118.5","6094101.0","6541221.5"
"84","130/917.3815mz/5.43min","682053.44","563541.94","722467.9","804301.9","699837.25","795068.0"
"85","131/470.1855mz/5.43min","12976840.0","11808889.0","13135237.0","14041289.0","13318736.0","14021494.0"
"86","132/304.2998mz/5.45min","420237.8","1600779.4","781189.0","682247.75","1514783.4","794261.8"
"87","133/302.3053mz/5.48min","4338535.0","4959930.0","3558313.5","5637513.0","6618257.5","5543491.5"
"88","134/284.2947mz/5.48min","122752.555","143970.66","93965.07","172049.86","214648.25","166310.58"
"89","135/303.3086mz/5.48min","842388.94","950029.44","674516.3","1109393.9","1255902.2","1076222.2"
"90","137/338.2664mz/5.49min","146732.7","143734.78","136945.6","416643.7","442634.34","449461.1"
"91","139/301.293mz/5.58min","4414176.0","4683082.0","3360043.5","4971180.0","6065259.5","5044869.0"
"92","140/322.2714mz/5.57min","458712.03","531342.1","355391.0","542310.1","597945.5","538648.4"
"93","141/300.2897mz/5.58min","23287200.0","25048578.0","17675370.0","26619782.0","30389256.0","26617626.0"
"94","142/437.1931mz/5.58min","2009082.9","2349523.8","2140853.8","1981006.2","2093031.2","1815783.8"
"95","143/344.3158mz/5.61min","1565503.1","1719950.9","1235153.4","1774744.1","2056994.8","1846733.1"
"96","144/195.1017mz/5.61min","763165.75","753661.0","792258.3","832953.4","842798.94","846420.1"
"97","146/310.2351mz/5.63min","71511.22","238860.83","164867.4","367315.2","393213.75","319930.4"
"98","148/347.3348mz/5.65min","972210.75","1045634.9","693086.06","913609.9","1081714.2","996468.94"
"99","149/346.3314mz/5.65min","4567720.0","4998122.5","4014102.8","4566012.5","5507953.5","4849734.0"
"100","150/118.0651mz/5.67min","832281.06","1088992.5","1140044.9","1376488.5","1728296.6","1334923.6"
