"MetaboAnalyst_ID","NEG_D5.Ctrl.a.P.EAMeOH_Run29.mzML","NEG_D5.Ctrl.b.P.EAMeOH_Run32.mzML","NEG_D5.Ctrl.c.P.EAMeOH_Run35.mzML","NEG_D5.211.C1.a_Run92.mzML","NEG_D5.211.C1.b_Run95.mzML","NEG_D5.211.C1.c_Run98.mzML","shared_name"
"93/156.0666mz/2.06min",2.99103528506211,3.00794992364541,3.14574652462656,3.23808902286672,3.25413974260548,3.27343751383199,"93"
"100/175.0611mz/2.51min",2.73558169767708,2.66502575805511,2.89014434744564,2.67209294094033,2.79455685671911,2.81113387785209,"100"
"102/229.0982mz/2.61min",3.35966058117591,3.31516398803766,3.46436197739233,3.17922667598795,3.30559802967249,3.22633931527053,"102"
"103/297.0856mz/2.61min",2.70667343965846,2.66210099942463,2.79736459776302,2.518228426967,2.64136563275019,2.56159348054954,"103"
"105/229.0982mz/2.73min",3.02982859549436,3.00176027957033,3.14814161397064,2.86900078066121,2.99158725196797,2.90667700718182,"105"
"108/233.103mz/2.8min",2.4489652935683,2.35589417135377,2.69026797127915,2.4224408266988,2.4894049163495,2.57786836465775,"108"
"109/131.0713mz/2.9min",2.6246142745308,2.66610593896763,3.03844405772039,2.48012902726952,2.55067872973876,2.69536771684407,"109"
"112/172.098mz/3.04min",2.6233653646244,2.5925195414488,2.87928798032436,2.49910239625764,2.6124593891728,2.58394737716046,"112"
"113/165.0557mz/3.09min",2.34145938697078,2.32507218225917,2.64507536158446,2.45862513330534,2.51142650259863,2.62935532814406,"113"
"114/217.0423mz/3.52min",2.98259446117407,3.01761715437797,3.07274175947091,3.05640392942455,3.02863522183249,3.06577907695824,"114"
"116/449.2029mz/3.85min",2.67297933511941,2.57075417403003,2.87359364249575,2.60701268489786,2.70012227956622,2.7454610351682,"116"
"118/229.9644mz/4.69min",2.98835425067376,2.98706631722307,2.98803608560501,2.98628522024244,2.98745957477956,2.98844225160624,"118"
"121/426.9677mz/4.98min",3.79810288950771,3.83422525866845,3.89201704026341,3.53110780237523,3.67627097507247,3.59274348653264,"121"
"122/494.9552mz/4.98min",2.53229288382331,2.57881127088115,2.63137081329189,2.24388882838495,2.38712115796187,2.3044364416802,"122"
"127/450.2626mz/5.77min",1.49937800572119,1.5390111458815,1.58750559654941,2.82225428322053,2.71212440612261,2.91486085396544,"127"
"128/538.3147mz/5.81min",2.24570791395186,2.22927764168925,2.23745144814253,2.95246702252155,2.89024955410662,3.06551746954983,"128"
"132/265.1479mz/6.08min",2.7953866284308,2.82970794906685,2.90710250844601,2.73599499410715,2.84588074039406,2.60897437182588,"132"
"133/217.0423mz/6.1min",2.43436272833119,2.66289832998123,2.48827487864693,2.50494344368178,2.66472480072291,2.94719117174458,"133"
"145/571.289mz/6.48min",2.46331288965307,2.44688261715626,2.45505642372827,3.31904355206315,3.10785453263419,3.3226267638747,"145"
"148/571.2892mz/6.52min",2.70835962574708,2.75786347282875,2.64340109112862,3.28860552388424,3.17229354285107,3.38770766689895,"148"
"151/311.1687mz/6.61min",2.8517409380029,2.79659925662546,2.7989320112462,2.7418206424018,2.76817502962042,2.64248395926412,"151"
"154/311.1687mz/6.67min",2.94178999174478,2.88805118015573,2.92884266129189,2.60450895306529,2.60912209058045,2.54087557644303,"154"
"158/311.1687mz/6.73min",2.76315659698071,2.73689089054009,2.79264050738711,2.36896872173569,2.54339681747816,2.51825183480407,"158"
"159/654.1324mz/6.78min",2.7289435208371,2.69775886196849,2.6823276813486,2.50866964675971,2.49017194661227,2.32051555440361,"159"
"163/718.1449mz/6.86min",2.77051386273959,2.73896125997033,2.71017118071094,2.57813296092337,2.55079022086911,2.53272210768537,"163"
"165/782.1575mz/6.93min",2.69377313789882,2.65670317884773,2.62659764899273,2.49083651957079,2.47430155842629,2.46048423502743,"165"
"173/271.2278mz/7.15min",2.90781252141899,2.94258248050064,2.73284725829441,2.98036068182822,3.04881991849298,3.01953881874242,"173"
"175/325.1842mz/7.22min",3.08065222734126,2.82064815543842,2.83392226117044,2.89073760425157,2.92142015166829,2.82856422702039,"175"
"179/325.1842mz/7.32min",2.78641201825001,3.04431209183733,3.09114526308676,2.7739647527892,2.81141133946788,2.81518520120592,"179"
"182/129.9757mz/7.38min",2.93522132062363,2.82199568526219,2.93355801895471,2.74595867690137,2.75022043926991,2.72846444549348,"182"
"188/114.9341mz/7.37min",2.64158215636928,2.67921276672479,2.74604771809998,2.51453598239066,2.52591099400248,2.6238989886394,"188"
"189/116.9285mz/7.37min",3.94343900176562,3.98250166418332,4.0334248023293,3.79729185574167,3.81038503236361,3.90959356137457,"189"
