"","FC","log2(FC)","raw.pval","-log10(p)"
"300/686.4765mz/8.07min",4.6368,2.2131,2.5754e-08,7.5891
"293/397.1684mz/7.95min",0.39509,-1.3398,6.0696e-08,7.2168
"398/114.9341mz/8.79min",3.9699,1.9891,8.9017e-08,7.0505
"331/468.1667mz/8.23min",0.13389,-2.9009,1.9277e-06,5.715
"244/371.1528mz/7.81min",0.39938,-1.3242,4.9616e-06,5.3044
"345/195.8108mz/8.47min",3.1051,1.6347,5.7485e-06,5.2404
"344/197.8079mz/8.46min",3.0351,1.6017,9.3314e-06,5.0301
"506/180.9729mz/10.18min",0.44379,-1.1721,1.1264e-05,4.9483
"305/399.1841mz/8.21min",0.38537,-1.3757,1.7576e-05,4.7551
"510/316.9477mz/10.22min",0.29026,-1.7846,3.2768e-05,4.4846
"127/450.2626mz/5.77min",19.088,4.2546,3.729e-05,4.4284
"463/427.2338mz/9.09min",0.20968,-2.2537,3.9235e-05,4.4063
"313/383.1895mz/8.22min",0.35046,-1.5127,4.962e-05,4.3043
"282/449.161mz/7.88min",0.16598,-2.591,7.873e-05,4.1039
"242/356.1604mz/7.77min",0.24916,-2.0049,8.8132e-05,4.0549
"230/353.1637mz/7.77min",0.26643,-1.9082,9.6159e-05,4.017
"316/381.195mz/8.22min",0.32732,-1.6112,0.0001015,3.9935
"361/153.8685mz/8.57min",6.8053,2.7667,0.00010496,3.979
"273/381.1738mz/7.88min",0.37205,-1.4264,0.00010564,3.9762
"231/355.1581mz/7.77min",0.28322,-1.82,0.00010582,3.9754
"249/382.1761mz/7.88min",0.34323,-1.5427,0.00012029,3.9198
"269/379.1793mz/7.88min",0.35875,-1.479,0.00012686,3.8967
"233/357.1625mz/7.77min",0.26007,-1.943,0.00013983,3.8544
"128/538.3147mz/5.81min",5.4706,2.4517,0.00014253,3.8461
"311/385.1932mz/8.21min",0.31255,-1.6778,0.00016263,3.7888
"255/117.9285mz/7.87min",0.36217,-1.4653,0.00016444,3.784
"272/383.1775mz/7.88min",0.35777,-1.4829,0.00017009,3.7693
"541/189.858mz/10.49min",2.9985,1.5843,0.00017134,3.7661
"533/162.8391mz/10.44min",2.4599,1.2986,0.00019469,3.7107
"532/160.8421mz/10.44min",2.4857,1.3136,0.00020413,3.6901
"260/114.9341mz/7.87min",0.35846,-1.4801,0.00022314,3.6514
"261/116.9284mz/7.87min",0.36389,-1.4584,0.00023115,3.6361
"534/164.836mz/10.44min",2.5558,1.3538,0.00023754,3.6243
"312/118.9267mz/8.22min",0.37645,-1.4095,0.00023774,3.6239
"154/311.1687mz/6.67min",0.46321,-1.1103,0.00025531,3.5929
"379/132.9001mz/8.73min",3.8501,1.9449,0.00028884,3.5393
"320/114.9341mz/8.22min",0.36545,-1.4522,0.00030214,3.5198
"253/118.9267mz/7.87min",0.35991,-1.4743,0.00030701,3.5128
"234/599.3199mz/7.74min",6.2451,2.6427,0.00031396,3.5031
"292/466.151mz/7.91min",0.091623,-3.4482,0.0003212,3.4932
"217/776.5444mz/7.72min",1571,10.617,0.00035954,3.4443
"145/571.289mz/6.48min",6.3917,2.6762,0.00036583,3.4367
"461/199.9292mz/9.1min",5.8815,2.5562,0.00044288,3.3537
"314/117.9286mz/8.22min",0.38299,-1.3846,0.00052609,3.2789
"210/369.1372mz/7.44min",0.39255,-1.3491,0.00064222,3.1923
"525/126.8809mz/10.43min",2.101,1.0711,0.00078267,3.1064
"296/802.5608mz/8.03min",196.03,7.6149,0.00092222,3.0352
"414/427.2337mz/8.89min",0.093005,-3.4265,0.00098734,3.0055
"527/170.8708mz/10.43min",2.1115,1.0782,0.0010293,2.9874
"148/571.2892mz/6.52min",3.8545,1.9465,0.0011943,2.9229
"243/440.1354mz/7.78min",0.11643,-3.1025,0.0012381,2.9072
"304/339.1996mz/8.22min",0.22862,-2.129,0.0012742,2.8948
"215/599.3205mz/7.64min",117.59,6.8776,0.0014953,2.8253
"362/132.8678mz/8.61min",2.9531,1.5623,0.0015857,2.7998
"257/118.9241mz/7.88min",0.19913,-2.3282,0.0019433,2.7115
"540/187.861mz/10.49min",2.8382,1.505,0.0025028,2.6016
"458/229.9009mz/9.06min",2.3389,1.2258,0.0025651,2.5909
"439/132.8678mz/8.96min",0.26559,-1.9127,0.0027759,2.5566
"513/807.5037mz/10.26min",8.9132,3.1559,0.002814,2.5507
"508/384.9352mz/10.22min",0.1862,-2.4251,0.0028588,2.5438
"325/129.9757mz/8.22min",0.32876,-1.6049,0.0032346,2.4902
"198/253.2172mz/7.37min",0.20832,-2.2631,0.0035716,2.4471
"199/351.148mz/7.37min",0.31899,-1.6484,0.0036547,2.4371
"376/137.8917mz/8.72min",3.8867,1.9585,0.0037144,2.4301
"267/194.9057mz/7.87min",0.035265,-4.8256,0.0037559,2.4253
"197/353.1425mz/7.37min",0.33407,-1.5818,0.0039729,2.4009
"446/316.9475mz/8.97min",0.45184,-1.1461,0.0044572,2.3509
"410/311.1685mz/8.83min",0.47343,-1.0788,0.0059834,2.223
"400/199.9292mz/8.8min",3.1686,1.6638,0.0060085,2.2212
"265/281.2485mz/7.87min",0.43343,-1.2061,0.0061669,2.2099
"191/316.9476mz/7.37min",0.45911,-1.1231,0.006827,2.1658
"346/199.8049mz/8.47min",5.8439,2.5469,0.006884,2.1622
"335/339.1996mz/8.29min",0.17071,-2.5504,0.0074425,2.1283
"429/135.9709mz/8.96min",0.42552,-1.2327,0.010404,1.9828
"511/248.9604mz/10.22min",0.46671,-1.0994,0.01048,1.9796
"433/134.865mz/8.96min",0.21665,-2.2066,0.012558,1.9011
"207/438.1198mz/7.38min",0.31462,-1.6683,0.014747,1.8313
"518/599.3205mz/10.31min",0.35495,-1.4943,0.01848,1.7333
"258/248.9603mz/7.87min",0.19741,-2.3407,0.020372,1.691
"309/137.8917mz/8.23min",2.8883,1.5302,0.0252,1.5986
"390/118.9267mz/8.79min",2.3656,1.2422,0.048345,1.3156
"306/132.9001mz/8.22min",2.4898,1.3161,0.048459,1.3146
