Filename	Class
Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML	CTRL
Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML	CTRL
Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML	CTRL
POS_D5-227-C2-a_Run247.mzML	EXP
POS_D5-227-C2-b_Run250.mzML	EXP
POS_D5-227-C2-c_Run253.mzML	EXP
