"MetaboAnalyst_ID","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp10_1_Run23.mzML","NEG_TJGIp10_2_Run133.mzML","NEG_TJGIp10_3_Run210.mzML","shared_name"
"72/196.0108mz/2.26min",2.99171317983633,3.22279285136116,3.20034771000312,3.02123453685815,3.32653768142638,3.05818074738517,"72"
"74/144.0455mz/2.34min",2.60089956076205,2.45411878691606,2.46647936942195,2.28595230818299,2.4680856838118,2.39409136532462,"74"
"76/188.0353mz/2.4min",2.51727466475686,2.48916177017708,2.50323995857637,2.48148191224084,2.5164086647341,2.42482616535652,"76"
"77/139.0401mz/2.45min",2.24248632203468,2.62135950104669,2.65743076199944,2.41401608767328,2.69116859210426,2.58787559639831,"77"
"80/769.2338mz/2.57min",2.50045989896981,2.6133311726853,2.64909283525953,2.73373136948957,2.75355318626663,2.64608486643274,"80"
"81/815.2395mz/2.57min",2.34361469505795,2.49533256138716,2.55100722492248,2.6268003392692,2.61958476780207,2.52832491066852,"81"
"83/158.0823mz/2.72min",2.44593900743529,2.34894041176999,2.36176135706702,2.44515999157575,2.41114825145575,2.415181195189,"83"
"86/158.0823mz/2.81min",2.78231593700996,2.64774452741596,2.63361554830057,2.7362914614605,2.6952873844999,2.69648454595976,"86"
"87/131.0714mz/2.81min",3.26049210545006,3.35206921517653,3.27450815234553,3.29355473960018,3.30039809014421,3.2520803191628,"87"
"88/315.1562mz/2.85min",1.75342145340789,2.33405914805948,2.28192223414802,2.57824347309805,2.65430559833848,2.3892912840476,"88"
"91/186.1136mz/2.95min",2.8855092031962,2.87113148822125,2.77638893527793,2.55207227897051,2.24696964650137,2.32875024218338,"91"
"93/426.1899mz/2.97min",2.57745723529638,2.78114793723104,2.73822534882499,2.94508909639081,2.96480145127697,2.75360134287749,"93"
