CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
710	725	1	0.9154	-26.017
199	725	1	0.9024	-236.215
482	710	1	0.937	0.000
482	725	1	0.96	-26.016
482	528	1	0.9492	-26.016
528	725	1	0.9866	0.000
305	725	1	0.9145	-0.001
305	528	1	0.9121	-0.001
199	528	1	0.8995	-236.215
528	710	1	0.9147	26.017
577	646	2	0.7147	-3.019
310	633	2	0.8611	0.000
480	647	2	0.9995	0.000
577	645	2	0.7918	-2.016
309	480	2	0.9036	-0.000
309	398	2	0.7086	0.000
645	646	2	0.7806	-1.003
577	633	2	0.8439	-0.000
309	577	2	0.7852	18.011
309	647	2	0.9034	0.000
480	577	2	0.8107	18.011
633	645	2	0.7219	-2.016
577	647	2	0.8101	-18.011
303	455	3	0.9961	-28.031
455	463	3	0.934	58.078
463	501	3	0.9926	0.000
303	442	3	0.8155	2.015
453	454	3	0.9837	-26.016
303	454	3	0.8316	-26.016
377	463	3	0.9148	30.046
299	463	3	0.8018	28.031
303	463	3	0.9261	30.047
442	455	3	0.8233	-30.046
303	453	3	0.8229	0.000
303	501	3	0.9351	30.047
453	501	3	0.8099	30.046
299	454	3	0.9916	-28.031
442	454	3	0.993	-28.031
303	377	3	0.9944	0.000
454	463	3	0.794	56.063
442	501	3	0.8314	28.031
454	501	3	0.8129	56.063
377	501	3	0.924	30.046
453	455	3	0.8193	-28.031
299	501	3	0.821	28.031
455	501	3	0.9435	58.078
377	455	3	0.9909	-28.031
377	454	3	0.8388	-26.016
442	463	3	0.821	28.031
299	442	3	0.9881	0.000
299	455	3	0.8196	-30.046
454	455	3	0.8123	-2.015
442	453	3	0.9782	-2.015
453	463	3	0.7925	30.046
8	749	4	0.8424	18.011
3	10	4	0.8689	18.010
10	749	4	0.9546	0.000
3	749	4	0.846	18.011
3	4	4	0.727	-17.015
2	749	4	0.9542	0.000
3	8	4	0.9997	-0.000
3	761	4	0.803	-23.041
8	10	4	0.8647	18.011
4	9	4	0.9061	0.000
8	734	4	0.8178	-23.016
749	756	4	0.9491	-0.025
734	761	4	0.98	-0.025
761	763	4	0.8073	1.995
2	3	4	0.8693	-18.010
4	8	4	0.7267	17.015
749	761	4	0.7205	-41.051
3	734	4	0.8172	-23.016
8	761	4	0.8034	-23.040
2	10	4	0.9999	0.000
2	8	4	0.8651	-18.011
82	112	5	0.9766	-216.100
65	81	5	0.715	18.010
64	82	5	0.9767	-17.027
81	111	5	0.954	-216.100
65	112	5	0.7921	-215.116
65	111	5	0.8309	-198.089
111	112	5	0.9771	-17.027
61	65	5	0.8675	17.027
81	82	5	0.965	-17.027
65	82	5	0.7876	0.984
35	52	5	0.9785	0.000
81	112	5	0.9303	-233.126
35	65	5	0.702	-234.110
61	111	5	0.7552	-181.062
35	82	5	0.837	-233.126
82	111	5	0.9297	-199.073
64	81	5	0.9532	-0.000
35	112	5	0.7885	-449.226
35	81	5	0.7915	-216.100
35	111	5	0.7603	-432.199
61	112	5	0.7336	-198.089
64	112	5	0.9307	-233.126
64	111	5	0.9321	-216.100
58	146	6	0.8965	-75.036
758	762	7	0.7324	-41.005
760	762	7	0.9625	1.995
7	758	7	0.8418	-0.022
7	762	7	0.7185	-41.026
755	758	7	0.7508	-3.993
339	388	8	0.7788	-2.016
314	522	8	0.7133	-73.089
314	475	8	0.8011	-71.073
314	447	8	0.8796	-0.000
447	521	8	0.9458	-56.062
234	521	8	0.8101	-84.094
447	522	8	0.7017	-73.089
287	521	8	0.875	-84.094
234	447	8	0.7886	-28.031
521	522	8	0.7679	-17.026
234	314	8	0.8928	-28.031
388	475	8	0.8236	-108.130
475	521	8	0.753	15.011
339	387	8	0.8343	0.000
287	314	8	0.8606	-28.031
234	287	8	0.7702	0.000
314	521	8	0.8758	-56.062
447	475	8	0.7121	-71.073
287	447	8	0.9512	-28.031
387	388	8	0.7987	-2.016
349	351	9	0.7057	21.982
321	350	9	0.9778	-0.000
322	349	9	0.7928	-21.982
321	322	9	0.7816	-136.125
350	351	9	0.7169	-136.125
322	350	9	0.7438	136.125
322	351	9	0.9255	0.000
496	531	10	0.965	-26.015
496	708	10	0.975	-26.015
531	708	10	0.9917	0.000
433	488	11	0.7821	-1.014
410	433	11	0.8589	-1.001
356	494	11	0.9804	-28.031
410	488	11	0.997	-2.016
488	490	11	0.8132	1.002
428	494	11	0.9765	-2.016
362	483	11	0.9071	-28.031
410	428	11	0.8443	-17.971
277	356	11	0.9829	-2.016
277	494	11	0.9633	-30.047
488	616	11	0.8433	-55.060
493	494	11	0.7647	-20.968
488	494	11	0.8311	-17.971
483	494	11	0.7958	-16.970
356	428	11	0.9954	-26.015
269	488	11	0.845	-31.049
483	493	11	0.8617	3.999
269	490	11	0.9955	-30.047
369	493	11	0.9839	-28.031
410	490	11	0.8124	-1.013
362	433	11	0.913	-26.015
269	616	11	0.9984	-86.109
269	410	11	0.8448	-29.034
428	433	11	0.8014	16.970
488	493	11	0.8631	2.997
433	483	11	0.9875	-2.016
410	616	11	0.8423	-57.076
490	616	11	0.9961	-56.062
277	428	11	0.9841	-28.031
642	675	12	0.9828	-0.000
506	656	12	0.939	28.031
687	688	12	0.7234	82.076
497	675	12	0.7021	-54.047
506	675	12	0.8935	-28.031
506	642	12	0.8747	-28.031
497	642	12	0.7089	-54.046
639	688	12	0.7597	56.063
642	687	12	0.9291	26.018
497	687	12	0.8638	-28.029
648	675	12	0.8762	-28.031
639	687	12	0.8629	-26.013
497	639	12	0.8086	-2.016
648	687	12	0.8511	-2.013
656	687	12	0.8213	-30.044
642	656	12	0.8474	56.062
497	688	12	0.7027	54.047
639	690	12	0.7255	84.094
656	675	12	0.8718	-56.062
