Filename	Class
2024_POS_Y-EV_1_CTRL_Run88.mzML	CTRL
2024_POS_Y-EV_2_CTRL_Run117.mzML	CTRL
2024_POS_Y-EV_3_CTRL_Run138.mzML	CTRL
2024_POS_Y-p10_1_Run103.mzML	EXP
2024_POS_Y-p10_2_Run129.mzML	EXP
2024_POS_Y-p10_3_Run144.mzML	EXP
