row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp2_2_Run94.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGIp2_1_Run38.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp2_3_Run162.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
1001,353.2004012309891,6.8021445,,,,,,,,,,,2266668.2,0,35672.03,816359.6,0,3299520.8,
1383,354.18674438249286,7.674916,,,,,,,,,,,444947.0,476638.66,282464.44,421768.94,497960.12,481254.03,
309,355.1550227167547,4.6740355,,,,18,,,,,,,1380766.4,5157928.5,1600228.6,4382289.0,1446853.8,3622904.0,
1430,355.15823264388564,7.68268,,,,72,,,,,,,4790587.5,4764863.5,3071090.0,4647529.5,5524668.5,5252314.0,
977,355.2489851054441,6.8245716,,,,,,,,,,,1001310.5,994245.9,1079646.4,930605.2,1101077.4,1121068.1,
638,355.2490057463865,5.82675,,,,,,,,,,,326398.6,179071.38,364603.9,497039.03,127286.0,474159.25,
608,355.24901646989844,5.7385178,,,,,,,,,,,43049.133,516776.56,45612.53,67027.65,258767.23,74264.99,
1835,355.321590307125,8.470686,,,,132,,,,,,,2050754.1,1567589.4,1775792.6,2018400.4,2064978.2,2191535.2,
2055,355.32164626905706,11.075265,,,,,,,,,,,187553.69,676263.06,700488.25,278000.4,509741.16,105051.31,
2036,355.3216572503496,10.640662,,,,,,,,,,,65106.902,220703.86,34680.234,167200.48,153808.31,95498.14,
2044,355.32165944981654,10.858401,,,,,,,,,,,1835017.2,68136.74,1114355.1,460465.2,104592.164,1037864.94,
2040,355.3216745619989,10.816032,,,,,,,,,,,214977.61,278023.16,266210.62,1284860.8,251773.3,207111.44,
1362,355.32169838441183,7.659239,,,,72,,,,,,,3.7849892E7,4.052128E7,2.6359082E7,3.7689836E7,3.8757316E7,4.1213496E7,
2038,355.3217235152442,10.719345,,,,,,,,,,,88412.25,73704.26,55429.176,41687.402,378671.8,367816.53,
1457,356.16036829563876,7.6857657,,,,72,,,,,,,1082116.2,1093270.9,682328.9,1060128.9,1252381.2,1235004.5,
1033,356.28061274473094,6.9136176,,,,1,,,,,,,2998229.8,2788535.8,2389942.0,2494387.5,3409812.8,3223877.8,
1363,356.3250145247626,7.659239,,,,72,,,,,,,9094832.0,9690326.0,6260104.5,8989101.0,9329644.0,9838886.0,
332,357.2069010079592,4.7838407,,,,27,,,,,,,320873.75,633638.0,420924.25,612651.25,279815.06,665892.2,
458,357.2394730175459,5.2456765,,,,89,,,,,,,72470.57,210888.55,79242.1,158343.36,108435.65,221424.67,
385,357.23953128698423,4.955349,,,,,,,,,,,4876099.5,7432069.0,5569153.5,6162924.0,5830917.0,9673006.0,
671,357.26461577542483,5.892278,,,,,,,,,,,275386.72,653181.94,253539.88,317151.03,338018.97,187460.81,
504,357.26466440387225,5.3510175,,,,,,,,,,,140266.81,144145.11,134624.8,144889.64,106019.17,148587.02,
1369,357.3280233881367,7.660917,,,,72,,,,,,,1135427.4,1213044.5,781269.5,1131031.5,1150617.2,1250437.2,
383,358.2429108820407,4.9535513,,,,,,,,,,,939092.8,1445186.0,1066080.4,1209180.0,1146752.1,1871266.8,
265,359.21885824994024,4.4439883,,,,80,,,,,,,509651.5,801267.7,567692.0,654921.2,711075.44,1221400.4,
593,359.28029514179366,5.6922703,,,,5,,,,,,,180428.14,341435.12,168856.72,317776.22,191797.12,255509.75,
540,359.2803656095141,5.471864,,,,87,,,,,,,759027.06,604326.7,774466.56,574216.94,889976.56,660026.5,
630,359.28037509567736,5.7865453,,,,107,,,,,,,228950.5,260535.36,222141.78,239862.14,252886.53,268137.38,
984,362.2369875899072,6.8577724,,,,,,,,,,,0,2775456.8,0,749013.75,2444236.5,0,
1046,362.2370344040165,6.9434686,,,,,,,,,,,2828747.0,0,4840923.0,2941300.0,4474328.5,0,
1093,362.2370506008321,7.0871277,,,,,,,,,,,4176797.8,0,0,96552.8,0,4042951.8,
929,362.23713297885223,6.618913,,,,,,,,,,,392817.2,1278131.9,196565.45,255099.2,915824.4,362346.53,
889,362.23713767482303,6.564731,,,,,,,,,,,251214.8,563437.06,393311.1,247072.9,401869.12,52673.113,
870,365.23313992005455,6.443376,,,,51,,,,,,,510000.4,660753.25,452429.88,607996.44,541998.75,491989.6,
1057,365.23626309940937,6.9890413,,,,,,,,,,,136520.11,141770.88,599370.7,203043.25,482116.38,0,
1123,365.2364175611385,7.121344,,,,,,,,,,,492293.7,0,110400.01,120672.04,58300.566,291957.44,
1662,365.236500542895,8.147566,,,,,,,,,,,172175.88,0,145147.67,246608.81,103569.89,114201.234,
304,367.215279361303,4.6717453,,,,,,,,,,,796873.5,884629.7,842702.94,842436.0,1016184.1,1017766.94,
1359,368.31676624838315,7.6577544,,,,72,,,,,,,1688523.6,1591256.0,1011578.5,1369148.1,1758343.4,1930586.5,
1219,369.30084269817854,7.3631325,,,,99,,,,,,,6055474.0,6664538.5,3938633.8,6258629.5,5998433.5,6097667.0,
959,369.30092696001725,6.7040443,,,,115,,,,,,,133535.95,151896.47,120600.17,133789.31,137242.77,118667.914,
1854,369.33724785679186,8.637469,,,,,,,,,,,1858697.9,1658721.0,1624763.8,2399148.8,1830106.5,2001962.2,
1568,369.3372679336415,7.8796062,,,,,,,,,,,648157.56,665818.8,466541.6,702241.2,612356.7,600698.1,
1089,371.3164557945707,7.08291,,,,,,,,,,,306269.12,374333.84,244524.6,322905.6,322668.12,287343.44,
1637,371.31649362524763,8.042435,,,,,,,,,,,1620886.0,1451164.0,1044754.9,1602585.6,1928558.5,1922880.4,
1025,371.31653077911596,6.8912683,,,,,,,,,,,314462.03,382026.4,298560.75,346694.53,311458.8,306280.56,
967,371.3166659975357,6.731092,,,,,,,,,,,56214.723,63081.734,54150.258,56573.492,53638.395,48202.68,
306,373.1655364716659,4.6740074,,,,18,,,,,,,461843.38,1438461.1,470879.8,1249145.4,441929.56,1083694.6,
259,373.1656088454731,4.359811,,,,73,,,,,,,45806.812,70942.03,51315.258,57641.438,56191.168,64161.312,
274,373.16570168065255,4.486782,,,,,,,,,,,116539.63,163887.38,120422.55,130881.16,132376.75,180388.38,
506,374.2447309604103,5.3572345,,,,44,,,,,,,1.1276823E7,170835.55,1.1526937E7,166876.47,164077.42,515921.56,
266,375.2177019137293,4.447637,,,,80,,,,,,,679665.25,871830.25,696249.5,708184.75,717098.25,775494.94,
1695,375.2572711607795,8.092902,,,,,,,,,,,622155.1,0,53780.188,272616.6,49164.25,869939.1,
363,375.2750631774961,4.87161,,,,127,,,,,,,354267.44,831235.75,339087.0,721589.8,382948.94,622615.6,
25,377.0853216845535,0.37855646,,,,58,,,,,,,1148223.5,1380093.2,1166867.8,1257434.2,1230709.2,1035742.8,
1276,379.15809228327663,7.444828,,,,22,,,,,,,745746.75,1108441.0,355637.62,994154.1,1215020.5,1467815.5,
960,380.2806005455691,6.7058463,,,,115,,,,,,,653216.94,814859.1,558065.06,703513.5,834517.2,999987.0,
828,380.2806131049717,6.314354,,,,,,,,,,,159309.05,199684.31,139320.78,164289.45,141457.39,137720.3,
1531,381.17382221833253,7.7882257,,,,45,,,,,,,250692.33,288779.0,116504.7,267867.94,436333.78,522685.34,
498,381.2281587186988,5.343909,,,,24,,,,,,,707636.06,603127.9,793882.1,531578.2,661532.7,983202.1,
1280,381.2314890635755,7.446145,,,,,,,,,,,0,1461867.9,0,0,865623.6,0,
1537,381.23161896244784,7.7555747,,,,,,,,,,,703750.94,0,0,131948.83,0,2167039.0,
1367,381.23165936304883,7.6771684,,,,,,,,,,,1634183.9,0,2168009.0,2374773.0,921987.44,106722.15,
928,381.23171933791696,6.5517974,,,,,,,,,,,240729.45,0,158486.75,112789.555,54952.215,276219.84,
877,381.23175372375863,6.5043507,,,,,,,,,,,116053.38,26269.256,286618.8,156050.31,206105.83,45546.867,
1837,381.33725886721624,8.496267,,,,,,,,,,,536366.5,262929.44,274170.22,537526.75,639791.9,567607.8,
1088,382.29615368890245,7.075268,,,,,,,,,,,198676.38,210130.77,131781.28,172754.97,234542.47,361548.88,
1685,383.1894721728604,8.133724,,,,37,,,,,,,1030008.06,955555.1,862315.7,1302736.8,1477228.4,2109502.2,
2045,383.3529283811708,10.878213,,,,,,,,,,,317582.2,19264.535,417157.4,120026.5,8816.299,144299.72,
2039,383.3529588727383,10.826619,,,,,,,,,,,122878.22,19264.535,79560.35,290401.38,44383.062,23602.678,
1642,383.35298237820683,8.089481,,,,110,,,,,,,3276495.2,3317481.5,1730776.1,3789391.5,3321229.2,3534455.2,
1913,383.3530473064878,9.262874,,,,,,,,,,,38640.645,68800.414,44575.918,223350.44,85244.66,45051.53,
1877,383.3531075525795,8.797927,,,,21,,,,,,,9170381.0,7410045.0,9941376.0,1.0825856E7,7918194.0,9847470.0,
1904,383.35314472301724,9.1690035,,,,,,,,,,,42418.34,37045.945,59925.49,128007.2,30371.322,3541.8367,
1306,384.31180892333765,7.459047,,,,49,,,,,,,1783149.5,1719334.4,909348.1,1713368.9,2467789.5,3051289.8,
431,385.2596317788179,5.1255145,,,,93,,,,,,,372235.8,460508.47,390790.2,394723.25,454943.28,579357.1,
571,385.27091280036035,5.5986066,,,,85,,,,,,,2588843.5,4364790.0,2745139.0,3778969.5,2921165.5,5180401.5,
1785,385.3322421421879,8.24793,,,,,,,,,,,794199.1,1131102.6,641338.0,1229833.0,893135.75,675358.7,
49,387.1141744862143,0.46380308,,,,,,,,,,,736539.6,910674.0,748913.94,896413.9,726558.2,687292.8,
1374,387.1628555699155,7.66641,,,,71,,,,,,,712071.06,549124.06,738136.5,609368.56,645429.06,1292562.2,
428,387.2501187840657,5.109658,,,,,,,,,,,468577.2,942323.3,520013.75,798430.25,647474.1,1343012.1,
1375,389.15993255764965,7.66641,,,,71,,,,,,,677376.75,530602.75,696643.2,579347.9,606348.56,1205669.6,
372,389.1606442932175,4.9078603,,,,,,,,,,,63715.992,97415.836,85482.516,81038.36,69259.76,119567.16,
1376,391.2984290898747,7.66641,,,,71,,,,,,,929949.8,691110.06,924948.8,802191.4,798698.06,1780381.0,
386,393.21611408126506,4.956265,,,,,,,,,,,53555.9,77062.664,169328.11,70058.1,59703.996,364275.75,
1242,393.26799468501844,7.409475,,,,,,,,,,,637615.2,234231.25,1548803.2,613108.94,1706473.9,0,
1358,393.2681178685635,7.651873,,,,,,,,,,,1915865.6,0,653959.9,353455.16,242295.58,1893925.9,
1664,395.24697738770817,8.1083145,,,,,,,,,,,317099.62,0,0,230319.6,3322.0283,786507.25,
1867,395.3529201264144,8.724822,,,,112,,,,,,,8199223.0,5069910.0,7342859.5,8224734.0,8870076.0,8912637.0,
334,397.1289431858041,4.7845626,,,,27,,,,,,,750561.0,1084366.2,598642.3,1136894.9,709399.9,801521.06,
404,397.2019574494506,5.045639,,,,17,,,,,,,6068701.5,1.1614278E7,6051272.5,1.0522227E7,6266124.5,8754540.0,
962,397.22636518545033,6.7672563,,,,,,,,,,,0,2002455.8,0,419138.2,1273345.8,0,
1003,397.22638182514004,6.885949,,,,,,,,,,,1025267.9,0,2364257.2,1487119.9,2154148.8,0,
1056,397.2263950260189,6.945717,,,,,,,,,,,2181296.0,0,33609.09,1984665.0,92060.586,2757624.8,
1413,397.3321149058665,7.6803594,,,,72,,,,,,,992421.8,895757.9,585843.56,750347.0,1293707.5,1282605.1,
1763,397.33212764174476,8.151053,,,,,,,,,,,317752.0,298917.78,182469.22,408766.8,409305.97,438238.28,
1550,397.3321290217059,7.8059087,,,,20,,,,,,,1697740.8,1912342.2,1017941.4,1673354.0,1903879.6,2024097.1,
1898,397.36862714854277,8.998488,,,,,,,,,,,2352911.5,2683975.2,1925122.5,3597591.8,2384959.5,1975120.9,
1268,399.18422759218083,7.4440627,,,,22,,,,,,,306932.28,236409.83,115815.375,223184.19,416874.03,228716.73,
1348,399.18425793166716,7.6266713,,,,,,,,,,,807060.5,1319527.4,333262.78,1247946.5,775506.25,680901.94,
1196,399.3266243582352,7.3293304,,,,12,,,,,,,2038198.2,2005102.9,1015851.44,1766793.1,2032624.9,1874687.8,
1818,399.34772943120794,8.440265,,,,6,,,,,,,2.7534222E7,3.217022E7,2.4152286E7,4.0230424E7,3.1570864E7,3.0229494E7,
1869,399.34774048209346,8.736423,,,,,,,,,,,1568989.0,1252454.0,1509475.6,2511577.5,1506757.0,2079548.2,
1911,399.3477987705842,9.25833,,,,,,,,,,,192702.97,186298.25,206143.84,363493.62,204242.28,170869.77,
1887,399.347870535388,8.882829,,,,,,,,,,,467413.44,340972.44,522535.53,764250.5,351966.84,500547.28,
1896,399.34791246435316,8.959,,,,,,,,,,,297066.94,251531.81,254296.48,482044.7,396711.4,342327.6,
1768,399.3479606142453,8.1578865,,,,,,,,,,,280545.34,264408.12,170282.42,425936.78,320673.28,454837.94,
1335,399.34796113762474,7.610522,,,,,,,,,,,408699.4,239448.19,181776.39,207129.56,290918.2,73388.72,
1429,399.34825435600595,7.682659,,,,72,,,,,,,625920.75,369649.2,206943.97,322145.53,381164.56,699592.56,
1890,400.351260349563,8.895402,,,,,,,,,,,64328.547,22571.703,60245.02,194753.42,24596.943,67091.52,
412,401.1603549599292,5.050926,,,,,,,,,,,213545.94,465500.34,222545.05,415832.12,220912.94,366812.66,
237,401.16052440510265,4.148497,,,,,,,,,,,34684.18,66253.01,37289.707,52492.41,40378.785,57799.2,
271,401.16064349566415,4.4521947,,,,,,,,,,,42706.84,53782.703,53541.367,43164.473,46392.082,72626.34,
21,404.1042088427983,0.3738481,,,,58,,,,,,,2026147.6,2521299.2,1997144.8,2099367.0,1755774.2,1601217.0,
1124,409.2359579078525,7.135162,,,,,,,,,,,1768193.4,781817.8,114800.28,3710922.0,1668155.4,51312.164,
1161,409.2359904695265,7.216465,,,,,,,,,,,3474914.2,366142.6,2129975.0,1569593.0,393280.84,115744.8,
1076,409.23606901706233,7.0458703,,,,,,,,,,,138130.31,6560042.0,161605.6,770186.4,4446852.0,3119.438,
1295,409.23607719754256,7.4054203,,,,,,,,,,,582571.7,198826.84,792643.3,359707.94,213239.08,2469645.5,
1422,409.236284474046,7.6819024,,,,72,,,,,,,502055.53,349038.06,891413.7,360151.9,258960.36,2799859.0,
325,410.2177687652132,4.766327,,,,,,,,,,,75289.36,134360.97,87303.37,95608.3,123572.63,124348.71,
514,410.2215753257279,5.3623834,,,,,,,,,,,1126251.2,0,1874012.6,0,0,44991.543,
316,411.18099388566225,4.7154765,,,,,,,,,,,40151.79,124938.05,89031.625,119619.93,144554.36,91687.69,
330,411.1810166449113,4.7828293,,,,27,,,,,,,366310.25,642980.44,329417.66,598382.25,345824.0,500586.2,
1325,411.34780508104956,7.515835,,,,,,,,,,,155180.47,100436.445,89000.97,103312.99,198546.83,131921.81,
1804,411.34781391814295,8.3551855,,,,,,,,,,,1822934.5,1602279.0,1486737.1,1978285.6,2133368.5,1746084.4,
1625,411.3478699350074,8.003979,,,,,,,,,,,146142.23,111821.75,41941.656,135270.12,161408.52,187120.56,
1908,411.38423331399736,9.218471,,,,,,,,,,,2217410.2,2407045.0,1844673.0,3812110.8,2979138.2,1768160.9,
1051,412.2492003933814,6.965301,,,,,,,,,,,83724.6,100432.945,58654.93,82933.48,89278.63,65499.06,
995,412.2492459499099,6.81459,,,,,,,,,,,285434.66,323657.72,208651.75,258573.52,329697.53,290047.28,
1296,412.2703686256195,7.4119177,,,,,,,,,,,331927.22,0,82035.99,373421.66,0,903123.8,
311,413.19681912958475,4.655653,,,,,,,,,,,55587.92,231061.86,66131.46,214289.88,48818.137,113037.49,
283,413.19683680270356,4.5519505,,,,,,,,,,,238600.98,492137.28,230588.84,453394.06,240065.23,353756.03,
1850,413.3635167977338,8.611652,,,,130,,,,,,,1.049767E7,1.1603929E7,9254448.0,1.6963364E7,1.0460739E7,1.1530711E7,
1892,413.36358369299523,8.885554,,,,,,,,,,,255222.6,172096.36,318917.47,424369.7,171170.73,334523.3,
379,415.2336986120863,4.9379363,,,,,,,,,,,2763328.8,3353425.2,3007810.5,2911767.2,2267947.0,2664670.2,
1205,415.2851290932229,7.333467,,,,12,,,,,,,376194.38,425374.94,189556.17,386628.25,491386.97,378937.72,
1522,415.28531639615176,7.768659,,,,,,,,,,,253857.06,235443.22,100177.61,174182.2,410718.34,249225.89,
985,416.3017261069101,6.7967687,,,,,,,,,,,360878.72,510876.12,353024.25,393229.56,338310.2,319531.1,
310,417.1553446801133,4.6739974,,,,18,,,,,,,211317.33,836365.3,287615.34,739289.2,245067.14,731578.44,
272,417.1556169336945,4.477669,,,,,,,,,,,30721.479,53822.188,56382.03,47392.152,20845.09,80683.484,
1297,419.1082086901259,7.4535155,,,,49,,,,,,,1416159.1,1469843.4,833904.1,1506353.0,1463836.1,1742906.8,
1451,419.10825410837964,7.6850753,,,,72,,,,,,,372504.72,422434.72,214261.31,341057.03,412975.62,454530.34,
510,420.25036196138893,5.3563724,,,,44,,,,,,,1.5472069E7,264385.16,1.5913758E7,235357.42,250354.92,731742.0,
1298,421.10519891675557,7.4535155,,,,49,,,,,,,1796966.5,1895371.0,1076161.6,1919648.9,1877300.9,2232594.8,
1462,421.1052996316959,7.6858563,,,,72,,,,,,,468994.62,545265.06,264211.66,469552.3,527199.44,598619.7,
1062,421.2263330679819,6.951046,,,,,,,,,,,964471.44,0,269502.97,1132701.9,19333.0,1156452.5,
1016,421.22635516227615,6.8988333,,,,,,,,,,,543150.2,0,786353.5,972492.9,478872.3,0,
476,422.19745120762263,5.2813396,,,,,,,,,,,628810.5,0,363984.28,0,126183.32,0,
511,422.2564326546151,5.3557725,,,,,,,,,,,535714.94,0,556132.9,0,0,0,
1903,423.38435064019546,9.111127,,,,,,,,,,,719275.9,400785.56,753192.7,643498.9,592128.6,546190.5,
518,425.19686932963555,5.3701234,,,,145,,,,,,,1184124.5,2987897.8,1182379.6,2801358.5,1155810.1,2329314.8,
1471,425.2576522349552,7.698668,,,,,,,,,,,244766.69,752983.5,1663048.2,495923.56,1564896.9,0,
1590,425.2579927184588,7.964124,,,,,,,,,,,429365.5,0,0,0,0,1611447.5,
114,426.18974842948165,2.9692466,,,,60,,,,,,,435016.47,423064.12,414031.3,378038.34,397014.03,308615.3,
106,426.1897930478954,2.892028,,,,,,,,,,,263782.94,272410.38,267515.12,245380.86,215028.61,140842.95,
370,426.96763582757995,4.9529567,,,,,,,,,,,1.0478696E7,1.5559797E7,1.1254741E7,1.0754315E7,1.176198E7,1.0805178E7,
1320,427.285209491299,7.4957504,,,,,,,,,,,103985.44,114687.41,44332.97,110793.32,114549.46,121319.6,
1873,427.37899463099535,8.781698,,,,,,,,,,,3130863.8,3007684.8,2380052.2,4553279.5,3264137.0,2642711.0,
1364,429.3008104111511,7.660209,,,,72,,,,,,,902341.06,686716.1,649016.8,675652.56,821938.3,977764.94,
1159,429.3008178967062,7.2649746,,,,30,,,,,,,990097.5,1232789.1,598675.25,1042544.25,1167531.9,1006375.0,
1067,429.3008536866532,6.992892,,,,116,,,,,,,375884.94,527936.7,291520.97,436611.3,431301.47,378411.53,
843,430.25968465427127,6.377706,,,,,,,,,,,318992.22,335609.5,306883.56,322599.6,329865.34,351439.0,
320,431.2073122356492,4.722661,,,,161,,,,,,,20045.398,81623.37,19855.713,65441.727,26617.168,33383.883,
394,431.20734138169473,5.0012164,,,,140,,,,,,,674216.1,1385005.4,711674.0,1228564.8,690318.75,1042579.0,
492,431.2073449810902,5.3298483,,,,,,,,,,,144566.08,370082.9,143321.14,318759.25,162198.02,279648.97,
277,431.2284492110343,4.590236,,,,,,,,,,,1524352.9,1728554.2,726565.6,1462930.0,1224837.1,875095.8,
1636,431.28000604114715,8.040225,,,,,,,,,,,271238.47,241166.56,115949.23,256370.48,266705.1,421142.0,
1204,431.28004943289505,7.331058,,,,12,,,,,,,2479781.0,2494504.8,1662843.5,2221454.5,2801170.8,2641946.0,
351,433.1055011587957,4.8213763,,,,,,,,,,,622180.44,464801.75,1114111.5,742432.8,548889.2,1285588.4,
1436,433.2357933217354,7.6835237,,,,72,,,,,,,297145.53,377514.72,383933.16,271532.28,271007.62,786311.06,
1010,433.2359134301294,6.817449,,,,,,,,,,,9285722.0,1001464.1,4432037.5,4024751.8,1918819.2,4736539.5,
957,433.23593165223014,6.6735234,,,,,,,,,,,4203735.0,6463005.0,3949000.2,1.0712133E7,7039017.0,241568.38,
1082,433.2359375860326,6.9667497,,,,,,,,,,,886232.94,250911.06,1706053.4,427948.22,390768.34,5648537.0,
913,433.2359455207483,6.63145,,,,,,,,,,,1270430.1,1.5648438E7,351279.7,2819320.5,1.2544379E7,261183.27,
355,433.2591822548627,4.842823,,,,,,,,,,,197343.45,368462.6,102541.03,346068.75,317751.47,516681.53,
1365,433.2954448201328,7.6990695,,,,,,,,,,,77005.67,3242086.5,616290.2,559887.7,2067330.9,102996.79,
1120,433.29567486955443,7.1527753,,,,104,,,,,,,496380.0,639399.06,359219.56,478086.47,615487.5,536852.44,
1519,433.2956860539976,7.747153,,,,,,,,,,,1124464.5,3177624.5,955388.5,1139876.9,2360638.8,1333622.5,
1334,433.3090220173462,7.568022,,,,114,,,,,,,731658.2,516925.44,454845.75,475519.75,778191.94,704504.75,
1540,433.33189621860464,7.795749,,,,20,,,,,,,478586.66,558031.94,221441.19,436313.16,657659.8,650048.7,
1222,433.3321650130874,7.3801,,,,95,,,,,,,195286.16,259330.77,78062.34,211988.61,201896.61,171059.78,
1126,434.2993424093118,7.150972,,,,,,,,,,,105221.09,138853.89,70141.37,104068.18,136922.56,110027.91,
1080,435.25169425748436,7.091809,,,,,,,,,,,0,2287998.5,0,27200.371,511556.34,0,
1440,435.2520359584136,7.684296,,,,72,,,,,,,180749.75,97129.18,663693.5,195516.88,33735.473,1083740.2,
1823,435.2782185968615,8.432986,,,,131,,,,,,,4669341.5,3727109.5,4016787.2,4876797.0,5203627.0,5909430.0,
350,438.19192147516,4.8161798,,,,,,,,,,,989485.94,0,827332.94,0,156878.6,0,
1300,438.32218596795536,7.452725,,,,,,,,,,,273276.44,228358.02,160004.27,240650.84,443159.78,587537.8,
30,439.0868209564632,0.4025462,,,,,,,,,,,537800.25,435340.06,436526.03,814102.06,117708.92,568971.44,
1860,439.3790638524036,8.69886,,,,,,,,,,,2320764.8,1474961.0,1841445.4,2484233.2,2780796.5,2293368.5,
366,441.1916000771227,4.8742065,,,,127,,,,,,,423789.16,803307.75,409968.53,1077088.9,387266.38,642346.5,
408,441.1917699090172,5.049211,,,,17,,,,,,,1955699.9,3784023.5,1972809.9,3121721.8,2068395.1,2940355.0,
286,441.1917724457788,4.575275,,,,,,,,,,,809314.8,1723260.2,841188.7,1516162.1,842090.0,1365760.8,
236,441.1917731485437,4.145786,,,,118,,,,,,,224932.9,337964.78,208952.66,293074.84,245244.23,259134.75,
269,441.19184776100246,4.450379,,,,80,,,,,,,580875.56,707154.75,554357.9,631233.9,639073.25,648908.25,
247,441.1918615474621,4.2526965,,,,,,,,,,,122097.7,147903.78,115486.664,122521.586,138955.53,145434.58,
436,441.1918633194991,5.154412,,,,62,,,,,,,2775287.8,6814329.0,2682439.0,5827154.5,2982610.0,4648954.5,
1075,441.2522274481962,7.0166273,,,,,,,,,,,1092042.8,0,2179852.8,1437832.0,720290.9,0,
1112,441.25227044992374,7.1129985,,,,,,,,,,,1620643.6,0,0,405569.72,0,2252538.5,
1020,441.252276233682,6.9157877,,,,,,,,,,,406420.12,1642762.2,1490999.4,647466.06,1804454.2,0,
1006,441.3007691331097,6.8575788,,,,,,,,,,,295375.44,319308.28,253985.72,296595.88,239518.27,230964.25,
1105,441.3008102792907,7.136398,,,,111,,,,,,,1028562.75,1079311.9,753844.44,968754.1,1017934.3,962561.25,
1162,441.30087206372195,7.2688737,,,,30,,,,,,,224794.03,270250.25,118680.445,228953.4,231959.3,169006.75,
1315,441.3009039896765,7.4790573,,,,,,,,,,,1177538.4,1258621.4,646825.3,1277561.5,1000946.94,1085045.0,
1508,441.3010676571285,7.716076,,,,53,,,,,,,603974.7,849716.1,275111.25,555159.06,1007526.7,844567.44,
932,441.30107640502933,6.608476,,,,66,,,,,,,192155.05,181006.9,121518.17,196339.17,173643.77,179254.19,
401,442.19516592430097,5.046634,,,,,,,,,,,495369.75,1028116.2,501788.25,862318.1,523612.06,770929.1,
369,442.195456092998,4.875054,,,,,,,,,,,84893.78,176472.98,88268.37,262210.72,66472.63,113197.09,
426,442.29224856294974,5.102682,,,,,,,,,,,253636.05,503922.94,340196.53,422886.38,296983.5,673674.0,
338,443.13465320435034,4.78632,,,,27,,,,,,,3338409.2,4950858.0,2650576.0,4907500.0,3195825.5,3471636.8,
192,443.2875426202115,3.8277524,,,,,,,,,,,495016.7,197430.0,557198.44,168305.3,610783.75,552096.4,
2061,443.31650025303423,11.085055,,,,,,,,,,,41052.68,376742.47,146080.58,61448.914,464182.1,159581.56,
1189,443.3165332363705,7.327728,,,,12,,,,,,,1.0670558E7,1.0801107E7,5816496.0,9338031.0,1.0779387E7,9516733.0,
2047,443.3165335139624,10.917866,,,,,,,,,,,217057.34,179802.6,459558.88,38059.64,169673.69,244120.44,
1064,443.3166599715776,6.9857945,,,,,,,,,,,169387.88,170204.62,138452.9,167899.23,163087.61,136858.83,
1581,443.3166850636173,7.941051,,,,,,,,,,,239936.95,377095.56,89550.68,364734.2,429493.62,330422.62,
1561,443.3167296574918,7.8885703,,,,,,,,,,,139579.31,163501.72,192629.4,213743.0,333810.66,105404.766,
1144,444.27524234118147,7.2138505,,,,,,,,,,,285851.72,328320.38,221915.56,245313.39,311863.1,276729.84,
797,444.27536279639224,6.2372775,,,,,,,,,,,117076.055,115169.14,130863.84,106033.83,84446.58,88455.38,
1233,445.2593327807492,7.3307824,,,,,,,,,,,346643.0,44237.434,307923.12,325744.78,145134.19,445601.62,
1357,445.2957624556473,7.65529,,,,72,,,,,,,457295.56,505694.22,358248.3,466820.9,472758.3,574143.2,
978,445.2959128654732,6.7656074,,,,,,,,,,,2560481.5,3689636.8,2134073.5,2660556.2,3148543.8,2925339.2,
1094,445.2960731273333,7.0754714,,,,,,,,,,,348647.7,432695.22,157311.33,325959.66,445713.28,438764.16,
898,446.2547110726361,6.5353355,,,,,,,,,,,76563.97,82509.9,94663.8,62298.58,66665.445,68423.016,
562,446.2548521070935,5.5343585,,,,,,,,,,,533747.9,588794.06,523943.9,527297.6,503073.2,460949.22,
1225,446.2991063055984,7.385155,,,,95,,,,,,,229342.84,241040.8,113433.86,221645.86,259123.86,261970.81,
1584,447.2750218948833,8.05338,,,,,,,,,,,0,232433.25,178609.88,0,134369.02,0,
284,447.2750673030496,4.5582185,,,,,,,,,,,35085.74,135559.11,11157.324,122989.35,63295.47,93779.62,
1770,447.27512927279804,8.136738,,,,,,,,,,,548399.94,0,344947.78,671939.7,200397.52,699176.44,
452,447.27514931460615,5.2144303,,,,38,,,,,,,67841.69,375678.47,19462.56,346879.28,157045.73,243650.1,
1554,447.3114457608729,7.818056,,,,,,,,,,,390834.34,704786.2,322205.56,422760.8,651344.94,356157.9,
413,449.21786907374843,5.0570226,,,,158,,,,,,,67055.086,174785.25,71295.44,150589.55,74181.195,117930.516,
336,449.2180395156899,4.7854276,,,,27,,,,,,,700971.7,1847177.5,692531.75,1507449.9,775224.25,1327797.1,
788,452.2783162427902,6.1938744,,,,105,,,,,,,2606354.0,3228881.8,2353924.5,3042586.2,3250757.5,2833275.2,
750,452.27867594894315,6.0822797,,,,19,,,,,,,181462.08,239954.6,171053.61,218087.95,238052.48,208572.16,
