row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp2_2_Run94.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGIp2_1_Run38.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp2_3_Run162.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
40,199.80487709256082,0.39849308,,,,102,,,,,,,363152.38,280125.12,270527.12,255297.92,383913.72,283432.84,
2016,199.80494237445524,10.348082,,,,69,,,,,,,355243.38,1057729.2,4391.811,745074.75,1567329.9,7779.502,
2026,199.80498851724332,10.392138,,,,,,,,,,,0,540362.6,4391.811,36685.805,976085.9,0,
194,201.11328646952802,3.8274071,,,,61,,,,,,,719086.94,793442.44,788945.6,679573.2,849946.75,969485.75,
262,201.11329592487036,4.4009533,,,,,,,,,,,16173.952,23755.1,21856.57,17169.71,21253.762,26279.498,
406,201.1496262505042,5.0475693,,,,17,,,,,,,1396463.8,916677.25,1486785.5,843740.56,1648453.4,1467877.1,
5,203.02849289350263,0.34432232,,,,,,,,,,,699243.0,649186.1,752253.25,438747.0,293339.53,541969.4,
151,209.07941098014877,3.4487774,,,,128,1,[M+Na]+,,2,153;151,186.09023,1365931.2,1710789.1,1249480.5,1565304.4,1459437.8,1446741.8,
225,210.09244832903462,4.124434,,,,56,,,,,,,974179.4,710000.25,1248426.4,682580.9,935466.7,844520.7,
290,211.13395497361728,4.6142597,,,,,,,,,,,789650.0,754434.75,658064.44,867256.6,709834.25,1010228.4,
166,211.1339733093421,3.598395,,,,,,,,,,,18599.201,44577.61,21428.889,35089.12,32552.738,41913.113,
204,213.01543578970026,3.9283478,,,,,,,,,,,604581.8,511318.78,500830.94,515302.3,487762.34,396815.78,
154,213.11314606553603,3.4488351,,,,,,,,,,,117616.17,142121.6,112578.52,147835.2,86732.16,170086.55,
233,213.11326468953743,4.136013,,,,,,,,,,,323050.75,323274.84,337408.66,277356.2,367416.2,381872.06,
14,215.0327261753131,0.36844298,,,,,,,,,,,340898.9,351773.0,313349.25,331275.38,559910.3,279276.47,
244,215.12888066232117,4.18173,,,,,,,,,,,1629784.5,1685367.9,1732710.0,1447529.8,1725264.5,1571599.0,
136,216.12407187575153,3.279643,,,,113,,,,,,,331699.8,346175.56,372188.97,285810.97,339762.25,365490.12,
43,216.91885341432726,0.37863705,,,,,,,,,,,390138.22,146369.02,446363.44,643609.44,190904.25,710685.6,
34,216.92823956958682,0.39134905,,,,,,,,,,,504003.03,353546.28,620798.94,859654.6,608015.7,706099.75,
45,216.98106516966882,0.427954,,,,,,,,,,,1025261.4,964828.3,912401.44,1334167.0,1118049.8,1241235.1,
74,216.9811318461399,1.2563764,,,,,,,,,,,1583299.6,2001783.2,1915679.1,1310150.2,1243115.6,1275318.2,
11,217.04824169314202,0.36766347,,,,58,,,,,,,3083070.0,3639508.8,2896328.2,2703078.2,4404344.0,3063387.0,
28,217.99162825829464,0.3817366,,,,58,,,,,,,571505.25,644078.9,542431.1,480957.62,464802.22,475811.06,
77,218.1033697234342,2.109336,,,,,,,,,,,2248989.2,2710956.0,2421105.5,2228749.8,2107633.0,1986247.5,
12,219.04531710555068,0.36842978,,,,58,,,,,,,986243.1,1145111.2,928029.94,878556.4,1420503.5,1000883.25,
1852,219.06950040789988,8.614273,,,,63,,,,,,,484472.72,219394.02,383736.03,422515.53,590731.1,824891.25,
1874,219.06951936083723,8.775433,,,,,,,,,,,27981.793,96828.016,29011.49,49572.793,129247.24,68892.57,
1884,219.06953967745267,8.846985,,,,,,,,,,,42483.63,0,29011.49,49572.793,75426.75,71243.984,
178,221.07943629858187,3.6933315,,,,126,2,[M+Na]+,,2,177;178,198.09025,878994.9,1090322.9,830460.7,974040.3,1027877.8,829408.2,
115,221.09311326590492,3.0158367,,,,,,,,,,,43270.418,331253.44,30120.25,284848.9,70944.84,503060.47,
415,221.09717892239303,5.0614667,,,,158,,,,,,,890810.06,928110.6,917773.0,853539.3,965211.9,1040869.1,
162,222.07721311916745,3.567074,,,,119,,,,,,,417373.12,429230.84,484848.6,372393.34,393021.66,376353.28,
387,225.1132065376785,4.9557014,,,,,,,,,,,465491.78,512780.4,517543.3,318656.56,433654.88,434904.94,
227,225.11327118242488,4.1132083,,,,56,,,,,,,164502.44,203617.12,165378.12,185055.5,209886.1,244703.75,
198,225.1133655955149,3.874099,,,,,,,,,,,78060.48,170952.2,76887.17,93634.72,90629.67,79528.43,
209,225.11338252691493,3.985874,,,,134,,,,,,,329064.0,517241.3,606328.94,389707.44,361718.0,532665.6,
47,227.0771328330692,0.42367765,,,,,,,,,,,450576.7,2556693.5,492456.47,557070.7,1682131.9,579985.6,
429,227.12890025113802,5.1197467,,,,,,,,,,,1244390.4,1543425.8,1346078.5,942563.9,1152295.2,1103539.8,
253,227.12893046539068,4.335352,,,,129,3,[M+H]+,,2,253;254,226.1216,7507666.0,9936785.0,7907373.0,8679697.0,9007641.0,1.1585338E7,
197,227.12897124943458,3.841093,,,,,,,,,,,54432.15,97553.11,61326.97,71861.54,68834.98,102636.914,
291,227.96658824407893,4.618742,,,,149,,,,,,,1879335.4,1788537.5,1804079.4,1892019.5,1784015.2,1739281.9,
179,228.06657725191943,3.7120924,,,,,,,,,,,736320.56,671936.56,957786.2,645275.2,707678.75,613693.8,
181,228.0876826025815,3.7432039,,,,,,,,,,,39259.164,63414.37,40736.12,47076.465,52022.6,80654.64,
92,228.08778866391955,2.5673182,,,,,,,,,,,479613.0,498275.94,491574.56,417336.62,629599.25,753315.44,
158,228.10296490196637,3.467411,,,,34,,,,,,,2926001.8,2778229.8,3597540.5,2752322.8,3054206.5,2976978.5,
129,228.10301258018555,3.2434657,,,,,,,,,,,40768.58,37590.504,56629.766,32261.426,42109.03,39002.047,
637,229.18083489257688,5.8209286,,,,,,,,,,,324946.3,280160.12,326953.72,243911.11,363692.78,352108.28,
292,229.96439786720748,4.618742,,,,149,,,,,,,1812687.1,1746434.4,1758191.5,1841330.0,1753106.9,1694490.5,
191,236.09620369411311,3.820276,,,,,,,,,,,728150.25,988463.0,788104.44,831779.3,1375087.2,2338922.5,
275,237.0920929671885,4.5242376,,,,,,,,,,,453290.8,460386.12,518137.94,406936.38,617439.6,646440.3,
258,242.17618074822008,4.3570967,,,,73,,,,,,,464793.34,416621.78,574788.7,336911.6,299348.94,444113.44,
124,243.1237170473544,3.1399002,,,,,,,,,,,23037.299,44311.453,31740.143,33753.207,25908.28,34305.18,
163,243.1237255071269,3.5698197,,,,119,,,,,,,1190285.6,1771047.0,1317012.2,1492608.0,1502296.5,1434981.1,
203,243.1238564498038,3.9576824,,,,,,,,,,,22404.676,73548.336,48455.75,50565.402,55693.883,66462.04,
867,243.19643989930304,6.4388695,,,,51,,,,,,,847000.8,746841.25,816456.2,695891.2,949686.4,726002.9,
789,243.19644009491353,6.1956954,,,,105,,,,,,,146098.92,147355.05,132809.56,136230.9,177992.02,131779.14,
15,244.06719010137806,0.369953,,,,58,,,,,,,1339439.5,1515794.6,1259038.5,1075205.1,1470573.1,1233077.2,
213,244.1192269713686,4.0280604,,,,,,,,,,,56941.992,52081.996,62182.348,39744.094,58508.15,42257.63,
17,245.04473340365746,0.36997387,,,,58,,,,,,,472415.06,549720.1,456090.0,403786.75,406842.72,400203.9,
147,245.04555313621555,3.3792138,,,,,,,,,,,21100.514,7303.128,17345.766,0,25171.3,15020.875,
207,245.0456182764195,3.967178,,,,,,,,,,,113858.875,141045.3,108698.9,121498.36,191568.39,143889.64,
128,245.0931306653522,3.205635,,,,162,,,,,,,1344594.5,1903875.4,1372759.4,1527262.2,1597047.5,1819790.5,
254,249.11076651823092,4.335352,,,,129,3,[M+Na]+,,2,253;254,226.1216,426986.97,527548.4,377436.94,478491.66,520323.34,536813.6,
936,249.14963703608734,6.620891,,,,66,,,,,,,779766.6,1120886.6,718835.6,1063337.4,1047851.2,830571.5,
360,253.14443459180657,4.8475018,,,,,,,,,,,360587.16,475084.25,361624.8,452817.5,404502.1,369331.5,
1441,255.2328888371667,7.6834297,,,,72,,,,,,,417123.34,405863.16,325194.97,388496.56,455369.28,505286.3,
150,257.1029841179887,3.447971,,,,128,,,,,,,611563.25,1030088.5,562630.1,811688.1,712229.8,906718.8,
317,257.13942520257734,4.7005258,,,,,,,,,,,773825.56,1095330.8,875285.3,577788.06,762583.44,823725.44,
972,257.2122453185164,6.758943,,,,48,,,,,,,1875199.9,1678699.6,1024521.1,1485788.9,1404674.5,892451.56,
835,257.2122620604316,6.3330894,,,,,,,,,,,44797.13,43119.516,44560.047,31579.164,63001.58,39210.438,
901,257.2122955814443,6.542581,,,,103,,,,,,,284932.28,256761.42,261425.53,231724.45,346556.5,251409.66,
281,258.17098877315954,4.551063,,,,,,,,,,,7819826.5,8287453.0,8236994.0,7295707.0,9235233.0,1.0603202E7,
135,261.13429565035545,3.2750282,,,,113,,,,,,,308868.66,399631.44,335660.06,346736.94,248526.95,287355.78,
143,261.13431725868764,3.3627348,,,,35,,,,,,,1916157.4,2504456.5,1967704.8,2150559.0,1637845.5,1764719.9,
437,263.07132429106076,5.155356,,,,62,,,,,,,434819.44,411017.03,403454.3,367665.38,525604.94,475892.62,
1990,265.1477366434163,10.231212,,,,,,,,,,,132609.27,211381.83,129080.26,97523.94,109999.47,123691.47,
681,265.14790878315284,5.920069,,,,142,,,,,,,4.0663224E7,1.812229E7,3.954927E7,2.554209E7,4.2125156E7,2.0043714E8,
844,265.14792468349793,6.365491,,,,,,,,,,,7008.4404,0,6907.6514,0,10528.031,666723.25,
399,267.1601483951366,5.0307183,,,,,,,,,,,231287.02,249501.69,238982.08,221974.95,342240.28,379452.25,
690,268.1469469823372,5.936143,,,,,,,,,,,152743.73,0,191808.84,101268.21,86482.375,1123653.9,
354,269.13116429835253,4.862797,,,,,,,,,,,405953.3,862281.44,506962.1,601071.1,797813.44,225429.86,
142,271.1662869971546,3.3563023,,,,,,,,,,,321050.44,447603.97,502480.7,554522.5,345076.6,408636.47,
165,271.1663816475157,3.59748,,,,,,,,,,,696812.75,1134186.9,663496.9,972125.9,854740.56,1039833.4,
534,271.19149621942523,5.4515,,,,,,,,,,,537118.3,536692.56,589160.56,481287.6,508048.94,424776.25,
711,271.2277402045668,5.9751053,,,,14,,,,,,,717592.44,718248.44,707058.3,664756.5,864526.75,547587.8,
1087,271.22784981147333,7.069302,,,,,,,,,,,1.1235074E7,9903223.0,9772062.0,8724125.0,1.3224934E7,8875634.0,
1013,271.22786826033047,6.8635993,,,,11,,,,,,,3678618.0,3024431.2,3367781.2,2827939.0,4308211.5,2974864.0,
373,272.1867071138998,4.914098,,,,,,,,,,,822769.25,944072.1,880090.7,818801.3,966841.56,1104299.2,
307,278.1396201170082,4.6748967,,,,18,,,,,,,500246.22,853494.25,479477.84,720725.56,507429.44,601322.0,
899,279.16350114208717,6.4818597,,,,,,,,,,,189915.05,0,8614.935,82107.695,0,871053.44,
694,280.0978284839454,5.9363327,,,,101,,,,,,,233430.9,300592.22,229606.84,267528.4,313151.25,182666.92,
639,280.09783229892565,5.8279824,,,,,,,,,,,1010569.1,908949.25,1090496.2,1000299.5,963931.7,1021395.06,
174,285.18189730947006,3.687137,,,,126,,,,,,,3026004.8,4016421.5,3314054.8,3473514.2,3351584.0,3884577.8,
210,285.18208998666665,4.0059323,,,,,,,,,,,21406.031,45637.324,37409.734,26587.322,36724.336,46399.98,
611,285.20710923219264,5.746687,,,,,,,,,,,84444.734,131296.75,138132.05,100406.63,158356.22,97822.875,
573,285.2071685571855,5.5966477,,,,,,,,,,,118313.85,144138.95,127086.76,126927.76,139888.16,127028.84,
1217,285.24341826093445,7.357158,,,,,,,,,,,501113.47,533803.25,367767.78,493768.28,550914.1,424914.56,
1095,285.24343461373763,7.1036916,,,,,,,,,,,1184782.2,988631.6,1004504.1,880966.7,1320009.8,925833.75,
1163,285.2434528839929,7.2732406,,,,30,,,,,,,666175.06,565745.4,533212.9,502807.3,836647.44,496138.38,
173,286.18532268708503,3.68803,,,,,,,,,,,415632.34,556335.25,476925.06,482387.25,463993.94,534626.6,
482,286.20237071398304,5.2896924,,,,,,,,,,,508288.38,610221.94,552975.75,528496.6,549109.8,739093.44,
529,293.17579505113866,5.4277706,,,,84,,,,,,,671393.44,688009.5,720786.3,646890.2,594845.44,675463.7,
470,293.1758637391586,5.2720737,,,,59,,,,,,,430124.8,774243.3,262606.88,677687.8,688081.0,802417.25,
430,293.17590032161826,5.124617,,,,93,,,,,,,2521876.8,2535913.5,2152406.5,2638617.5,2113001.5,2251248.0,
1060,293.17924979453153,6.910545,,,,,,,,,,,2052371.6,0,1574435.0,2085110.4,0,3472908.2,
974,293.1792536521752,6.7991066,,,,,,,,,,,668769.56,2037219.4,2145975.5,1080209.5,2283789.2,0,
644,293.2122519337309,5.849852,,,,16,,,,,,,393838.72,532471.44,391960.72,523454.03,572333.8,662823.75,
951,293.21226165140735,6.6722665,,,,91,,,,,,,92576.41,93961.086,87890.69,97099.9,91483.945,88000.38,
840,293.21226220634196,6.361178,,,,152,,,,,,,903080.9,1090592.8,1062717.9,1053190.2,989506.3,1044088.25,
795,293.212280609122,6.231095,,,,139,,,,,,,681144.6,793617.25,1073623.8,710676.3,654751.1,1113159.9,
903,293.21233244549467,6.5462184,,,,103,,,,,,,74967.664,99650.13,73022.78,92502.42,84571.07,68962.664,
2043,295.2276577119721,10.865277,,,,,,,,,,,25399.203,5190.293,129480.57,30304.078,13417.785,15494.26,
2062,295.22767746486096,11.116809,,,,,,,,,,,8241.236,204314.75,36633.4,4390.2886,11817.535,54178.285,
2051,295.22768221580003,10.993503,,,,,,,,,,,5175.074,6030.812,22991.21,19137.4,11817.535,200732.19,
749,295.2277565261889,6.0945783,,,,19,,,,,,,1685984.0,2687865.8,5762638.5,2171095.2,2355788.5,2353396.5,
782,295.2277668889829,6.1708894,,,,36,,,,,,,9393921.0,1.4276428E7,1.0738771E7,1.3324205E7,1.2896696E7,1.351349E7,
948,295.2277909694937,6.666879,,,,91,,,,,,,856845.06,905259.5,884865.4,880412.06,1008666.75,1053188.1,
1251,297.2433513273,7.4369125,,,,32,,,,,,,2598057.8,3993466.2,1559648.5,3727457.5,3174817.8,3595276.2,
1079,297.2433579171929,7.0355926,,,,65,,,,,,,161951.97,162006.61,133360.66,152617.12,224127.0,164700.47,
1022,297.24336580757,6.8894672,,,,,,,,,,,463268.9,403683.97,397907.84,439977.4,474918.84,424738.8,
1146,297.24337209522326,7.2327294,,,,,,,,,,,128630.78,116156.21,89195.45,113097.63,190430.9,96280.93,
848,297.24338629590363,6.400748,,,,94,,,,,,,1230558.9,1515172.8,1201823.5,1458827.9,991917.25,848991.75,
1266,299.2589593482399,7.444052,,,,22,,,,,,,4271662.5,3254199.5,2668093.5,3070003.0,5566318.0,4602514.5,
2057,299.25898678647695,11.103245,,,,,,,,,,,0,67920.4,29814.271,0,11795.848,4256.3887,
1350,299.2590467255148,7.640205,,,,,,,,,,,1.9032562E7,3.1769386E7,1.4000948E7,2.8847022E7,1.9341652E7,1.9092196E7,
916,299.2591370978001,6.575029,,,,79,,,,,,,385405.25,399219.53,369831.94,399648.84,454275.22,390752.6,
352,300.0875187288373,4.8239646,,,,,,,,,,,89329.27,355020.25,86418.78,315008.0,127567.484,389234.9,
375,300.08760189009075,4.922119,,,,123,,,,,,,127013.41,254991.08,126738.25,224915.86,194304.2,306076.47,
238,300.08772058726896,4.1521153,,,,118,,,,,,,53108.043,179804.25,54276.32,159821.38,79163.61,203717.66,
183,300.1451477868326,3.7512999,,,,75,,,,,,,286819.5,373543.38,299579.3,317503.25,326428.03,481667.6,
193,300.1452024653335,3.81345,,,,61,,,,,,,283596.16,178913.4,138483.56,143786.39,138225.6,235862.69,
1267,300.2623097240752,7.444052,,,,22,,,,,,,793602.44,599182.94,494171.66,559566.2,1055543.6,856631.3,
240,301.1656403283953,4.1530213,,,,118,,,,,,,857145.94,1095925.5,860356.3,944291.94,849704.2,855571.9,
221,301.1657394243723,4.0793233,,,,,,,,,,,118032.39,137873.92,134547.06,125013.836,107490.18,121831.05,
993,301.23831963679567,6.808389,,,,120,,,,,,,193189.4,139273.23,134874.81,128097.125,201232.58,121625.03,
956,301.23833648762724,6.690645,,,,43,,,,,,,899369.4,778527.3,766584.9,699683.9,1101933.9,642559.94,
2033,304.91388322817573,10.578857,,,,26,,,,,,,1872521.1,2312090.8,784689.1,2037703.2,2366058.2,851604.75,
1287,307.1948007748695,7.429258,,,,,,,,,,,263529.1,0,0,208947.27,0,658807.4,
1153,307.2277734931143,7.2664027,,,,,,,,,,,95877.6,299000.6,41249.68,245022.3,158862.86,97007.4,
976,307.22783702131875,6.7623115,,,,,,,,,,,265065.06,263638.78,233039.61,293525.78,301293.38,267581.56,
392,309.1707555141579,4.996735,,,,140,,,,,,,666239.56,844711.56,648350.7,726644.7,774592.2,695219.4,
250,309.170791554234,4.2933555,,,,,,,,,,,31512.084,53752.1,28476.816,39682.992,43021.316,51647.89,
471,309.1707932503532,5.2739067,,,,59,,,,,,,612893.75,879477.8,270770.16,766605.94,733181.94,777800.4,
246,309.1708414167014,4.230394,,,,,,,,,,,46378.406,96977.875,49357.184,79019.33,90671.195,96844.67,
842,309.1740686494033,6.419146,,,,,,,,,,,561361.0,1461179.8,1571453.5,855495.5,1263355.0,0,
880,309.1741582745535,6.475916,,,,,,,,,,,1543922.0,15739.703,1431259.8,1616321.8,607199.4,1473833.4,
912,309.17421038708744,6.540624,,,,,,,,,,,1739214.0,0,0,713909.5,0,2790286.8,
469,309.2070958762351,5.2638383,,,,,,,,,,,624482.06,1172741.6,822366.9,1028440.8,972257.94,1054666.5,
736,309.20711276665384,6.045538,,,,25,,,,,,,448306.9,498163.94,485682.56,473204.66,451863.1,375634.8,
680,309.207245808493,5.919531,,,,101,,,,,,,174988.17,242823.05,236839.92,219023.12,197067.64,72427.67,
2035,311.16855679026145,10.56285,,,,,,,,,,,356573.84,454808.6,0,325021.8,547176.7,0,
1692,311.1685750244664,8.136347,,,,37,,,,,,,615419.1,292919.88,728683.44,809542.7,693988.0,685600.56,
2020,311.1686132334252,10.374492,,,,,,,,,,,71763.99,166872.08,601445.94,91936.5,118658.586,536323.7,
838,311.16866427084386,6.3773026,,,,,,,,,,,840300.75,631680.44,1709637.1,1181544.6,1518158.4,177442.72,
874,311.1687523703406,6.4132657,,,,,,,,,,,1744051.1,274873.88,1085925.0,1733407.9,317394.38,2352272.5,
669,311.22263988494853,5.8905654,,,,77,,,,,,,84667.164,227584.39,148625.14,119396.99,107870.6,125246.93,
1158,311.22273707205767,7.250299,,,,,,,,,,,495953.47,413650.47,352983.03,454805.66,560264.3,458246.44,
796,311.2227380418129,6.23201,,,,139,,,,,,,531600.9,607340.56,736830.9,561984.94,425218.25,741911.56,
1129,311.2227563459582,7.2076955,,,,,,,,,,,70964.94,638810.25,256120.1,318418.6,486085.06,67987.35,
453,311.22278178696655,5.2180634,,,,38,,,,,,,830285.8,1354807.2,1050345.2,1328660.4,1346962.0,1320918.9,
535,311.22278588138187,5.454326,,,,87,,,,,,,465643.16,480732.6,375936.53,451765.0,424006.22,743328.3,
395,311.2227879619696,5.0019503,,,,140,,,,,,,388154.84,518859.2,432328.2,391119.44,507556.25,457715.97,
565,311.22281530327047,5.563333,,,,157,,,,,,,469402.12,671169.2,627066.56,575047.9,585693.4,665424.8,
157,313.1880244807213,3.463855,,,,34,,,,,,,295057.12,607169.6,238964.31,496480.34,317122.47,485710.5,
1390,313.2383910865906,7.6764717,,,,72,,,,,,,777785.06,750207.8,550539.9,660320.7,984949.3,984435.75,
473,313.238435686327,5.27837,,,,,,,,,,,221488.6,245221.14,217275.38,185378.38,330044.84,259001.92,
829,313.23844403998413,6.3187556,,,,,,,,,,,164001.61,148423.27,162998.52,131729.88,207054.2,148328.11,
1127,313.23844701346087,7.1668153,,,,,,,,,,,89271.766,190146.62,64453.348,174319.7,88698.81,76190.94,
558,313.2384596809645,5.5192304,,,,8,,,,,,,462745.0,489596.38,489248.94,473533.44,543244.94,534188.2,
891,313.23853120958563,6.5112324,,,,,,,,,,,116474.02,133894.67,180361.3,116987.984,134327.61,207592.9,
1790,313.2747137659063,8.28095,,,,52,,,,,,,121321.98,212361.56,114785.74,133454.6,148081.8,141343.19,
1336,313.27474509950395,7.595612,,,,,,,,,,,834303.0,590945.8,874455.2,590063.06,971734.44,646777.4,
1565,313.27478842524255,7.867691,,,,,,,,,,,182753.78,211179.03,121667.54,209813.53,192451.83,139204.64,
252,314.103406376186,4.3344493,,,,129,,,,,,,503751.66,403876.97,520534.7,365100.84,504776.06,390010.94,
146,314.1034388219795,3.3727894,,,,,,,,,,,64140.195,58925.77,77031.234,55715.266,72538.41,63866.51,
1071,315.2538929062976,6.9991055,,,,116,,,,,,,775521.0,1044232.1,593813.0,920582.25,461319.66,563163.06,
1026,315.25391686222065,6.900209,,,,1,,,,,,,166467.53,146870.67,145493.2,137097.94,189556.81,129698.83,
667,315.25392088072635,5.884371,,,,77,,,,,,,1580905.5,1607978.8,1577157.2,1513304.1,1794691.5,1385309.5,
629,315.25394762135977,5.780624,,,,107,,,,,,,479562.9,525867.44,504911.84,465385.97,659593.4,554574.9,
1456,321.21029175379226,7.675299,,,,108,,,,,,,240149.2,20525.994,1071614.6,529585.3,782305.4,11090.45,
926,321.2199948581152,6.6005516,,,,,,,,,,,805240.5,1136333.8,806782.5,976135.3,967239.9,915206.25,
48,323.07876366338786,0.45154902,,,,,,,,,,,243513.36,176387.02,451888.7,584398.4,228646.42,559322.5,
780,323.2227154838594,6.166472,,,,36,,,,,,,3881148.0,4952922.0,3847734.2,4658567.0,4059643.0,3676172.2,
975,323.22272822836175,6.7642303,,,,48,,,,,,,178800.6,264589.84,152806.84,242073.62,212397.44,173955.36,
1488,323.2590313075645,7.6960754,,,,72,,,,,,,1010232.5,816925.56,610611.25,669922.3,1509079.0,1232152.9,
1327,323.2590622399756,7.543875,,,,67,,,,,,,134834.78,73174.76,93569.17,74356.98,136320.84,97751.3,
908,323.2592190754986,6.5561867,,,,,,,,,,,29149.855,63844.707,27618.074,54331.883,49589.496,52021.566,
1688,325.1841590705274,8.133819,,,,37,,,,,,,529052.2,674362.2,464199.53,683232.2,727239.2,684430.8,
1032,325.1842355565215,6.863682,,,,,,,,,,,2157846.2,201999.69,891639.75,2244451.8,476412.16,2310354.8,
2030,325.1842472983223,10.489239,,,,,,,,,,,0,153018.75,402215.28,0,16893.457,447052.88,
980,325.18425904129646,6.7939835,,,,,,,,,,,930297.0,736864.94,1700749.9,1320453.4,2022423.8,299673.22,
943,325.1842946613194,6.7236595,,,,,,,,,,,177457.34,2512262.0,582074.5,526954.1,1115893.8,211935.06,
1282,325.2383004888631,7.444828,,,,22,,,,,,,256817.72,564168.4,178621.16,299009.84,574568.25,574076.25,
282,326.15846111901226,4.551063,,,,,,,,,,,325417.94,318344.03,258563.2,300087.1,392629.47,318106.44,
1567,327.2903624576459,7.8796062,,,,,,,,,,,293748.9,239428.88,217709.02,159805.1,346308.0,227042.6,
1641,327.29036794539104,8.086959,,,,,,,,,,,1622936.9,1649682.9,1041272.2,1833464.0,1719548.4,1566874.9,
1482,327.2903746170936,7.692101,,,,72,,,,,,,5188437.5,3875795.0,3248866.2,3281173.5,7261875.5,5861007.5,
1110,327.2903841355004,7.140625,,,,111,,,,,,,3404932.0,3564071.5,2969576.5,3696227.8,2966481.0,3277715.5,
503,329.1757432431023,5.355423,,,,,,,,,,,119008.54,383724.44,135830.89,357382.78,180841.69,255634.27,
691,333.1354035818343,5.9175544,,,,,,,,,,,384389.56,53852.59,344627.7,239414.52,249975.86,1219086.0,
987,333.22016573930097,6.7931943,,,,,,,,,,,591608.3,627659.3,558700.2,524436.56,645546.56,512587.5,
1200,337.205421906688,7.3420854,,,,,,,,,,,612531.75,106623.0,1322599.2,869883.3,1364631.1,0,
1311,337.20544942189224,7.4391794,,,,,,,,,,,1378297.9,0,283549.72,1532574.5,44865.895,2145063.5,
1140,339.19978844361066,7.2001743,,,,,,,,,,,473116.72,481444.06,1440546.4,749100.1,713764.6,163370.23,
1180,339.1998005620851,7.3082123,,,,,,,,,,,1672194.0,219477.64,810209.25,1222860.0,411803.78,661088.2,
1288,339.19993033341933,7.420908,,,,,,,,,,,838100.1,77633.23,362300.47,612715.6,118978.02,2440605.8,
1226,339.25388833470464,7.435556,,,,,,,,,,,5419286.5,3955162.5,5180459.5,4870202.0,5826481.0,5308040.0,
708,341.2694691534667,5.9724045,,,,14,,,,,,,120535.11,108760.625,122047.664,86676.85,156254.67,62060.89,
1791,341.26949819818714,8.282621,,,,52,,,,,,,451982.2,780527.7,435251.3,517064.22,596123.0,492110.53,
1171,341.2695842684887,7.307941,,,,,,,,,,,239791.17,155592.69,119995.414,148269.22,327018.38,159332.16,
1012,341.2695845033473,6.862704,,,,11,,,,,,,253448.22,232623.81,224888.34,205369.28,290240.44,215142.45,
1794,341.30579126711626,8.2855015,,,,,,,,,,,127398.445,131600.94,98666.87,150695.92,133610.78,111513.44,
1235,341.30587687944336,7.4022365,,,,,,,,,,,536340.3,587356.75,382313.53,580031.3,470516.12,520335.8,
296,343.22358957387974,4.670178,,,,18,,,,,,,109786.25,264852.5,129646.83,214813.52,136026.9,336314.12,
326,343.2236525321789,4.767735,,,,,,,,,,,284948.1,635863.06,300533.97,506390.84,336831.53,726595.06,
1246,343.285154677492,7.426188,,,,32,,,,,,,4036323.2,2869880.0,2508501.0,3409446.5,4569652.0,3851963.2,
760,343.28536064565213,6.12035,,,,3,,,,,,,177073.44,123796.09,188967.27,110913.3,240425.33,150655.94,
530,347.2226822596567,5.4339657,,,,84,,,,,,,267210.94,508155.0,268515.78,457268.66,293582.06,373186.78,
955,347.22281667036117,6.691553,,,,43,,,,,,,84664.484,93158.87,73699.65,76266.25,76852.414,74178.516,
205,347.2228791116507,3.935421,,,,,,,,,,,45112.4,56692.133,47216.29,40164.86,43358.37,41210.28,
1562,349.2512042932188,7.9005995,,,,,,,,,,,0,1629208.4,0,0,121908.445,0,
123,351.05972782403154,3.0515306,,,,,,,,,,,182256.98,286337.16,128259.12,249345.89,174661.53,98330.305,
417,351.18467861051494,5.07209,,,,,,,,,,,218623.08,395903.75,284392.28,308353.28,342327.78,325492.47,
1396,351.18635843335136,7.677255,,,,72,,,,,,,3715833.8,4104155.5,2504907.2,3668957.2,4287215.5,4198514.0,
761,351.2177611964926,6.123833,,,,,,,,,,,129428.664,302467.56,197180.84,304153.5,246517.47,240859.67,
793,351.2187269219332,6.214716,,,,,,,,,,,133653.97,1035462.06,36649.17,108288.97,429727.6,212828.78,
1494,351.2205954916388,7.7107196,,,,,,,,,,,100505.07,390213.53,439965.84,258269.73,932543.6,4546.5933,
862,351.22095934239417,6.4800277,,,,,,,,,,,865821.06,2105672.8,2031784.0,996866.3,3323434.2,0,
1582,351.22102818563036,7.9404297,,,,,,,,,,,148722.4,0,0,97123.414,0,386064.84,
896,351.2210607460704,6.53307,,,,,,,,,,,2230015.8,186869.81,3070129.5,2167409.5,1535185.4,854604.56,
939,351.22113050793183,6.610012,,,,,,,,,,,3118177.0,0,0,982658.6,0,3033883.2,
1047,351.2540578204001,6.9506164,,,,31,,,,,,,881190.4,653510.44,683427.94,637258.2,1054416.1,953427.7,
934,353.20033495191564,6.6658196,,,,,,,,,,,561679.25,1931042.5,1804252.4,922847.4,2153977.5,0,
966,353.20038063876046,6.744175,,,,,,,,,,,1782651.4,0,2255765.0,2014054.5,922630.0,874264.25,
