CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1534	2011	1	0.7242	-42.010
1115	1210	1	0.9755	-0.001
1135	1534	1	0.769	71.074
1085	1115	1	0.7495	0.015
1508	1534	1	0.7758	44.026
1104	1115	1	0.8078	-1.007
1074	1137	1	0.8283	-0.012
1115	1209	1	0.7402	-69.072
1104	1210	1	0.7421	-1.007
1074	1534	1	0.7224	43.042
1501	2011	1	0.7349	-0.984
1208	1209	1	0.8732	62.996
1074	1209	1	0.908	0.000
1074	1208	1	0.8279	-62.996
1209	1210	1	0.7539	69.071
1209	1534	1	0.7405	43.042
143	162	2	0.8936	0.000
724	788	3	0.7425	18.010
609	724	3	0.7786	-268.142
300	379	3	0.862	30.011
608	724	3	0.8765	-284.137
354	379	3	0.8537	71.037
608	788	3	0.7112	-266.127
608	609	3	0.8176	-15.995
354	608	3	0.7521	-268.142
354	609	3	0.762	-284.137
609	788	3	0.8146	-250.132
300	354	3	0.906	-41.027
1429	1870	4	0.9963	-28.031
1552	1563	5	0.8614	-1.003
1634	1641	5	0.9053	-35.978
2239	2243	5	0.9503	-27.018
1378	1666	5	0.8556	-29.030
1563	1698	5	0.8783	1.007
1634	2331	5	0.8624	1.031
1378	1698	5	0.9231	-28.027
1666	1698	5	0.8579	1.003
1641	2333	5	0.8986	1.032
1552	1641	5	0.8556	27.026
1378	1563	5	0.8494	-29.034
1641	1665	5	0.9121	-10.029
1665	1698	5	0.8661	-16.993
1563	1666	5	0.9548	0.004
1552	1665	5	0.8536	16.997
1552	1666	5	0.8543	-0.999
1378	1552	5	0.8622	-28.031
2239	2333	5	0.8679	53.028
1552	1698	5	0.9389	0.004
2891	2903	6	0.9745	2.016
59	636	7	0.7067	-85.032
2563	2601	7	0.9987	-26.016
2507	2563	7	0.9792	24.000
2601	2690	7	0.9759	-2.016
635	636	7	0.8813	1.003
59	2507	7	0.9523	-220.219
292	2690	7	0.79	-147.224
2507	2601	7	0.982	-2.016
2507	2690	7	0.9698	-4.031
2563	2690	7	0.9778	-28.031
59	2690	7	0.9448	-224.250
63	965	8	0.9902	-389.148
4	1245	8	0.9931	-400.236
4	12	8	0.9623	-284.157
12	1245	8	0.9849	-116.078
63	1245	8	0.9907	-373.153
4	63	8	0.9968	-27.083
965	1126	8	0.9939	31.990
49	1126	8	0.9819	-357.158
1126	1245	8	0.9937	-15.995
965	1086	8	0.9907	18.995
4	1126	8	0.9827	-384.241
1026	1126	8	0.9596	12.995
4	21	8	0.998	-27.019
49	1245	8	0.9921	-373.153
12	63	8	0.9604	257.074
21	1245	8	0.9919	-373.216
1026	1331	8	0.984	-0.984
21	63	8	0.9959	-0.064
1086	1245	8	0.9903	-3.000
21	965	8	0.9914	-389.211
1026	1086	8	0.978	-0.000
49	63	8	0.996	0.000
965	1331	8	0.9714	18.011
63	1126	8	0.9805	-357.158
965	1026	8	0.9594	18.995
21	49	8	0.9971	-0.064
49	965	8	0.9915	-389.148
1026	1245	8	0.9575	-3.000
965	1245	8	0.9999	15.995
4	965	8	0.9923	-416.230
1126	1331	8	0.9704	-13.979
12	21	8	0.9616	257.138
12	965	8	0.9858	-132.073
21	1126	8	0.9817	-357.221
63	73	8	0.9795	-0.036
12	1331	8	0.9851	-114.062
12	1026	8	0.9872	-113.078
12	1126	8	0.9837	-100.083
1245	1331	8	0.9701	2.016
12	49	8	0.9615	257.074
1086	1331	8	0.9793	-0.984
1086	1126	8	0.9865	12.995
4	49	8	0.9982	-27.083
2363	2522	9	0.9754	-2.016
2562	2651	9	0.7917	-0.397
2562	2594	9	0.9901	0.000
2633	2722	9	0.9969	0.001
2274	2305	9	0.9524	-26.016
2562	2751	9	0.9594	0.605
2156	2363	9	0.9827	-2.016
2671	2722	9	0.9574	26.013
2592	2722	9	0.9243	24.000
2591	2650	9	0.9652	-26.012
2650	2671	9	0.9877	-0.001
2633	2650	9	0.9611	-26.011
2591	2592	9	0.9211	-24.000
2516	2671	9	0.9668	0.606
2080	2198	9	0.9761	24.000
2516	2562	9	0.991	0.000
2155	2156	9	0.9809	-10.029
2722	2751	9	0.9584	-26.014
2594	2751	9	0.9532	0.605
2514	2650	9	0.9531	-26.012
2562	2639	9	0.9926	0.000
1935	2305	9	0.9449	-4.031
2080	2363	9	0.9563	-2.016
2274	2363	9	0.9795	-26.016
2633	3013	9	0.9855	0.001
2514	2722	9	0.9951	0.000
2080	2156	9	0.9648	0.000
2592	2633	9	0.9244	23.999
2514	2591	9	0.9877	0.000
2305	2363	9	0.9661	-0.000
2594	2671	9	0.9519	0.605
2591	2722	9	0.9933	0.000
1935	1989	9	0.9671	24.000
2080	2592	9	0.9699	-262.230
2514	2751	9	0.9545	-26.013
2354	2363	9	0.9718	-10.029
2080	2155	9	0.9649	10.029
2562	2650	9	0.9622	0.606
2516	2650	9	0.9723	0.607
2080	2522	9	0.9609	-4.031
2516	2751	9	0.969	0.605
2592	3013	9	0.9089	24.000
1935	2156	9	0.9755	-2.016
2274	2522	9	0.9806	-28.031
1989	2522	9	0.9806	-30.047
2543	2544	9	0.817	-1.003
2514	2671	9	0.9539	-26.013
1989	2156	9	0.9621	-26.016
2156	2274	9	0.9796	24.000
2155	2354	9	0.9868	-2.016
1935	2522	9	0.9765	-6.047
2594	2639	9	0.9901	-0.000
2633	2751	9	0.9562	-26.013
2633	2671	9	0.9553	-26.012
2562	2671	9	0.9577	0.605
2722	3013	9	0.9823	0.000
