"","PC1","PC2","PC3","PC4","PC5","PC6"
"6409/267.1338mz/4.02min",0.021125,-0.016419,-0.012337,0.01299,-0.045853,-0.092404
"6418/623.3398mz/4.03min",0.021475,-0.017902,-0.01612,0.019151,-0.04121,0.17058
"6419/473.2757mz/4.03min",-2.2476e-05,0.0081948,-0.0011907,-0.017021,-0.023834,0.0026913
"6420/365.1243mz/4.03min",0.1189,-0.10632,-0.13795,0.1693,-0.052213,0.30064
"6425/406.1947mz/4.03min",0.0039037,-0.0023297,0.00030053,-0.0030658,-0.015133,-0.20068
"6426/747.3711mz/4.03min",0.014509,-0.011501,-0.010565,0.0031032,-0.023745,0.035466
"6427/384.2127mz/4.04min",0.0099787,-0.0045399,-0.0093752,-0.001026,-0.032352,-0.035297
"6429/385.2162mz/4.04min",0.0099494,-0.0034217,-0.009557,0.00065406,-0.033512,0.034926
"6432/430.2002mz/4.04min",0.026992,-0.021565,-0.018861,0.027492,-0.048652,0.035051
"6437/339.7024mz/4.05min",0.011464,0.0048417,-0.019386,-0.0020044,-0.020243,-0.036664
"6445/660.8815mz/4.07min",0.026071,-0.027237,-0.034265,-0.00022273,-0.08411,-0.048548
"6448/331.1862mz/4.07min",0.018611,-0.017271,-0.015007,0.01466,-0.044414,-0.046538
"6451/398.2284mz/4.08min",0.013184,-0.0076826,-0.013227,0.0039462,-0.035014,-0.035827
"6456/550.3599mz/4.08min",0.011952,-0.0079778,-0.013278,0.0027984,-0.035753,-0.016494
"6458/510.2926mz/4.09min",0.011824,-0.0079803,-0.012347,3.7187e-05,-0.031149,-0.02615
"6462/216.1595mz/4.09min",0.020099,-0.0082641,-0.010785,0.0031679,-0.04912,0.0091179
"6470/410.2283mz/4.1min",0.016305,-0.012804,-0.018129,0.014336,-0.032309,0.0073896
"6476/120.0444mz/4.11min",0.010565,-0.01,-0.006356,-0.0035813,-0.03264,-0.018609
"6478/360.1915mz/4.11min",0.012796,-0.010522,-0.015109,-0.0079118,-0.025045,0.052182
"6481/372.2491mz/4.11min",0.01237,-0.0072174,-0.0015837,-4.0864e-05,-0.042569,-0.01915
"6484/453.7575mz/4.12min",-0.0023605,0.018047,-0.0060354,-0.012003,-0.009392,0.017531
"6486/230.1135mz/4.14min",0.010852,-0.0057944,-0.011382,0.0021559,-0.032826,-0.0010278
