"","filter","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_CC_MC_RCG_1_pos_20210511_Run75.mzML","GF_CC_MC_RCG_2_pos_20210511_Run111.mzML","GF_CC_MC_RCG_3_pos_20210511_Run176.mzML"
"7559/538.3509mz/6.48min",146080.188,146080.188,146080.188,146080.188,730400.94,146080.188,146080.188
"7562/757.4699mz/6.48min",81858.26,10245.694,51228.47,112488.05,10245.694,154549.47,360510.94
"7564/300.2892mz/6.48min",265249.72,356825.84,379401.66,577548.1,6530.639,173673.6,32653.195
"7565/349.2345mz/6.49min",504541.17,472486.44,636779.4,787436,474164.44,364025.9,534917.9
"7567/806.5642mz/6.51min",185634.24,497593.34,168545.25,517910,60978.797,80974.41,202723.23
"7568/398.1745mz/6.5min",126961.352,290481.8,199948.75,123294.97,53881.996,130627.734,51568.176
"7571/414.1693mz/6.5min",365335.11,689097,612746.5,363443.84,303957.2,367226.38,216605.78
"7572/279.2315mz/6.5min",319389.345,364881.22,282329.7,343092.38,304684.22,334094.47,88898.23
"7573/297.242mz/6.55min",212261.1,305198.22,253887.7,287259.62,170634.5,164087.14,63170.152
"7575/287.2365mz/6.51min",262575.665,233699.61,202009.98,230305.88,296999.03,291451.72,297771.9
"7577/272.258mz/6.52min",686789.72,560361.75,561434.3,800790.44,736485,637094.44,780195.6
"7586/279.1588mz/6.56min",760344.85,651715.1,337809.03,909897.7,969906.3,702776.6,817913.1
"7587/149.0233mz/6.56min",1816423.3,1568640.1,914106.06,2096563.4,2382262,1619739.8,2013106.8
"7588/301.1406mz/6.56min",782519.275,435727,352517.3,948763.8,1037395.44,616274.75,1026465.44
"7594/314.3412mz/6.55min",816241.925,185420.05,1692268.8,1659543.4,20799.66,103998.3,1447063.8
"7596/386.3623mz/6.57min",2404605.8,3034658.5,10222770,5537472.5,9478.946,1774553.1,464372.62
"7598/283.2628mz/6.6min",456036.5,278818.03,371505.5,322392.75,614121.56,540567.5,547011
"7600/228.232mz/6.6min",1280645.7,1239591.9,1321699.5,2230256,1239324.6,1183336.5,1377239.4
"7602/297.2419mz/6.61min",400191.34,610858.56,447830.06,589867.44,348424.3,337777.78,352552.62
"7604/385.2111mz/6.61min",171492.5,56629.68,54119.72,206830.56,229169.84,136154.44,318166.78
"7606/344.2791mz/6.62min",718815.025,380398.3,372898.38,836972.94,995364.56,750241.75,687388.3
"7607/286.2737mz/6.62min",113434.2875,175925.14,132202.7,190763.2,94665.875,63010.7,93153.73
"7609/380.1852mz/6.63min",660274.35,974750.25,826954.2,597694.2,644009.1,676539.6,413340.88
"7610/536.2862mz/6.64min",49821.786,411180.4,83036.31,130705.45,16607.262,16607.262,16607.262
"7611/374.3624mz/6.6min",401345.0565,18790.46,779559.4,6630042.5,3758.092,23130.713,6455425
"7612/604.3488mz/6.64min",157874.2745,1683693,308747.72,455988.47,7000.829,1400.1658,1400.1658
"7613/98.9841mz/6.62min",50566.84,158691.27,49418.05,51715.63,2062107.2,28099.152,3843.869
"7618/383.3263mz/6.69min",1067031.875,854110.2,688947.06,1141543.5,1464470.9,992520.25,1314870.8
"7619/405.3082mz/6.69min",698704.55,393608.78,516352.28,729670.8,1160945,667738.3,1008433.8
"7620/283.2628mz/6.68min",342736,125172.22,137340.12,160206.06,561088.3,525265.94,548636.75
"7622/282.2788mz/6.66min",60325.385,53744.57,144844.11,66906.2,1314743.8,2629.1988,13145.994
"7624/341.266mz/6.71min",246434.945,222958.5,155350.02,250049,276806.25,242820.89,287827.44
"7625/386.3623mz/6.68min",798303.498,20277.996,1576329,9991485,1941.4784,9707.392,4052032.8
"7628/195.1226mz/6.72min",144433.935,185540.62,71512.19,122096.86,263011.8,155963.89,132903.98
"7629/380.3367mz/6.73min",239127.255,375879.75,26371.637,196318.48,449152.97,281936.03,148871.84
"7630/385.2919mz/6.72min",367557.45,325766.16,217406.33,364524.28,461671.6,370590.62,390223
"7631/424.3627mz/6.73min",487118.79,724353.4,259413.53,393131.84,1114883.4,570505.3,403732.28
"7636/454.2922mz/6.69min",2209.5788,2209.5788,11047.894,2209.5788,810182.06,2209.5788,2209.5788
"7637/644.4936mz/6.74min",211379.16,173536.58,123143.266,203334.84,468951.22,273457.7,219423.48
"7638/468.3894mz/6.73min",538961.53,695118.4,154178.64,335762.44,1466075.4,611321.5,466601.56
"7639/429.3181mz/6.74min",683159.225,571420.3,467434.2,644917.2,1159931.1,721401.25,789214.75
"7640/473.3443mz/6.74min",421830.73,332758.8,260369.53,408214.62,624707.94,435446.84,468560.06
"7641/512.4151mz/6.74min",760656.275,942505.75,393674.6,599085.94,1622946.8,843906.8,677405.75
"7642/556.4413mz/6.74min",588345.09,714575.7,318928.34,466399.34,1217159.1,657385.4,519304.78
"7644/344.279mz/6.74min",618635.72,603252.5,362201.5,634018.94,802364.25,550921.2,801500.3
"7645/517.3705mz/6.74min",313274.16,231748.69,188652.55,310439.22,436340.5,316109.1,361848.56
"7646/291.2314mz/6.74min",2282762.1,3038060.5,2490874,2992183.8,1723492.8,1780091.5,2074650.2
"7647/600.4674mz/6.74min",399708.785,462364.88,193246.33,329197.1,802215.75,443030.97,356386.6
"7648/383.3263mz/6.74min",1270702.85,1092840.6,840654.75,1325328.9,1861911.9,1216076.8,1561929.1
"7649/405.3082mz/6.74min",735390.25,404724.28,537082.2,793823,1483251.6,676957.5,1165625.5
"7652/272.258mz/6.78min",251142.03,215757.72,207775.03,288596.88,246129.73,256154.33,277811.25
"7653/286.2736mz/6.8min",312694.38,503058.03,268125.38,370593.78,318645.7,229005.02,306743.06
"7656/280.0651mz/6.79min",556606.825,536364.1,567122.75,636239.44,575061.3,510842.1,546090.9
"7659/546.3996mz/6.82min",246349.09,381427.5,142147.03,181969.16,450866.66,267105.66,225592.52
"7660/590.4257mz/6.82min",263345.225,295633.03,136341.97,191187.98,418645.06,286058.2,240632.25
"7665/163.0389mz/6.84min",413972.94,254264.9,210969.27,464894.22,561556.8,363051.66,534476.94
"7666/149.0233mz/6.84min",257699.2,174919.42,129737.54,293101.34,342503.97,222297.06,320038.06
"7667/385.2111mz/6.84min",143721.6025,39722.438,49756.023,192350.4,205304.06,95092.805,215422.5
"7669/281.2471mz/6.83min",201481.06,486518.7,249968.4,588072.94,34077.63,101669.516,152993.72
"7671/242.2476mz/6.85min",657870.05,613182.3,685119.2,869715.25,630620.9,582313,753175.2
"7673/286.2737mz/6.85min",535497.17,631511.3,402973.12,547277.9,523716.44,411378.72,548750.6
"7675/339.3254mz/6.86min",564175.975,484124.9,435030.12,551977.7,658891.94,576374.25,662058.7
"7676/255.2316mz/6.86min",158237.19,116511.69,154940.58,168495.89,161533.8,129783.36,169588.19
"7677/237.2211mz/6.87min",110702.245,99446.47,108906.67,150568.03,112497.82,88206.766,116727.68
"7678/635.1985mz/6.87min",210343.11,241069.88,48564.242,126424.26,653551.25,235871.83,184814.39
"7679/657.1806mz/6.87min",114085.727,74820.86,31605.865,85694.484,637213.9,142476.97,168243.22
"7680/652.2251mz/6.87min",96359.525,112665.5,19678.957,49179.63,394872.75,123182.2,80053.55
"7683/344.3155mz/6.9min",1123795.1,539903.75,570175.3,634527,2071286.1,1613063.2,1873848.1
"7685/593.4631mz/6.9min",258429.945,468483.84,410022.3,343279.34,147585.17,173580.55,73146.984
"7688/269.2471mz/6.93min",261707.18,306896.12,287529.5,395695.03,235884.86,217344.33,230657.9
"7689/242.2475mz/6.93min",983959.975,878851.6,1057278.2,1401375.1,910641.75,904928,1133933.8
"7692/256.2631mz/6.97min",86084.205,91078.62,90628.37,136220.86,56985.414,55478.816,81540.04
"7694/427.3201mz/6.98min",869146.18,808837.3,929455.06,936834.25,758919.7,638757.9,1091528.4
"7695/212.1467mz/6.98min",131167.4,34342.938,6868.5876,91620.33,258687.9,170714.47,496081.8
"7698/333.2395mz/6.99min",162190.29,44171.938,175609.69,455615.5,148770.89,91293.945,528409.75
"7699/275.2577mz/7.0min",191400.68,83411.64,207519.67,248848.61,437257.6,173323.75,175281.69
"7700/297.2396mz/7.0min",440567.28,203385.4,450053.22,487259.28,749730.1,283217.3,431081.34
"7701/336.3255mz/7.0min",2370554.4,1872585.2,2846064,3636827,1618973.5,1895044.8,2999172
"7702/376.3181mz/7.0min",521453.75,228845.94,581783.25,657794.9,461124.25,321881.9,695540.25
"7704/280.2631mz/7.0min",2649045.6,2774884.2,1776468.2,2331232.8,3194033.2,2523207,2839311.2
"7705/263.2366mz/7.0min",269044.75,412409.53,231497.61,249270.27,346465.8,256842.66,281246.84
"7706/293.247mz/7.01min",5137822.25,4638821,5636823.5,6863520,3685817.2,4275686.5,5673171.5
"7707/341.2658mz/7.01min",543655.5,306187.16,562423.75,606165.7,1378978.6,410064.6,524887.25
"7708/319.2838mz/7.01min",315067.38,319692.16,310442.6,353530.28,1110690.5,288061.03,269068.9
"7709/336.3111mz/7.01min",128321.405,159677.34,115298.27,124379.17,653683.3,132263.64,88067.78
"7713/600.4673mz/7.02min",192284.49,244021.53,158262.52,199402.67,374015.38,185166.31,123728.17
"7716/363.3099mz/7.02min",244775.625,263354.8,229013.47,259172,828536.6,230379.25,176450.1
"7718/300.2892mz/7.02min",1080793.5,1129735.2,1083383.4,1344919.4,1078203.6,716083.9,935523.4
"7719/385.2919mz/7.02min",362290.84,270294.5,382277.06,425715.47,1073026.6,329519.88,342304.62
"7720/556.4412mz/7.02min",250412.57,315279.12,224492.66,261428.12,560244.7,239397.02,159619.39
"7721/429.318mz/7.02min",304902.19,243539.97,316863.38,365814.84,817456.4,292941,267539.66
"7722/512.4152mz/7.03min",302395.595,388980.22,246665.44,297693.97,789860.75,307097.22,198431.69
"7723/380.3365mz/7.02min",203341.98,250273.1,180005.7,203777.48,850907.9,202906.48,139023.89
"7724/407.3362mz/7.02min",80684.71,88095.91,71958.21,87686.05,235144.67,73683.37,56103.875
"7726/424.3631mz/7.03min",358697.015,508581.34,256122.72,317067.06,1367838,400326.97,276245.34
"7727/468.3896mz/7.03min",274892.24,384515.44,248223.84,263237.88,899944.4,286546.6,173516.4
"7728/473.3443mz/7.03min",205584.355,173152.84,211977.81,279756.56,451444.78,199190.9,176420.27
"7729/342.2997mz/7.06min",173277.86,210257.83,205514.78,233830.19,82503.31,117119.83,141040.94
"7730/482.3939mz/7.05min",939970.65,1179460.6,1004788.4,1087589.1,735392.2,875152.9,663140.5
"7732/419.324mz/7.06min",604679.82,225734.95,287316.72,707087.94,1702702.9,502271.7,1101951.4
"7733/397.342mz/7.06min",1261265.3,979943.7,843394.56,1371368,2098455,1151162.6,1636208.6
"7736/353.3155mz/7.09min",149053.849,50236.004,53132.418,41937.426,468001.12,244975.28,276145.62
"7741/607.4786mz/7.2min",233125.825,566113.44,511257.56,298093.2,152281.8,167667.69,168158.45
"7742/279.2314mz/7.13min",221368,162343.11,142540.45,239144.58,267873.97,298099.9,203591.42
"7743/481.3646mz/7.13min",123497.2625,20918.145,3447.5086,17237.543,976317.06,226076.38,324009.72
"7744/804.5499mz/7.13min",1798578.55,1362108.6,2599817.5,2235048.5,272421.72,2706480.5,272421.72
"7746/806.5649mz/7.14min",1480833.9,1737358.2,1224309.6,2005980.4,446442.66,613241.44,2042412.1
"7747/781.5546mz/7.14min",216581.82,2113663.8,277866.62,214654.08,7061.454,218509.56,81995.94
"7748/780.5509mz/7.14min",499450.92,4474094.5,509364.84,489537,59118.46,512161.72,362937.3
"7755/293.2834mz/7.14min",2193390.6,1904637.1,2117172,2667509.2,2053875,2269609.2,2621895.5
"7757/227.2003mz/7.14min",126982.755,99766.67,116025.164,159306.81,122922.54,131042.97,161822.4
"7765/241.2158mz/7.14min",127199.45,101097.14,119865.07,159556.58,118524.48,134533.83,153831.14
"7766/213.1847mz/7.14min",114252.75,102583.195,111016.04,142907.23,117029.65,111475.85,150347.83
"7768/275.273mz/7.14min",267116.475,227344.9,256722.75,332993.5,250658.8,277510.2,322692.66
"7770/311.2939mz/7.14min",6398011,5454425,6122018.5,7708077,6054037,6674003.5,7928074.5
"7771/199.1691mz/7.14min",92847.175,74087.92,88399.34,121103.19,92791.19,92903.16,126580.93
"7775/796.5481mz/7.09min",1540778.25,1339940.5,1534204.9,2058148.6,267988.1,2384596.8,1547351.6
"7777/423.3613mz/7.15min",456084.685,430890.12,44481.336,137182.17,2100463,562627.4,481279.25
"7779/300.2892mz/7.16min",327156.615,238198.03,273569.7,380743.53,410080.38,260643.72,398758.1
"7781/309.2419mz/7.2min",117381.757,218039.55,323467.25,105340.6,93553.63,53704.566,129422.914
"7782/328.2841mz/7.17min",97619.83,98043.91,116472.67,139443.48,97195.75,56385.156,96331.305
"7783/381.3509mz/7.18min",90126.203,118553.32,183881.6,172837.38,61699.086,30006.182,49960.22
"7784/310.3098mz/7.24min",29500.646,29500.646,29500.646,147503.23,29500.646,29500.646,621106.06
"7789/256.2631mz/7.24min",9802902,8405096,9772455,13623496,9833349,7408991.5,9993164
"7790/356.3517mz/7.24min",151667,111343.68,146687.1,182072.36,156646.9,124667.695,160985.47
"7792/228.2319mz/7.26min",218005.44,130716.53,135613.75,270300,257707.28,178303.6,261681.39
"7793/413.3771mz/7.26min",1066585.95,768289.6,1012421.3,1154180.8,1205380.9,843862.5,1120750.6
"7794/395.3669mz/7.26min",380692.235,256863.42,355113.03,406271.44,438708.06,293251.97,406493.38
"7797/674.4383mz/7.24min",868398.55,538662.9,1198134.2,1445167.8,51140.707,520522,1829653.9
"7798/790.5577mz/7.3min",60779.247,9674.2368,73187.31,100421.96,9674.2368,3354067.5,48371.184
"7799/411.3577mz/7.27min",238184.965,205143.05,202124.08,271226.88,519143.62,187400.78,370680.22
"7800/372.2892mz/7.28min",474116.765,1154084.6,267755.34,53551.068,624562.75,1266987.5,323670.78
"7801/395.3305mz/7.3min",72993.8035,36448.812,100172.99,45814.617,164911.36,26940.768,160265.86
"7802/830.5519mz/7.32min",51426.002,6401.968,32009.84,70842.164,6401.968,1293730.1,77556.9
"7803/381.3509mz/7.29min",324638.81,381743.06,645108.9,545394.3,267534.56,123263.76,253301.97
"7805/398.2218mz/7.32min",32566.0245,26143.361,12797.335,17342.484,117683.484,38988.688,50847.05
"7808/496.4104mz/7.33min",1719026.65,2001157.9,1988509.1,1822150.1,1453165.2,1615903.2,1211531.5
"7809/564.26mz/7.34min",697773.3,280236.16,243117.97,339717.5,1140274.4,1055829.1,1073566.1
"7815/371.3151mz/7.36min",267553.885,186579.66,210838.86,274858.44,317939.1,260249.33,403518.34
"7816/282.2787mz/7.39min",2990112.5,3903609,2517073.8,3175659,3255501.5,2007164.1,2804566
"7819/377.3198mz/7.4min",350820.83,360601.6,341040.06,253027.81,519606.3,261599.28,538782.4
"7821/395.3304mz/7.4min",484609.61,371808.3,528415,440804.22,724950.2,355406.06,594241.06
"7822/510.4278mz/7.4min",106675.025,148748.42,106775.4,102125.88,111613.836,106574.65,55427.816
"7823/325.3096mz/7.4min",918924.42,847685.1,983906.75,1069410.2,894654.9,806882.56,943193.94
"7824/395.3667mz/7.42min",146578.015,160007.97,247256.66,203883.39,133148.06,28167.459,67105.03
"7833/429.3184mz/7.43min",79039.524,79039.524,79039.524,79039.524,395197.62,79039.524,79039.524
"7836/740.522mz/7.51min",403551.82,320588.16,460313.7,346789.94,64117.632,46894564,1230383
"7837/816.5734mz/7.43min",26005.4575,3661.5972,39724.53,228417.55,732.31944,2770504.8,12286.385
"7838/599.5029mz/7.46min",239695.51,346036.8,175730.12,69937.234,3142.4827,2964526.2,303660.9
"7842/808.5779mz/7.44min",551218.28,186495.39,756523.94,345912.62,782110.8,17492.537,1010001.4
"7843/781.5542mz/7.45min",860718.2,2274347.8,980496.6,2272983.5,34408.38,159780.34,740939.8
"7844/804.5497mz/7.42min",1671267.35,1699157.5,3731530,1787688.9,328675.44,1643377.2,328675.44
"7846/796.5483mz/7.44min",661668.25,559203.5,605624.6,733253.2,111840.7,1569270.8,717711.9
"7848/315.3253mz/7.45min",861136.75,702624.3,837708.94,948430.06,884564.56,726359.8,968365.4
"7849/806.5653mz/7.45min",1963737.7,1489705.6,2437769.8,2823361,859241.7,1188316.4,2817303.5
"7852/780.5509mz/7.45min",2490172.15,4516281.5,2144143.5,4661047.5,115045.14,500541.88,2836200.8
"7854/297.3147mz/7.45min",250908.305,212982.73,248465.44,292593.03,253351.17,213409.62,288674.28
"7855/270.2788mz/7.45min",444616.22,435866.28,447354.38,535265.25,505472.5,327224.22,441878.06
"7857/325.2556mz/7.45min",425220.4,425220.4,425220.4,425220.4,2126102,425220.4,425220.4
"7858/337.2557mz/7.45min",461907.2,461907.2,461907.2,461907.2,2309536,461907.2,461907.2
"7860/377.3022mz/7.45min",69073.835,53842.793,71028.91,67118.76,338916.22,47105.258,96633.91
"7867/758.5689mz/7.49min",15863602,36003840,18189912,20615432,2147852.8,13537292,12502502
"7868/784.5835mz/7.46min",10127119,3063194.5,6372563,14439826,9365664,10888574,20313032
"7869/786.596mz/7.45min",1094596.65,971337.06,1071204.9,1117988.4,7776829.5,125329.89,5388743
"7870/310.3098mz/7.46min",175368.842,26750.473,99814.664,767015.5,65487.89,265818.72,250923.02
"7871/774.5635mz/7.47min",1765363.6,1920705,1646562.6,1884164.6,311443.6,4705579.5,1557218
"7874/355.3202mz/7.46min",313974.2,348608.94,277008.7,301391.2,675496.06,289476.34,326557.2
"7879/242.2475mz/7.49min",137820.525,108156.13,53136.516,189583.05,166482.66,109158.39,169433.58
"7880/650.4384mz/7.51min",527703.35,217992,629019.06,548382.8,97328.74,507023.9,660909.8
"7881/370.331mz/7.48min",113352.815,89521.234,70233.02,143688,127787.13,98918.5,132082.69
"7884/372.3468mz/7.49min",94081.933,88607.69,94292.836,93871.03,205424.27,77587.51,106636.13
"7886/738.5067mz/7.54min",11903.764,11903.764,11903.764,11903.764,11903.764,2454889,59518.82
"7888/112.9998mz/7.51min",111760.62,111760.62,111760.62,111760.62,558803.1,111760.62,111760.62
"7891/395.3667mz/7.52min",585112.97,609333,845970.75,790527.94,560892.94,203971.03,345321.34
"7893/270.2787mz/7.52min",324609.66,287438.16,306273.44,417556.78,397242.25,306738.44,342480.88
"7894/242.2475mz/7.55min",221895.68,187713.28,81522.266,265293.22,256078.08,165500.6,288460.66
"7897/420.3313mz/7.56min",225171.825,306035.5,209158.4,139586.64,565110.75,241185.25,152009.34
"7901/171.1378mz/7.57min",149448.785,172934.69,132239.88,90126.375,303342.12,166657.69,94344.63
"7902/425.2868mz/7.56min",245962.995,223796.17,324685.44,233008.47,602233.5,227655.39,258917.52
"7903/411.3252mz/7.55min",263516.79,214166.12,287331.97,260700.86,479574.5,99537.95,266332.72
"7904/411.3614mz/7.58min",37246.31,51038.46,101481.18,88667.57,23454.16,1597.2252,7986.126
"7906/672.5247mz/7.58min",147027.51,194301.28,119631.98,154873.8,207924.97,139181.22,113656.8
"7911/510.4264mz/7.59min",1481843,1709293.2,1760892.8,1563091,1400595,1072631.5,903237.9
"7913/584.4724mz/7.6min",244839.925,328006.2,210661.97,270301.88,461367.7,219377.97,194749.05
"7915/328.3204mz/7.6min",956852.15,907401.7,841011.5,1006302.6,1925670.5,888519.7,1214107.2
"7916/540.4465mz/7.6min",278439.765,389697.4,247458.8,287641.25,653529.06,269238.28,241670.92
"7918/496.4206mz/7.61min",263348.975,395396.2,216636.52,278023.47,742951.7,248674.48,203139.61
"7919/325.2722mz/7.61min",191511.145,220952.03,186435.9,156657.19,891556.75,162162.6,196586.39
"7920/452.3938mz/7.62min",248024.56,380551.2,204877.27,263895.78,792897.7,232153.34,194153.81
"7921/347.3151mz/7.62min",173222.125,239466.58,151714.66,191938.55,636773.44,148001.62,154505.7
"7922/364.3416mz/7.62min",125600.588,183645.78,95704.984,130361.016,538595.2,120840.16,97207.84
"7923/408.3678mz/7.62min",177705.765,296724.03,146073.23,179538.45,706586.56,175873.08,143635.58
"7925/457.3494mz/7.62min",278144.155,224088.77,241602.53,372159.6,633960.06,266466.28,289822.03
"7926/369.2972mz/7.62min",226436.03,173801.19,235145.45,276874.56,1011018.8,178249.97,217726.61
"7927/391.3413mz/7.62min",170331.28,225945.56,139001.69,188594.08,493824.03,152068.48,145760.03
"7928/413.3232mz/7.62min",249128.21,202733.25,235864.86,338706.5,785844.56,235069.17,262391.56
"7929/404.3153mz/7.63min",114468.525,91961.14,78508.6,112802.82,485138.16,116134.23,176925.8
"7935/341.3316mz/7.66min",1334773.8,1326179.1,1465482.9,1543793.4,1343368.5,1306864.5,1243478.2
"7936/185.1534mz/7.65min",501385.345,487059.25,549671.8,594248,515711.44,476790.47,446874.34
"7938/199.169mz/7.65min",630874.05,619120.9,670414.44,732713.4,642627.2,592822.3,575170.06
"7939/339.3252mz/7.65min",45607314,45409564,50026228,53024228,45805064,45397484,42461428
"7943/209.1898mz/7.65min",492796.86,483043.78,532401,590072.3,502549.94,480843.94,436241.47
"7944/380.3516mz/7.65min",1487558.4,1533280,1541550.2,1660779.6,1284488.6,1441836.8,1326094.6
"7947/213.1846mz/7.65min",734899.97,699057.06,774563.9,841472.75,759989.44,709810.5,666237.75
"7949/370.3308mz/7.65min",381932.14,316298.06,247845.34,367968.53,1079636.6,395895.75,570343.4
"7950/227.2002mz/7.65min",821748.625,797340,891018.2,944010,846157.25,789117.56,739775.44
"7952/241.2158mz/7.65min",901794.98,876533.56,969004.7,1026311.8,927056.4,861901,816303.25
"7953/283.2627mz/7.65min",824436.2,701574.06,923436.1,965736.4,862632.6,786239.8,757387
"7956/269.247mz/7.66min",899026.625,877925.25,974450.4,1051080.2,920128,872401.06,799139.5
"7957/223.2054mz/7.66min",502388.08,493286.1,536526.06,577769.56,511490.06,478179.03,441851.75
"7958/357.3356mz/7.66min",2880946.1,2825756,2980248.5,3219772.8,2936136.2,2601546.2,2672160.2
"7959/321.3146mz/7.66min",13165350.5,13251011,14693759,15523030,13079690,12966238,11858745
"7960/251.2365mz/7.66min",411421.125,358438.25,451703.1,497789.16,426733.28,396108.97,374669.34
"7962/195.1741mz/7.66min",475651.21,466239.3,507562.2,561501.6,485063.12,461823.1,458130.16
"7963/255.2314mz/7.66min",948277.33,933325.9,1057789.6,1104725.6,956516.6,940038.06,881122.5
"7964/303.304mz/7.66min",1133602.5,1144951.5,1267186.8,1359248.8,1122253.5,1105401.8,1022764.94
"7970/740.522mz/7.65min",2998982.1,2831847.2,539283.9,3166117,11857.771,5071784,21844768
"7971/535.2695mz/7.67min",236246.92,423546.94,517366.8,123505.92,224746,247747.84,140576.4
"7973/445.3304mz/7.68min",306097.104,1053577.8,572758.2,917865.75,39436.008,5047.8184,25239.092
"7978/760.5795mz/7.69min",134912.838,44970.946,8840784,224854.73,11437726,44970.946,44970.946
"7979/812.6132mz/7.68min",112659.174,21079.395,166900.25,58418.098,1823865.2,55660.64,201816.83
"7982/808.5788mz/7.68min",1797180,1036560.75,2639149,1395859.8,3516907.8,400047.38,2198500.2
"7983/282.2786mz/7.68min",159685.515,152032.58,144717.08,189148.92,361286.47,137367.16,167338.45
"7984/780.5507mz/7.68min",13493248.5,16135236,18969264,14122056,947215.5,11684369,12864441
"7985/184.0732mz/7.68min",4301958.4,4614295,4137921.8,4849785,675422.7,4465995,3921656.2
"7987/806.5653mz/7.68min",4333851.15,2429346,6880518,5811946.5,2686014.2,3843019.8,4824682.5
"7988/676.4534mz/7.68min",1154695.325,157943.47,2091802.1,2378495.8,1662938.4,440802.25,646452.25
"7989/786.5965mz/7.68min",10656330,9640937,24001784,4549893,11671723,2173797.8,34003868
"7990/361.2549mz/7.68min",475722.36,475722.36,475722.36,475722.36,2378611.8,475722.36,475722.36
"7994/677.5587mz/7.68min",533437.84,533437.84,533437.84,533437.84,2667189.2,533437.84,533437.84
"7995/310.3099mz/7.7min",127569.465,563301.44,374890.9,167958.86,3834.4194,87180.07,75208.414
"7996/714.4696mz/7.68min",491166.13,558924.1,574793.7,1060255.5,25782.557,423408.16,3285.9224
"7997/758.5689mz/7.69min",107120165,190014320,107260880,136834270,3055304,91562280,106979450
"7998/784.5834mz/7.69min",64402053,11239120,68646330,76525310,9035654,60157776,101367370
"7999/599.5028mz/7.69min",657370.915,1235810.6,77541.414,233020.03,12324.635,1081721.8,4391752
"8000/650.4382mz/7.69min",2188885.25,4240718.5,1891337.5,2839168.8,997376.5,835939.25,2486433
"8001/772.5837mz/7.68min",690320.045,1502019.5,27098.957,5419.7914,362995.03,1017645.06,2311642.5
"8002/798.5613mz/7.69min",331768.81,347462.06,308032.2,1142703.9,61606.44,787246.6,316075.56
"8004/774.5631mz/7.69min",2992824.9,3096846.8,2465706.5,2888803,493141.3,6738448,8600363
"8005/800.5782mz/7.69min",4246354.25,4226006,3816364.5,8641558,763272.9,8616838,4266702.5
"8006/744.5535mz/7.69min",1085934.4,2014754.1,1072294.6,2467218.2,6560.4233,1099574.2,32715.56
"8007/757.5568mz/7.69min",5439395.5,5221888.5,5656902.5,8045083,25706.21,11322921,128531.05
"8008/779.5387mz/7.69min",611606.22,428477,794735.44,824124.4,85695.4,1133107,85695.4
"8009/761.5802mz/7.69min",1709945.7,1760846.8,1659044.6,1832859.9,301851.3,2137215.5,1509256.5
"8010/814.5586mz/7.69min",68601.69,43885.1,93318.28,107225.7,8502.4164,1717302.1,42512.082
"8011/816.5729mz/7.69min",119773.2665,44382.473,195164.06,251536.9,8160.0406,1384914.8,40800.203
"8012/830.5516mz/7.68min",26365.0275,3169.549,15847.745,36882.31,3169.549,980988.9,106541.02
"8013/690.4697mz/7.68min",1827384.6,4094166.2,1842318.4,2511153.2,49769.645,938479.06,1812450.8
"8014/674.4382mz/7.68min",1050099.82,922041.44,1264155,1434330,595992.5,877095.6,1178158.2
"8015/756.5532mz/7.69min",11533553.5,11058405,12008702,17025566,82601.42,24047918,413007.1
"8016/778.5352mz/7.69min",1423764.9,1089975.2,1811989,1757554.6,217995.04,2799029,217995.04
"8017/781.554mz/7.68min",6262404,7374390,8983026,6431823,425436.56,6092985,4860212.5
"8018/804.5493mz/7.69min",3604411.25,3603962,4873463.5,4364423,17148.58,3604860.5,4802.3174
"8020/269.2107mz/7.69min",172359.93,188068.11,139679.02,173697.66,664525.25,130619.375,171022.2
"8022/796.5487mz/7.69min",811224.25,655449.1,753179.1,869269.4,131089.82,1558940.9,885502.5
"8026/822.562mz/7.69min",809856.1,703035.4,916676.8,1424112.4,84551.1,941012.75,422755.5
"8027/782.5672mz/7.69min",17895879,19723292,18784480,19443210,3105457.5,17007278,3247804.2
"8029/773.5877mz/7.69min",236609.62,413759.1,11892.028,11892.028,59460.14,573827.56,1112634.2
"8030/575.5026mz/7.68min",650485.975,973138,323517.44,4501150.5,202859.34,642934.2,658037.75
"8033/309.2032mz/7.69min",48481.3465,39434.043,34753.72,57528.65,714447.1,36781.125,63211.832
"8034/349.2554mz/7.69min",671068.76,671068.76,671068.76,671068.76,3355343.8,671068.76,671068.76
"8036/783.5714mz/7.69min",6896170.75,10942325,10193110,8814400,1467320.5,4977941.5,1123568.6
"8040/393.3146mz/7.7min",150751.395,175644.62,63337.48,92854.61,485449.03,146066.89,155435.9
"8051/315.2713mz/7.74min",402944.22,402944.22,402944.22,402944.22,2014721.1,402944.22,402944.22
"8052/484.4871mz/7.8min",139109.783,16676.254,250409.89,14417.828,1013627.9,364985.1,27809.676
"8055/354.2998mz/7.74min",364826.565,291430.38,260793.36,525335,367373.16,362279.97,504671.38
"8057/356.3518mz/7.76min",261926.05,163920.52,122673.41,296326,324204.88,249614.5,274237.6
"8058/535.2698mz/7.72min",159700.765,554442.8,669450.56,183129.83,136271.7,114958.49,95437.53
