"","Filename","2024_POS_CC-Media_1_Run17.mzML","2024_POS_CC-Media_2_Run53.mzML","2024_POS_CC-Media_3_Run73.mzML","2024_POS_CC_1_Run20.mzML","2024_POS_CC_2_Run47.mzML","2024_POS_CC_3_Run61.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","139/169.0971mz/2.01min","3117425.8","3806310.5","3679893.2","207091.27","211851.77","215859.81"
"3","140/99.5121mz/2.09min","596759.8","194192.6","280972.9","282870.84","646871.1","642649.8"
"4","141/244.1907mz/2.1min","422991.53","444829.5","417894.16","362358.0","378928.16","448430.34"
"5","142/181.0971mz/2.12min","2017993.2","2054366.5","1777118.5","898039.1","811825.75","944581.0"
"6","143/245.0954mz/2.12min","9154800.0","9386015.0","8383015.0","4122480.2","3831443.2","4424619.0"
"7","144/184.1695mz/2.21min","2082657.1","2186274.5","2187359.5","1963623.9","2006927.0","2359434.5"
"8","145/188.0705mz/2.25min","286855.78","425306.12","574436.6","0.0","0.0","0.0"
"9","146/217.1247mz/2.25min","583650.44","568937.8","595524.8","490726.38","512937.16","524780.9"
"10","147/218.1281mz/2.25min","8175724.0","7871707.0","8153080.5","6703308.0","7037200.0","7092236.5"
"11","148/200.1046mz/2.25min","6927637.5","6543445.5","6781853.5","5724253.5","6020740.5","5971879.5"
"12","150/199.1012mz/2.25min","534224.9","485974.97","517833.6","442934.53","478102.5","489736.03"
"13","151/228.1342mz/2.26min","561765.1","653747.9","680055.56","65897.21","66325.99","69661.64"
"14","152/195.1227mz/2.28min","708630.7","651713.0","598727.1","662007.2","661755.6","609265.1"
"15","153/244.2012mz/2.3min","872505.56","886138.4","906691.4","1004005.1","822472.06","880687.3"
"16","154/181.0971mz/2.33min","82195.06","87628.52","80876.516","0.0","0.0","0.0"
"17","155/244.2012mz/2.36min","1371355.2","1315652.2","1334244.2","2119867.8","1235168.4","1254858.4"
"18","156/228.1342mz/2.36min","406297.4","454702.03","470691.16","11890.19","6004.746","24199.39"
"19","157/140.1434mz/2.38min","391098.62","375478.7","379253.16","367361.7","349478.0","329299.75"
"20","158/171.1128mz/2.42min","449232.25","551811.2","578775.75","53590.836","23131.408","65629.39"
"21","159/136.0623mz/2.43min","38228.082","34023.863","40267.234","0.0","0.0","0.0"
"22","160/298.0968mz/2.44min","3131717.2","3507146.0","3642462.2","0.0","0.0","0.0"
"23","161/171.1128mz/2.48min","451671.38","554582.4","591741.44","36292.492","42967.31","42031.406"
"24","162/244.2012mz/2.51min","375641.22","399902.4","397376.9","317576.8","316261.53","321047.5"
"25","163/276.1342mz/2.52min","364329.2","427124.7","430434.4","25185.693","29060.229","30139.29"
"26","164/184.1695mz/2.53min","220557.06","253915.11","301096.1","189120.73","199355.02","262391.03"
"27","165/316.2117mz/2.58min","386962.28","537261.06","413242.8","518763.5","555945.0","515751.84"
"28","167/262.1268mz/2.6min","3969908.0","3346891.8","4360256.0","575908.7","544342.3","557938.75"
"29","169/521.2391mz/2.6min","1166843.2","1429829.5","1449088.0","29130.44","27378.17","26308.713"
"30","170/261.1234mz/2.6min","27032322.0","29590432.0","29901938.0","3745073.2","3550931.0","3679835.0"
"31","172/180.1019mz/2.66min","1791366.2","2252541.5","2026104.5","304599.34","289440.38","351532.84"
"32","173/259.2202mz/2.66min","553600.9","570196.9","586706.3","444309.44","450825.1","453464.7"
"33","174/130.159mz/2.69min","1113636.6","616383.8","720275.8","415925.8","421903.75","418963.97"
"34","175/185.0855mz/2.7min","0.0","0.0","0.0","777895.7","524594.1","382658.53"
"35","176/198.1317mz/2.71min","1424447.2","1763067.2","1768152.6","212471.06","202890.55","231622.06"
"36","177/197.1285mz/2.71min","14458140.0","17616134.0","17606000.0","2253950.2","2233381.2","2507296.8"
"37","178/202.1801mz/2.72min","138280.28","166768.12","229409.64","117968.21","137273.95","177111.53"
"38","179/316.2118mz/2.74min","869839.94","1074805.5","902399.1","1072906.8","1166596.2","1235190.8"
"39","180/214.1801mz/2.75min","105919.47","102947.945","145368.31","77211.89","85959.45","88138.39"
"40","181/230.1039mz/2.75min","355897.56","414712.44","459946.56","0.0","0.0","0.0"
"41","182/181.0971mz/2.77min","247735.47","292060.2","301370.03","0.0","0.0","39375.625"
"42","183/229.1005mz/2.75min","3437583.5","4012565.0","4345943.5","100097.65","118024.62","91234.78"
"43","184/245.0954mz/2.78min","74181.17","82641.125","78802.75","0.0","10301.898","0.0"
"44","185/185.1284mz/2.8min","730083.9","930187.94","859888.56","77001.2","61179.35","83518.56"
"45","186/259.2202mz/2.79min","238446.0","244229.86","230257.75","201252.77","200408.77","200241.4"
"46","187/272.1856mz/2.82min","1162867.9","1323443.4","1196434.4","1246104.6","1329863.4","1344371.1"
"47","188/120.0443mz/2.82min","168760.66","215808.8","215501.45","583206.75","258310.25","378867.56"
"48","189/138.0549mz/2.83min","177340.45","232751.03","226746.75","601815.75","265142.75","393499.62"
"49","190/181.0971mz/2.84min","2357296.8","2778611.5","2875981.2","85198.02","95668.05","72708.77"
"50","191/229.1005mz/2.84min","6273641.0","7211156.0","7555785.0","193055.12","226418.84","166675.08"
"51","192/245.0953mz/2.85min","230409.03","243293.6","230122.27","5820.2","19071.775","0.0"
"52","193/185.1284mz/2.87min","636372.0","809767.1","835156.0","55443.945","68127.84","79606.73"
"53","194/183.0917mz/2.96min","896204.06","931055.56","909829.94","757174.4","518081.8","571238.75"
"54","195/244.2012mz/3.06min","43782.37","45214.297","41526.855","39026.684","44383.53","44044.227"
"55","196/211.1441mz/3.14min","18336890.0","22242356.0","22991070.0","2833066.5","2714042.2","2883836.8"
"56","197/212.1473mz/3.15min","2194238.5","2670213.0","2748662.5","129552.8","283857.72","295125.88"
"57","198/249.1332mz/3.2min","313459.62","319829.6","369074.66","258104.81","266819.78","269063.03"
"58","199/266.1597mz/3.2min","317492.22","287443.25","336493.2","227876.83","240835.84","261958.55"
"59","200/211.1441mz/3.24min","18904978.0","25235624.0","25196894.0","3156233.5","2982399.8","3417069.0"
"60","201/212.1473mz/3.24min","2265267.0","2860959.5","3119961.2","310267.44","302113.53","349035.4"
"61","205/245.1284mz/3.26min","11574100.0","13086865.0","13553560.0","1398522.4","1330699.2","1425901.0"
"62","206/246.1318mz/3.26min","1733870.4","1984397.2","2009795.9","208869.22","192140.88","207264.39"
"63","209/261.1233mz/3.26min","173285.98","179533.06","215188.92","0.0","0.0","0.0"
"64","210/284.1393mz/3.27min","153258.45","160280.44","180660.5","0.0","0.0","0.0"
"65","212/320.1703mz/3.29min","56265.566","44497.81","46706.934","44587.94","36998.15","42043.977"
"66","213/214.0498mz/3.39min","465338.44","3564392.8","2701738.0","7011490.5","5897853.5","8938561.0"
"67","214/215.0529mz/3.37min","30323.094","246459.4","329317.25","875882.94","790023.5","878819.44"
"68","218/246.1318mz/3.39min","3256698.8","3679550.2","3829782.2","465566.44","428507.9","466888.22"
"69","220/245.1284mz/3.39min","23168956.0","25517124.0","25550878.0","3259170.0","2998391.5","3290411.8"
"70","222/284.1393mz/3.43min","395652.8","454104.94","435040.28","37804.723","38648.336","37722.652"
"71","224/228.2321mz/3.46min","387788.53","422726.8","388190.28","374266.97","387021.8","435638.53"
"72","225/264.1335mz/3.47min","0.0","5833.16","16659.895","1062805.0","737559.6","876122.44"
"73","226/251.0372mz/3.51min","626750.8","641250.5","617235.6","480874.47","538969.6","509505.12"
"74","227/213.1597mz/3.51min","1599236.0","1900739.4","1815070.9","199110.61","88225.41","229716.78"
"75","230/215.053mz/3.54min","1473076.6","1396355.5","1331838.9","2483226.5","1904962.6","3271536.0"
"76","231/228.2321mz/3.54min","148891.73","152023.48","148348.33","147417.58","139505.05","161905.42"
"77","232/214.0499mz/3.54min","13221233.0","15058010.0","12513802.0","27752528.0","21875316.0","26346566.0"
"78","233/274.1648mz/3.54min","1013767.8","882008.75","881229.9","835814.9","809188.4","832806.6"
"79","234/228.2321mz/3.66min","1970346.9","2021109.5","2026451.8","1943579.0","1970114.9","2159286.5"
"80","235/246.1333mz/3.67min","317602.62","330382.5","324752.34","215748.77","202918.1","201266.3"
"81","236/586.2703mz/3.73min","979123.6","745894.25","277251.97","1014120.25","897805.44","367355.75"
"82","237/320.1703mz/3.75min","69595.76","50649.31","56278.63","70265.625","54729.83","52197.117"
"83","238/195.138mz/3.83min","147425.12","96338.27","97618.91","77177.36","83246.664","99103.6"
"84","239/514.2855mz/3.97min","1228604.1","1295010.1","1334908.9","951709.75","1089534.6","1340759.6"
"85","240/399.1776mz/4.15min","722589.4","758022.9","777517.3","46159.695","30143.324","40503.67"
"86","241/394.2222mz/4.15min","2471641.5","2471542.2","2660415.5","340853.97","262886.66","301948.3"
"87","242/269.2223mz/4.27min","350225.84","355845.75","372989.53","0.0","0.0","0.0"
"88","244/320.1703mz/4.32min","5769995.5","4920712.0","5571528.0","6276044.5","4979478.0","4532468.0"
"89","245/325.1257mz/4.32min","569281.6","504384.4","650136.2","694140.5","478547.88","467068.2"
"90","246/195.1379mz/4.34min","959772.94","900976.9","825895.06","826656.94","741257.94","812256.3"
"91","247/364.1965mz/4.4min","462520.03","390827.9","474754.44","492407.03","402542.47","407481.97"
"92","248/226.1801mz/4.43min","1142686.2","1209215.4","1144360.6","1213328.6","1208796.8","1239245.2"
"93","249/244.1906mz/4.43min","783115.8","854337.44","778598.8","836944.6","809258.7","819670.94"
"94","251/408.2226mz/4.47min","513159.1","480124.06","541807.25","523569.12","495124.94","503237.3"
"95","252/214.1801mz/4.51min","132498.39","171784.92","173979.61","566948.5","409036.22","281583.0"
"96","253/392.1914mz/4.56min","2472334.0","1832366.5","2193098.2","2679363.2","2131720.2","2003049.5"
"97","254/340.1939mz/4.59min","1035056.2","1181301.0","1289988.0","0.0","0.0","0.0"
"98","255/583.2912mz/4.61min","0.0","0.0","0.0","144715.45","39467.914","25571.318"
"99","256/246.1522mz/4.63min","489762.6","548027.5","553546.6","40105.508","66802.984","35772.68"
"100","257/246.2427mz/4.69min","0.0","0.0","0.0","421906.94","241016.22","361673.1"
