"MetaboAnalyst_ID","X2024_POS_CC.Media_1_Run17.mzML","X2024_POS_CC.Media_2_Run53.mzML","X2024_POS_CC.Media_3_Run73.mzML","X2024_POS_CC_1_Run20.mzML","X2024_POS_CC_2_Run47.mzML","X2024_POS_CC_3_Run61.mzML","shared_name"
"567/462.3552mz/7.6min",1.52529868309639,1.49857563582779,1.51722698234707,2.80401277226029,2.22428923627588,2.63240042616435,"567"
"570/422.3631mz/7.6min",0.87786146575599,0.851138448673535,0.869789773736115,1.94884842789084,1.57685179765033,1.86590532767457,"570"
"573/357.2998mz/7.6min",1.21175430624127,1.18503126419325,1.20368260700168,2.1589860137685,1.91074482115037,2.07456337056761,"573"
"576/376.3186mz/7.6min",1.48402821475199,0.926516055940752,0.938879898905324,1.77812492526797,1.27915397107616,1.74206568038203,"576"
"577/354.3365mz/7.6min",1.82093145651659,1.80973247442677,1.82813807219788,2.0083927050069,1.80669606458457,2.07577683550559,"577"
"578/336.3259mz/7.61min",1.31561439180886,1.27032534322564,1.29289965898867,1.49887986599576,1.32218830039777,1.57240974886764,"578"
"585/357.2787mz/7.65min",1.29455442595211,1.26783138173773,1.28648272608603,2.1680548749793,1.99354495674205,2.3367002432799,"585"
"589/439.3569mz/7.63min",1.06608117681163,1.03935814129546,1.05800947946097,1.78563504672563,1.87075799894651,2.17111164657952,"589"
"597/357.2997mz/7.68min",1.27193665021886,1.2452136065168,1.26386495050094,2.21727090187562,1.97092717725321,2.12081486718661,"597"
"600/339.2892mz/7.68min",0.840083517112549,0.813360506072636,0.832011826840099,1.84003365797751,1.53907380471086,1.72191944091461,"600"
"602/746.5686mz/7.71min",0.899655100802436,1.94030416462061,1.96032385436559,0.920239044861158,1.59864545495647,2.22316058170405,"602"
"605/704.5222mz/7.68min",0.0260347727031851,4.42938985181233,4.44602546773682,0.0466176267396982,3.68323705346225,0.707236013772125,"605"
"609/706.5285mz/7.7min",1.91780477501578,3.4643801650279,3.48566986438072,1.93838873875494,2.61679533807759,1.90004775189911,"609"
"611/659.2866mz/7.7min",1.67118118639653,1.55052336120557,0.577342457519247,2.05220679219082,1.69023634167568,2.14756912862981,"611"
"612/654.3317mz/7.7min",2.7162036955796,2.68796215418534,1.87240990265159,2.67440511682082,2.40627698466458,2.72766133702921,"612"
"613/637.3049mz/7.7min",2.19001039860396,2.18719911751189,1.32098601568274,2.10721627178228,1.82939473565125,2.18005403508431,"613"
"616/420.3318mz/7.73min",1.22585148904304,1.80642179902645,1.70001731254391,1.54330837952189,1.22093749327009,1.46833615933434,"616"
"624/408.3085mz/7.75min",2.08499234385945,1.85822384938757,1.6923153439999,0.921094933035807,1.37103393294789,2.16846012469701,"624"
"630/228.1957mz/7.77min",1.97179559313789,2.09139808019091,1.92420080114899,1.30219718288821,1.63693746205236,2.24382971954894,"630"
"631/209.1536mz/7.78min",1.69396537892291,1.81994114660871,1.63305200757401,0.57120456554623,1.24855084594283,1.96268886516122,"631"
"632/173.1325mz/7.79min",1.41509707999555,1.49877307045191,1.34829077713762,0.0262351544894746,1.01659594318426,1.66186351405576,"632"
"638/226.1801mz/7.77min",2.11563144271846,2.22946847285888,2.07418110957074,0.92790250037967,1.74259170022968,2.36744704510331,"638"
"639/244.1907mz/7.77min",1.42672145525821,1.53091784828869,1.33875170724446,1.04246453809367,0.955427313283246,1.66773151639178,"639"
"641/771.6453mz/7.81min",1.45981313359307,1.60195270966823,1.32207687874749,-0.216647488523878,0.461723238015613,1.74714917814934,"641"
"642/191.143mz/7.78min",1.36335839899595,1.48122787630849,1.29235525645637,-0.29556041198656,0.951247670576886,1.62324919561592,"642"
"643/540.4465mz/7.77min",1.40211826716524,1.06037004821034,1.04953870980107,2.08575830038512,1.43535206140715,1.53905794377436,"643"
"644/496.4204mz/7.78min",1.47905465839733,1.13078083132248,1.04717165806386,2.19162254613344,1.58756141176655,1.6793556510363,"644"
"648/364.342mz/7.78min",1.25152900910306,0.835038069398657,0.822484650232802,2.13056122170562,1.49775296466867,1.64622036943777,"648"
"649/452.3944mz/7.78min",1.50479920465004,1.19449252914243,1.14642406396001,2.25142096116994,1.64774815446549,1.78092794462863,"649"
"650/408.3681mz/7.78min",1.47215133000391,1.14384841131191,1.13652719337406,2.26820587557949,1.67190524737716,1.80390082702779,"650"
"652/356.3158mz/7.79min",0.96581920070068,0.939096173027218,0.957747505618024,2.2832258775396,1.6648096102344,2.09565438913376,"652"
"654/492.4046mz/7.8min",0.975741932341083,0.949018903720323,0.967670236984481,1.90399747034569,1.67473234881916,2.3859688649837,"654"
"655/397.3099mz/7.81min",0.994323152169442,0.967600121887103,0.986251456332332,2.28545837933438,1.69331358082802,2.17531918718543,"655"
"664/209.1536mz/7.84min",1.57919919778081,1.57547066141713,1.41666102615038,0.601991561286426,1.37127597699086,1.82005834997383,"664"
"665/226.1801mz/7.84min",1.95994262793116,1.95151896400306,1.80052566508249,0.976092363827085,1.75195493757811,2.1986075338372,"665"
"666/228.1958mz/7.84min",2.29464838113616,2.28613811182379,2.14555645374656,1.3964899977122,2.0717856580215,2.51198886259123,"666"
"667/244.1907mz/7.84min",2.05825707271788,2.0385263328731,1.88990101685081,1.06369579761576,1.82002346810453,2.2859369588101,"667"
"675/706.5376mz/7.84min",2.24631269295366,2.2195896441307,2.23824099175484,2.26689665683527,2.2463332536188,2.92752567357516,"675"
"676/728.5195mz/7.84min",1.94227700096392,1.91555395231904,1.9342052998166,1.96286096472255,1.94229756162893,2.62348998028458,"676"
"677/732.5531mz/7.83min",1.13391516587066,1.80616205002871,2.08451189931106,1.15449912303904,1.13393572652878,3.04749678030127,"677"
"681/408.3082mz/7.84min",2.14559530581512,1.72767792256312,1.54757221515654,1.52628542051182,1.88080705498661,2.6202666129165,"681"
"687/704.522mz/7.85min",0.721917328753339,3.94241675474202,3.80940159343337,0.742501247642997,4.18138304084524,1.40312983348247,"687"
"688/707.5316mz/7.85min",1.47504816126454,2.23204629343275,2.16594644950862,1.49563212378274,2.4360056787358,1.45729113929825,"688"
"689/700.4883mz/7.84min",0.850986462067758,2.2957460446673,2.26168073800796,0.871570401136258,2.91034675906497,1.53219918023426,"689"
"690/678.5063mz/7.79min",1.48065390757752,3.37851625525245,3.22888223279578,1.50123787013149,3.41835568241863,2.16186687415622,"690"
