"","FC","log2(FC)","raw.pval","-log10(p)"
"335/330.2638mz/6.03min",0.0083542,-6.9033,3.2438e-08,7.4889
"222/284.1393mz/3.43min",0.091624,-3.4481,3.4588e-07,6.4611
"139/169.0971mz/2.01min",0.061716,-4.0182,6.0024e-07,6.2217
"163/276.1342mz/2.52min",0.071017,-3.8157,1.0038e-06,5.9983
"170/261.1234mz/2.6min",0.13075,-2.9351,1.0895e-06,5.9628
"169/521.2391mz/2.6min",0.021145,-5.5635,1.1459e-06,5.9408
"220/245.1284mz/3.39min",0.13253,-2.9156,1.3896e-06,5.8571
"205/245.1284mz/3.26min",0.11204,-3.158,1.573e-06,5.8033
"242/269.2223mz/4.27min",0.20051,-2.3182,1.5763e-06,5.8024
"151/228.1342mz/2.26min",0.1097,-3.1883,1.7507e-06,5.7568
"206/246.1318mz/3.26min",0.10948,-3.1912,2.1392e-06,5.6698
"1055/644.486mz/8.41min",5.2634,2.396,2.7888e-06,5.5546
"160/298.0968mz/2.44min",0.18834,-2.4086,3.5164e-06,5.4539
"218/246.1318mz/3.39min",0.13029,-2.9402,3.5245e-06,5.4529
"183/229.1005mz/2.75min",0.027061,-5.2077,4.5809e-06,5.3391
"177/197.1285mz/2.71min",0.14499,-2.786,4.9878e-06,5.3021
"919/630.506mz/8.21min",5.352,2.4201,5.9199e-06,5.2277
"161/171.1128mz/2.48min",0.078102,-3.6785,6.0667e-06,5.217
"191/229.1005mz/2.84min",0.028765,-5.1195,6.1123e-06,5.2138
"190/181.0971mz/2.84min",0.032696,-4.9348,6.1176e-06,5.2134
"196/211.1441mz/3.14min",0.13674,-2.8705,7.4934e-06,5.1253
"176/198.1317mz/2.71min",0.1345,-2.8943,7.534e-06,5.123
"911/607.5121mz/8.21min",5.3861,2.4292,7.9744e-06,5.0983
"912/606.5089mz/8.21min",5.3666,2.424,1.0235e-05,4.9899
"172/180.1019mz/2.66min",0.16043,-2.6399,1.0283e-05,4.9879
"907/622.5036mz/8.19min",5.5622,2.4757,1.151e-05,4.9389
"1122/497.3598mz/8.56min",5.835,2.5447,1.1989e-05,4.9212
"254/340.1939mz/4.59min",0.18253,-2.4538,1.2244e-05,4.9121
"181/230.1039mz/2.75min",0.17885,-2.4832,2.0258e-05,4.6934
"1093/493.4078mz/8.49min",6.0097,2.5873,2.1665e-05,4.6642
"201/212.1473mz/3.24min",0.12004,-3.0584,2.1833e-05,4.6609
"440/566.2885mz/7.08min",6.0075,2.5868,2.2096e-05,4.6557
"422/344.3158mz/7.02min",5.9203,2.5657,2.2134e-05,4.6549
"185/185.1284mz/2.8min",0.090694,-3.4628,2.2951e-05,4.6392
"1503/706.4955mz/10.08min",0.42053,-1.2497,2.3699e-05,4.6253
"432/570.3055mz/7.07min",5.786,2.5326,2.486e-05,4.6045
"193/185.1284mz/2.87min",0.091398,-3.4517,2.5713e-05,4.5899
"434/589.2777mz/7.07min",5.8756,2.5547,2.5725e-05,4.5896
"241/394.2222mz/4.15min",0.12287,-3.0247,2.6347e-05,4.5793
"200/211.1441mz/3.24min",0.14209,-2.8151,2.6984e-05,4.5689
"1078/441.3727mz/8.46min",6.0841,2.6051,2.8701e-05,4.5421
"240/399.1776mz/4.15min",0.05341,-4.2267,2.8727e-05,4.5417
"1095/492.4045mz/8.5min",6.0698,2.6017,3.0502e-05,4.5157
"479/283.144mz/7.3min",5.592,2.4834,3.1343e-05,4.5039
"167/262.1268mz/2.6min",0.14774,-2.7589,4.4469e-05,4.3519
"913/628.4908mz/8.21min",5.7662,2.5276,4.8745e-05,4.3121
"917/550.4463mz/8.21min",6.0652,2.6005,4.9097e-05,4.3089
"1565/652.3922mz/10.29min",6.2306,2.6394,5.1082e-05,4.2917
"1105/458.399mz/8.51min",6.3654,2.6703,6.0013e-05,4.2218
"1281/546.4879mz/8.96min",6.0301,2.5922,6.3825e-05,4.195
"1343/487.2993mz/9.26min",6.3759,2.6726,6.4418e-05,4.191
"1120/442.376mz/8.52min",6.4155,2.6816,6.958e-05,4.1575
"336/335.2193mz/6.03min",0.037627,-4.7321,7.3478e-05,4.1338
"1238/736.572mz/8.79min",6.1474,2.62,7.4992e-05,4.125
"1079/442.376mz/8.46min",6.4655,2.6928,7.5279e-05,4.1233
"1038/341.2837mz/8.4min",6.2843,2.6518,7.8383e-05,4.1058
"1564/630.4103mz/10.29min",6.4417,2.6874,8.0702e-05,4.0931
"383/358.2739mz/6.66min",5.8213,2.5413,8.2456e-05,4.0838
"1081/484.4147mz/8.47min",5.95,2.5729,8.4932e-05,4.0709
"396/297.2423mz/6.78min",6.4767,2.6953,8.5673e-05,4.0672
"1119/441.3727mz/8.55min",6.5136,2.7034,8.7721e-05,4.0569
"292/412.2457mz/5.17min",6.5609,2.7139,9.1671e-05,4.0378
"916/644.4863mz/8.21min",5.6873,2.5077,9.2162e-05,4.0354
"349/496.3397mz/6.3min",6.5783,2.7177,9.5963e-05,4.0179
"328/468.3082mz/5.72min",6.571,2.7161,9.7454e-05,4.0112
"1075/424.3653mz/8.45min",6.5831,2.7188,0.0001014,3.994
"1071/423.362mz/8.45min",6.3636,2.6698,0.00010191,3.9918
"887/470.3628mz/8.12min",6.2556,2.6451,0.00010509,3.9784
"143/245.0954mz/2.12min",0.47317,-1.0796,0.00010631,3.9734
"290/440.277mz/5.15min",6.6242,2.7277,0.00010677,3.9715
"305/371.2742mz/5.57min",6.6468,2.7327,0.00011032,3.9573
"507/282.1362mz/7.39min",6.1979,2.6318,0.00011405,3.9429
"1061/622.5037mz/8.43min",6.1776,2.627,0.00011581,3.9362
"356/468.3083mz/6.33min",6.673,2.7383,0.00011704,3.9316
"388/265.2525mz/6.68min",6.6909,2.7422,0.00011712,3.9314
"398/567.2599mz/6.78min",6.3595,2.6689,0.00011729,3.9308
"397/319.2243mz/6.78min",6.6915,2.7423,0.00012005,3.9206
"1077/658.5375mz/8.46min",5.8733,2.5542,0.00012232,3.9125
"387/283.2631mz/6.68min",6.7447,2.7538,0.00012899,3.8895
"266/270.2063mz/4.78min",3.1122,1.6379,0.00012904,3.8893
"897/608.4285mz/8.15min",7.1344,2.8348,0.00013155,3.8809
"1129/618.5449mz/8.57min",6.1439,2.6192,0.00013676,3.864
"327/371.2741mz/5.69min",6.7813,2.7616,0.0001369,3.8636
"403/567.2599mz/6.87min",5.956,2.5743,0.00014757,3.831
"1115/504.4408mz/8.53min",6.4059,2.6794,0.00015709,3.8038
"1472/602.5505mz/9.91min",6.7805,2.7614,0.00016032,3.795
"342/454.2926mz/6.24min",6.859,2.778,0.0001623,3.7897
"1089/630.5065mz/8.49min",6.6633,2.7362,0.00016353,3.7864
"296/387.1801mz/5.21min",0.22513,-2.1512,0.00016547,3.7813
"399/279.2318mz/6.78min",6.786,2.7626,0.00016633,3.779
"433/1133.5854mz/7.07min",6.6059,2.7237,0.00016787,3.775
"384/398.2663mz/6.66min",5.9486,2.5725,0.00017507,3.7568
"1133/898.6239mz/8.6min",6.3044,2.6563,0.00017558,3.7555
"508/564.2683mz/7.39min",6.5736,2.7167,0.00018935,3.7227
"372/522.3552mz/6.48min",6.9801,2.8032,0.00019038,3.7204
"1076/405.3514mz/8.46min",6.6785,2.7395,0.00019269,3.7151
"325/426.2613mz/5.66min",7.0429,2.8162,0.00020355,3.6913
"509/563.2649mz/7.39min",6.5362,2.7085,0.00020667,3.6847
"288/398.23mz/5.1min",7.0372,2.815,0.00020691,3.6842
"363/502.2901mz/6.41min",6.9757,2.8023,0.00020783,3.6823
"367/583.2912mz/6.46min",6.997,2.8067,0.00020833,3.6812
"828/718.5013mz/8.0min",6.5564,2.7129,0.00021106,3.6756
"921/356.3522mz/8.23min",6.8502,2.7761,0.0002116,3.6745
"871/439.3573mz/8.08min",7.0731,2.8223,0.00021254,3.6726
"1022/652.5505mz/8.34min",6.1228,2.6142,0.00022373,3.6503
"1378/556.5084mz/9.37min",7.0828,2.8243,0.00022911,3.64
"1470/584.5397mz/9.9min",6.7457,2.754,0.00023217,3.6342
"385/289.2161mz/6.66min",6.3452,2.6657,0.00023347,3.6318
"340/371.2741mz/6.17min",7.1458,2.8371,0.00024359,3.6133
"142/181.0971mz/2.12min",0.46719,-1.0979,0.00025271,3.5974
