sample_name,filepath
2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_1_Run21.mzML
2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_2_Run48.mzML
2024_NEG_CC_3_Run62.mzML,2024_NEG_CC_3_Run62.mzML
2024_NEG_CC-VPA_1_Run27.mzML,2024_NEG_CC-VPA_1_Run27.mzML
2024_NEG_CC-VPA_2_Run36.mzML,2024_NEG_CC-VPA_2_Run36.mzML
2024_NEG_CC-VPA_3_Run77.mzML,2024_NEG_CC-VPA_3_Run77.mzML
