Filename,2024_NEG_Y-EV_1_CTRL_Run89.mzML,2024_NEG_Y-EV_2_CTRL_Run118.mzML,2024_NEG_Y-EV_3_CTRL_Run139.mzML,2024_NEG_Y-6MSAS_1_Run92.mzML,2024_NEG_Y-6MSAS_2_Run109.mzML,2024_NEG_Y-6MSAS_3_Run136.mzML
476/749.4724mz/8.36min,2876658.5,1986049.9,496903.16,128792.11,395864.53,999516.25
479/161.9136mz/8.41min,691550.6,425187.38,125479.01,119171.336,457640.47,441513.38
480/186.9706mz/8.41min,1899462.2,553320.6,488940.22,444058.47,625021.1,550413.4
481/132.8679mz/8.46min,75139.33,142024.44,156024.1,60980.52,166771.84,83204.94
482/144.9235mz/8.42min,2331105.0,1792110.6,1171282.0,1531483.4,1935543.8,1828040.8
483/134.8947mz/8.41min,2330416.0,1374920.5,583123.6,511192.84,1501671.9,1319977.1
484/115.9207mz/8.46min,2218319.2,3052021.8,2199949.0,4712235.5,2447365.0,3151339.5
485/489.2773mz/8.46min,0.0,0.0,459246.28,227279.52,0.0,0.0
486/100.9337mz/8.43min,371033.4,313244.03,874049.56,497050.84,2409849.0,1167850.5
487/793.535mz/8.53min,0.0,0.0,810922.6,2783106.5,0.0,0.0
489/100.9337mz/8.54min,259101.08,313244.03,452373.84,894719.2,750179.75,691489.1
490/489.2775mz/8.64min,193800.17,260265.17,313777.22,278604.28,247354.97,154561.2
491/243.8993mz/8.7min,9907516.0,1905565.6,106486.266,384420.8,1972514.4,1726843.4
492/245.8948mz/8.69min,3817627.5,718980.5,0.0,110746.945,761926.2,637283.94
494/223.8723mz/8.73min,2969693.2,1565024.5,222510.9,222650.22,1681001.9,1628897.2
495/186.9057mz/8.74min,4199124.0,2605403.0,570348.25,1591225.0,2683262.5,2413752.5
496/221.8746mz/8.74min,4116407.2,2206743.2,316365.06,363810.9,2339982.2,2242938.2
497/248.8936mz/8.73min,7127003.0,2598794.0,29714.27,397412.7,2716788.2,2310882.2
498/188.9039mz/8.74min,1836061.1,638194.56,307394.0,379309.97,659581.6,566677.1
499/146.9659mz/8.78min,8647813.0,6455144.5,2955383.0,3090224.0,6939497.5,6865961.0
500/100.9337mz/8.83min,557022.94,471762.0,2992499.5,2205582.2,407864.38,163653.44
501/115.9208mz/8.82min,1088393.5,4090532.0,1962684.5,4203057.0,963072.0,361493.3
502/250.8917mz/8.75min,3164954.8,437111.88,7862.05,81975.8,453136.3,367070.5
503/89.0244mz/8.98min,623249.25,1553249.5,1799351.2,1573729.4,812377.2,1679256.5
504/186.9706mz/8.94min,469572.8,94405.53,9125.249,27745.086,136342.56,115654.62
505/146.9659mz/9.01min,1252229.8,693242.25,529836.2,614125.44,930241.0,877091.9
506/325.1844mz/9.02min,407907.78,153982.66,66758.04,97597.6,264054.44,321269.56
507/311.1687mz/9.02min,458654.62,474588.28,151949.39,436794.78,425797.28,445573.75
508/686.4768mz/9.03min,203047.94,139345.5,58732.035,55515.883,128255.5,85046.53
510/544.4161mz/9.14min,1027976.94,1218720.8,909649.75,812633.1,1297779.0,923193.56
511/544.4161mz/9.3min,30645.332,34050.973,21854.69,20147.246,39121.56,24084.037
512/411.3841mz/9.38min,905600.5,1134214.9,698695.9,925744.94,623552.3,856017.75
513/89.0244mz/9.82min,5976888.0,1281513.9,1253072.0,6323171.5,6257172.5,1214233.1
514/89.0244mz/9.97min,1256348.4,6460971.5,6124960.5,1277879.0,1248302.2,6444865.0
515/100.9337mz/10.22min,1448070.4,333885.62,587081.5,1318946.8,1409060.2,774972.8
516/132.8679mz/10.21min,221110.73,166446.5,162863.33,107948.0,101548.42,179526.66
517/144.9235mz/10.21min,2468152.5,2186462.0,1817820.1,1431143.4,1967032.5,2221179.5
518/115.9208mz/10.22min,4106015.0,3961647.5,3673958.8,2286409.8,3284613.2,3895427.5
519/325.1844mz/10.23min,95049.414,90886.95,127244.08,58181.66,113416.87,104066.13
520/311.1687mz/10.23min,76688.695,157923.16,190894.34,100991.77,151113.11,148234.86
526/807.5031mz/10.26min,0.0,49545.562,3862098.2,0.0,4000878.0,2278981.2
527/833.5188mz/10.26min,0.0,73217.055,1453205.1,0.0,562605.5,958742.5
528/805.4876mz/10.26min,0.0,0.0,349980.47,2167293.2,0.0,375448.72
529/835.5345mz/10.27min,0.0,5299835.0,5535818.5,24510.527,1090206.0,3943530.5
530/863.5656mz/10.26min,0.0,2464543.0,487551.6,0.0,2643440.5,1203173.1
531/686.4768mz/10.27min,6916424.0,1770916.9,1378323.1,1508088.6,3473005.0,2666334.5
532/754.4636mz/10.28min,966270.0,277298.9,66188.42,182607.1,262422.25,338769.0
533/776.5451mz/10.32min,0.0,0.0,2034412.5,4992803.0,0.0,0.0
534/112.9857mz/10.28min,3818942.2,3771856.0,1897721.2,1596745.4,3123076.8,3493902.0
535/758.498mz/10.32min,0.0,0.0,815347.06,727681.5,0.0,94152.86
536/732.4824mz/10.32min,0.0,0.0,721234.5,4058419.0,0.0,327230.47
537/100.9337mz/10.27min,1128499.0,223536.67,345047.38,293448.0,520939.06,324224.12
538/116.9286mz/10.36min,1693864.1,1620666.6,1367544.5,1080496.1,1555229.0,1558310.2
539/760.5135mz/10.43min,0.0,1432875.1,795624.7,0.0,2214574.0,541457.5
540/804.5759mz/10.42min,0.0,2253293.0,1161864.4,0.0,2678913.0,1268612.9
541/776.545mz/10.4min,0.0,0.0,5069826.0,2904317.5,0.0,1674564.9
542/802.5606mz/10.4min,0.0,0.0,883071.44,3882337.0,0.0,661366.25
543/160.842mz/10.44min,282082.25,287790.3,161181.33,211292.75,304327.12,266112.84
544/162.839mz/10.44min,279924.75,285779.9,159814.95,212267.69,303032.8,267263.06
545/195.8109mz/10.44min,374551.5,424620.7,352871.8,255563.62,388786.12,583430.44
546/197.8079mz/10.44min,503374.1,589876.94,304198.44,328984.53,495693.47,758999.8
547/255.8221mz/10.44min,326901.88,294749.56,24761.066,68994.91,281370.72,232207.55
549/187.861mz/10.48min,454903.53,941019.0,289349.16,395671.66,984854.3,383248.75
550/243.8993mz/10.49min,7453913.0,8137977.0,7319117.0,8651031.0,8072455.0,8081790.0
551/245.8948mz/10.49min,2530920.2,3125082.0,2783030.5,3117774.5,3144079.2,3083437.0
552/132.8679mz/10.48min,846102.0,402300.03,1317733.0,1401772.1,1265372.8,238070.4
553/241.899mz/10.51min,4835767.5,4514197.0,4094301.8,5012511.0,4623728.0,3929864.2
554/214.88mz/10.52min,2486789.5,2710750.2,3068332.2,3317530.2,2795882.8,2975357.8
555/195.906mz/10.52min,560320.0,391354.66,336927.06,718441.5,279778.03,169840.02
558/328.9796mz/10.55min,277631.22,225123.66,212243.66,227819.61,274913.28,232189.05
562/128.0353mz/10.62min,2201193.0,2937577.5,3250581.8,3011837.2,2699484.2,2549571.5
563/96.9601mz/10.62min,8486505.0,3694926.5,8677302.0,2665016.5,8527320.0,2617984.5
