Filename,2024_NEG_Y-EV_1_CTRL_Run89.mzML,2024_NEG_Y-EV_2_CTRL_Run118.mzML,2024_NEG_Y-EV_3_CTRL_Run139.mzML,2024_NEG_Y-6MSAS_1_Run92.mzML,2024_NEG_Y-6MSAS_2_Run109.mzML,2024_NEG_Y-6MSAS_3_Run136.mzML
158/298.0933mz/2.87min,104070.305,134513.0,156303.84,132580.19,78273.195,87276.72
159/180.0576mz/2.87min,194758.06,212220.14,311428.88,180602.25,183191.95,189449.36
161/131.0714mz/2.93min,4909828.0,5368762.5,8910363.0,4328811.0,5368838.5,4158496.8
163/389.1564mz/2.95min,591402.8,636973.7,1668351.4,512084.6,680291.75,557172.44
164/258.0771mz/2.98min,28898.996,38957.68,114398.67,29770.09,32452.426,28717.285
165/320.0776mz/2.98min,123456.59,128056.48,385347.88,103099.875,138969.95,104055.31
166/338.0883mz/2.98min,1273225.5,1359826.1,3427858.2,1091105.4,1494705.4,1207014.6
168/292.0463mz/3.0min,191136.42,216288.08,504699.72,157803.23,212646.78,161007.6
169/310.0569mz/3.0min,1837153.6,1906308.9,4493857.5,1547384.4,2044070.1,1658715.0
170/172.0979mz/3.08min,298350.94,311800.25,640666.4,272054.97,311716.66,276432.78
171/229.1557mz/3.08min,335455.78,339752.78,821279.56,283951.06,360503.03,319531.22
172/189.0768mz/3.13min,532595.44,571095.8,1085541.8,578356.75,776472.3,298513.7
173/85.0659mz/3.13min,200423.47,234140.6,428468.75,235849.1,309159.8,119433.805
174/397.0055mz/3.13min,288246.78,298091.1,278670.6,301320.84,290330.0,267994.47
175/165.0557mz/3.13min,1644299.8,1732001.9,2991095.5,1623998.1,1827731.0,1510418.0
176/113.0608mz/3.13min,37502.145,41764.9,91464.484,50391.48,64109.266,18512.49
178/164.0353mz/3.14min,1542885.9,1743191.1,3461248.5,1404999.9,1583528.4,1321342.2
179/265.0176mz/3.17min,3220640.2,2998618.2,2735092.0,3167174.0,3039238.0,2890536.2
180/224.0928mz/3.24min,445819.62,411615.53,1179200.9,405339.5,493903.38,359512.28
181/286.0933mz/3.25min,676439.1,699600.5,1756810.0,608380.56,744247.5,635383.75
182/403.172mz/3.28min,2711957.8,2815448.2,6745427.0,2415228.0,2979164.8,2554983.8
183/421.0056mz/3.31min,83364.69,70822.27,1108250.0,90891.305,77314.57,96712.67
184/238.0721mz/3.34min,182107.0,196388.78,393158.6,164218.5,164388.55,140713.12
185/178.0509mz/3.36min,239134.67,320237.62,426447.7,404780.9,301099.84,188886.27
186/144.0455mz/3.4min,206891.5,207629.9,350988.0,231738.27,204341.67,222434.52
187/258.0771mz/3.4min,162731.03,163000.75,414691.03,135870.62,190932.78,149465.14
188/421.0056mz/3.4min,3074538.5,2818251.0,2790453.5,3031163.2,3021596.8,3023204.2
189/320.0777mz/3.4min,518614.5,525066.94,1321670.0,445647.6,569439.7,477131.16
190/292.0463mz/3.43min,45453.562,48407.527,124667.19,37077.082,53932.55,43470.996
191/249.0227mz/3.49min,6407318.5,6707730.0,6543680.0,7056710.5,5915199.5,6221864.5
192/280.4973mz/3.52min,4525342.0,4590429.0,4582421.0,4630109.5,5061902.0,5337592.0
194/279.9958mz/3.52min,19185850.0,18329880.0,18195384.0,19776490.0,21762102.0,19703774.0
195/582.981mz/3.52min,692068.7,695000.56,639792.8,693798.94,707606.94,695125.5
196/560.9991mz/3.52min,3583817.2,3651039.8,3427484.0,3710933.2,3662216.5,3502029.2
197/403.172mz/3.54min,6695.3677,23232.672,137740.3,0.0,47136.594,22983.924
198/417.1877mz/3.55min,649944.56,610076.2,1654156.2,546766.2,739537.06,629590.0
199/405.0107mz/3.6min,18992736.0,19084708.0,16496108.0,18565356.0,18900036.0,19284600.0
200/407.0044mz/3.6min,1281045.5,1295570.2,1165651.9,1247864.2,1250091.6,1271839.1
201/811.0292mz/3.6min,319416.56,336302.72,282409.06,331619.78,336790.28,348006.28
202/406.0138mz/3.6min,3849010.0,3454241.5,3167832.8,3332651.5,3521528.5,3490711.5
204/151.0401mz/3.83min,0.0,0.0,0.0,2447550.8,1256545.0,1368017.9
205/421.0056mz/3.84min,470162.9,432973.6,526468.06,565938.06,454822.25,340663.38
206/309.1014mz/4.0min,401630.47,425955.4,425567.22,421078.5,416035.88,422678.56
207/605.0258mz/4.05min,620017.56,677980.8,664150.06,845908.1,825274.2,895459.6
208/271.9983mz/4.12min,165465.16,147111.36,158568.39,179800.67,178904.78,190264.17
209/419.0263mz/4.15min,300497.2,280903.5,293252.8,295171.3,316600.0,289163.12
210/603.01mz/4.15min,318339.25,303079.34,306254.62,344651.03,337586.16,371930.25
212/263.0383mz/4.27min,339095.3,335206.03,326174.94,317810.5,353157.5,344709.22
213/497.0371mz/4.41min,886725.5,852719.5,830051.6,927581.6,880456.25,1113333.4
214/242.1762mz/4.43min,483586.22,444830.47,497085.88,463701.22,449641.66,489133.62
217/793.0186mz/4.43min,865492.7,947821.25,1099741.0,926677.1,981069.2,1347167.2
219/422.9768mz/4.52min,769498.75,752181.2,732330.94,772085.2,757976.06,773761.94
221/653.0255mz/4.54min,738599.8,787854.06,881052.6,781652.94,782142.8,1090287.2
222/341.0486mz/4.56min,713415.0,724789.75,691402.25,772805.2,736748.9,773503.8
223/404.0444mz/4.56min,441468.97,450982.16,397570.47,463168.3,444087.9,488278.56
224/497.0371mz/4.67min,1529486.2,1528771.4,1537139.2,1492656.4,1569454.4,1911434.5
227/637.0305mz/4.74min,5148720.0,5728408.5,6099299.0,5595658.0,5597071.0,7260419.5
229/227.9666mz/4.74min,6044906.0,6444993.5,6507448.5,6251115.5,6381736.5,6115800.0
230/229.9645mz/4.74min,5962377.5,6257572.0,6281956.0,6118480.5,6242187.5,5932544.0
231/228.9699mz/4.74min,490618.6,506263.34,503694.16,509148.06,503244.03,490806.75
232/230.9678mz/4.75min,453998.22,476826.62,507543.5,490452.5,514317.16,458680.66
233/266.9888mz/4.76min,1341550.4,1477297.2,1509454.0,1542034.8,1465502.4,1477058.2
234/268.9857mz/4.76min,410500.8,464914.88,482757.22,515233.22,473326.66,480095.34
235/909.0177mz/4.92min,177093.1,647804.7,295000.0,415086.2,631499.0,598883.5
236/483.0381mz/4.92min,299999.25,282577.3,344453.97,308611.75,326269.62,360227.1
237/426.9678mz/4.92min,8612498.0,12882144.0,9713083.0,9593555.0,10365459.0,8841962.0
239/481.0421mz/4.92min,4716066.0,4431022.5,5408636.0,4890699.5,5162334.0,6007762.0
240/544.038mz/4.92min,1927776.9,1844131.1,2129204.2,1926983.1,2035126.2,2302882.2
241/653.0254mz/4.99min,71990.29,73287.63,87954.414,81860.69,93120.75,111556.88
242/214.8799mz/5.12min,0.0,0.0,18032.37,11765.573,4728.6655,1107992.1
243/241.8989mz/5.11min,177054.44,56923.66,161998.3,175005.42,41376.023,1348637.8
244/242.1761mz/5.13min,72657.17,67048.016,180981.14,85254.67,70389.9,119762.45
245/195.906mz/5.4min,0.0,158522.9,0.0,202346.08,0.0,0.0
246/214.88mz/5.37min,111315.83,915971.7,5937.1133,1332038.5,29998.098,71656.58
247/241.8989mz/5.4min,212727.0,1288056.5,15654.265,1641922.0,155710.7,121681.54
250/187.861mz/5.53min,258517.75,12625.705,0.0,38296.77,0.0,0.0
251/214.8799mz/5.49min,1034369.3,168545.92,0.0,418348.0,5771.4746,20684.176
252/241.8989mz/5.5min,1765625.1,764338.3,48057.2,613494.5,189440.42,111969.49
253/569.2734mz/5.7min,433287.34,599113.3,436429.12,576891.25,497237.8,392878.6
254/450.2625mz/5.74min,1683228.9,1443856.4,1159980.8,1305376.5,1388403.1,1084056.4
255/555.3053mz/5.79min,548359.25,456981.25,299621.47,406495.8,380382.97,288521.2
256/538.3152mz/5.79min,2747602.5,2403146.8,1591195.5,2258283.0,2034081.9,1491564.2
257/569.2734mz/5.81min,640074.7,423179.66,282660.5,393580.66,339666.88,272234.12
258/562.0039mz/5.83min,68394.65,57438.547,51688.758,42272.613,61656.438,77602.95
259/450.2625mz/5.85min,1762260.1,1478695.0,1120471.4,1443141.2,1376565.1,1302231.9
261/214.8799mz/5.88min,12858.122,0.0,848842.7,0.0,5269.087,0.0
262/241.8989mz/5.88min,207070.92,26724.01,991451.3,82063.375,184291.6,18755.24
263/555.3053mz/5.88min,429407.53,356028.28,177070.75,341321.97,331374.62,257628.73
264/538.3152mz/5.9min,2262575.5,1940860.0,1254277.1,1807905.6,1767550.5,1381887.5
265/569.2734mz/5.85min,408909.06,390778.53,4567.683,213110.5,325512.1,251483.95
266/656.1113mz/5.93min,164415.3,173158.38,163666.12,162470.95,137221.47,120134.83
267/265.1479mz/5.89min,327532.84,198893.11,322987.28,337777.78,345637.12,371988.9
268/132.8679mz/5.92min,178595.38,105897.945,638650.56,176359.17,194229.02,170913.69
270/720.1239mz/6.08min,127696.22,159711.03,166335.4,204593.66,121800.83,121936.9
271/452.2782mz/6.13min,90030.08,73919.84,49219.535,64445.418,65549.266,60471.29
272/571.2889mz/6.15min,12149.491,114593.5,78958.53,109745.08,96142.055,69008.96
273/656.1114mz/6.14min,537645.1,337164.56,606303.2,617126.94,495562.28,478772.12
274/597.3047mz/6.17min,0.0,79240.05,86754.71,216008.67,26757.258,74847.78
276/540.3309mz/6.19min,302719.3,239334.4,136489.69,177672.64,180574.39,133501.28
277/557.321mz/6.19min,43890.645,44186.14,11460.731,22897.018,29016.23,18075.248
278/784.1362mz/6.22min,130373.875,115571.49,131785.25,120357.93,96887.086,105837.21
279/632.1301mz/6.24min,212296.52,234491.03,236333.22,245229.14,180063.36,172234.6
280/452.2782mz/6.24min,1604940.4,1446845.4,1132612.8,1338774.6,1229071.2,1057185.0
282/496.2681mz/6.27min,1316831.6,1195454.2,756255.0,1016880.75,892671.0,617332.4
283/720.1238mz/6.29min,572064.0,574251.0,566434.44,418750.38,464203.72,448197.28
284/571.2891mz/6.29min,97504.51,3461764.5,2388800.5,3258750.2,2958854.8,2073409.1
285/540.3309mz/6.3min,2327327.8,1925540.4,1438008.6,1723833.2,1677508.2,1229821.0
286/265.1809mz/6.3min,779828.25,804351.8,995149.8,711886.75,515428.3,548266.2
287/557.321mz/6.3min,399340.1,328969.88,245813.8,246922.58,290368.38,212981.4
288/478.2939mz/6.31min,2730147.0,2066201.2,1756986.8,1789569.0,1920326.5,1458578.6
290/522.2838mz/6.32min,919418.4,763793.9,490750.5,644475.7,638576.3,397826.28
291/311.1687mz/6.32min,175582.45,860628.3,1187996.6,1119619.0,1170371.9,1027815.6
293/632.1301mz/6.39min,357245.03,349346.4,273211.4,459034.1,232685.92,282925.47
294/566.3466mz/6.37min,4988551.0,4053222.0,2509659.0,3347873.2,3403274.5,2383969.2
295/583.3367mz/6.37min,830090.44,659075.25,397502.34,546958.8,561371.7,395493.22
296/696.1426mz/6.37min,262528.25,177264.5,193064.08,191137.69,157261.12,157562.39
297/597.3048mz/6.37min,39150.008,1433355.4,880595.7,1297424.1,1093121.4,829995.8
298/784.1362mz/6.41min,518171.47,496557.3,464782.28,502099.2,408612.97,389727.06
299/478.2939mz/6.41min,1022420.94,850315.56,539887.3,700953.2,734170.0,659968.3
301/311.1687mz/6.42min,1013555.2,830203.5,668478.56,923784.06,982716.06,843596.44
302/571.289mz/6.41min,4426674.5,61535.348,27328.402,27063.701,5702.762,36732.01
303/720.1238mz/6.46min,324234.38,324907.66,291711.28,309486.12,257539.08,236174.06
304/566.3465mz/6.47min,1657019.2,1425127.4,734856.4,1110988.0,1092614.2,841362.25
305/583.3367mz/6.47min,298116.0,241249.17,121198.9,172212.34,178135.77,126324.766
306/522.2839mz/6.47min,114812.22,90225.13,46831.914,66734.51,64493.49,48935.355
307/573.1294mz/6.5min,337159.75,442889.1,732384.9,659888.2,334491.97,441966.88
308/590.1196mz/6.5min,753082.44,762551.94,693075.3,748106.1,620388.56,602723.8
311/696.1426mz/6.53min,747734.6,818027.2,746774.9,795521.56,433830.94,435004.84
312/597.3048mz/6.55min,1637929.2,337744.28,198071.75,304941.56,274188.7,202384.28
313/784.1362mz/6.57min,352306.38,352835.53,283996.62,332541.94,285013.66,247963.64
314/311.1687mz/6.53min,1006255.06,41230.363,62962.875,82681.3,159990.55,167561.84
315/654.1321mz/6.62min,803863.5,856471.9,694922.5,707011.56,650243.7,560094.0
316/637.1419mz/6.62min,373913.62,515442.1,932459.44,777989.4,408447.1,527749.1
317/548.0646mz/6.64min,172924.17,536029.06,0.0,99474.51,87327.48,67521.03
318/485.0688mz/6.65min,242018.06,1104102.2,65853.0,361845.75,196642.83,250911.22
321/299.2592mz/6.68min,217165.16,251367.44,298922.03,262229.4,257614.28,237275.33
322/325.1844mz/6.72min,68941.336,120502.33,905262.25,954774.3,214942.6,113985.3
323/590.1196mz/6.68min,331207.16,334874.88,255441.6,293499.3,275162.0,215156.4
326/701.1544mz/6.72min,220384.11,345496.44,730440.6,618616.25,263437.03,388716.62
327/718.1445mz/6.72min,680527.8,643900.6,452922.44,523845.62,509189.06,406411.62
328/597.3048mz/6.68min,386943.9,0.0,0.0,0.0,7205.5225,0.0
329/590.1196mz/6.73min,383900.94,367029.03,281122.06,285034.94,269574.8,271045.03
330/573.1294mz/6.67min,463431.7,369878.94,580677.2,552767.0,301654.44,389182.84
331/299.2592mz/6.81min,863758.6,869422.56,748208.0,698250.2,703969.8,567070.0
332/568.3622mz/6.8min,74914.25,53738.906,23529.664,29287.338,35731.766,24422.375
333/782.157mz/6.8min,515145.4,448070.1,300458.72,356852.97,384617.28,295574.8
334/654.1321mz/6.81min,2279394.8,2184351.2,1648955.5,1922352.2,1747161.4,1510414.4
336/325.1844mz/6.81min,160762.97,471848.3,557967.44,513433.94,971939.06,781837.44
337/765.1669mz/6.81min,125168.98,207725.62,429157.72,355152.47,157772.8,261514.36
338/637.1419mz/6.84min,816552.75,1275770.4,2528052.0,2253847.2,980411.6,1545916.5
341/846.1694mz/6.9min,335415.7,279943.4,193672.34,209276.25,246967.62,165767.95
342/829.1797mz/6.9min,82584.17,135556.56,310842.78,261836.86,124352.445,187553.62
343/299.2592mz/6.9min,429637.3,421693.53,517147.3,493154.22,505279.25,449337.8
344/568.3622mz/6.92min,1035367.9,830028.5,576461.9,681144.8,656365.56,499858.34
345/718.1446mz/6.92min,2563472.8,2403511.5,1640605.9,1865340.6,1952361.5,1458083.6
346/293.2123mz/6.92min,797518.7,900611.94,942030.5,575880.8,580463.9,506061.5
347/701.1544mz/6.92min,736709.6,1380501.6,2782409.2,2446940.5,1079296.2,1730537.6
350/325.1844mz/6.92min,1086621.4,488986.3,27555.057,470061.25,655246.94,498557.9
351/421.2264mz/6.89min,0.0,1359082.9,1422667.0,1329210.5,1457664.8,1357697.0
352/910.1821mz/6.97min,210434.3,189128.56,148446.69,144197.38,162381.14,111208.164
353/893.1924mz/6.97min,12637.223,75728.35,160695.7,139964.98,38865.785,113557.83
354/776.545mz/6.99min,0.0,0.0,834925.56,1795782.4,44821.457,16328400.0
355/765.1668mz/6.99min,538004.0,1086831.0,2039658.6,1914497.0,780152.5,1308774.9
356/782.157mz/6.99min,2064156.5,1913381.1,1305847.5,1552994.0,1629796.0,1112281.8
357/654.1321mz/7.02min,590259.25,587802.8,395267.7,478251.3,479128.94,359379.16
358/299.2592mz/7.02min,54202.168,64904.77,61993.23,55411.855,36238.38,34307.85
359/637.1419mz/7.03min,220112.39,418421.94,837551.7,730065.06,300137.3,551519.25
360/957.2049mz/7.03min,0.0,36722.69,110703.086,90694.67,17815.793,71826.72
361/974.1943mz/7.03min,125534.78,163389.36,48932.484,106552.805,112051.41,67833.55
362/846.1693mz/7.05min,1460922.4,1458623.5,911850.56,1188158.1,1124814.1,762865.4
363/829.1793mz/7.05min,347284.75,715131.2,1638869.2,1359178.6,518186.8,921899.75
365/701.1544mz/7.08min,443865.78,830867.44,1826127.5,1633799.6,596646.44,1263106.2
366/718.1446mz/7.08min,1314355.8,1300669.9,837015.4,1072345.9,1126797.9,776523.3
367/1038.2067mz/7.08min,62863.637,66401.875,53177.4,64556.3,43754.797,29963.582
368/717.5273mz/7.11min,0.0,0.0,6914794.0,9857599.0,0.0,145174.2
369/716.5238mz/7.11min,0.0,0.0,15762962.0,4391441.5,78743.195,2048170.6
370/802.5606mz/7.12min,0.0,0.0,22262098.0,5224734.5,209509.72,354535.25
371/807.5032mz/7.07min,0.0,170148.25,947171.1,0.0,14663633.0,256001.72
372/910.182mz/7.11min,981420.25,982499.3,600235.9,757591.1,864120.94,554330.06
373/893.1918mz/7.11min,222991.58,471607.62,1146312.0,960350.44,322602.38,656261.8
374/421.2264mz/7.14min,1359465.2,0.0,0.0,0.0,0.0,0.0
375/782.157mz/7.14min,1620650.6,1682981.0,1013296.6,1170249.5,1374318.2,893015.06
376/765.1668mz/7.14min,444783.8,883390.06,2202159.0,1881379.6,698937.2,1467614.9
377/325.1844mz/7.1min,668422.5,37521.62,0.0,20294.525,7584.544,12968.373
378/974.1942mz/7.15min,627665.0,812012.5,431277.22,505196.78,679656.5,316701.6
379/957.2041mz/7.16min,109972.35,293350.38,702193.1,651815.56,190547.81,467432.5
380/599.3205mz/7.22min,8711.318,0.0,1156092.4,1666675.0,0.0,444344.84
381/829.1793mz/7.2min,406564.38,909618.75,1997162.9,1812280.6,629271.75,1388387.9
382/846.1693mz/7.2min,1438480.9,1516737.6,895763.6,1041110.4,1336417.9,790442.8
383/1038.2066mz/7.2min,384533.6,463423.8,270557.0,290068.4,406982.88,234037.89
384/1021.2167mz/7.2min,48366.273,173014.38,526584.06,456192.2,108454.03,279251.7
385/195.8109mz/7.24min,0.0,0.0,0.0,0.0,160237.69,0.0
386/1085.2288mz/7.25min,14209.097,88616.125,345369.4,282724.4,59768.48,146301.47
387/910.1819mz/7.25min,1147151.9,1191039.4,774061.44,890418.5,1023298.44,608426.94
388/187.8609mz/7.25min,0.0,0.0,0.0,0.0,123935.1,0.0
389/197.8079mz/7.25min,0.0,0.0,0.0,0.0,201244.39,0.0
390/214.88mz/7.25min,0.0,0.0,0.0,0.0,279151.88,0.0
391/241.8989mz/7.25min,0.0,0.0,0.0,0.0,285028.12,0.0
392/243.8996mz/7.26min,350048.34,91594.63,0.0,0.0,478314.03,0.0
393/893.1917mz/7.27min,354495.12,804185.25,1686354.0,1521163.5,566553.44,1123666.0
395/974.1942mz/7.28min,833985.3,868026.25,600593.2,678422.06,750244.44,454339.03
396/599.3205mz/7.27min,19149.56,2077303.2,14425.379,1369459.8,1515947.1,1028609.7
397/957.204mz/7.3min,287269.44,691311.4,1328739.5,1101964.5,502816.44,827932.0
398/802.5607mz/7.3min,0.0,0.0,2814582.2,28224408.0,118175.36,2517613.8
400/701.1543mz/7.32min,48831.75,118897.45,239925.19,223218.1,73192.99,168003.69
401/718.1444mz/7.32min,111886.53,98883.086,51014.39,78231.7,98101.01,47654.027
402/716.5238mz/7.32min,0.0,0.0,1367164.8,3172896.5,99499.21,10263591.0
403/401.0862mz/7.33min,104558.57,260244.34,15270.518,216265.86,113923.484,210734.67
404/447.0918mz/7.33min,774130.8,1824385.2,166565.94,1637113.1,866190.0,1526018.8
406/1021.2165mz/7.33min,176408.14,442072.97,983171.94,869263.94,170050.81,654750.94
407/1038.2066mz/7.34min,543008.25,598302.0,237487.61,473925.88,510530.66,345131.6
408/782.157mz/7.36min,226794.06,239391.53,145436.16,175253.1,206532.12,118553.484
409/765.1668mz/7.37min,64474.285,307430.72,486144.97,405343.2,187027.38,355500.78
411/846.1694mz/7.4min,255463.03,271714.7,259695.1,229499.0,245413.61,161818.28
412/829.1793mz/7.41min,260535.6,404351.8,626604.94,595093.4,310120.4,441147.66
413/910.182mz/7.43min,224523.94,200629.47,261815.9,194718.66,153919.67,101840.16
414/893.1917mz/7.43min,432675.56,557522.1,662909.8,643759.44,409728.8,475804.78
415/974.1941mz/7.44min,179840.84,144822.64,222262.38,174271.88,102509.44,96090.28
416/353.1423mz/7.44min,576094.6,296982.38,187134.27,127874.734,318528.6,149827.53
417/134.8947mz/7.44min,902922.1,1122907.0,651587.7,553037.0,759994.0,727556.6
418/957.204mz/7.47min,445433.6,550130.6,680608.25,676221.4,429715.9,489420.53
419/1021.2165mz/7.47min,316624.38,478672.38,562603.7,505749.38,344920.62,395039.9
420/1038.2065mz/7.49min,162543.33,152872.3,174765.0,172839.66,130571.21,111188.53
422/802.5606mz/7.51min,0.0,0.0,3379983.0,4676544.0,259864.34,11008918.0
423/134.8947mz/7.54min,233570.0,785435.4,428367.53,487457.03,1136533.4,557198.06
424/599.3205mz/7.59min,2331344.0,0.0,0.0,0.0,0.0,0.0
425/760.5135mz/7.53min,0.0,7524608.5,440994.97,0.0,356255.56,808710.1
426/893.1916mz/7.62min,0.0,20197.701,64738.305,50706.258,0.0,47591.906
428/1021.2164mz/7.63min,0.0,53874.664,92325.38,88384.664,7440.3477,69126.22
429/833.5191mz/7.61min,0.0,192087.45,0.0,0.0,4974775.5,0.0
431/758.4979mz/7.66min,0.0,0.0,3241736.2,0.0,127192.2,0.0
432/720.4824mz/7.71min,336423.97,809891.56,519452.16,360142.88,1440436.8,604474.94
433/100.9337mz/7.84min,1271478.2,1150849.9,453735.34,331393.66,1096808.2,623309.56
435/161.9136mz/7.84min,1657096.5,325903.66,226290.42,261876.5,557347.7,277083.9
436/186.9706mz/7.84min,158214.22,207601.62,173259.78,183152.02,91238.16,179264.81
437/355.1579mz/7.84min,579718.25,84741.88,105062.82,106186.82,275472.25,87393.64
438/134.8947mz/7.84min,5039524.5,1353587.1,1363928.6,1283455.0,1934315.8,1190242.9
439/116.9286mz/7.84min,10945287.0,6527461.0,5038330.0,5249412.5,7468764.0,5680407.5
440/115.9208mz/7.84min,2061448.5,1938771.2,2443409.5,2252986.2,5826866.5,1963210.8
441/144.9235mz/7.85min,2226930.2,1481279.8,1402086.4,1274129.4,1739628.5,1081631.2
443/620.1041mz/7.88min,278629.4,213125.02,66658.55,203057.28,251836.11,155729.03
444/513.0637mz/7.88min,233326.53,390487.47,174052.64,389931.06,278531.34,294485.9
445/557.1084mz/7.88min,370389.78,611533.9,282995.03,658428.06,463843.12,497044.25
446/485.0688mz/7.88min,776480.56,1228509.4,555348.1,1288355.5,946332.2,978865.06
447/603.1141mz/7.88min,315187.5,522505.2,216238.0,520857.22,372773.9,387357.66
449/100.9337mz/7.94min,381411.9,1072795.1,652849.2,796000.94,2783069.5,572426.0
451/161.9136mz/7.93min,474334.8,224005.78,208435.12,303825.75,535424.44,306757.2
452/186.9706mz/7.94min,149128.28,245474.12,176463.62,236198.47,193272.23,191847.31
453/381.1736mz/7.94min,493932.72,58877.254,60497.83,76892.61,147715.92,55717.45
454/115.9208mz/7.94min,2352779.5,1588231.2,2104493.5,1567741.5,1552532.8,1715432.5
455/134.8947mz/7.94min,1670277.4,632510.6,1082014.0,1019702.7,1248183.1,835866.44
456/144.9235mz/7.96min,2729978.5,1176081.8,1021217.5,2858684.2,5471284.0,3287675.5
457/805.4884mz/8.04min,0.0,0.0,700105.25,1573007.1,0.0,69775.47
458/732.4824mz/8.05min,0.0,0.0,875658.56,2621980.0,0.0,413795.84
459/100.9337mz/8.07min,1167684.6,477862.25,485824.72,672985.2,1395100.6,616011.94
461/804.5759mz/8.09min,0.0,3107257.5,712997.44,0.0,3141157.8,1009740.9
462/100.9337mz/8.13min,3975952.5,668905.4,479332.1,672985.2,755849.25,493750.62
463/144.9235mz/8.13min,9539415.0,1734851.9,1555028.6,1639078.8,1919215.6,1772936.1
464/833.5191mz/8.09min,0.0,0.0,208797.98,0.0,373437.75,0.0
465/115.9208mz/8.14min,15589761.0,2897094.8,2434756.0,1936593.2,1616000.6,1532483.8
466/660.4612mz/8.14min,945541.7,538791.6,506867.7,571738.75,823283.5,575404.75
467/100.9337mz/8.24min,1087178.4,1006923.8,450149.7,178063.17,652999.8,1289707.1
468/754.464mz/8.24min,198487.38,77365.33,34776.16,87019.19,158022.34,65526.055
469/100.9337mz/8.27min,1417400.0,2047086.9,666276.5,559365.5,1293235.4,2190280.5
470/686.4768mz/8.27min,6603793.0,6302232.0,5540009.0,5409409.5,6470340.0,5952833.5
472/134.8947mz/8.28min,3362314.5,1365443.9,991368.3,350950.53,1264684.1,1693521.4
473/144.9235mz/8.27min,2788523.2,2883870.5,2872249.8,1449433.1,1941417.4,1856170.8
474/161.9136mz/8.29min,1077415.6,196865.73,144753.62,51041.34,168443.94,257839.84
475/115.9208mz/8.28min,1783379.1,10993412.0,2740897.8,1778126.5,1957759.8,2020106.1
