"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_pos_20190515_Run43.mzML","POS_D5.227.C2.a_Run247.mzML","POS_D5.227.C2.b_Run250.mzML","POS_D5.227.C2.c_Run253.mzML","shared_name"
"33/217.1048mz/2.25min",2.00089334678482,2.08518559114556,1.98203456609406,1.98429788461023,2.10939950718211,2.02411152714934,"33"
"37/89.0598mz/2.74min",2.14871701800737,1.69241935141054,1.59854167491726,1.67793007994896,1.96281379949392,2.06813747242352,"37"
"40/257.0996mz/2.8min",1.86293752954624,1.7775348697435,2.1174128151932,1.94376611384578,1.94139553008966,2.05310820036713,"40"
"42/138.0551mz/2.83min",1.92278381457837,1.88070894109041,1.8431178762489,2.0581557426974,2.20661330901016,2.25833115979349,"42"
"43/120.0445mz/2.83min",2.46831989907705,2.43489583322193,2.38741980274242,2.59330015435713,2.74954171166346,2.79277965992592,"43"
"44/171.0993mz/2.87min",1.75775360112499,1.73418549116765,1.46688406827882,2.44230202685836,2.44560547398206,2.45955383086092,"44"
"49/194.1154mz/3.19min",2.80414775862679,2.7850039315612,2.79990738795518,2.87417439721883,2.89555317535381,2.85420943417413,"49"
"50/212.1259mz/3.19min",1.79689737791491,1.76176312519245,1.78150393009322,1.89481799235199,1.90187327949575,1.8871107022933,"50"
"51/172.1334mz/3.19min",2.08107660558886,2.03650290211591,2.04570583169194,2.08766951233217,2.0962280508586,2.08078571480168,"51"
"53/239.0891mz/3.35min",1.82697558736756,1.8292654265017,1.93534089172599,2.12138489438326,2.77114750763857,2.45360874426305,"53"
"63/302.1304mz/3.8min",2.03996625026619,1.83889299977064,2.15168238657969,1.90821477884707,1.83891995066544,1.96909260242407,"63"
"64/324.1123mz/3.8min",2.40705666219535,2.26612431325707,2.52143289508091,2.41851493121761,2.34736479725587,2.49402547078333,"64"
"68/451.2172mz/3.85min",1.80521293631891,1.71505239602318,2.03109134354433,1.79149834870237,1.80164159336127,1.91868451041525,"68"
"69/473.1993mz/3.85min",2.3793560086696,2.28537307646876,2.57803370946444,2.34075466780417,2.35825461377449,2.46207982384646,"69"
"70/245.0859mz/3.85min",1.77610868676494,1.70419860547468,1.99471575929868,1.80587332429137,1.81921632311121,1.91198568601846,"70"
"71/300.1147mz/3.9min",2.04198850126728,1.90149747303882,2.178281351793,1.93272454156942,1.88388351248323,1.98941239872264,"71"
