"","FC","log2(FC)","raw.pval","-log10(p)"
"325/181.0145mz/7.63min",3.5952,1.8461,8.3444e-08,7.0786
"231/228.2323mz/6.65min",2.4466,1.2908,4.1067e-07,6.3865
"512/136.0217mz/8.43min",0.15352,-2.7035,4.5696e-07,6.3401
"121/256.2999mz/5.42min",0.37055,-1.4322,3.2209e-06,5.492
"622/172.9564mz/10.32min",0.34975,-1.5156,4.1999e-06,5.3768
"531/377.3202mz/8.96min",0.45892,-1.1237,6.8797e-06,5.1624
"576/663.4539mz/10.09min",0.47231,-1.0822,1.3879e-05,4.8576
"587/80.9479mz/10.18min",0.40496,-1.3042,8.3551e-05,4.078
"580/882.7574mz/10.15min",1162.8,10.183,0.00015658,3.8053
"207/318.2402mz/6.23min",2.1947,1.1341,0.00021657,3.6644
"547/352.3393mz/9.05min",0.42025,-1.2507,0.00024809,3.6054
"439/172.9565mz/7.88min",0.42623,-1.2303,0.00051699,3.2865
"537/851.71mz/8.96min",0.31084,-1.6857,0.00073495,3.1337
"44/171.0993mz/2.87min",5.9955,2.5839,0.0010401,2.9829
"532/378.3235mz/8.96min",0.43592,-1.1979,0.0012352,2.9082
"668/215.9838mz/10.38min",0.45111,-1.1485,0.0016365,2.7861
"578/881.7517mz/10.15min",36.018,5.1706,0.0030358,2.5177
"614/213.9828mz/10.32min",0.46551,-1.1031,0.0034172,2.4663
"666/174.9568mz/10.38min",0.49342,-1.0191,0.0040973,2.3875
"555/613.4227mz/9.62min",0.49272,-1.0211,0.0042128,2.3754
"515/352.3393mz/8.54min",0.48832,-1.0341,0.0042781,2.3687
"571/771.6471mz/9.98min",0.20467,-2.2886,0.0045242,2.3445
"619/174.9534mz/10.32min",0.47563,-1.0721,0.0069861,2.1558
"88/450.2336mz/4.54min",0.42387,-1.2383,0.0073794,2.132
"540/855.7351mz/8.97min",12.146,3.6025,0.012066,1.9184
"589/216.9228mz/10.2min",0.38534,-1.3758,0.014007,1.8537
"559/383.1827mz/9.64min",2.0059,1.0043,0.014542,1.8374
"453/851.7097mz/7.89min",2.1974,1.1358,0.0241,1.618
"554/587.4645mz/9.61min",0.48413,-1.0465,0.032583,1.487
"53/239.0891mz/3.35min",4.56,2.189,0.03756,1.4253
"581/797.6628mz/10.18min",3.0429,1.6055,0.0401,1.3969
