Filename	Class
GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML	CTRL
GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML	CTRL
GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML	CTRL
GF_CC_MC_RCG_1_pos_20210511_Run75.mzML	EXP
GF_CC_MC_RCG_2_pos_20210511_Run111.mzML	EXP
GF_CC_MC_RCG_3_pos_20210511_Run176.mzML	EXP
