row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p10_3_Run145.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-p10_1_Run104.mzML Peak area,2024_NEG_Y-p10_2_Run130.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
461,144.92346622489606,8.158077,,,,,,,,,,,1515230.1,9539415.0,1520064.8,1516145.8,1734851.9,1555028.6,
456,144.9234662955744,7.9557605,,,,53,,,,,,,1391997.4,2586009.5,1048896.0,827740.8,1176081.8,1021217.5,
473,144.923467629091,8.268651,,,,47,,,,,,,3616496.5,2788523.2,6246870.0,2939198.2,2883870.5,2872249.8,
482,144.92346887150993,8.414189,,,,,,,,,,,1690023.0,2331105.0,1971191.9,1836569.1,1792110.6,1171282.0,
124,145.05066279386912,0.9758317,,,,,,,,,,,462894.38,692384.0,771344.44,2307800.8,662588.44,2386216.0,
15,145.0618721788637,0.35718688,,,,,,,,,,,145183.05,75597.8,72513.77,276788.5,75041.3,54528.0,
19,146.04590605532698,0.35718688,,,,,,,,,,,725905.4,1593750.1,1443316.6,1992592.5,907113.5,1837515.4,
103,146.04591016312332,0.6516066,,,,,,,,,,,1568500.5,1536500.5,428872.38,261709.69,1461411.4,204566.47,
504,146.9659411976571,9.003444,,,,,,,,,,,975537.0,1252229.8,933888.5,887905.3,693242.25,529836.2,
497,146.96594639081644,8.764049,,,,,,,,,,,8218398.5,8647813.0,7677465.0,6956642.0,6455144.5,2955383.0,
128,147.06628332912234,1.2565717,,,,,,,,,,,471537.84,267949.94,236292.78,2532935.2,278492.88,150718.48,
6,154.06221298114042,0.33857134,,,,9,0,[2M+NH4]+,,2,11;6,68.01436,556477.5,589537.75,606079.1,882755.4,645132.25,417909.9,
134,156.0666256410649,2.0598469,,,,,,,,,,,287153.5,1941036.9,565749.3,250227.64,2403060.0,2666349.5,
168,157.050589371798,2.7986765,,,,,,,,,,,2482034.5,2776096.2,1562928.1,1206608.8,3133822.5,6316448.0,
3,158.9785037284879,0.3073492,,,,,,,,,,,509480.38,500331.0,470785.7,410570.75,550333.56,449127.34,
543,160.84197128961964,10.438645,,,,8,,,,,,,291835.66,282082.25,310703.94,236955.81,287790.3,161181.33,
114,161.0455320619832,0.78886026,,,,,,,,,,,7362258.5,1.2606812E7,8346322.0,6998635.0,1.2241577E7,1.368014E7,
475,161.9135610449563,8.282667,,,,,,,,,,,288642.16,1077415.6,283984.8,251938.72,196865.73,144753.62,
442,161.91356291465993,7.8369503,,,,,,,,,,,163674.98,1657096.5,248342.28,195019.92,325903.66,226290.42,
454,161.91356470908997,7.9435296,,,,,,,,,,,202605.44,474334.8,220030.42,148805.86,224005.78,208435.12,
480,161.91356547261083,8.405842,,,,,,,,,,,361425.22,691550.6,407345.34,454355.16,425187.38,125479.01,
544,162.83904481903397,10.438616,,,,,,,,,,,294189.1,279924.75,304613.5,230746.56,285779.9,159814.95,
191,164.03530859460787,3.1408231,,,,,,,,,,,1311755.0,1542885.9,1242292.2,701353.3,1743191.1,3461248.5,
7,164.9569939187995,0.33857727,,,,9,,,,,,,428087.03,404923.9,494704.06,520343.5,446508.2,394718.9,
186,165.05566854164252,3.126996,,,,5,,,,,,,1415576.8,1644299.8,1787820.9,2371256.5,1732001.9,2991095.5,
185,172.09790111374937,3.0765312,,,,,,,,,,,262601.3,298350.94,303441.56,277263.38,311800.25,640666.4,
90,173.00914755537562,0.55312973,,,,6,,,,,,,2.2472624E7,2.2642302E7,1.7911246E7,1.1212173E7,2.0864826E7,1.7171786E7,
45,173.0091573947856,0.3870627,,,,7,,,,,,,9060468.0,1.1160759E7,9227881.0,7429938.0,9564114.0,7624439.0,
91,174.01257866262992,0.55094033,,,,,,,,,,,73417.734,1374326.1,269577.44,94534.3,927171.56,517204.7,
27,174.01260080440488,0.38798568,,,,,,,,,,,612958.94,740453.8,209315.62,210713.19,740095.25,439148.3,
24,174.07710466283208,0.36362743,,,,,,,,,,,141821.06,556585.75,962555.75,78523.766,1834087.6,2126705.2,
132,175.06113729776337,2.034385,,,,,,,,,,,0,33782.637,11619.33,0,47234.715,59266.492,
148,175.0611493769998,2.4323356,,,,30,,,,,,,131625.56,150813.27,148289.78,193051.94,202875.27,370098.16,
154,175.06117481525382,2.519663,,,,,,,,,,,3246028.5,3410724.2,2563229.8,2934443.2,4025306.2,7878366.5,
155,176.0644819374762,2.5171907,,,,,,,,,,,227728.17,236457.88,181180.72,196377.5,277225.12,564928.94,
171,178.05087896465693,2.8674035,,,,44,,,,,,,84445.71,70176.69,43216.176,0,78352.37,93282.74,
159,178.05089503385065,2.7149677,,,,58,,,,,,,723803.94,1336737.8,773825.9,9280.092,1310032.2,1272146.6,
198,178.05091417632056,3.3588884,,,,,,,,,,,162690.0,239134.67,217187.05,67039.21,320237.62,426447.7,
173,180.0576585448412,2.8679168,,,,,,,,,,,144517.77,194758.06,152792.83,32202.541,212220.14,311428.88,
12,181.07174039889742,0.35623083,,,,,,,,,,,161923.89,207195.9,304794.06,86969.445,250015.17,155698.31,
493,186.90574654578438,8.737086,,,,36,,,,,,,3195644.2,4199124.0,2901965.2,2509057.8,2605403.0,570348.25,
503,186.97060248305402,8.9521,,,,,,,,,,,85411.6,469572.8,132395.23,87212.8,94405.53,9125.249,
451,186.97060855025052,7.9373384,,,,,,,,,,,225643.45,149128.28,189178.66,156971.2,245474.12,176463.62,
440,186.97060995810114,7.836862,,,,,,,,,,,173506.1,158214.22,227232.77,133303.62,207601.62,173259.78,
472,186.97061930968937,8.283706,,,,,,,,,,,464209.2,584930.5,543612.3,449318.62,389556.44,366614.4,
477,186.97061937221784,8.405842,,,,,,,,,,,531026.75,1899462.2,1141025.4,616872.4,553320.6,471908.03,
13,187.09187894252898,0.351565,,,,31,,,,,,,787026.0,683029.1,798683.94,855631.4,757510.7,485941.12,
260,187.86096461441738,5.513272,,,,,,,,,,,0,258517.75,224907.47,240736.22,12625.705,0,
549,187.8609772302939,10.479617,,,,,,,,,,,937593.25,454903.53,473270.5,322387.0,941019.0,289349.16,
106,188.05654285457305,0.64844894,,,,,,,,,,,365000.88,630920.44,552008.0,1513600.1,711368.44,387029.88,
60,188.05659800469263,0.41868484,,,,,,,,,,,99879.92,174027.4,184627.75,420978.12,185161.44,198262.47,
130,188.0928364028524,1.4745265,,,,,,,,,,,663407.25,2753425.2,2381196.5,1855941.6,3052674.2,4167605.8,
495,188.90393794955176,8.738348,,,,,,,,,,,1377680.5,1836061.1,813645.4,678162.3,672659.0,340589.66,
187,189.07682721389222,3.1279478,,,,5,,,,,,,397378.28,532595.44,236018.48,106298.586,571095.8,1085541.8,
147,190.05466721395803,2.4148111,,,,,,,,,,,260568.53,214606.98,402188.62,228417.86,147239.72,1032941.6,
85,191.00839068023478,0.5349888,,,,6,3,[M-H2O+2H]+2,,2,76;85,398.01316,2341634.0,1301568.2,2338752.8,1831764.9,1394385.9,1793126.4,
73,191.01073289876467,0.5206955,,,,6,,,,,,,1086560.9,1377021.0,1303252.6,1380371.6,921158.3,1308342.9,
75,191.01980204973006,0.5252015,,,,6,,,,,,,3.677489E8,1.8382523E8,3.8745E8,2.4510139E8,2.0073515E8,5.27917E8,
41,191.01980786115095,0.38616493,,,,7,,,,,,,1.3473984E8,1.4455867E8,1.4003267E8,1.5885718E8,1.3601358E8,1.7934059E8,
82,191.02883164377317,0.53022057,,,,6,,,,,,,1065322.5,1126590.9,1720233.0,952014.7,1096207.4,1454209.9,
40,191.0311980446571,0.3861635,,,,7,1,[2M+Na]+,,2,40;30,84.02157,947728.56,1033296.7,928934.8,1184546.4,973798.8,1129069.6,
546,195.81090147585442,10.43855,,,,8,,,,,,,467267.6,374551.5,380952.7,313453.1,424620.7,352871.8,
545,197.80794204909216,10.43855,,,,8,,,,,,,657884.9,503374.1,500427.84,560487.9,589876.94,304198.44,
273,214.87991641397105,5.8423595,,,,,,,,,,,0,12858.122,10257.707,0,0,848842.7,
250,214.87994469108025,4.9071035,,,,,,,,,,,293878.3,0,0,0,0,5011.2827,
258,214.8799611112458,5.4853816,,,,2,,,,,,,0,1034369.3,906536.7,855700.25,153247.12,5249.3657,
553,214.87999520162919,10.5184965,,,,25,,,,,,,2624901.2,2486789.5,2784071.5,2780630.0,2710750.2,3068332.2,
17,215.0327635103997,0.35528126,,,,31,,,,,,,284626.0,390507.22,333057.88,90649.7,380808.28,327890.84,
140,218.10333548116202,2.180113,,,,,,,,,,,288988.47,110960.44,450248.66,644040.44,124719.82,185921.55,
494,221.87460052594747,8.740272,,,,36,,,,,,,3278501.8,4116407.2,2620579.2,2104157.5,2206743.2,316365.06,
16,223.0685449436791,0.35810974,,,,,,,,,,,251508.52,237022.23,270431.25,297181.0,230448.44,268556.38,
146,223.07241206493183,2.3684058,,,,,,,,,,,155477.22,315993.7,138768.97,0,362429.84,352128.34,
492,223.872321125657,8.732475,,,,36,,,,,,,2400741.2,2969693.2,1898105.4,1494014.4,1565024.5,222510.9,
164,224.092774959877,2.769314,,,,16,,,,,,,175488.89,126442.28,216011.84,272545.12,176541.03,496896.03,
193,224.09280547763925,3.2407348,,,,35,,,,,,,504736.72,445819.62,585384.7,698720.0,411615.53,1179200.9,
238,227.96659147047285,4.740274,,,,4,,,,,,,6227475.5,6044906.0,6530966.0,6221298.0,6444993.5,6507448.5,
241,228.96988205567473,4.740274,,,,4,,,,,,,507370.78,490618.6,507956.62,501137.47,506263.34,503694.16,
184,229.15572535205294,3.0725505,,,,,,,,,,,363381.1,335455.78,415219.2,474245.6,339752.78,821279.56,
143,229.1557327774936,2.3054295,,,,,,,,,,,125785.57,0,0,1205156.8,0,0,
153,229.15574334092867,2.5187058,,,,,,,,,,,0,0,0,92163.94,0,0,
239,229.96447325080211,4.740274,,,,4,,,,,,,6156292.5,5962377.5,6414641.5,6100762.5,6257572.0,6281956.0,
240,230.96777895756668,4.7413235,,,,4,,,,,,,501827.03,453998.22,507166.9,481247.88,476826.62,507543.5,
152,237.08807467167756,2.5151594,,,,,,,,,,,710735.44,961308.0,609584.6,31424.39,972926.0,1005261.06,
197,238.07206545414599,3.3390722,,,,,,,,,,,160389.67,182107.0,123061.586,5009.09,196388.78,393158.6,
251,241.89890088212522,4.951903,,,,,,,,,,,461890.78,59726.113,150606.97,77342.5,82980.7,61961.027,
274,241.89890383533734,5.872749,,,,,,,,,,,48565.074,207070.92,164720.34,42991.457,26724.01,991451.3,
255,241.8989187071993,5.425535,,,,,,,,,,,83803.0,202874.22,130412.45,611985.5,1288056.5,15654.265,
259,241.8989204759711,5.491245,,,,2,,,,,,,17529.068,1765625.1,1451744.5,926238.3,719349.6,25456.807,
552,241.89896597411303,10.51787,,,,25,,,,,,,4102077.5,4835767.5,4450664.5,3940005.0,4514197.0,4094301.8,
254,242.1761254727439,5.1304755,,,,,,,,,,,46951.4,72657.17,20075.363,6065.409,67048.016,180981.14,
223,242.1761689032783,4.4249635,,,,26,,,,,,,470149.38,483586.22,491241.16,458520.2,444830.47,497085.88,
550,243.8993029992595,10.493144,,,,57,,,,,,,7120966.5,7453913.0,7284292.5,7014591.0,8137977.0,7319117.0,
491,243.89930891057705,8.704297,,,,36,,,,,,,3212506.2,9907516.0,2357598.0,1525361.1,1905565.6,106486.266,
563,245.8947250597984,11.277991,,,,,,,,,,,39722.074,10950.416,6096.0605,154145.52,80630.375,159997.28,
490,245.89477798712747,8.694422,,,,36,,,,,,,1207383.1,3817627.5,886942.6,549786.7,718980.5,0,
551,245.89479394773232,10.493144,,,,57,,,,,,,2677935.2,2530920.2,2824030.2,2681892.5,3125082.0,2783030.5,
496,248.89356799807797,8.732144,,,,36,,,,,,,3913374.2,7127003.0,3057705.0,2005781.2,2598794.0,29714.27,
204,249.0226979244396,3.4797904,,,,,,,,,,,5746292.0,6407318.5,6275355.5,6511112.5,6707730.0,6543680.0,
498,250.89167902253692,8.734866,,,,,,,,,,,1720702.1,3164954.8,798098.8,487872.97,626202.94,17483.238,
10,254.92635054852556,0.34315148,,,,9,,,,,,,278609.56,266673.25,317545.56,330100.5,290558.12,236624.12,
547,255.8221543846065,10.440475,,,,,,,,,,,281738.75,326901.88,228238.77,120071.836,294749.56,24761.066,
201,258.0771480858166,3.3981688,,,,,,,,,,,182929.12,162731.03,216630.16,250892.92,163000.75,414691.03,
180,258.0771536851419,2.9801743,,,,,,,,,,,32092.615,28898.996,47960.254,60936.633,38957.68,114398.67,
169,265.01761781370584,2.8258946,,,,,,,,,,,1657486.9,1650498.6,1692830.5,1725437.9,1697598.5,1611131.0,
192,265.017624245725,3.1706722,,,,,,,,,,,3178656.2,3220640.2,3132528.2,2879692.2,2998618.2,2735092.0,
278,265.14789774743576,5.9066305,,,,,,,,,,,369262.88,327532.84,343322.78,633752.8,198893.11,0,
271,265.1479014854903,5.870616,,,,,,,,,,,379377.66,0,338303.3,753190.06,198893.11,322987.28,
295,265.1809298371332,6.299647,,,,14,,,,,,,511009.53,779828.25,430081.16,110383.79,804351.8,995149.8,
244,266.98883993995514,4.7554584,,,,23,,,,,,,1488660.9,1341550.4,1558331.0,1426116.8,1477297.2,1509454.0,
243,268.9857314466778,4.7554584,,,,23,,,,,,,478877.84,410500.8,499797.2,477244.66,464914.88,482757.22,
118,271.06166796043675,0.8788855,,,,,,,,,,,1731491.9,1731091.4,1551738.4,1442034.4,1575236.0,1101571.5,
289,271.2278550772814,6.2645106,,,,,,,,,,,135866.25,145200.8,225891.02,313910.0,139739.34,264470.62,
389,271.2278776389273,7.2244487,,,,,,,,,,,42089.168,49573.793,39724.58,426567.16,55614.246,59730.758,
218,271.99832676809234,4.1182175,,,,,,,,,,,147193.95,165465.16,150819.84,159204.98,147111.36,158568.39,
162,272.0775938442144,2.7396631,,,,,,,,,,,149074.36,135736.58,172498.2,203774.94,148433.56,356803.3,
145,272.07761245053024,2.3216884,,,,,,,,,,,116251.234,101462.875,136815.14,183868.1,107388.11,341064.5,
205,279.99583961788204,3.5154555,,,,24,,,,,,,1.9953754E7,1.918585E7,2.0258908E7,1.8590196E7,1.832988E7,1.8195384E7,
165,286.0932285673769,2.769314,,,,16,,,,,,,256952.62,244878.42,354152.1,408901.28,277315.25,710545.56,
194,286.0932573884038,3.2407348,,,,35,,,,,,,754643.25,676439.1,885327.1,1039946.1,699600.5,1756810.0,
139,288.07253083918437,2.1635706,,,,,,,,,,,484943.16,422992.06,584753.7,789507.3,359066.75,1185276.6,
144,290.08820292555265,2.3274798,,,,,,,,,,,2896271.2,2449404.8,3247564.5,3911776.2,2665860.8,6628149.5,
203,292.046287069042,3.432167,,,,,,,,,,,43383.414,45453.562,53113.11,0,48407.527,124667.19,
156,292.0463054823523,2.5381408,,,,,,,,,,,65923.984,81182.52,88640.29,0,86465.484,194920.5,
182,292.0463318234477,2.9997606,,,,,,,,,,,194181.4,191136.42,221025.52,48621.656,216288.08,504699.72,
352,293.2122853503887,6.9184775,,,,19,,,,,,,771879.3,797518.7,639665.2,217920.77,900611.94,942030.5,
120,298.06976933553005,0.87069273,,,,,,,,,,,339519.47,349965.1,380171.9,265770.88,946913.44,606448.3,
172,298.09325225386726,2.867518,,,,44,,,,,,,115821.18,104070.305,78065.09,0,134513.0,156303.84,
160,298.0932770599379,2.7149677,,,,58,,,,,,,1160115.4,2152100.8,1272178.0,39558.23,2145004.0,2047585.8,
361,299.2592191422271,7.0162687,,,,18,,,,,,,36488.23,54202.168,38962.01,0,64904.77,61993.23,
328,299.25922019243194,6.67247,,,,32,,,,,,,265013.38,217165.16,329988.38,57774.562,251367.44,298922.03,
348,299.2592202443267,6.896257,,,,49,,,,,,,434349.03,429637.3,799487.7,477717.38,421693.53,517147.3,
337,299.25923279477274,6.8101697,,,,43,,,,,,,1000661.56,863758.6,1197953.5,514353.22,869422.56,748208.0,
163,304.1038374242944,2.7644832,,,,,,,,,,,4344250.0,4091128.2,5138907.0,6075137.0,4297834.0,1.056827E7,
89,306.07659817297116,0.55456096,,,,,,,,,,,1606108.4,1070204.0,611428.25,1254165.8,782729.3,588393.6,
52,306.07661211058195,0.3959303,,,,7,,,,,,,538237.1,602862.4,623201.8,784983.56,630029.06,360895.47,
217,309.10142417850346,3.994707,,,,,,,,,,,405122.53,401630.47,417834.7,412855.88,425955.4,425567.22,
183,310.05689444229535,3.0012922,,,,,,,,,,,1722318.9,1837153.6,2097307.5,531490.6,1906308.9,4493857.5,
77,310.9688912994381,0.5261209,,,,,,,,,,,3289794.8,1823882.5,2709561.8,2728876.8,1659487.0,3495286.8,
63,310.97878048596164,0.42554906,,,,45,,,,,,,1208092.2,947503.44,1322985.1,1867511.9,1040999.94,946370.94,
100,310.97889295906924,0.6326399,,,,29,,,,,,,1070101.1,536245.5,1323298.8,1787653.8,1052574.5,811640.56,
507,311.1686746847393,9.022953,,,,3,,,,,,,480898.53,458654.62,427779.94,413428.2,474588.28,151949.39,
523,311.16869946252785,10.233082,,,,,,,,,,,168110.48,76688.695,169151.22,160872.83,157923.16,190894.34,
321,311.1687010546839,6.5293384,,,,,,,,,,,68816.086,1006255.06,115842.83,164354.94,41230.363,62962.875,
308,311.1687105130364,6.418591,,,,,,,,,,,773744.56,1013555.2,766818.1,729162.0,830203.5,668478.56,
291,311.1687128441988,6.3244967,,,,,,,,,,,916318.3,175582.45,980092.6,983211.5,860628.3,1187996.6,
178,320.0776377191798,2.979214,,,,39,,,,,,,148801.9,123456.59,164738.84,212037.8,128056.48,385347.88,
202,320.077665652784,3.4009771,,,,52,,,,,,,593697.06,518614.5,676668.94,806539.0,525066.94,1321670.0,
142,322.060284573198,2.2911034,,,,,,,,,,,489319.2,700599.56,1302629.8,64588.395,390128.78,1830993.4,
505,325.18434768755833,9.021325,,,,,,,,,,,145092.48,407907.78,118337.04,86119.93,153982.66,66758.04,
521,325.18435759204,10.227281,,,,,,,,,,,140126.5,95049.414,134552.52,123785.98,90886.95,127244.08,
326,325.1843661074903,6.7179856,,,,,,,,,,,72810.4,61632.332,312493.38,416448.16,120502.33,905262.25,
355,325.18436785818795,6.9287257,,,,,,,,,,,460440.9,1086621.4,390817.72,335323.03,488986.3,27555.057,
341,325.1843748680113,6.80801,,,,,,,,,,,719764.5,167602.98,380086.5,336745.06,479567.56,557967.44,
381,325.1843906839948,7.1022444,,,,,,,,,,,27200.39,668422.5,34244.883,10902.73,37521.62,0,
557,328.97959244319173,10.549931,,,,56,,,,,,,280430.2,277631.22,258888.11,216379.56,225123.66,212243.66,
136,328.9795993461403,2.114765,,,,17,,,,,,,1306137.5,1287814.6,1500483.8,1219356.5,1309428.2,1167734.8,
179,338.08830740142076,2.979214,,,,39,,,,,,,1425599.4,1273225.5,1710299.6,2035856.5,1359826.1,3427858.2,
231,341.04861857140133,4.5552874,,,,37,,,,,,,705397.6,713415.0,740461.9,753151.25,724789.75,691402.25,
