"","filter","GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML","GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML","GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML","GF_S4_MC_RCG_1_pos_20210511_Run70.mzML","GF_S4_MC_RCG_2_pos_20210511_Run90.mzML","GF_S4_MC_RCG_3_pos_20210511_Run170.mzML"
"8112/265.2523mz/6.42min",427728.51,31554.709,28668.322,40077.32,815379.7,1011948.8,1124738.4
"8113/163.0753mz/6.4min",530065.665,386136.03,346628.6,219763.36,673995.3,947105.2,691571.94
"8114/365.1356mz/6.4min",484240.595,257594.53,431550.75,208751.25,536930.44,829576.7,821124.5
"8115/496.3393mz/6.4min",340930,67344.516,81358.9,41512.73,656311.94,658141.44,600501.1
"8120/361.2346mz/6.41min",159217.62,32245.488,158307.14,265312.88,29940.67,160128.1,375569.44
"8122/375.3659mz/6.46min",474041.67,1365231.5,586288.5,521138.78,364856.06,426944.56,146684.6
"8123/317.2084mz/6.42min",185095.015,52107.7,136386.19,115580.14,251737.38,233803.84,276387.12
"8124/369.3108mz/6.43min",473857.18,1116596.8,816335.7,1315585.9,122591.586,131378.66,90429.19
"8125/391.293mz/6.43min",303523.234,549390.8,694828.94,996754,55586.484,57655.668,36464.016
"8126/295.2266mz/6.4min",415138.615,423364.7,292729.66,375938.2,406912.53,491768.12,469120.25
"8128/454.2922mz/6.46min",433296.96875,876925.06,852833.25,1200290,2051.3506,13760.6875,10256.753
"8129/405.2608mz/6.44min",235456.165,24891.58,239906.89,454242.8,14072.15,231005.44,631759.25
"8131/366.1696mz/6.44min",228539.445,122214.914,152355.77,39330.703,381830.5,304723.12,372199.2
"8133/255.2316mz/6.44min",106955.25,147608.19,127132.16,179827.61,86778.34,82906.805,80032.27
"8135/343.2949mz/6.44min",216937.0135,418155.2,381469.75,699235.8,46297.438,52404.277,22707.666
"8136/282.2787mz/6.45min",702737.4365,1517232.4,1398728.8,1777847.4,1349.2146,6746.073,1349.2146
"8138/444.3317mz/6.45min",222585.615,25007.16,179616.83,350271.4,3332.445,265554.4,524480.5
"8139/449.2868mz/6.45min",267546.33,52888.788,270648.72,503486.72,52888.788,264443.94,788591.1
"8141/410.7613mz/6.44min",1315081.05,52644.54,1522054,1108108.1,1759959.8,1940021.4,57858.227
"8142/314.3413mz/6.48min",1038571.05,1513366.4,1275591,801551.1,217685.1,1302555.5,376646.88
"8143/386.3624mz/6.51min",1531215.4,10210731,5840520.5,2905304.8,157126,76882.914,19596.834
"8144/488.3577mz/6.46min",286147.955,45732.976,228664.88,445732.44,45732.976,343631.03,741585
"8145/493.313mz/6.46min",238990.725,42638.31,264789.9,518589,42638.31,213191.55,855843.1
"8147/537.3393mz/6.47min",203656.44,36593.988,224342.94,443620.3,36593.988,182969.94,752667.1
"8148/335.125mz/6.47min",633282.6,408421.97,767048.94,443705.25,741926.9,772958.9,524638.3
"8149/149.0233mz/6.47min",618037.9,606328.2,629747.6,383097.5,946430.9,927997.2,561262.75
"8150/313.143mz/6.47min",589811.905,580288.56,599335.25,371825.47,886739.56,825182.5,534989.56
"8151/532.384mz/6.47min",391689.41,64572.788,322863.94,606503.44,64572.788,460514.88,1056155.4
"8152/91.0542mz/6.47min",433467.435,379797.25,425385.75,411567.62,441549.12,491650.47,555289.06
"8154/300.2893mz/6.47min",214095.504,356825.84,379401.66,577548.1,71365.168,71365.168,71365.168
"8155/576.4101mz/6.47min",420853.25,69471.4,347357,641425.1,69471.4,494349.5,1137133.8
"8156/265.2523mz/6.46min",570395.11,31554.709,28668.322,40077.32,1100712.9,1236185,1340671.8
"8157/581.3653mz/6.47min",175794.445,32436.024,189408.77,374629.72,32436.024,162180.12,686746.1
"8158/625.3915mz/6.48min",156280.115,28647.49,169322.78,325989.53,28647.49,143237.45,613772.5
"8159/664.4624mz/6.48min",274674.2,45423.712,227118.56,365758.34,45423.712,322229.84,596717.25
"8160/620.4362mz/6.48min",363204.03,62012.244,310061.22,557078.5,62012.244,416346.84,1014473.7
"8161/421.2321mz/6.48min",257879.015,249960.03,276463.2,251333.73,290533.94,264424.3,232914.1
"8163/372.3468mz/6.43min",86758.68,77181.01,3178712.5,3257873.5,1573.8886,7869.443,96336.35
"8165/399.2501mz/6.48min",489931.28,671119.06,398859.62,379120.25,759707.1,581002.94,352584.8
"8166/669.4178mz/6.48min",116568.81,20931.142,128481.91,260192.44,20931.142,104655.71,480677.97
"8167/708.4887mz/6.48min",174441.01,30776.884,153884.42,279938.66,30776.884,194997.6,564167.44
"8171/349.2346mz/6.49min",249629.102,472486.44,636779.4,787436,6983.9346,26771.764,8196.166
"8173/374.3624mz/6.51min",3391180,4488340.5,5352290,3745410.5,306177.2,3036949.5,1530886
"8175/285.2785mz/6.51min",69980.9278,1296.89912,1296.89912,6484.4956,133477.36,157862.27,211564.84
"8176/806.5635mz/6.5min",361819.425,497593.34,168545.25,517910,413643.1,74320.875,309995.75
"8178/398.1746mz/6.5min",284262.525,290481.8,199948.75,123294.97,278043.25,302344.03,389023
"8179/279.2315mz/6.52min",310728.32,364881.22,282329.7,343092.38,319549.84,248805.97,301906.8
"8180/297.2421mz/6.55min",235597.38,305198.22,253887.7,287259.62,216257.38,217307.06,96146.17
"8181/414.1695mz/6.5min",681286.85,689097,612746.5,363443.84,673476.7,710484,768104.56
"8184/780.5512mz/6.5min",284258.55,795929.25,294626.4,69017.766,93267.65,273890.7,929273.44
"8185/287.2366mz/6.5min",245076.905,233699.61,202009.98,230305.88,279338.84,286247.88,256454.2
"8187/272.2581mz/6.52min",452634.025,560361.75,561434.3,800790.44,298558.94,344906.3,340609.6
"8190/358.3674mz/6.48min",29107.11265,1535.36846,7676.8423,262075.02,1535.36846,50537.383,2677842.2
"8194/314.3413mz/6.53min",573268.775,203355.92,1692268.8,1659543.4,44703.36,429175.25,717362.3
"8195/279.1588mz/6.55min",793907.05,651715.1,337809.03,909897.7,1011718.25,677916.4,1091398.4
"8196/149.0233mz/6.56min",1899215.6,1568640.1,914106.06,2096563.4,2422776.8,1701867.8,2539752
"8198/301.1407mz/6.56min",730946.88,435727,352517.3,948763.8,830030.7,631863.06,1042528.1
"8201/283.2628mz/6.58min",434660.03,278818.03,371505.5,322392.75,497814.56,591018.4,632185.1
"8205/386.3624mz/6.58min",1541171.451,3034658.5,10222770,5537472.5,8440.072,42200.36,47684.402
"8209/228.2321mz/6.6min",1154189,1239591.9,1321699.5,2230256,846654.3,998565.8,1068786.1
"8210/297.242mz/6.6min",428778.655,610858.56,447830.06,589867.44,385685.03,409727.25,294252.12
"8211/313.2733mz/6.6min",130359.5115,37448.223,34062.703,22087.832,304297.12,223270.8,258371.25
"8215/344.279mz/6.62min",296880.345,380398.3,372898.38,836972.94,143026.42,220862.31,128010.29
"8216/385.2111mz/6.61min",32471.832,56629.68,54119.72,206830.56,10823.944,10823.944,10823.944
"8218/286.2737mz/6.62min",669055,175925.14,132202.7,190763.2,1147346.8,1243570.2,1159154.6
"8219/380.1852mz/6.63min",970883.845,974750.25,826954.2,597694.2,1383052.4,967017.44,1708699.1
"8220/364.1903mz/6.63min",267019.765,281590.5,167991.19,140043.25,381633.3,252449.03,624223.5
"8221/536.2863mz/6.64min",72361.5965,411180.4,83036.31,130705.45,61686.883,10371.401,42275.85
"8223/604.3489mz/6.64min",289905.25,1683693,308747.72,455988.47,271062.78,74969.914,190492.16
"8224/374.3624mz/6.62min",18117.736,18790.46,17432.842,6630042.5,3486.5684,17445.012,4046566
"8225/281.2472mz/6.7min",138594.32,123053.33,70042.67,154135.31,166238.62,116879.1,177255.47
"8232/386.3624mz/6.68min",109229.153,20277.996,2367925.2,9991485,4055.5992,4055.5992,198180.31
"8235/353.3046mz/6.7min",179627.43,172349.55,153644.48,191597.02,166548.67,217092.69,186905.31
"8237/341.2661mz/6.71min",202953.56,222958.5,155350.02,250049,137719.28,182948.62,267058.66
"8239/195.1226mz/6.72min",131396.175,185540.62,71512.19,122096.86,126966.71,135825.64,157618.52
"8240/380.3368mz/6.73min",233074.135,375879.75,26371.637,196318.48,260639.36,237545.39,228602.88
"8241/385.292mz/6.72min",298388.315,325766.16,217406.33,364524.28,246880.45,271010.47,435880.8
"8243/424.3628mz/6.73min",504769.52,724353.4,259413.53,393131.84,628541.2,509796.6,499742.44
"8244/429.3182mz/6.73min",553785.55,571420.3,467434.2,644917.2,516368.84,536150.8,765388.7
"8245/600.4676mz/6.74min",347138.33,462364.88,193246.33,329197.1,416952.47,269216.2,365079.56
"8246/468.3895mz/6.74min",674998.975,695118.4,154178.64,335762.44,828670.75,661507.25,688490.7
"8247/291.2315mz/6.74min",1469366.5,3038060.5,2490874,2992183.8,287199.22,447859,310103.4
"8249/344.2791mz/6.74min",257197.08,603252.5,362201.5,634018.94,113860.85,152192.66,117382.86
"8250/512.4153mz/6.74min",748753.3,942505.75,393674.6,599085.94,840482.2,717409.4,780097.2
"8251/556.4414mz/6.74min",570030.02,714575.7,318928.34,466399.34,636478.8,542699.6,597360.44
"8252/383.3264mz/6.71min",493956.295,1092840.6,840654.75,1325328.9,120547.37,147257.84,100609.23
"8253/405.3084mz/6.72min",228829.763,393608.78,537082.2,793823,47287.523,64050.746,7998.7246
"8254/473.3444mz/6.74min",320616.46,332758.8,260369.53,408214.62,308474.12,196595.62,552178.75
"8255/286.2737mz/6.74min",523637.14,201642.42,268125.38,370593.78,680954,1004092.06,676680.5
"8258/272.2581mz/6.78min",186487.095,215757.72,207775.03,288596.88,129708.31,150263.9,165199.16
"8261/280.0651mz/6.79min",533180.52,536364.1,567122.75,636239.44,444452.84,462697.38,529996.94
"8262/324.2892mz/6.8min",387455.29,196491.14,104075.914,154565.77,687789.44,657304.06,578419.44
"8267/163.0389mz/6.84min",114960.967,254264.9,210969.27,464894.22,2171.2996,18952.664,10856.498
"8270/149.0233mz/6.84min",90848.6975,174919.42,129737.54,293101.34,51959.855,37521.9,33060.562
"8272/385.2111mz/6.84min",23833.4628,39722.438,49756.023,192350.4,7944.4876,7944.4876,7944.4876
"8273/281.2471mz/6.85min",173862.19,486518.7,249968.4,588072.94,76406.64,85269.19,97755.98
"8274/242.2476mz/6.85min",513601.885,613182.3,685119.2,869715.25,329585.12,414021.47,404376.34
"8276/286.2737mz/6.85min",309509.435,631511.3,402973.12,547277.9,192467.16,216045.75,197754.28
"8277/339.3254mz/6.86min",494646.55,484124.9,435030.12,551977.7,505168.2,606082.94,450721.53
"8278/255.2316mz/6.86min",79670.29,116511.69,154940.58,168495.89,29838.506,42828.89,27757.383
"8279/237.2211mz/6.87min",61334.5985,99446.47,108906.67,150568.03,8926.469,23222.727,18610.844
"8281/344.3155mz/6.9min",602351.15,539903.75,570175.3,634527,658344.56,687306.4,542257.25
"8284/593.4632mz/6.9min",211613.752,468483.84,410022.3,343279.34,79948.164,77699.766,72660.06
"8285/269.2472mz/6.93min",145448.488,306896.12,287529.5,395695.03,673.4952,673.4952,3367.476
"8287/228.232mz/6.93min",58035.408,53472.07,38443.566,62598.746,88566.36,62839.434,49168.71
"8288/242.2476mz/6.93min",827123.925,878851.6,1057278.2,1401375.1,543599.9,637118.06,775396.25
"8291/256.2631mz/6.97min",86544.175,91078.62,90628.37,136220.86,57655.83,82459.98,78904.26
"8292/427.3201mz/6.98min",817889.43,808837.3,929455.06,936834.25,557851.4,617643.56,826941.56
"8293/333.2396mz/6.99min",34840.9585,44171.938,175609.69,455615.5,9983.788,25509.979,15736.734
"8295/297.2396mz/7.0min",404820.345,203385.4,450053.22,487259.28,359587.47,540237.6,257985.6
"8296/336.3256mz/7.0min",1840858.6,1872585.2,2846064,3636827,1340499.1,1809132,1746283.5
"8297/293.2471mz/7.0min",2862581.3,4638821,5636823.5,6863520,631326.94,1086341.6,844474.25
"8299/376.3181mz/7.0min",296327.155,228845.94,581783.25,657794.9,241122.97,351531.34,220739
"8300/280.2631mz/7.0min",2421124,2774884.2,1776468.2,2331232.8,2443098,2399150,2739128.8
"8301/275.2577mz/7.0min",228184.14,83411.64,207519.67,248848.61,268621.75,330153.4,135260.05
"8302/263.2366mz/7.0min",255392.965,417072.97,231497.61,249270.27,298506.8,261515.66,235478.56
"8303/341.2658mz/7.01min",584294.725,306187.16,562423.75,606165.7,621905.9,728686.44,391391.16
"8304/319.2838mz/7.01min",336611.22,319692.16,310442.6,353530.28,599177.5,565452.2,222460.38
"8306/600.4673mz/7.02min",198797.895,244021.53,158262.52,199402.67,282766.97,198193.12,154770.83
"8309/473.3443mz/7.03min",211789.27,173152.84,211977.81,279756.56,265843.25,203326.25,211600.73
"8310/300.2892mz/7.02min",2890509.95,1129735.2,1083383.4,1344919.4,5052671,5220978.5,4436100.5
"8311/363.3099mz/7.02min",261263.4,263354.8,229013.47,259172,497190.94,330715.9,206466.81
"8312/380.3366mz/7.02min",227025.29,250273.1,180005.7,203777.48,488857.06,303358.03,148230.2
"8313/556.4413mz/7.02min",258929.62,315279.12,224492.66,261428.12,405037.38,256431.12,207672.64
"8314/385.2919mz/7.02min",403996.265,270294.5,382277.06,425715.47,535287.25,435134.56,327625.72
"8315/429.318mz/7.02min",323389.04,243539.97,316863.38,365814.84,496341.56,329914.7,297605.28
"8316/424.363mz/7.02min",390511.14,508581.34,256122.72,317067.06,731193.2,463955.22,269376.97
"8317/512.4152mz/7.03min",315798.625,388980.22,246665.44,297693.97,530629.6,333903.28,239292.84
"8319/468.3895mz/7.03min",307773.24,384515.44,248223.84,263237.88,590523.4,352308.6,229195.56
"8320/342.2997mz/7.05min",207886.305,210257.83,205514.78,233830.19,200868.81,221448.06,104676.21
"8321/482.3945mz/7.05min",562976.105,1179460.6,1004788.4,1087589.1,87562.64,97097.19,121163.81
"8323/419.3242mz/7.06min",127248.401,225734.95,287316.72,707087.94,20156.871,28761.852,4031.3742
"8324/397.3421mz/7.06min",475742.862,979943.7,843394.56,1371368,91387.61,108091.164,67026.39
"8325/796.5486mz/7.09min",1162765.7,1339940.5,1534204.9,2058148.6,15737.534,985590.9,78687.67
"8327/607.4786mz/7.2min",188486.39,566113.44,511257.56,298093.2,78879.58,63794.312,54463.773
"8328/279.2315mz/7.13min",152441.78,162343.11,142540.45,239144.58,121199.62,164914.06,127616.2
"8330/804.5501mz/7.14min",2417433,1362108.6,2599817.5,2235048.5,3278534,4268282,971571.9
"8331/781.5546mz/7.14min",256271.32,2113663.8,277866.62,214654.08,81191.97,234676.02,2501268.5
"8332/780.551mz/7.14min",499450.92,4474094.5,509364.84,489537,335916.94,461418.72,5281131
"8333/806.5643mz/7.14min",1419334.85,1737358.2,1224309.6,2005980.4,1614360.1,1115785.6,846160.56
"8338/293.2834mz/7.14min",2192057.5,1904637.1,2117172,2667509.2,1873824.9,2266943,2570664.5
"8339/213.1847mz/7.14min",111732.735,102583.195,111016.04,142907.23,90485.016,112449.43,138408.97
"8341/227.2003mz/7.14min",121739.664,99766.67,116025.164,159306.81,111329.95,127454.164,145931.55
"8343/199.1691mz/7.14min",90007.83,74087.92,88399.34,121103.19,76251.49,91616.32,103766.11
"8346/311.2939mz/7.14min",6363403.5,5454425,6122018.5,7708077,5493190,6604788.5,7440301.5
"8347/241.2159mz/7.14min",124945.48,101097.14,119865.07,159556.58,100197.445,130025.89,152181.19
"8349/275.273mz/7.14min",270144.565,227344.9,256722.75,332993.5,223575.42,283566.38,312391.8
"8358/300.2892mz/7.16min",202662.185,238198.03,273569.7,380743.53,110485.625,167126.34,144313.47
"8359/309.2419mz/7.2min",70565.0265,218039.55,323467.25,105340.6,26208.693,35789.453,3474.913
"8360/328.2841mz/7.17min",105761.595,98043.91,116472.67,139443.48,102334.34,109188.85,83347.58
"8361/381.351mz/7.18min",71131.992,118553.32,183881.6,172837.38,23710.664,23710.664,23710.664
"8362/326.3048mz/7.19min",552516.835,205633.17,97208.32,133064.94,1082653.9,1050322.9,899400.5
"8367/256.2631mz/7.24min",8372574.75,8405096,9772455,13623496,7847540,7886245.5,8340053.5
"8368/257.2664mz/7.24min",1401062,1413986.8,1657409.4,2313714.5,1315909.9,1306045.1,1388137.2
"8369/356.3517mz/7.24min",123965.49,111343.68,146687.1,182072.36,107993.07,119238.87,128692.11
"8370/228.2319mz/7.26min",78429.918,130716.53,135613.75,270300,26143.306,26143.306,26143.306
"8371/413.3771mz/7.26min",949825.15,768289.6,1012421.3,1154180.8,830919.4,967325,932325.3
"8372/395.3669mz/7.26min",337987.015,256863.42,355113.03,406271.44,285027.3,350156.53,325817.5
"8375/411.3587mz/7.27min",113608.0195,205143.05,202124.08,271226.88,7955.205,25091.959,3232.6792
"8377/395.3304mz/7.32min",24732.2645,36448.812,100172.99,45814.617,2518.9274,13015.717,12594.637
"8378/372.2891mz/7.28min",294105.57,1154084.6,267755.34,5137.2964,320455.8,25686.482,656389.8
"8379/381.3509mz/7.29min",229045.836,381743.06,645108.9,545394.3,76348.612,76348.612,76348.612
"8382/496.4108mz/7.33min",1116696.065,2001157.9,1988509.1,1822150.1,411242.03,322198,342554.2
"8384/564.2599mz/7.34min",286001.27,280236.16,243117.97,339717.5,291766.38,384299.3,265523.97
"8386/269.2471mz/7.35min",96394.2875,57824.367,52292.387,84010.13,144166.02,108778.445,131731.89
"8388/353.3044mz/7.36min",224704.01,122698.7,123657.42,177792.55,271615.47,278968.84,339613.66
"8390/282.2787mz/7.39min",3135558,3903609,2517073.8,3175659,2463499.8,3095457,3697903.2
"8393/377.3197mz/7.4min",330719.42,360601.6,341040.06,253027.81,253861.97,459186.78,320398.78
"8394/395.3303mz/7.4min",454077.53,371808.3,528415,440804.22,483354.3,467350.84,374569.8
"8395/325.3096mz/7.41min",947958.975,847685.1,983906.75,1069410.2,839033.3,912011.2,1126567.4
"8397/510.429mz/7.42min",107240.368,148748.42,106775.4,102125.88,195206.8,107705.336,62721.46
"8398/804.5499mz/7.4min",2193050.35,1699157.5,3731530,1787688.9,2598411.8,3341206.8,310808.2
"8399/395.3669mz/7.38min",90346.6725,160007.97,247256.66,203883.39,1340.59746,20685.375,6702.9873
"8407/780.5509mz/7.43min",3214443.5,4516281.5,2144143.5,4661047.5,2314678,74518.36,4114209
"8408/781.5544mz/7.43min",1553837.75,2274347.8,980496.6,2272983.5,1116452,34593.867,1991223.5
"8409/796.5484mz/7.44min",582414.05,559203.5,605624.6,733253.2,42660.116,696561.1,213300.58
"8410/315.3253mz/7.45min",800055.87,702624.3,837708.94,948430.06,575229.44,762402.8,920096.56
"8411/297.3147mz/7.45min",237491.69,212982.73,248465.44,292593.03,152750.94,226517.94,276404.1
"8412/806.5649mz/7.43min",1982749,1489705.6,2437769.8,2823361,2490297,1527728.2,267753.47
"8413/270.2787mz/7.45min",411585.34,435866.28,447354.38,535265.25,377143.16,387304.4,380607.28
"8415/310.3098mz/7.46min",35044.258,26750.473,99814.664,767015.5,19663.484,36693.973,33394.543
"8416/355.3201mz/7.46min",341825.62,348608.94,277008.7,301391.2,359807.12,494292.75,335042.3
"8419/774.5637mz/7.46min",1902434.8,1920705,1646562.6,1884164.6,329312.52,3608395.5,2225048.5
"8422/242.2475mz/7.5min",31881.9096,102147.78,53136.516,189583.05,10627.3032,10627.3032,10627.3032
"8423/370.331mz/7.48min",42139.812,89521.234,70233.02,143688,14046.604,14046.604,14046.604
"8424/650.4384mz/7.52min",525358.2,217992,653844.9,591130.5,200369.73,459585.9,887117.4
"8426/372.3467mz/7.49min",75306.115,88607.69,94292.836,93871.03,36833.883,62004.54,43158.133
"8429/395.3666mz/7.52min",306586.0915,609333,845970.75,790527.94,3319.2136,3471.6404,3839.183
"8430/508.4144mz/7.55min",235129.015,185370.5,200777.33,10717.602,537047.3,532261.75,269480.7
"8431/270.2787mz/7.53min",292730.595,287438.16,306273.44,417556.78,267099.66,267713.62,298023.03
"8432/411.3252mz/7.53min",218314.67,214166.12,287331.97,260700.86,120724.484,222463.22,151195.67
"8433/242.2475mz/7.55min",48913.3596,187713.28,81522.266,265293.22,16304.4532,16304.4532,16304.4532
"8436/420.3313mz/7.56min",257596.95,306035.5,209158.4,139586.64,344380.4,430758.6,143743.8
"8437/171.1378mz/7.59min",142403.815,172934.69,132239.88,90126.375,210589.64,152567.75,112989.984
"8439/425.2869mz/7.56min",278569.625,223796.17,324685.44,233008.47,282119.78,393936.1,275019.47
"8440/411.3605mz/7.52min",29863.8965,51038.46,101481.18,88667.57,1714.0076,8689.333,8570.038
"8442/672.5247mz/7.58min",155717.315,194301.28,119631.98,154873.8,199755.88,156560.83,137329.44
"8443/510.4268mz/7.59min",1007596,1709293.2,1760892.8,1563091,263448.12,309647.78,452101
"8444/584.4725mz/7.6min",265859.98,328006.2,210661.97,270301.88,389667.1,261418.08,223719.88
"8446/328.3205mz/7.61min",2777580.3,907401.7,841011.5,1006302.6,4548858,5421107,4750214.5
"8447/540.4465mz/7.61min",303507.92,389697.4,247458.8,287641.25,500345.06,318032.94,288982.9
"8449/452.3939mz/7.62min",285646.015,380551.2,204877.27,263895.78,532636.5,307396.25,229816.48
"8450/347.3151mz/7.62min",212349.93,239466.58,151714.66,191938.55,312349.34,232761.31,160185.84
"8451/408.3679mz/7.62min",210442.36,296724.03,146073.23,179538.45,398161.5,241346.27,164773.52
"8452/496.4205mz/7.61min",305768.335,395396.2,216636.52,278023.47,489443.75,333513.2,259906.11
"8453/413.3232mz/7.62min",268679.375,202733.25,235864.86,338706.5,380266,258935.95,278422.8
"8454/457.3495mz/7.62min",254428.095,224088.77,241602.53,372159.6,375814.6,225657.27,267253.66
"8458/185.1534mz/7.65min",518365.525,487059.25,549671.8,594248,469540.8,451381.97,616051.06
"8460/341.3316mz/7.66min",1395831,1326179.1,1465482.9,1543793.4,1230163.2,1221946.1,1675793.6
"8463/199.1691mz/7.65min",644767.67,619120.9,670414.44,732713.4,577737.06,557115,771975.9
"8464/209.1898mz/7.65min",507722.39,483043.78,532401,590072.3,463736.7,458292.12,606401.2
"8465/227.2003mz/7.65min",844179.1,797340,891018.2,944010,775363.9,741646.25,1015105.6
"8470/237.221mz/7.66min",498880.405,474128.97,523631.84,559007.6,460417.84,436809,579989.94
"8471/321.3147mz/7.66min",13972385,13251011,14693759,15523030,12335925,12072594,16249832
"8472/339.3253mz/7.66min",47717896,45409564,50026228,53024228,42495916,42382160,56741692
"8474/223.2054mz/7.66min",514906.08,493286.1,536526.06,577769.56,459432.72,456606.97,626321.56
"8475/269.2471mz/7.66min",926187.825,877925.25,974450.4,1051080.2,816512.7,820935.5,1096137.9
"8477/303.3041mz/7.66min",1206069.15,1144951.5,1267186.8,1359248.8,1031408,1038343.44,1423101.2
"8478/241.2158mz/7.66min",922769.13,876533.56,969004.7,1026311.8,825489.75,816974.44,1096574.6
"8479/213.1847mz/7.66min",736810.48,699057.06,774563.9,841472.75,659539.2,672238.56,916645.8
"8480/283.2627mz/7.66min",808369.88,701574.06,923436.1,965736.4,652673.44,651692.1,915165.7
"8482/195.1742mz/7.66min",486900.75,466239.3,507562.2,561501.6,454178.84,430639.38,595793.94
"8483/251.2366mz/7.66min",405070.675,358438.25,451703.1,497789.16,306076.3,336607.56,505000.94
"8484/255.2315mz/7.66min",995557.75,933325.9,1057789.6,1104725.6,884517.44,856724.2,1174853.9
"8488/535.2696mz/7.67min",334857.04,423546.94,517366.8,123505.92,346616.38,323097.7,273131.53
"8489/740.5219mz/7.67min",2998982.1,2831847.2,480498.03,3166117,44836.168,25141080,3281129.8
"8492/445.3306mz/7.67min",726817.9,1053577.8,572758.2,917865.75,93581.664,105029.695,880877.6
"8493/772.5839mz/7.68min",16259.3742,1502019.5,27098.957,5419.7914,714592.9,5419.7914,5419.7914
"8494/184.0732mz/7.68min",4376108.4,4614295,4137921.8,4849785,3624491,3531834.8,5152219
"8495/782.5685mz/7.7min",19583251,19723292,18784480,19443210,15393022,139350560,25740324
"8496/674.4384mz/7.69min",1314627.7,922041.44,1264155,1434330,1365100.4,6601445.5,551166.25
"8497/714.4699mz/7.69min",637556.43,558924.1,574793.7,1060255.5,621493.8,5689282,653619.06
"8498/779.539mz/7.69min",611606.22,428477,794735.44,824124.4,827808.4,104824.945,270766.62
"8501/310.3099mz/7.69min",100775.316,563301.44,374890.9,167958.86,33591.772,33591.772,33591.772
"8502/788.6123mz/7.69min",1489971.3,3628282.8,670798.5,1847711.8,1878328.8,1132230.8,653908.8
"8504/650.4383mz/7.69min",2365253.15,4240718.5,1891337.5,2839168.8,1816361,127835.45,4612423
"8505/690.4698mz/7.69min",2193482.55,4094166.2,1842318.4,2511153.2,1875811.9,124509.93,4382284
"8506/784.583mz/7.69min",68697985,11239120,68646330,76525310,68749640,77972970,10176219
"8507/804.5499mz/7.69min",4557676.5,3603962,4873463.5,4364423,5686311,4750930,2354542.8
"8508/744.5536mz/7.69min",1786426.25,2014754.1,1072294.6,2467218.2,1558098.4,419845.8,5426589
"8509/757.5569mz/7.69min",5439395.5,5221888.5,5656902.5,8045083,5216696.5,2057129.9,7023448
"8510/778.5355mz/7.69min",1423764.9,1089975.2,1811989,1757554.6,1974473.6,218541.88,1046821.4
"8511/786.5955mz/7.69min",14979286.5,9640937,24001784,16858672,13099901,3916857.2,19524688
"8512/808.5784mz/7.69min",1216210.275,1036560.75,2639149,1395859.8,1762226.1,284725,929823.1
"8513/796.5486mz/7.69min",704314.1,655449.1,753179.1,869269.4,66523.16,947523.1,332615.8
"8514/756.5534mz/7.69min",11541309,11058405,12008702,17025566,11073916,4306508.5,14741645
"8515/758.5691mz/7.69min",122047575,190014320,107260880,136834270,96302460,25709966,251735410
"8516/806.565mz/7.69min",5803068.5,2429346,6880518,5811946.5,6779130.5,5794190.5,1627062.2
"8518/774.5635mz/7.69min",2992824.9,3096846.8,2465706.5,2888803,493141.3,5221583,3237636.2
"8519/800.578mz/7.69min",4294491.5,4226006,3816364.5,8641558,10617.796,4362977,5098484
"8521/787.6mz/7.67min",194571.78,50994.1,974403.44,236556.81,152586.75,1706429.4,10198.82
"8522/780.5508mz/7.69min",15128646,16135236,18969264,14122056,16296745,4420168.5,9106202
"8523/781.5542mz/7.69min",6903106.5,7374390,8983026,6431823,7706626,2712624.5,4283792.5
"8524/599.5029mz/7.68min",342223.825,1235810.6,77541.414,233020.03,152239.61,4034958.5,451427.62
"8526/798.5618mz/7.69min",411604.72,347462.06,308032.2,1142703.9,61606.44,719403,475747.38
"8527/822.5621mz/7.69min",505137.26,703035.4,916676.8,1424112.4,34382.728,171913.64,307239.12
"8531/575.5027mz/7.69min",1498507.8,949652.4,323517.44,4501150.5,1287321.6,1709694,7269719.5
"8533/730.5378mz/7.69min",152684.595,30103.646,87374.766,222028.28,120031.69,185337.5,4909246
"8534/760.5116mz/7.66min",5899.1835,5036.1064,6424.309,70756.38,5374.058,4372.03,3676834.2
"8535/508.4142mz/7.71min",418220.88,271015.06,158240.14,97778.13,854515.25,736984.5,565426.7
"8542/354.2997mz/7.75min",161904.9475,291430.38,260793.36,525335,61880.375,63016.535,33757.13
"8543/535.27mz/7.77min",844456.25,554442.8,669450.56,183129.83,2293156.5,1986271.6,1019461.94
"8544/352.339mz/7.8min",55380.129,39050.453,133089.83,71709.805,1063666.5,27486.496,37865.215
"8547/284.2945mz/7.8min",9500151,9550300,9947640,11511011,9450002,8716764,6585406.5
"8549/256.2632mz/7.81min",61233.1596,193500.61,102055.266,434275.9,20411.0532,20411.0532,20411.0532
"8550/411.3253mz/7.83min",673355.4,781656.8,565054,398885.22,958229.7,803234.56,243229.1
"8552/297.3148mz/7.85min",93839.298,31279.766,31279.766,31279.766,322832.3,319709.1,156398.83
"8554/484.4872mz/7.9min",657365.72,1067806.5,390942.06,480019.94,944784,834711.5,197424
"8555/381.3511mz/7.87min",95776.42,100196.81,118248.75,57234.83,102964.37,91356.03,36425.227
