"","FC","log2(FC)","raw.pval","-log10(p)"
"6975/770.481mz/4.03min",7.3062,2.8691,1.095e-05,4.9606
"8156/265.2523mz/6.46min",50.918,5.6701,1.573e-05,4.8033
"8112/265.2523mz/6.42min",40.862,5.3527,2.9224e-05,4.5343
"8034/263.2367mz/6.14min",243.18,7.9259,3.5287e-05,4.4524
"7917/283.2628mz/5.77min",8.2318,3.0412,3.7694e-05,4.4237
"7358/396.2855mz/4.65min",0.00728,-7.1018,4.0461e-05,4.393
"7179/370.2697mz/4.34min",0.054586,-4.1953,4.3847e-05,4.3581
"7193/284.128mz/4.38min",0.031665,-4.9809,4.8647e-05,4.3129
"7411/697.4289mz/4.7min",36.634,5.1951,5.8053e-05,4.2362
"7463/263.1075mz/4.78min",5.5738,2.4787,6.8001e-05,4.1675
"7101/331.081mz/4.23min",8.4732,3.0829,6.9739e-05,4.1565
"8603/356.3518mz/8.11min",57.892,5.8553,8.6105e-05,4.065
"8446/328.3205mz/7.61min",7.461,2.8994,9.7619e-05,4.0105
"8115/496.3393mz/6.4min",14.349,3.8429,9.8922e-05,4.0047
"8058/454.2925mz/6.21min",8.116,3.0208,0.00012078,3.918
"7268/353.2296mz/4.5min",2.2012,1.1383,0.00012304,3.9099
"8321/482.3945mz/7.05min",0.12995,-2.944,0.00012321,3.9094
"8052/450.2877mz/6.19min",0.32355,-1.6279,0.00013242,3.878
"8382/496.4108mz/7.33min",0.25954,-1.946,0.00013482,3.8703
"7681/367.2453mz/5.2min",0.099465,-3.3297,0.00014684,3.8332
"7926/317.172mz/5.78min",2.5432,1.3467,0.00015571,3.8077
"7140/250.1437mz/4.24min",0.04535,-4.4628,0.00018959,3.7222
"7827/300.0507mz/5.53min",0.034419,-4.8607,0.00019322,3.7139
"8310/300.2892mz/7.02min",5.7743,2.5296,0.0001961,3.7075
"8218/286.2737mz/6.62min",9.8535,3.3006,0.0002078,3.6823
"7419/333.204mz/4.72min",3.0375,1.6029,0.00021262,3.6724
"8027/349.2345mz/6.09min",0.17029,-2.5539,0.00024027,3.6193
"7679/225.1484mz/5.17min",21.593,4.4325,0.0002457,3.6096
"7232/327.191mz/4.47min",0.043328,-4.5286,0.00025911,3.5865
"7893/376.3053mz/5.72min",3.3196,1.731,0.00027965,3.5534
"7761/670.3803mz/5.38min",718.81,9.4895,0.00029777,3.5261
"8201/283.2628mz/6.58min",2.5011,1.3226,0.00029844,3.5251
"7598/333.2035mz/5.03min",3.074,1.6201,0.00035206,3.4534
"7850/753.4235mz/5.58min",0.0031412,-8.3145,0.00038818,3.411
"8136/282.2787mz/6.45min",0.0028534,-8.4531,0.00040222,3.3955
"7114/511.2549mz/4.25min",4.8365,2.274,0.00041814,3.3787
"7275/396.2853mz/4.51min",0.24446,-2.0323,0.00043769,3.3588
"7349/351.214mz/4.62min",3.6167,1.8547,0.00046937,3.3285
"7579/335.1825mz/4.98min",2.6876,1.4263,0.00052785,3.2775
"7238/344.1811mz/4.43min",0.22466,-2.1542,0.00061498,3.2111
"7169/149.1325mz/4.32min",3.9201,1.9709,0.00071494,3.1457
"7889/149.0597mz/5.71min",2.7225,1.4449,0.00082811,3.0819
"7170/351.2142mz/4.32min",2.9811,1.5759,0.00083544,3.0781
"7500/109.1012mz/4.85min",3.0336,1.601,0.00084637,3.0724
"8247/291.2315mz/6.74min",0.17123,-2.546,0.00088147,3.0548
"7652/351.2139mz/5.13min",4.0851,2.0304,0.00088535,3.0529
"7188/235.1691mz/4.36min",3.3124,1.7279,0.00092577,3.0335
"8324/397.3421mz/7.06min",0.11609,-3.1067,0.0010179,2.9923
"7828/739.4748mz/5.53min",66.199,6.0487,0.0010447,2.981
"6974/385.7442mz/4.02min",117.57,6.8774,0.001049,2.9792
"7060/271.0712mz/4.16min",10.937,3.4512,0.0011727,2.9308
"8362/326.3048mz/7.19min",9.5442,3.2546,0.0012307,2.9098
"8065/431.3112mz/6.22min",0.13062,-2.9366,0.0012345,2.9085
"8443/510.4268mz/7.59min",0.28491,-1.8114,0.0012494,2.9033
"7695/232.1119mz/5.26min",0.25796,-1.9548,0.0012645,2.8981
"7085/335.1388mz/4.21min",0.044224,-4.499,0.0012833,2.8917
"7729/279.2314mz/5.3min",3.9731,1.9903,0.0012836,2.8916
"7704/317.0916mz/5.27min",6.8816,2.7827,0.0012976,2.8869
"8205/386.3624mz/6.58min",0.0076323,-7.0337,0.0013231,2.8784
"8252/383.3264mz/6.71min",0.15692,-2.6719,0.001342,2.8722
"7477/479.2755mz/4.83min",0.26035,-1.9415,0.0013723,2.8626
"7377/229.1332mz/4.66min",0.045666,-4.4527,0.0013802,2.8601
"8124/369.3108mz/6.43min",0.14692,-2.7669,0.0013938,2.8558
"7551/386.2069mz/4.94min",0.014721,-6.086,0.0014683,2.8332
"7015/501.2707mz/4.08min",6.8216,2.7701,0.0014733,2.8317
"7924/390.3209mz/5.78min",2.4209,1.2755,0.0016187,2.7908
"8983/653.531mz/9.5min",119.02,6.895,0.0016263,2.7888
"8128/454.2922mz/6.46min",0.012438,-6.3291,0.0016393,2.7853
"8297/293.2471mz/7.0min",0.21022,-2.25,0.0016487,2.7829
"7260/277.216mz/4.5min",2.9103,1.5411,0.0016969,2.7703
"7693/316.2842mz/5.27min",0.16815,-2.5722,0.0017453,2.7581
"9028/456.4193mz/9.7min",3.4735,1.7964,0.0018029,2.744
"7957/345.3189mz/5.93min",0.17982,-2.4754,0.0018832,2.7251
"7871/342.2999mz/5.68min",0.22723,-2.1378,0.0019644,2.7068
"7587/293.2108mz/5.03min",3.9066,1.9659,0.0019927,2.7006
"7081/717.3869mz/4.21min",2.0568,1.0404,0.0020369,2.691
"7157/293.2109mz/4.31min",2.7903,1.4804,0.0020865,2.6806
"8262/324.2892mz/6.8min",5.8077,2.538,0.0021338,2.6708
"8969/442.4037mz/9.44min",3.0679,1.6173,0.0021373,2.6701
