CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1458	1801	1	0.7029	-33.984
2080	2228	2	0.7272	232.121
1875	2080	2	0.8723	-163.062
1875	2228	2	0.8581	69.059
1844	2382	3	0.8528	-12.000
2273	2288	3	0.7574	180.090
2493	2603	3	0.7627	-12.073
1576	1861	3	0.7276	-14.016
2127	2588	3	0.8502	-175.063
1785	2107	3	0.7704	-170.106
2197	2288	3	0.7681	-85.053
1775	2160	3	0.7956	71.073
2185	2349	3	0.7952	-88.016
1785	2382	3	0.9593	-28.031
2447	2456	3	0.9008	31.972
1775	2288	3	0.8346	-27.995
1775	1785	3	0.7973	73.053
1775	1990	3	0.8628	-97.053
1371	1404	3	0.9469	-44.026
1775	2382	3	0.8034	45.021
2212	2440	3	0.9977	-42.009
1404	1836	3	0.8164	15.995
2185	2493	3	0.8117	1.032
2132	2349	3	0.7582	9.038
1785	2332	3	0.965	-42.047
1736	2390	3	0.7402	-244.121
2403	2493	3	0.9235	0.000
1772	1896	3	0.9008	-26.016
2127	2409	3	0.8239	-85.016
1576	1785	3	0.863	-26.016
2394	2444	3	0.7785	23.016
2440	2606	3	0.8734	-219.090
2409	2493	3	0.7327	29.027
1576	2382	3	0.8096	-54.047
1844	2332	3	0.8415	-26.015
2444	2456	3	0.8965	-14.016
2132	2390	3	0.7411	-13.979
2127	2185	3	0.8987	-57.022
1990	2107	3	0.963	-0.000
1943	2456	3	0.8393	47.967
1896	2453	3	0.7411	-127.065
1990	2382	3	0.7883	142.074
1785	2197	3	0.7699	-15.995
2409	2429	3	0.9556	-14.016
1340	1371	3	0.7779	-57.022
1738	2132	3	0.7345	-136.101
1736	2456	3	0.7742	-1.020
1274	1340	3	0.7325	-30.010
2250	2273	3	0.7256	-97.053
2107	2288	3	0.9198	69.058
1775	2332	3	0.8028	31.006
2107	2273	3	0.7759	-111.032
2429	2588	3	0.9001	-76.031
2185	2409	3	0.8527	-27.995
1785	2288	3	0.7896	-101.048
2288	2382	3	0.7882	73.016
2012	2107	3	0.7834	129.042
2132	2440	3	0.8835	-42.009
1738	2212	3	0.7793	-136.101
1576	1844	3	0.7429	-42.047
1775	2197	3	0.8749	57.058
2107	2197	3	0.7626	154.111
1990	2332	3	0.7905	128.059
1907	2132	3	0.7586	-216.127
2107	2250	3	0.8397	-13.979
2127	2493	3	0.7809	-55.990
1990	2273	3	0.7988	-111.032
2429	2493	3	0.7576	43.042
2185	2603	3	0.8483	-11.041
1340	1943	3	0.7499	31.042
2127	2349	3	0.8534	-145.037
2185	2456	3	0.7823	132.069
1907	2606	3	0.7091	-477.226
1775	1844	3	0.7635	57.021
1907	2349	3	0.7002	-207.089
1775	2273	3	0.728	-208.085
2132	2588	3	0.7049	-20.988
2349	2429	3	0.8183	46.005
1738	2349	3	0.712	-127.063
2315	2606	3	0.8591	1.032
2349	2493	3	0.7171	89.048
2185	2588	3	0.837	-118.042
2315	2440	3	0.788	220.122
1844	2160	3	0.7627	14.052
1990	2288	3	0.8844	69.058
1576	2444	3	0.8332	1.032
2185	2429	3	0.8375	-42.010
1775	2107	3	0.8351	-97.053
1708	1772	3	0.7052	-33.985
1785	1990	3	0.7649	-170.106
1990	2012	3	0.8058	-129.042
1990	2197	3	0.8099	154.111
2099	2453	3	0.7649	-27.996
2332	2382	3	0.9769	14.016
1576	2332	3	0.8068	-68.063
1785	2444	3	0.8016	27.047
1404	1741	3	0.7483	-27.995
1785	2160	3	0.7498	-1.979
1576	2059	3	0.7053	-43.006
1340	1404	3	0.7405	-101.048
1708	1738	3	0.7243	-91.991
2107	2332	3	0.791	128.059
1943	2447	3	0.8295	15.995
1620	1736	3	0.8027	71.037
1576	2197	3	0.7524	-42.011
2132	2606	3	0.8384	-261.099
2012	2273	3	0.7369	18.010
2197	2332	3	0.8107	-26.052
2132	2315	3	0.8665	-262.131
2127	2429	3	0.8345	-99.032
1736	2447	3	0.7781	-32.992
2332	2444	3	0.7653	69.094
2349	2409	3	0.8175	60.021
2349	2588	3	0.8296	-30.026
2107	2382	3	0.7688	142.075
2127	2603	3	0.8927	-68.063
1274	1294	3	0.8311	-0.017
2160	2197	3	0.8416	-14.016
1990	2250	3	0.8075	-13.979
2160	2382	3	0.764	-26.052
2409	2588	3	0.914	-90.047
2212	2315	3	0.7883	-262.131
2012	2252	3	0.8155	-111.033
2059	2160	3	0.7535	15.011
1274	1943	3	0.7461	1.032
1708	2456	3	0.8231	1.031
1576	2160	3	0.7173	-27.995
2212	2606	3	0.8726	-261.099
2132	2212	3	0.8858	-0.000
2288	2332	3	0.8111	59.001
2197	2382	3	0.7853	-12.036
560	898	4	0.9259	-0.000
272	1138	4	0.7953	-27.995
641	717	4	0.9355	0.036
1284	1329	4	0.8061	-43.006
534	817	4	0.8281	-13.979
1086	1488	4	0.8634	-11.964
1086	1329	4	0.8081	-57.022
533	616	4	0.8895	0.000
917	1106	4	0.8874	0.036
241	301	4	0.9938	-0.073
534	726	4	0.9777	0.000
883	1086	4	0.7967	-14.016
162	301	4	0.8851	-0.073
717	817	4	0.8735	0.000
1086	1284	4	0.8573	-14.016
373	1488	4	0.9012	-14.016
534	717	4	0.9198	-13.979
713	894	4	0.8696	0.000
371	641	4	0.8647	0.000
546	657	4	0.9101	14.016
344	371	4	0.9289	-0.036
530	667	4	0.8529	-14.016
894	1501	4	0.8089	-42.047
1086	1106	4	0.88	2.052
1312	1516	4	0.8483	-14.015
710	894	4	0.8196	30.010
530	546	4	0.878	-14.016
212	1234	4	0.872	-113.084
893	894	4	0.8102	44.026
534	641	4	0.9508	-14.016
1195	1565	4	0.8798	-14.016
657	717	4	0.8674	-43.990
1346	1774	4	0.914	-48.000
641	817	4	0.8994	0.036
546	667	4	0.9688	0.000
710	1286	4	0.8089	-27.995
301	404	4	0.8376	-13.943
893	898	4	0.8301	14.016
616	1774	4	0.8325	-147.068
162	241	4	0.8754	0.000
713	1284	4	0.8006	-56.062
