row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML Peak area,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML Peak area,GF_S4_MC_RCG_3_pos_20210511_Run170.mzML Peak area,GF_S4_MC_RCG_1_pos_20210511_Run70.mzML Peak area,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML Peak area,GF_S4_MC_RCG_2_pos_20210511_Run90.mzML Peak area,Unnamed: 19
754,112.11202472390428,0.70351267,,,,273.0,,,,,,,4546.126,17130.96,4625202.0,3897526.8,202280.52,2926475.2,
405,113.0344687826237,0.5275456000000001,,,,173.0,,,,,,,5878492.5,10438692.0,793786.94,339115.0,8526977.0,371673.0,
1204,113.0345038958942,0.90815777,,,,305.0,,,,,,,335114.9,131109.34,15405709.0,12676151.0,5130302.5,17796018.0,
1373,113.03452016872907,0.97046256,,,,,,,,,,,81865.55,93814.49,1595630.1,1507555.6,835317.25,2577293.8,
2144,113.0345218081258,1.6258173,,,,,,,,,,,37872.46,54267.652,43475784.0,1435178.4,416420.06,42856188.0,
1859,113.03452470436764,1.4167753,,,,,,,,,,,88833.12,137477.38,3038437.0,23248696.0,304833.84,4867796.0,
8691,113.13230152477405,8.2992735,,,,6.0,,,,,,,421262.44,586906.1,387903.88,526001.44,402311.94,715624.1,
2083,114.05495229042569,1.5792874,,,,,,,,,,,31220.402000000002,51289.715,1299668.1,705278.25,83048.03,2918475.2,
2205,114.05496244732595,1.6462201,,,,,,,,,,,62755.742,51289.715,943965.25,2480423.5,83048.03,456970.0,
14,114.07333446869137,0.19475655,,,,,,,,,,,220416.5,1623042.9,1255467.9,3695791.0,460098.94,551968.56,
2266,114.07336807247695,1.7493914000000002,,,,,,,,,,,496898.78,830631.0,322277.5,837398.1,753800.44,147158.75,
4643,114.09137756587171,2.7478979,,,,,,,,,,,1122029.4,2662780.2,1136178.4,1192530.5,2282758.8,852596.94,
3582,114.09138161345207,2.3897939,,,,38.0,,,,,,,2945539.8,3964559.5,4683338.0,5638076.0,5286578.5,2768105.5,
85,115.03654581736653,0.38553509999999996,,,,173.0,,,,,,,8561277.0,14462859.0,31268834.0,21744898.0,23531618.0,34349084.0,
268,115.08655528266966,0.45676229999999995,,,,173.0,,,,,,,2823476.8,6355292.0,9068660.0,7643997.5,5956291.5,7169989.5,
798,115.08656226135749,0.72214794,,,,,,,,,,,462799.38,756015.06,5890361.0,3490056.0,2001833.8,3502253.0,
388,116.07055483846564,0.5030474,,,,173.0,,,,,,,15814331.0,27726006.0,162404690.0,58049212.0,66595132.0,103838830.0,
4206,116.07058412690698,2.5849655,,,,38.0,,,,,,,15430256.0,20018728.0,2174413.8,1338659.6,16171897.0,2800233.2,
2694,116.07059136704764,2.018817,,,,,,,,,,,5326116.5,7340255.0,496674.75,871204.1,6974004.0,2254425.8,
3221,116.07060158304415,2.2273633,,,,,,,,,,,1080536.5,2473893.8,17217474.0,17030416.0,3573360.8,18640090.0,
5914,116.070607868316,3.2487261000000003,,,,,,,,,,,10530677.0,2990279.0,3366299.0,2578832.5,6037135.5,5269574.5,
2814,118.06508781674907,2.1060412,,,,38.0,,,,,,,2634526.8,3192214.8,8572349.0,10020100.0,4478200.0,9287096.0,
1610,118.06509495724123,1.2068907,,,,,,,,,,,203837.16,1786997.8,4914632.0,5547262.5,3692112.2,4679934.5,
1766,118.06510153312848,1.2551861999999998,,,,,,,,,,,2378519.0,320653.06,1215709.9,549676.4,681316.25,251215.36,
313,118.08616716568548,0.48217570000000004,,,,173.0,,,,,,,87887110.0,88962750.0,91632296.0,71236910.0,91863760.0,92440440.0,
1007,118.08619878761247,0.84114677,,,,,,,,,,,3369269.8,5839771.5,16203960.0,1201908.2,7019141.5,7619578.5,
561,119.049070258375,0.6049394,,,,135.0,29.0,[M+H]+,,2.0,561;582,118.04178999999999,166621.83,132148.98,912252.06,1032901.94,748945.56,1214965.1,
4969,119.04921306108086,2.8852222000000003,,,,171.0,,,,,,,13223.5,99548.305,2203188.2,3903068.0,175291.23,2219537.5,
1589,119.07288534251914,1.2004297,,,,57.0,42.0,[M+NH4]+,,2.0,1589;1528,101.03907,180648.14,478644.6,2314580.0,2291825.2,2024946.8,2074582.8,
7036,120.04442888317315,4.107014700000001,,,,302.0,,,,,,,269951.03,357692.56,104877.625,104341.62,418970.12,136576.84,
1088,120.06550867455908,0.8611574000000001,,,,,,,,,,,2144656.5,942015.75,4069956.0,4016933.2,1448076.5,4768950.5,
2191,120.06558196637694,1.6310295,,,,,,,,,,,245942.52,445630.84,6681118.0,333825.38,865210.75,600744.56,
3869,120.08077749839704,2.4835380000000002,,,,,,,,,,,3634981.0,3805123.0,1328373.5,5636749.0,7816131.0,2221811.2,
2049,120.08078554700826,1.4858767,,,,,,,,,,,10067155.0,21132686.0,8924852.0,17745732.0,55602076.0,12581622.0,
2323,120.08079080619963,1.7850491000000002,,,,,,,,,,,1958283.2,6499706.0,8934254.0,57396204.0,24276028.0,20259198.0,
1581,120.08079520522091,1.1869246,,,,57.0,44.0,[M+NH4]+,,2.0,1581;1592,102.04695,872730100.0,972458500.0,1485957600.0,1591491700.0,1333638400.0,1324994700.0,
8694,121.0282586965456,8.300148,,,,6.0,,,,,,,461272.4,654000.1,416115.9,586732.4,440515.78,813127.4,
1616,121.06468023758455,1.2150403,,,,,,,,,,,1125018.2,4546768.5,186087.8,954724.3,5377910.0,148581.86,
1333,121.06469436323395,0.99408644,,,,,,,,,,,345353.47,2424223.0,2604426.8,1530231.4,3731938.5,2408493.2,
480,121.0647138325183,0.5520581999999999,,,,73.0,26.0,[M+H]+,,2.0,498;480,120.05743000000001,3002693.8,3711485.2,36921012.0,32510436.0,29535226.0,42225932.0,
642,121.06472141843128,0.5948058,,,,,,,,,,,20429144.0,19213086.0,10059500.0,3027972.5,7947555.5,8221124.0,
2469,121.06475753785881,1.9805256000000002,,,,,,,,,,,44882.42,192945.22,1246491.9,1365256.0,98192.555,1217140.2,
2725,121.0647595075933,2.0401356,,,,,,,,,,,750514.4,778729.9,566760.8,70328.69,888430.75,215910.52,
3617,121.0647990684701,2.4097426,,,,267.0,,,,,,,312548.94,1283917.1,2873763.0,4125024.8,2144795.5,2173912.5,
1693,121.0840351519998,1.1869246,,,,57.0,,,,,,,75683784.0,83374010.0,127759990.0,137143340.0,115014600.0,118272920.0,
7,122.01916636924642,0.09060172,,,,,,,,,,,1220960.9,1171791.0,247383.28,191761.73,160538.05,112144.73,
1973,122.05757034290707,1.4808611,,,,191.0,48.0,[M+Na]+,,2.0,1971;1973,99.06838,3210093.5,3648919.2,2190353.5,2344565.8,4776769.5,2307241.2,
594,122.06806621465286,0.5835722,,,,135.0,,,,,,,1601212.0,1271868.9,852980.06,568484.06,3425314.8,1118374.5,
1697,122.08737648198654,1.1877053999999998,,,,57.0,,,,,,,2707485.2,2966717.5,4566980.5,5038220.5,4271995.5,646788.75,
1532,122.09637199907064,1.1573292,,,,281.0,,,,,,,24200.852000000003,86365.61,2881254.2,2907003.2,333217.84,2162195.8,
9165,122.54697894551556,10.576042999999999,,,,51.0,,,,,,,3171541.5,3216175.2,2983011.2,3160562.5,3327453.5,3108908.5,
9157,123.04018116624806,10.530019,,,,268.0,,,,,,,1793361.6,1711468.4,1659925.4,1783540.1,2250406.5,1593024.2,
574,123.0439654728605,0.60641307,,,,135.0,,,,,,,823392.0,1302976.6,1407356.5,1645938.4,1296331.0,1867211.4,
4135,123.04400916174185,2.5705883999999997,,,,260.0,,,,,,,3093591.5,3126262.5,2710228.8,2758573.2,5634841.5,3164910.0,
580,123.05519319551037,0.6084911,,,,135.0,,,,,,,42174188.0,44077456.0,28292872.0,31490110.0,53151670.0,36546790.0,
503,123.09158265079344,0.55793005,,,,,,,,,,,2309697.5,4278988.5,1760921.8,1409756.5,12285593.0,2875920.5,
488,124.03922297169176,0.5340538,,,,,,,,,,,2968282.2,3037541.0,133587.45,477107.44,2619857.8,377426.94,
1701,124.03925278887523,1.2605111999999998,,,,,,,,,,,25758.12,58939.473,1563620.6,1300244.2,60968.227,206938.77,
1883,124.03927093431581,1.4160462999999999,,,,,,,,,,,57189.85,52061.977,1756635.2,1446698.5,150137.52,1512670.9,
2063,124.03928628545843,1.5866207,,,,,,,,,,,15675.158000000001,19345.75,1769414.4,134995.92,173875.66,850430.8,
2174,124.0392934137517,1.6289963,,,,,,,,,,,66730.77,19345.75,1720870.6,1672491.9,173875.66,223282.95,
2249,124.03931981707842,1.7350031000000004,,,,,,,,,,,53214.195,20827.76,952622.44,694405.75,229494.31,734159.8,
2318,124.03932218643251,1.7744459,,,,,,,,,,,53214.195,20827.76,2182955.2,777862.0,229494.31,212821.62,
1699,125.07082869686695,1.2445897,,,,,,,,,,,101902.766,47804.797,2910355.5,2350962.5,909970.94,664103.7,
1132,125.07085484763829,0.8869538,,,,140.0,,,,,,,4338046.5,4371339.5,6091201.5,7092545.5,7986064.0,6949094.5,
2008,125.07088369494447,1.5107021,,,,,,,,,,,95437.79,319107.3,4115406.8,822395.25,1626916.9,446342.5,
2142,125.07091835676759,1.6531098999999998,,,,185.0,,,,,,,211130.69,442612.7,5730328.5,5239187.5,3280187.5,5462461.0,
2251,125.07093259278555,1.7280258000000002,,,,,,,,,,,1940982.1,3518184.0,1514989.6,5236925.0,365439.03,6415476.5,
9180,125.98611520006844,10.59859,,,,51.0,,,,,,,21002022.0,17800244.0,20257786.0,12552652.0,21031068.0,17206244.0,
119,126.05249163000973,0.40207592,,,,173.0,,,,,,,251101.16,251840.72,2130536.0,1656733.2,1188463.1,1960669.5,
275,126.05490072809404,0.47262716,,,,173.0,,,,,,,1287734.8,2450833.5,4065667.0,3029758.5,2837533.0,4135924.5,
3400,126.09135264517396,2.3407936,,,,38.0,66.0,[M+H]+,,2.0,3340;3400,125.08408999999999,408125.94,392045.7,614527.4,245740.72,760069.9,551071.2,
5216,126.09135677149418,2.9663208,,,,237.0,,,,,,,860495.3,1438703.5,865547.1,1393257.6,1123264.4,1077891.0,
940,127.05016608750843,0.7993273,,,,140.0,,,,,,,3558341.5,3297092.0,5585234.5,6151524.5,5818098.5,6283303.0,
590,127.05018089253453,0.61375916,,,,135.0,,,,,,,1837587.2,2308767.5,732027.3,243452.03,2847912.2,1482015.8,
2367,127.05018804294028,1.8427418000000002,,,,132.0,,,,,,,4514857.5,4593362.0,10011610.0,10933389.0,7642520.5,10119938.0,
1217,128.07053201907706,0.9423627,,,,,,,,,,,444655.06,1519278.5,6216932.0,5539907.0,7259742.5,46158190.0,
423,128.07054009720454,0.5483741999999999,,,,,,,,,,,9230000.0,3346694.5,9654390.0,6029855.0,8290599.0,7104603.0,
1519,128.0705426920634,1.1686357,,,,,,,,,,,844709.6,423511.34,3927641.5,3530597.0,7042491.5,6585199.5,
2036,128.07054434907403,1.5238848,,,,,,,,,,,58759.664000000004,163394.19,21598780.0,4948231.5,3284410.2,65849332.0,
1717,128.07054833974257,1.229009,,,,,,,,,,,158931.36,1248983.0,3927641.5,37283052.0,4421006.0,11571665.0,
1836,128.0705525845134,1.3909044,,,,,,,,,,,345265.3,437687.4,62372148.0,12847737.0,3819315.0,12634290.0,
906,128.07055366121492,0.7795809,,,,,,,,,,,1569764.0,5166589.0,4510566.5,47119080.0,10910219.0,4195603.0,
669,128.07056189599035,0.66761017,,,,,,,,,,,630792.7,3268353.2,4510566.5,5480149.0,16570870.0,7189169.5,
118,129.05214207445508,0.41256058,,,,,,,,,,,774268.2,1051465.9,1023089.8,131504.97,1042120.7,1226135.6,
411,129.06576151425568,0.51569635,,,,173.0,,,,,,,5545122.0,7607784.0,654407.2,259855.92,7011764.5,1476668.9,
673,129.1021276924612,0.6320264,,,,,,,,,,,553939.8,555297.56,1039267.6,697867.3,1734528.4,338486.03,
274,129.10215030314342,0.4726049,,,,173.0,,,,,,,9282927.0,15946731.0,17396580.0,15439532.0,19542584.0,19285390.0,
290,130.0498462797002,0.48961315,,,,,,,,,,,1535655.2,1510820.4,58285.31,178144.45,662141.7,176432.22,
3331,130.04990494714883,2.3191216,,,,,,,,,,,199136.53,1916447.8,379374.7,5552709.5,286577.0,1158044.2,
4747,130.04992754718842,2.8160182999999996,,,,,,,,,,,40838.78,3399285.8,844674.56,4950288.5,149361.31,8848394.0,
609,130.0499692992083,0.65636295,,,,130.0,,,,,,,5334992.5,8410915.0,36118.832,72929.125,2384505.0,206754.98,
366,130.08625947442866,0.49491134,,,,173.0,21.0,[M+H]+,,2.0,366;450,129.07893,9247398.0,11913397.0,42040708.0,23022294.0,29219614.0,35858548.0,
23,130.08626212228765,0.32424834,,,,33.0,1.0,[M+H]+,,1.0,24,129.07895,1065403.8,1352082.2,2935918.0,3461026.2,2036589.5,3415206.0,
397,130.09741330160324,0.50763804,,,,,,,,,,,5311336.5,7079045.5,4218579.0,3581723.2,9831671.0,5141588.0,
183,130.10548809921684,0.48817325,,,,,,,,,,,68255.734,951259.8,1006858.94,48868.74,135114.44,982010.5,
1726,131.04912555481266,1.1939977,,,,57.0,43.0,[M-H2O+H]+,,2.0,1726;1562,148.0524,15939974.0,17411792.0,27067026.0,28957580.0,24947636.0,25020812.0,
5314,131.0491672626075,3.0126333,,,,257.0,,,,,,,1729573.2,2696283.8,4582150.0,12717466.0,697346.8,8073223.5,
497,131.11787174379393,0.5758850999999999,,,,73.0,,,,,,,328391.4,1030946.8,4033486.2,4226068.0,5199397.5,4444796.5,
694,131.117894615924,0.6334368,,,,,,,,,,,2896489.0,3376101.8,1086936.2,345162.44,343581.62,323315.6,
2816,132.08077875818887,2.1068048,,,,38.0,,,,,,,1718574.1,2220341.0,6085530.5,7075346.0,3072716.5,6616593.5,
1406,132.10186568392078,0.9974200000000001,,,,,,,,,,,2268031.5,593448.44,5191728.0,3673313.5,3591704.5,6380639.0,
773,132.10187367338858,0.70582724,,,,273.0,,,,,,,533248030.0,565783500.0,991276700.0,872291140.0,772151040.0,708703600.0,
1604,132.10187868990735,1.1665376,,,,,,,,,,,1507590.1,1688794.5,4701338.5,7857373.5,1296090.5,3521798.8,
1910,132.1018893442766,1.3896565,,,,,,,,,,,314311.0,374794.56,4230823.5,2436089.5,1024858.6,1552003.4,
2099,132.10189190779235,1.5600829999999999,,,,,,,,,,,528863.94,1997114.6,9985469.0,544933.44,766772.6,1961836.0,
4139,132.10190050850915,2.6097734,,,,,,,,,,,1623938.8,1282781.8,1424988.9,1285309.4,1149312.2,2546746.2,
4651,132.10192068034686,2.7473652000000004,,,,,,,,,,,730616.25,452280.12,522452.66,872492.7,562389.1,1042064.8,
3225,132.10192853261026,2.3092713,,,,,,,,,,,393411.06,1259078.2,511205.38,17893282.0,517447.53,796719.6,
406,133.03158768347436,0.50918835,,,,173.0,22.0,[M+H]+,,2.0,406;414,132.02435,613160.5,921942.6,1404839.9,1983450.4,1378311.4,874886.06,
4697,133.06480841454317,2.7732089,,,,38.0,,,,,,,977457.1,1834553.6,2161214.5,3244884.8,1438926.5,2041445.6,
6842,133.06483096218514,3.8631856,,,,278.0,,,,,,,2580832.0,3712664.0,5346401.5,5033295.5,4432786.0,5515247.5,
800,133.10512273595359,0.7028099,,,,273.0,,,,,,,35523084.0,37512204.0,29278338.0,19214382.0,50931844.0,18503830.0,
57,134.01880148904635,0.35635576,,,,290.0,7.0,[M+Na]+,,2.0,57;60,111.02958000000001,1789470.9,2471698.5,7650793.5,7299995.5,4475488.0,7171985.0,
1665,134.05993574561828,1.2276431,,,,,,,,,,,2805467.0,70662.59,3610495.0,2404619.0,4773435.5,900008.06,
