Filename,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML,NEG_D5-211-C1-a_Run92.mzML,NEG_D5-211-C1-b_Run95.mzML,NEG_D5-211-C1-c_Run98.mzML
249/382.1761mz/7.88min,20419564.0,21573630.0,22025230.0,7387124.0,7571572.0,9609908.0
252/807.5037mz/7.87min,92358.805,33524.92,54196.28,467347.66,552135.56,303731.5
253/118.9267mz/7.87min,2111296.0,1943342.5,2056716.4,731448.1,749758.75,980957.8
254/400.1473mz/7.88min,463691.1,486467.47,322815.12,491719.88,504286.4,621781.6
255/117.9285mz/7.87min,8231066.0,8418889.0,8070851.5,2982033.2,3093137.0,3938776.8
256/319.231mz/7.86min,3959.6504,718580.44,43133.242,3375.9805,0.0,61257.684
257/118.9241mz/7.88min,2130508.5,2213051.0,2141550.0,311768.16,419271.62,720009.94
258/248.9603mz/7.87min,1037526.3,1058218.6,1010993.94,69741.49,282153.34,338763.8
259/316.9476mz/7.88min,802113.7,787739.3,843617.8,57923.05,131714.86,70220.83
260/114.9341mz/7.87min,3923872.0,3835831.5,3573632.0,1350469.9,1404507.5,1790388.1
261/116.9284mz/7.87min,70393360.0,71638310.0,69426330.0,24782324.0,27218186.0,34090396.0
262/327.2539mz/7.87min,1001906.7,1143418.1,1198347.9,699762.44,499468.38,868904.1
263/349.2358mz/7.87min,794263.9,893270.44,884501.9,848625.44,572530.75,789740.5
264/835.535mz/7.87min,1207926.5,794264.75,362230.16,969922.1,947686.25,750627.44
265/281.2485mz/7.87min,6488629.0,8489138.0,8117734.5,3980981.8,2733296.5,4453913.0
266/118.9325mz/7.87min,595614.8,687782.7,687664.0,300716.5,202428.52,281162.88
267/194.9057mz/7.87min,1186140.2,1329884.5,1269888.1,12277.974,32587.457,106405.59
268/216.8538mz/7.88min,668489.7,973149.44,862056.0,0.0,0.0,0.0
269/379.1793mz/7.88min,3606033.5,3783579.5,3692489.5,1338728.6,1368186.6,1738521.6
270/339.1992mz/7.88min,82406.58,102556.41,123058.11,472576.94,1281720.0,342423.94
272/383.1775mz/7.88min,2518106.8,2664641.0,2626973.2,930731.1,959950.4,1233924.2
273/381.1738mz/7.88min,70434344.0,74421850.0,72639320.0,27545350.0,27909014.0,35004250.0
274/380.1828mz/7.88min,676412.9,725432.2,716866.25,238266.62,248828.23,304616.2
275/563.5043mz/7.88min,231458.62,312250.28,321396.8,137713.31,77180.5,63600.527
276/646.4272mz/7.87min,338354.88,389267.38,361945.44,375075.78,247461.4,345588.3
278/112.9856mz/7.87min,9266560.0,10080119.0,9583707.0,6322237.5,6111069.0,6473434.5
280/417.2233mz/7.87min,493855.5,602175.9,606197.6,66371.5,114282.75,130201.78
281/485.2105mz/7.88min,395356.47,447977.4,444085.16,28108.307,30286.86,60369.65
282/449.161mz/7.88min,1339123.0,1457810.8,1385385.0,213220.62,241134.34,322612.12
286/129.9757mz/7.88min,574515.4,556628.8,822610.0,1373376.1,875436.9,1016364.75
287/132.9001mz/7.91min,248538.84,195887.75,207096.33,440065.88,526069.3,510113.34
288/137.8917mz/7.91min,196492.28,80424.09,84160.98,303904.28,309002.75,357232.66
291/134.8946mz/7.91min,6695883.0,9364370.0,8913711.0,8840266.0,10859781.0,9851804.0
292/466.151mz/7.91min,2143656.0,2204805.0,2179617.0,151316.39,315887.62,200888.11
293/397.1684mz/7.95min,3193003.0,3277430.2,3305024.8,1414752.4,1418470.0,1477417.4
295/341.2695mz/8.01min,296960.94,324550.06,165080.03,317359.1,315764.3,421479.6
296/802.5608mz/8.03min,52025.4,0.0,0.0,8722465.0,3759899.8,3502655.8
297/369.1736mz/8.0min,286416.4,307003.53,329958.6,161263.34,125556.836,216647.81
298/327.2904mz/8.02min,332657.44,336760.12,309998.97,265543.8,262461.97,309308.47
299/599.3203mz/8.01min,557483.4,611897.94,390488.6,183563.56,329366.25,683063.1
300/686.4765mz/8.07min,0.0,0.0,0.0,5991852.0,6231871.5,6387352.5
301/713.1307mz/8.14min,23892.045,21824.746,20362.541,319451.66,282579.0,383571.4
303/195.8107mz/8.22min,31256.828,43955.13,27021.473,74936.59,260195.12,97859.63
304/339.1996mz/8.22min,1835327.2,1847445.8,2034314.2,414076.0,668547.56,373969.53
305/399.1841mz/8.21min,1689519.4,1799364.1,1929165.2,788487.25,760591.25,779787.8
306/132.9001mz/8.22min,185368.62,584894.44,554880.06,1163779.2,1195238.8,1305265.6
309/137.8917mz/8.23min,121016.375,293881.5,368588.9,799792.75,822997.75,894199.06
310/161.9135mz/8.22min,398215.3,396871.66,401190.78,357365.3,317515.56,427488.78
311/385.1932mz/8.21min,1052919.0,1166910.6,1140056.2,368074.4,340686.12,464939.72
312/118.9267mz/8.22min,1420843.9,1605568.9,1234394.6,614600.6,562855.06,611009.4
313/383.1895mz/8.22min,30075600.0,33172790.0,32476836.0,12126243.0,11321631.0,14016864.0
314/117.9286mz/8.22min,5943876.0,6202175.0,6796124.0,2434335.2,3174397.0,2483538.8
315/451.1766mz/8.21min,251194.53,269132.7,275106.06,28020.254,22061.975,38170.688
316/381.195mz/8.22min,1503062.4,1632880.6,1632886.6,552570.8,516194.0,675479.7
317/118.9326mz/8.22min,479180.34,380247.06,373840.5,85607.34,147660.12,200515.48
320/114.9341mz/8.22min,2310395.2,2593703.2,3114751.5,1102042.2,1059136.1,1106990.0
321/153.8685mz/8.22min,48633.656,159731.47,71993.53,330345.06,296316.7,421545.12
322/118.9241mz/8.22min,434264.53,313547.16,427842.16,239503.45,153653.16,139925.92
324/402.1631mz/8.22min,690810.2,719005.56,581188.1,332464.28,317233.4,378226.22
325/129.9757mz/8.22min,2522566.5,2886986.2,1624150.8,861233.4,845334.8,871687.9
327/134.8946mz/8.22min,11392770.0,10811952.0,10436432.0,22900268.0,22828420.0,25080412.0
330/150.8894mz/8.26min,291680.97,291918.4,365984.5,231952.6,2969967.0,3047222.5
331/468.1667mz/8.23min,2442020.5,2808658.8,2795071.8,374469.3,391993.25,436095.88
332/427.2337mz/8.23min,475089.1,517400.8,459326.8,34693.93,27046.719,49134.723
333/319.231mz/8.24min,0.0,560793.1,6874.9053,3579.2632,0.0,56905.332
334/409.2049mz/8.27min,614892.75,635009.94,629367.06,378590.12,388579.12,436791.1
335/339.1996mz/8.29min,1006382.7,1053037.4,1249621.5,117532.55,381660.75,130481.11
338/134.8946mz/8.28min,11710992.0,12271997.0,6369324.0,11780427.0,11784553.0,7132846.0
340/150.8894mz/8.33min,664006.4,715631.4,734873.44,2878963.2,1121714.0,441007.38
342/137.8917mz/8.29min,359632.47,429940.56,182324.73,399148.84,369755.25,251274.75
343/698.9111mz/8.45min,1025711.0,952850.25,977337.8,1058822.6,1031027.8,1048321.5
344/197.8079mz/8.46min,2681708.8,2460178.2,2535487.2,8296379.0,8563357.0,9178715.0
345/195.8108mz/8.47min,2068569.9,1926392.6,1964532.9,6560470.5,6843963.5,7272195.5
346/199.8049mz/8.47min,387903.03,1145446.2,344687.16,3793690.2,4140875.0,4229776.5
347/473.2823mz/8.47min,1184990.0,1039627.25,502969.47,581799.44,591036.56,666246.94
350/488.1502mz/8.52min,1370497.6,569208.5,147845.36,257889.16,116599.66,694410.8
353/187.8609mz/8.53min,900024.4,383416.7,398091.44,255963.12,258213.05,287360.56
355/245.8947mz/8.54min,1817124.2,1770158.9,2016705.6,1772938.4,2234600.2,1970232.6
356/243.8992mz/8.54min,4405302.0,4806851.5,4889621.5,4220183.5,5463686.5,4796960.5
358/368.9786mz/8.56min,2329366.2,2007990.4,1083406.0,2170438.0,2401704.2,2286323.0
359/321.2103mz/8.56min,968151.6,1331307.6,1500563.2,1051102.5,1606403.9,920306.06
360/161.9135mz/8.57min,1006475.6,3055466.8,2973224.8,3037511.8,1598824.6,1621794.5
361/153.8685mz/8.57min,198906.92,306951.9,266551.9,1975573.8,2045358.1,1824996.4
362/132.8678mz/8.61min,1095597.6,862774.06,1330145.0,3356399.2,4033467.2,3461952.8
363/134.865mz/8.61min,659744.4,1378044.9,219137.81,2015652.1,2509635.8,2262075.8
364/136.863mz/8.62min,332791.5,71675.54,521354.3,876595.4,927513.6,1057302.1
366/489.2774mz/8.65min,107789.42,122916.48,240227.25,194029.06,85083.86,104202.93
368/101.9808mz/8.71min,1240997.6,1760368.4,1583594.0,2676716.0,2985114.2,1783048.1
369/124.9967mz/8.71min,538096.8,456084.8,526219.25,927183.3,1138599.9,525014.0
370/119.9468mz/8.7min,963423.3,906331.25,3395151.0,4077091.0,4196181.5,4298880.5
371/146.9659mz/8.7min,28447076.0,32079522.0,29935212.0,28661340.0,31723842.0,31344862.0
372/134.8946mz/8.71min,35567868.0,13348032.0,13199780.0,41005510.0,53911420.0,54770108.0
373/135.9709mz/8.7min,1608053.6,1865696.4,1577413.4,961512.44,1195625.4,1136490.9
374/161.9135mz/8.69min,583853.3,966281.0,949241.9,1242787.0,3774826.5,3387833.0
376/137.8917mz/8.72min,414499.5,237012.53,471612.97,1453018.0,1537918.4,1906174.8
378/150.8894mz/8.74min,270332.38,521990.28,521475.66,2020900.5,591427.2,1911273.6
379/132.9001mz/8.73min,468333.97,659861.7,659736.94,2278517.5,2690189.5,2706912.5
381/229.9008mz/8.73min,4951586.5,5252055.0,5197470.0,5484151.5,5895565.5,5738777.0
383/265.1477mz/8.75min,852108.1,839030.6,870252.25,678738.9,728480.75,689079.56
384/118.9326mz/8.75min,61277.395,509133.06,157598.86,137179.69,138839.53,90785.945
387/183.9342mz/8.77min,14033952.0,14902111.0,14791948.0,25131494.0,26009906.0,26165806.0
390/118.9267mz/8.79min,2937265.2,1043105.7,1050799.0,4343862.0,4629445.5,4403105.5
391/489.2774mz/8.79min,436260.5,385630.9,704603.25,249393.61,127565.0,221061.92
393/142.9289mz/8.79min,3958321.5,3354581.2,3514142.2,4232426.0,5355599.5,4653090.0
394/132.9234mz/8.79min,17576664.0,15432818.0,15019782.0,17387604.0,18153306.0,19941430.0
395/99.9258mz/8.79min,55844468.0,52549636.0,50850188.0,67812536.0,67756700.0,64358404.0
397/144.9234mz/8.8min,83811496.0,84269500.0,89383070.0,93898424.0,97308210.0,100091630.0
398/114.9341mz/8.79min,1954198.2,1944748.9,1932889.2,8532000.0,8602552.0,8705632.0
399/312.836mz/8.8min,5254899.0,5084606.5,5082138.0,4491739.0,4534488.0,4394360.5
400/199.9292mz/8.8min,714473.8,542283.2,345690.3,2081758.1,1796750.4,1792402.4
401/139.9444mz/8.81min,1672026.0,2717828.0,2680945.2,3487148.5,3547659.0,3633543.0
402/115.9207mz/8.8min,409033000.0,380767780.0,407996960.0,424459740.0,438254530.0,446554270.0
405/100.9336mz/8.81min,64546780.0,60214540.0,59378850.0,51092548.0,52222896.0,53974876.0
406/113.9263mz/8.81min,5741393.5,20030294.0,21385308.0,19152706.0,22601058.0,23584132.0
407/339.1996mz/8.8min,493194.47,478509.3,419975.0,93063.24,286929.9,73664.35
409/325.1841mz/8.82min,1002488.44,959085.25,1008023.3,672009.94,768012.9,652289.7
410/311.1685mz/8.83min,1444498.2,1185405.4,1688608.9,719420.06,886459.44,676459.4
414/427.2337mz/8.89min,4763145.5,4827510.0,4334679.5,578668.25,595216.06,262902.34
415/319.231mz/8.88min,0.0,625157.4,0.0,0.0,0.0,3204.002
416/113.9263mz/8.85min,21425272.0,5492794.0,5370789.5,5675939.0,5845054.5,5950500.5
417/132.9001mz/8.93min,354229.03,92336.81,276682.56,683371.2,748148.9,278377.94
418/134.8946mz/8.92min,9159188.0,9147141.0,9301686.0,13123990.0,14542632.0,14901844.0
421/139.9445mz/8.9min,2609137.0,1286217.6,1604582.2,605810.25,1838680.8,761905.9
423/150.8895mz/8.91min,171467.58,81968.27,193824.62,294031.72,777091.75,331144.28
424/439.2519mz/8.95min,2623511.0,2745644.2,2661216.0,3941918.8,3456882.2,3998391.0
425/101.9808mz/8.95min,6077206.0,6455545.0,6359520.0,3401159.5,3399217.5,6665854.0
426/119.9468mz/8.96min,661845.44,730150.94,1252390.4,921925.6,980402.8,987647.25
427/124.9967mz/8.95min,2820117.5,3140471.5,3007812.2,1317577.2,1274810.8,2495446.0
428/523.3457mz/8.96min,808001.2,622955.94,1000947.2,323539.2,302536.8,303232.78
429/135.9709mz/8.96min,1715621.1,3004121.8,1895993.0,855251.9,1106058.9,1176151.2
432/102.9568mz/8.96min,1540077.9,1626869.9,1706891.0,1772023.1,1643011.6,1758259.8
433/134.865mz/8.96min,3402182.8,2286220.5,3645039.8,385927.62,585287.75,1313881.6
434/124.0015mz/8.96min,1190035.6,1041489.7,1028044.1,1000134.56,936822.6,1063216.4
435/495.2572mz/8.97min,5920688.5,6242625.5,6395924.0,3943503.2,3744617.0,3712565.8
438/129.9757mz/8.97min,4966447.0,4706763.0,4876680.0,2330854.5,2402134.8,4484976.5
439/132.8678mz/8.96min,5101591.0,5439703.5,5503391.0,1857646.8,1003609.4,1895666.2
441/248.9603mz/8.97min,1288573.6,1364341.0,1321688.6,780418.8,790934.6,802171.2
442/112.9857mz/8.97min,6577795.0,7137746.5,8252140.0,8025912.0,6212821.0,5535635.5
445/180.9728mz/8.97min,350316.38,710418.56,705431.3,294394.3,511138.4,533464.56
446/316.9475mz/8.97min,881396.1,1061860.5,1116606.2,606035.8,403151.66,530542.6
447/383.1894mz/8.97min,1527508.9,1560173.6,1608005.2,1745114.2,1621088.9,1713349.5
451/353.1425mz/8.98min,359581.53,394887.47,455887.38,170714.45,120378.99,247599.47
452/381.1737mz/8.98min,762476.4,810110.25,834050.0,663301.2,553934.25,763197.1
453/355.1581mz/8.98min,1779148.4,1759750.1,1894935.1,1995729.8,1930647.9,2009324.6
457/183.9342mz/9.04min,12739519.0,15411479.0,10249911.0,14463100.0,14897945.0,15267402.0
458/229.9009mz/9.06min,448090.6,533353.9,342215.47,1076947.5,1213165.6,1162258.8
460/139.9445mz/9.06min,4645120.0,5572134.0,1388615.9,1833440.9,1923748.0,5014085.0
461/199.9292mz/9.1min,201257.28,327509.78,216470.03,1448390.8,1923457.6,1503553.1
462/312.8361mz/9.08min,2110466.2,1905496.6,1973860.1,1930293.2,2216107.5,2097321.2
463/427.2338mz/9.09min,1492815.0,1388974.2,1472346.1,339836.4,375805.8,302513.5
464/124.0015mz/9.16min,689917.9,727971.2,659761.94,613053.7,588382.7,652786.0
465/355.1581mz/9.16min,633205.06,590728.25,556430.5,549029.25,517897.1,663926.8
467/383.1894mz/9.16min,363823.3,400549.3,348723.2,297996.34,340514.34,405387.0
468/693.4408mz/9.16min,1461694.6,1466927.2,1178418.6,729982.6,798485.44,983945.1
470/139.9445mz/9.14min,1727091.1,1689195.0,5522071.5,1811065.5,1803202.1,1889363.4
471/411.3843mz/9.34min,811137.2,826110.8,915720.25,697665.2,658306.44,774816.6
472/467.2832mz/9.39min,380503.6,404538.16,368682.25,452257.5,372147.53,577069.3
474/124.0015mz/9.4min,255133.16,467265.9,390528.22,452505.47,200994.12,257926.4
475/101.9809mz/9.4min,920455.0,1101888.2,1149702.5,1071391.0,843027.0,1026555.75
478/101.9809mz/9.62min,549618.44,1028860.4,983435.06,1216801.1,802831.44,1085381.0
480/355.1582mz/9.61min,472203.28,248014.81,255479.53,209303.75,455837.1,438591.1
