"","filter","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML","POS_TJGIp1_1_Run49.mzML","POS_TJGIp1_2_Run105.mzML","POS_TJGIp1_3_Run179.mzML"
"539/160.0968mz/2.73min",594791.55,530751.1,618577.2,571005.9,525887.94,727637.8,775801.06
"541/120.0444mz/2.74min",2610403.3,2382958.5,2415151.8,2231262,2805654.8,3480906.8,3047078.2
"542/260.1028mz/2.73min",487783.38,471749.06,546018.2,463081.34,449656.88,542529.94,503817.7
"543/138.0549mz/2.74min",709860,584896.94,673368.06,675584.1,744135.9,905620.25,1044658.4
"544/210.0219mz/2.74min",665054,654382.5,615571.75,577421.1,675725.5,827388.1,762630.2
"546/259.165mz/2.74min",934483.22,938122.94,748224.1,841327.94,1000110.06,1083079.2,930843.5
"547/245.1858mz/2.74min",1797971.3,1787108.5,1977160.1,934440.6,1808834.1,2772935.2,1755295
"548/327.191mz/2.74min",244654.045,196787.52,79465.73,363859.28,220771.97,268536.12,291732.3
"551/255.1701mz/2.75min",824393.17,685155.1,390720.4,1091143.8,715783.44,1014342.3,933002.9
"552/160.1332mz/2.75min",1666574.4,1167645.8,823058.9,1682519.6,1706330,1650629.2,1781749
"553/213.0658mz/2.75min",1052542.95,946901.3,884856.8,1059196.4,1045889.5,1335672.2,1280104.1
"554/283.1262mz/2.75min",550820.77,627109.56,468372.66,442135.66,582649.94,635281.5,518991.6
"555/114.1277mz/2.75min",1081818.8,791369.56,516731.94,1089161.4,1144461.2,1074476.2,1109743
"558/272.1853mz/2.77min",483508.53,509642.97,479653.22,417144.5,487363.84,525728.94,411243.84
"560/123.0916mz/2.76min",210013.9,205276.08,196231.89,255227.36,175808.56,224716.31,214751.72
"561/169.076mz/2.77min",39752360,38243910,58977316,34552364,37260268,46300100,41260810
"562/253.1157mz/2.77min",439910.72,480738.4,376341.5,342421.16,478368.84,523255.06,401452.6
"563/170.0792mz/2.77min",4469496.25,4479914,6953252,4084146.2,4352976.5,5225065,4459078.5
"564/243.1338mz/2.77min",2523929,2944900.8,2402313.5,2082188,2645544.5,3008181.2,2398613.2
"565/265.1157mz/2.8min",388318.75,398841.6,356395.06,212169.52,377795.9,450475.75,410357.03
"568/254.1596mz/2.78min",393703.09,527872.06,347709.84,195704.58,555526.56,439696.34,337368.78
"569/256.1066mz/2.78min",301300.14,287518.44,303199.62,263648.16,299400.66,411833.1,328770.9
"570/259.115mz/2.78min",3478627.5,3411354.2,3343077.8,3063713.2,3978666,4020081.5,3545900.8
"571/179.0703mz/2.78min",529425.76,413913.25,524254.62,534596.9,504156.62,630167,648187.5
"577/275.1388mz/2.8min",463491.565,474295.66,467685.75,384818.28,440894.3,586316.9,459297.38
"582/181.0971mz/2.81min",1427707.2,1318875.8,1493159.9,1366992.5,1343861.8,1849896.1,1488421.9
"583/160.0969mz/2.82min",965767.67,815188.2,976648.44,954886.9,903993.5,1347549,1484394.4
"585/114.0914mz/2.78min",1339678.3,1408683.6,1178632.2,1197728.6,1270673,1625438.4,1941183.6
"586/197.1285mz/2.8min",509187.67,327533,559509.4,590531.06,275641.56,915476.6,458865.94
"588/245.1858mz/2.79min",1023711.63,693580.3,1324332,834559.06,829492.5,1212864.2,2274993.2
"589/386.157mz/2.9min",147909.065,187263.84,155459.88,75461.3,196345.16,140358.25,134306.6
"591/227.1389mz/2.84min",487238.84,509977.8,503657.34,463941.84,470820.34,826330.5,387787.12
"592/287.1711mz/2.84min",836643.595,879035.44,399034.84,770230.5,917119.9,911190.44,794251.75
"594/295.1286mz/2.85min",1361674.55,1624675.2,791370.5,1098673.9,2777479,2530798.2,859426.56
"596/166.0864mz/2.86min",247611.835,251254.39,263654.03,199336.55,238807.61,300914.94,243969.28
"597/267.1313mz/2.85min",378050.88,489709.88,349667.38,270380.03,300890.44,505648.06,406434.38
"598/243.1339mz/2.86min",4770449.25,5380444,4386810,4099227,4923696.5,5398040.5,4617202
"601/209.1285mz/2.87min",298265.25,189128.23,299285.72,413114,297244.78,608987.2,204930.5
"602/203.139mz/2.86min",72845.08,123783.164,45013.6,68920.39,76769.77,67958.89,160556.83
"604/279.1314mz/2.87min",297689.61,335033.84,255859.11,233049.92,349931.5,368144,260345.38
"606/450.1859mz/2.91min",132465.87,147878.67,113810.64,49611.93,117053.07,216394.72,150775.17
"607/428.204mz/2.88min",602183.55,623093.2,595049.7,292018.12,454911.5,792649.94,609317.4
"612/271.165mz/2.9min",238900.31,311577.78,205669.06,100103.25,272131.56,288293.1,185314.64
"615/193.17mz/2.92min",162920.38,200072.38,170596.14,55398.535,126691.625,257176.4,155244.62
"616/241.097mz/2.92min",400047.205,410733.47,641159.94,304296.56,389360.94,466707.25,334610.47
"617/132.1019mz/2.94min",920964.45,702733.06,1075513.1,645111.8,787773.1,1061413,1054155.8
"618/196.0945mz/2.91min",993083.4,1011373,771645.25,974793.8,1074858.8,1352989.8,878387.2
"621/128.107mz/2.92min",4042538.6,4100356,3527242,3535012,4264920,5652623.5,3984721.2
"623/156.102mz/2.92min",774646.25,787805.94,630078.9,658851.44,1546949.5,1063358,761486.56
"624/174.1125mz/2.92min",2713676.25,2635109.5,2252045.8,2406995.5,2990449.5,3853158.5,2792243
"626/279.1701mz/2.93min",693856.37,655834.5,782260.5,354801.25,698666.3,1076043.1,689046.44
"627/183.0917mz/2.93min",2466681.65,2335394.5,3348509,2069358,2110023.2,2780851.2,2597968.8
"629/262.0973mz/2.94min",289640.01,274245.5,301005.22,215466.69,564460.56,471855.47,278274.8
"633/208.0969mz/2.94min",291583.23,346939.12,269273.72,283572.03,295977.4,329736.72,287189.06
"634/319.1497mz/2.94min",420597.425,463582.62,293167.25,317750.56,444742.47,548472.25,396452.38
"635/331.1972mz/2.95min",605382.925,693553.06,572260.1,379305,697140,638505.75,556896.25
"638/197.1285mz/2.95min",612631.72,476515.44,657154,568109.44,455097.47,806060.4,1051084
"639/204.1243mz/2.95min",386785.42,395639.28,377931.56,357233.44,436453.44,502049.2,366429.78
"640/170.1176mz/2.95min",671915.4,1093421.1,692674.8,575208.25,651156,716205.1,560242.4
"642/255.1314mz/2.96min",505189.39,584550.06,516484.78,281099.47,624915.2,493894,351149.38
"643/188.1281mz/2.95min",174446.27,282521.38,177568.23,171324.31,166080.55,205766.23,151427.19
"644/154.1226mz/2.95min",647580.925,811866.06,630885.1,376483.47,774627.06,664276.75,441926.4
"645/172.1332mz/2.95min",1148579.8,1318822,1104643.4,664700.5,1281712.6,1192516.2,808281.06
"646/215.139mz/2.95min",948769.5,975299.75,922239.25,621315.6,988998.06,1067039,832777.7
"647/210.1101mz/2.96min",751744.77,1146046.5,806619,747363.1,696550.2,756126.44,588733.06
"650/213.1022mz/2.96min",370895.66,358018.44,451657.2,311299.16,332019.22,430132,383772.88
"651/213.0658mz/2.96min",497368.68,517032.3,477705.06,383329.16,530020.3,538427.4,422084.84
"654/249.1208mz/2.96min",477933.015,513118.06,419021.8,470925.78,353546.03,484940.25,511940.78
"656/177.0658mz/2.97min",310241.22,203534.9,334164.56,286317.88,248309.05,431849.62,370205.56
"657/428.204mz/2.97min",1150644.5,1223491.2,1140173.5,576705.9,896688.5,1512475.8,1161115.5
"658/86.0965mz/2.92min",1202309.65,1149587.1,1005500.56,990992.1,1255032.2,3129956,2315180
"659/180.1019mz/2.97min",1015170.8,944839.1,1120084.5,752372.8,872881.3,1262936,1085502.5
"662/196.0944mz/2.98min",1017149.625,934217.9,1010928.75,1061391,886882.75,1210675.4,1023370.5
"663/120.0808mz/2.98min",1086819.28,1208204,1310500.4,755007.06,965434.56,1306977.2,859658.3
"665/166.0863mz/2.98min",289630.795,300078.06,388827.47,238329.7,241110.83,376228.97,279183.53
"666/132.1019mz/2.98min",1121809.9,892605.6,1904012.2,854186.94,812441.6,1351014.2,1759681.1
"667/174.1125mz/2.98min",3023052.5,2886631.2,3079903.5,2966201.5,2932141.2,4408458.5,3450133
"668/212.1183mz/2.95min",122688.86,152656.08,92721.64,19998.451,194583.22,77584.79,4656630.5
"669/156.1019mz/2.96min",757983.95,721439.2,719843.6,673719.06,808889.94,1120943.9,794528.7
"673/195.1128mz/2.99min",1325105.75,1222503.4,1459163.2,1312557.6,1209188.2,1760425.8,1337653.9
"674/277.1181mz/2.99min",1179410.7,1347875.2,1089481.5,1018903.6,1230148.9,1351848.1,1128672.5
"676/412.209mz/3.0min",817941.225,853435.3,823291.2,414391.78,650459,1102484.1,812591.25
"678/231.1702mz/3.01min",324999.89,318384.62,251252.58,290667.06,331615.16,385372.88,373800.25
"679/139.0866mz/3.02min",1387621.2,1495478.8,1279763.6,1014985.8,1751034.5,1783945.5,1116984
"680/205.0972mz/3.02min",1868275.55,1999764.5,1736786.6,1440329.2,2388347.5,2455318,1470904.8
"682/223.1077mz/3.02min",8375023.25,8458168,8291878.5,7156958.5,10635396,12161737,7392244
"683/181.0971mz/3.02min",3218941.65,3349050.5,3088832.8,2501631.8,3889292.2,4301740.5,2610450.2
"685/245.0896mz/3.02min",6154611.75,5032410.5,6102556,6561697.5,6206667.5,7959306,5499152
"686/246.1697mz/3.02min",256100.475,372656.47,199395.33,268080.56,286356.75,244120.39,218058.33
"688/241.1545mz/3.02min",243257.935,187727.44,151719.1,381348.8,251076.27,235439.6,251253.67
"689/186.1124mz/3.03min",471921.735,461549.97,482293.5,450676.34,405646.06,530767.94,891655.1
"692/279.17mz/3.02min",408116.46,382727.94,382825.8,227745.88,433407.12,649860.6,471081.3
"694/222.16mz/3.05min",379647.23,376777.12,384492.56,334819,382517.34,471002.28,304704.78
"696/251.1364mz/3.05min",495842.035,515764.97,568398.4,411854,496934.47,494749.6,446260.56
"697/401.2156mz/3.07min",209695.06,280008.75,195923.1,222066.81,671132.9,137194.38,197323.31
"698/120.0444mz/3.06min",265125.235,258623.52,266291.47,263959,260101.27,369860,330185.44
"699/211.1441mz/3.06min",13043954.5,11700899,14518784,10712171,10295621,17592608,14387010
"700/191.1042mz/3.06min",298281.62,347974.8,339510.28,239241.69,313860.12,282703.12,235263.97
"701/148.0393mz/3.06min",386631.84,373393.38,381970.62,390773.12,382490.56,509089.53,486245.4
"703/289.1755mz/3.06min",747770.155,674370.25,728755.75,349800.84,766784.56,994808.5,786459.75
"705/212.1473mz/3.06min",1551578.8,1400100.2,1768871.5,1250752.8,1274926.6,2078393,1703057.4
"707/379.2336mz/3.07min",484917.68,507438.3,360944.22,428637.84,1231169.9,850198.1,462397.06
"711/169.076mz/3.06min",347903.31,463569.6,380729.56,106875.016,768856.56,315077.06,207106.36
"712/261.1097mz/3.1min",35838.3265,25537.52,50614.9,262299.34,46139.133,20897.287,23535.639
"713/245.1358mz/3.09min",1470617.2,1430411.8,1510822.6,7975173.5,2074543.8,1249491.9,916786.6
"714/223.1539mz/3.09min",505327.86,579315.3,443136.66,1706360.6,567519.06,359691.44,214543.05
"715/240.1804mz/3.09min",1392593.3,1668030.5,1142444,3404021,1642742.6,884413.7,528527
"716/103.0754mz/3.09min",122362.74,143400.95,115452.72,489334,129272.76,85787.29,55348.145
"717/246.1392mz/3.09min",127193.51,121032.63,133354.39,839873.2,155025.5,98926.25,56531.305
"721/412.2091mz/3.1min",1140454,1267739.1,1140893.5,627175.75,956961.5,1543074.6,1140014.5
"723/257.1494mz/3.12min",444409.87,481900.94,360391.4,80341.58,491337.78,570384.1,406918.8
"724/173.1285mz/3.12min",497760.25,606034.25,314420.62,454277.75,509258.2,486262.3,723678.94
"725/279.1314mz/3.12min",399333.99,434319.1,655412.4,219303.48,364348.88,834577.9,318619.8
"726/120.0808mz/3.13min",1403453.75,1488796.4,1424732.1,986970.4,1382175.4,1807304.8,1288718
"727/166.0863mz/3.13min",596488.38,611086.2,636615,435680.9,579571.1,811153.56,581890.56
"728/208.0969mz/3.13min",1061036.5,1063070.5,1107410.8,810775.56,1059002.5,1453686.4,1050815
"732/259.1763mz/3.13min",523581.72,624667.56,498254,395019.8,562471.94,492599.38,548909.44
"733/100.1121mz/3.13min",1036235.35,1088289.5,1112742.9,577183.25,1077315.1,995155.6,813404.4
"735/145.076mz/3.13min",2943792.85,2965003.2,2597887,2853087,5992630.5,4023280,2922582.5
"736/211.1441mz/3.14min",8546044.25,6751099.5,10594830,4748145.5,6309624.5,12472515,10340989
"738/194.0812mz/3.14min",191702.535,121579.54,86247.84,100766.92,624953.25,846698.1,261825.53
"739/109.1012mz/3.14min",549265.27,767300.8,581646.9,429901.2,541371.1,557159.44,433188.34
"740/194.1152mz/3.14min",1045126.35,1286272.9,1216490.1,1049623.8,928547.9,1040628.9,885450.94
"741/172.1332mz/3.14min",1131773.85,1558263.4,1158273.6,913273.75,1105274.1,1197765.1,975848.4
"744/190.0499mz/3.15min",266794.97,230880.97,369650.47,248027.47,267813.97,346488.47,265775.97
"745/165.0911mz/3.15min",119176.122,150199.94,103223.414,86478.82,99744.15,135128.83,147838.75
"749/265.1157mz/3.16min",336532.16,407353.12,334127.12,332340.28,240518.23,338937.2,454581.22
"750/217.0972mz/3.17min",160763.62,157848.14,171059.95,73141.54,149617.98,206207.94,163679.1
"755/245.1285mz/3.17min",1323218.75,1221227.4,1425210.1,1186731.6,1084866.5,1738670.2,1641348
"756/251.1365mz/3.17min",182631.79,191597.89,221176.52,151429.31,173665.69,240958.45,151802.67
"757/185.071mz/3.18min",192350.97,165542.89,367904.7,160366.58,219159.05,269933.84,123049.55
"758/296.1127mz/3.19min",138047.675,169452.75,67331.03,106642.6,330117.88,312954.47,78767.77
"760/284.1392mz/3.19min",117970.25,124049.984,94706.01,99497.05,111890.516,153523.62,130201.76
"763/162.055mz/3.2min",1204391.15,1083658.5,1361173.2,955498.44,1092901.2,1428231.2,1315881.1
"764/247.1076mz/3.2min",836908.2,916355.1,693199.25,722819.5,1119527.1,1142235.1,757461.3
"767/252.1593mz/3.22min",366402.51,409173.3,251134.78,687238.2,330148.7,382868.62,349936.4
"768/202.1438mz/3.22min",395135.735,344966.53,411539,352140.25,378732.47,496642.7,438215.2
"769/293.147mz/3.22min",785352.725,981591.25,665864.2,603831.25,904841.25,1044006.25,640958.8
"770/116.0706mz/3.22min",940371.775,825093.75,925756.3,717304.44,977872.75,1232258.1,954987.25
"774/271.1651mz/3.23min",680776.88,825723.2,585234.56,495446.12,759047.06,906010.5,602506.7
"775/169.0761mz/3.21min",404002.985,301166.3,647238.44,228004.89,320434.5,487571.47,750850.56
"778/281.147mz/3.24min",424475.11,779814.25,431097.88,278567.12,417852.34,519888.66,367214.3
"779/118.0651mz/3.24min",900789.925,874554.1,1029167.7,691266.25,870999.3,1083127.5,927025.75
"780/164.0706mz/3.24min",431044.25,422202.88,446618.66,344996.25,439885.62,542373.44,391614.78
"782/195.1129mz/3.26min",300523.985,203716.86,313303.94,446025.97,219441.33,342056.75,287744.03
"783/182.0813mz/3.25min",2069356.5,1910998.6,2119753.8,1724538.8,2105876.5,2690059.8,2032836.5
"784/259.1652mz/3.25min",1127251,1207527.9,1086914.6,714674.06,1167587.4,1452549.6,1011673
"785/120.0444mz/3.25min",606913.58,552560.1,497534.2,619454.1,594373.06,799164.6,717468.25
"790/284.2066mz/3.27min",1438532.95,1428763.4,938978.3,3390660.8,1448302.5,5517226.5,717322.3
"791/289.162mz/3.27min",655598.6,593697.25,634908.44,4491665,658056.5,4099550.8,653140.7
"792/209.1285mz/3.27min",364705.985,334585.16,362186.34,364768.44,364643.53,498445.78,375396.34
"793/267.1801mz/3.27min",174286.49,169491.86,141056.23,870716.06,179081.12,1074625.4,149469.61
"794/205.0972mz/3.27min",108085,90043.516,109353.164,88203.016,107994.69,171786.27,108175.31
"796/103.0754mz/3.27min",29584.609,29449.066,19063.535,181200.33,29720.152,219017.03,18993.646
"798/146.0601mz/3.27min",668800.405,507096,751060.8,618419.06,495832.34,719181.75,852417.6
"800/285.1308mz/3.29min",90898.03,88197.46,135181.78,55248.61,238741.3,93598.6,85103.06
"801/204.1232mz/3.28min",70534.518,67524.086,125823.41,56841.402,44514.883,73544.95,82082.6
"804/245.1285mz/3.28min",1936520.85,1710432.2,2396784.8,1192132.9,1558118.6,2794648,2162609.5
"805/336.1664mz/3.28min",1132911.45,1246237.6,1021476.06,984755.06,1233080.2,1466782.2,1032742.7
"806/241.1546mz/3.29min",229851.735,301257.88,115608.36,182430.03,277273.44,373315.5,155153.72
"808/245.1859mz/3.29min",422508.585,386529.97,303831.75,377266.56,458487.2,486647.84,462512.12
"809/217.1547mz/3.3min",729678.65,795601.06,590904.8,515084.84,722591.8,736765.5,998237.75
"813/195.1129mz/3.31min",661699.3,560753.06,701323.6,776163.8,579986.8,812731.4,622075
"816/284.1393mz/3.33min",381071.76,390660.34,372431.62,234872.52,389711.9,518513.25,357101.94
"817/220.1193mz/3.34min",445451.62,470653.84,420249.4,374929.16,545676.3,590793.1,367154.6
"820/303.1912mz/3.35min",2177906.2,2274191.2,1820813.5,1454983.6,2668076.2,2574386.8,2081621.2
"823/210.11mz/3.35min",131764.805,131048.5,132481.11,116091,108819.77,164343.5,138766.47
"825/188.1282mz/3.35min",728020.9,738715.9,717325.9,616763.8,686698.3,933950.7,808018.44
"826/295.1627mz/3.36min",702748.85,779077.3,626420.4,570611.94,791401.1,980263.56,593607
"827/273.1807mz/3.36min",380910.75,427078.22,334743.28,265038.44,453163.94,522450.56,312288.56
"829/212.1263mz/3.37min",599897.43,617437.8,833279.1,452317.66,509820.2,723184.5,582357.06
"830/285.1307mz/3.37min",657913.8,666986.2,906649.2,447495.25,511747.34,719773.2,648841.4
"831/227.1278mz/3.37min",295667.295,341443.25,391436.28,177092.11,250801.19,336785.34,254549.25
"832/245.1382mz/3.36min",595166.15,641432,787551.94,332243.72,373455.06,660232.94,548900.3
"835/211.1231mz/3.37min",3987462.65,3984196.8,5493841.5,3188228.5,3677090.2,4713823,3990728.5
