filename	ATTRIBUTE_GROUP
2024_NEG_CC_1_Run21.mzML	CTRL
2024_NEG_CC_2_Run48.mzML	CTRL
2024_NEG_CC_3_Run62.mzML	CTRL
2024_NEG_CC-Nam_1_Run33.mzML	EXP
2024_NEG_CC-Nam_2_Run45.mzML	EXP
2024_NEG_CC-Nam_3_Run68.mzML	EXP
