"","filter","Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML","NEG_D5-211-C3-a_Run146.mzML","NEG_D5-211-C3-b_Run149.mzML","NEG_D5-211-C3-c_Run152.mzML"
"91/227.9665mz/4.69min",1265545.2,421848.4,421848.4,421848.4,2109242,2122199,2115998
"93/297.9517mz/4.69min",276826.836,92275.612,92275.612,92275.612,465761.47,469806.03,461378.06
"94/447.127mz/4.69min",237844.296,489896.84,396407.16,514181.6,79281.432,79281.432,79281.432
"95/295.9537mz/4.69min",286661.136,95553.712,95553.712,95553.712,477768.56,478461.44,479640.5
"96/247.0883mz/4.7min",273908.46,456514.1,474250.84,599881.7,91302.82,91302.82,91302.82
"97/269.0701mz/4.71min",250056.6,416761,436035.22,552757.1,83352.2,83352.2,83352.2
"98/568.2963mz/4.73min",391869.54,768481.94,756033,653115.9,130623.18,130623.18,130623.18
"99/573.2517mz/4.73min",2511720.3,4522530,4588901.5,4186200.5,837240.1,837240.1,837240.1
"100/228.1959mz/4.82min",81361.062,216914.27,135601.77,210690.34,27120.354,27120.354,27120.354
"101/250.1777mz/4.82min",236273.58,560718.4,393789.3,574866.4,78757.86,78757.86,78757.86
"102/270.1464mz/4.85min",211821.12,496937.72,353035.2,666895.4,70607.04,70607.04,70607.04
"104/448.2032mz/4.9min",49854.186,95138.88,83090.31,121074.984,16618.062,16618.062,16618.062
"105/426.9677mz/5.06min",3647278.2,1215759.4,1215759.4,1215759.4,6153301.5,6078797,6342887
"107/344.1301mz/5.23min",370009.44,716908.6,616682.4,1003180.8,123336.48,123336.48,123336.48
"108/649.3063mz/5.23min",528930.636,1071198.9,881551.06,1451975.6,176310.212,176310.212,176310.212
"109/666.333mz/5.23min",481730.064,998123.44,802883.44,1186714.6,160576.688,160576.688,160576.688
"110/671.2884mz/5.24min",5524258.2,10904982,9207097,13314125,1841419.4,1841419.4,1841419.4
"111/318.3mz/5.24min",1356306,2385896,2681978.2,2260510,452102,452102,452102
"113/203.062mz/5.28min",173597.28,368459.94,289328.8,399944.6,57865.76,57865.76,57865.76
"114/298.2739mz/5.3min",333121.164,593503.06,598996.5,555201.94,111040.388,111040.388,111040.388
"115/256.2998mz/5.42min",6637960.8,11307937,11312143,11063268,2212653.6,2212653.6,2212653.6
"116/264.092mz/5.43min",239176.02,458984.72,398626.7,472174.56,79725.34,79725.34,79725.34
"117/284.6053mz/5.43min",331636.44,601384.6,552727.4,640882.44,110545.48,110545.48,110545.48
"118/448.2033mz/5.43min",3741866.1,7044495.5,6236443.5,7188043,1247288.7,1247288.7,1247288.7
"119/470.1853mz/5.43min",7085333.4,12976840,11808889,13135237,2361777.8,2361777.8,2361777.8
"120/917.3813mz/5.43min",338125.164,682053.44,563541.94,722467.9,112708.388,112708.388,112708.388
"121/304.2997mz/5.46min",252142.68,420237.8,1600779.4,781189,84047.56,84047.56,84047.56
"122/284.2946mz/5.48min",56379.042,122752.555,143970.66,93965.07,18793.014,18793.014,18793.014
"123/302.3052mz/5.48min",2134988.1,4338535,4959930,3558313.5,711662.7,711662.7,711662.7
"124/303.3085mz/5.48min",407549.25,842388.94,950029.44,679248.75,135849.75,135849.75,135849.75
"126/322.2713mz/5.58min",213234.6,458712.03,531342.1,355391,71078.2,71078.2,71078.2
"127/437.193mz/5.58min",1205449.74,2009082.9,2349523.8,2140853.8,401816.58,401816.58,401816.58
"128/300.2896mz/5.58min",10605222,23287200,25048578,17675370,3535074,3535074,3535074
"129/344.3157mz/5.61min",741092.04,1565503.1,1719950.9,1235153.4,247030.68,247030.68,247030.68
"130/195.1016mz/5.61min",452196.6,763165.75,753661,792258.3,150732.2,150732.2,150732.2
"132/347.3347mz/5.65min",415851.636,972210.75,1045634.9,693086.06,138617.212,138617.212,138617.212
"133/346.3313mz/5.66min",2408461.68,4567720,4998122.5,4014102.8,802820.56,802820.56,802820.56
"134/105.0335mz/5.68min",1108149,1846915,2467678.5,2597630.5,369383,369383,369383
"135/118.0651mz/5.68min",499368.636,832281.06,1088992.5,1140044.9,166456.212,166456.212,166456.212
"136/225.091mz/5.68min",1139479.92,1899133.2,2506728.2,2575933.2,379826.64,379826.64,379826.64
"137/279.0991mz/5.68min",9083995.8,15139993,19929360,20734506,3027998.6,3027998.6,3027998.6
"138/320.1255mz/5.68min",1143196.14,1905326.9,2570896.2,2744408.2,381065.38,381065.38,381065.38
"139/535.2088mz/5.68min",324948.864,541581.44,869413.3,919714.56,108316.288,108316.288,108316.288
"141/211.0754mz/5.68min",679003.08,1131671.8,1541299.8,1620104.2,226334.36,226334.36,226334.36
"142/887.3878mz/5.68min",624196.836,1196454.2,1040328.06,1421480.6,208065.612,208065.612,208065.612
"143/377.1662mz/5.72min",702336.96,1376944.8,1170561.6,1339226.5,234112.32,234112.32,234112.32
"144/399.1482mz/5.73min",1759155,3258261.8,2931925,3253686.2,586385,586385,586385
"145/284.2946mz/5.75min",334994.7,577704.06,687102.5,558324.5,111664.9,111664.9,111664.9
"146/344.3157mz/5.77min",405612.9,676021.5,770903.5,717970.06,135204.3,135204.3,135204.3
"147/314.3051mz/5.79min",243601.428,476036.06,518330.34,406002.38,81200.476,81200.476,81200.476
"148/402.3574mz/5.81min",83993.562,139989.27,311782.38,359235.12,27997.854,27997.854,27997.854
"149/517.2518mz/5.81min",323174.55,538624.25,740317.6,575078.3,107724.85,107724.85,107724.85
"150/339.1118mz/5.83min",328737.336,547895.56,725215.44,619556.4,109579.112,109579.112,109579.112
"151/147.0805mz/5.83min",139929.882,233216.47,295731.25,255060.53,46643.294,46643.294,46643.294
"152/631.3266mz/5.88min",492769.68,1050586.8,821282.8,1042287.9,164256.56,164256.56,164256.56
"153/332.331mz/5.88min",107923.848,179873.08,678632.56,343547.97,35974.616,35974.616,35974.616
"154/330.3364mz/5.89min",653106.36,1416246.5,1549509.8,1088510.6,217702.12,217702.12,217702.12
"155/371.1167mz/5.91min",50432.706,120014.67,84054.51,121271.25,16810.902,16810.902,16810.902
"157/291.0778mz/5.95min",286957.482,478262.47,501012.03,493525.06,95652.494,95652.494,95652.494
"158/449.1847mz/5.95min",310236.54,517060.9,571628.44,560082.3,103412.18,103412.18,103412.18
"160/328.3208mz/5.99min",6098398.2,12168890,12757800,10163997,2032799.4,2032799.4,2032799.4
"161/400.1797mz/5.99min",173272.818,391462.44,288788.03,393096.47,57757.606,57757.606,57757.606
"162/337.1712mz/5.99min",1133864.94,2623870,1889774.9,2594750.2,377954.98,377954.98,377954.98
"163/359.1532mz/5.99min",718920.12,1600124.2,1198200.2,1627965.5,239640.04,239640.04,239640.04
"164/629.3109mz/5.99min",163039.92,434086.2,271733.2,435374.4,54346.64,54346.64,54346.64
"165/354.2847mz/6.0min",233700.318,389500.53,460759.3,445157.3,77900.106,77900.106,77900.106
"166/359.2401mz/6.0min",465043.8,775073,949466.8,942602.25,155014.6,155014.6,155014.6
"167/563.2381mz/6.01min",224768.964,384757.25,374614.94,464846.44,74922.988,74922.988,74922.988
"168/372.347mz/6.04min",1692311.28,3556494.8,3996401.8,2820518.8,564103.76,564103.76,564103.76
"169/532.2585mz/6.07min",203643.66,517858.97,339406.1,506841.6,67881.22,67881.22,67881.22
"172/119.0856mz/6.1min",798315.84,1330526.4,2233152.8,1468033.6,266105.28,266105.28,266105.28
"173/147.0805mz/6.1min",12269596.8,20449328,33783200,22549684,4089865.6,4089865.6,4089865.6
"174/165.0911mz/6.1min",635055.6,1058426,1798361.6,1163049,211685.2,211685.2,211685.2
"175/244.0766mz/6.1min",298708.92,497848.2,913132.8,605505.1,99569.64,99569.64,99569.64
"176/349.135mz/6.1min",3333600,5556000,9163973,6053599,1111200,1111200,1111200
"177/697.2629mz/6.1min",529763.436,882939.06,2269270.2,1110335.6,176587.812,176587.812,176587.812
"178/235.0712mz/6.1min",287295.096,478825.16,755374.6,515278.03,95765.032,95765.032,95765.032
"179/255.5845mz/6.1min",446839.164,744731.94,1270634.2,886366.75,148946.388,148946.388,148946.388
"180/219.057mz/6.11min",388402.95,647338.25,1139331.4,737153.9,129467.65,129467.65,129467.65
"181/371.117mz/6.11min",15855543.6,26425906,38862788,29274146,5285181.2,5285181.2,5285181.2
"182/372.1202mz/6.11min",3791766.3,6319610.5,9259321,7032656,1263922.1,1263922.1,1263922.1
"183/719.245mz/6.11min",3399754.8,5666258,10464346,6753778.5,1133251.6,1133251.6,1133251.6
"184/217.0422mz/6.11min",364631.25,121543.75,121543.75,121543.75,636316,607718.75,640214.7
"185/412.1433mz/6.11min",422142.75,703571.25,1128885.2,852731.9,140714.25,140714.25,140714.25
"186/388.6215mz/6.1min",61184.208,101973.68,290964.75,143797.67,20394.736,20394.736,20394.736
"187/312.3258mz/6.16min",224800.836,415140.75,454608.84,374668.06,74933.612,74933.612,74933.612
"188/532.2584mz/6.16min",243126.432,607117.8,405210.72,584279.44,81042.144,81042.144,81042.144
"189/313.2347mz/6.19min",1083167.7,1839281.8,1805279.5,2191061.2,361055.9,361055.9,361055.9
"191/430.3886mz/6.2min",76572.732,127621.22,275812.16,356671.38,25524.244,25524.244,25524.244
"193/357.2608mz/6.22min",912784.26,1521307.1,2144841,2540760.8,304261.42,304261.42,304261.42
"194/480.308mz/6.22min",193291.728,322152.88,407095.1,475879.5,64430.576,64430.576,64430.576
"195/629.3109mz/6.24min",149313.516,411784.16,248855.86,408828.3,49771.172,49771.172,49771.172
"196/401.287mz/6.24min",863333.88,1438889.8,1517338.9,1878982.4,287777.96,287777.96,287777.96
"197/445.3131mz/6.25min",371125.536,618542.56,691050,1103891.2,123708.512,123708.512,123708.512
"198/671.2879mz/6.25min",131901.618,219836.03,233972.44,249598.16,43967.206,43967.206,43967.206
"199/265.1477mz/6.26min",341420.64,113806.88,113806.88,113806.88,632178.75,599530,569034.4
"200/385.1324mz/6.27min",128777.862,214629.77,622317.56,215233.44,42925.954,42925.954,42925.954
"201/255.243mz/6.3min",489632.46,816054.1,1000481.7,987189.6,163210.82,163210.82,163210.82
"202/220.1122mz/6.31min",617233.56,1028722.6,1579625.2,1622712.4,205744.52,205744.52,205744.52
"203/359.1532mz/6.34min",30937.2444,75712.38,51562.074,72971.52,10312.4148,10312.4148,10312.4148
"204/337.1713mz/6.34min",56653.5516,136896.73,94422.586,135945.48,18884.5172,18884.5172,18884.5172
"205/411.208mz/6.37min",223649.94,455104.47,372749.9,456376.56,74549.98,74549.98,74549.98
"206/433.19mz/6.37min",2281559.4,4424338,3802599,4402694,760519.8,760519.8,760519.8
"207/275.083mz/6.38min",740061.12,1517280,1233435.2,1469369.2,246687.04,246687.04,246687.04
"208/431.1742mz/6.43min",236176.8,415688.78,393628,444809.7,78725.6,78725.6,78725.6
"209/335.125mz/6.56min",209276.22,550699.2,348793.7,378734.2,69758.74,69758.74,69758.74
"210/431.1741mz/6.6min",351952.65,599387.9,586587.75,612249.75,117317.55,117317.55,117317.55
"211/409.1923mz/6.6min",613878.66,1062406.1,1023131.1,1065341.4,204626.22,204626.22,204626.22
"212/472.2008mz/6.6min",245940.672,411560.8,409901.12,430027.25,81980.224,81980.224,81980.224
"214/298.2739mz/6.64min",58745.04,121940.21,150057.56,97908.4,19581.68,19581.68,19581.68
"215/301.1408mz/6.65min",959429.76,1792187.2,1599049.6,1671074.6,319809.92,319809.92,319809.92
"217/342.2425mz/6.78min",239928.072,441377.4,608914.44,399880.12,79976.024,79976.024,79976.024
"219/283.263mz/6.83min",67946.148,113243.58,148907.88,127692.81,22648.716,22648.716,22648.716
"220/577.3609mz/6.86min",479289.45,1099165.6,798815.75,1054404.8,159763.15,159763.15,159763.15
"221/311.1684mz/6.88min",468520.536,156173.512,156173.512,156173.512,837361.4,780867.56,844172.25
"223/255.2318mz/6.98min",63823.5,106372.5,163349.73,220949.2,21274.5,21274.5,21274.5
"224/237.2213mz/6.98min",38477.898,64129.83,143574.7,192841.34,12825.966,12825.966,12825.966
"225/337.2346mz/6.98min",171139.428,285232.38,402534.3,547119.1,57046.476,57046.476,57046.476
"226/311.1684mz/7.02min",347552.4,115850.8,115850.8,115850.8,579254,615412,603999.4
"229/300.2895mz/7.08min",78230.334,140802.33,199502.31,130383.89,26076.778,26076.778,26076.778
"231/649.4493mz/7.09min",97327.488,162212.48,329316.28,313677.72,32442.496,32442.496,32442.496
"232/605.423mz/7.09min",129932.832,216554.72,424936.44,397836.62,43310.944,43310.944,43310.944
"233/341.266mz/7.09min",194469.672,324116.12,538096.3,477364.78,64823.224,64823.224,64823.224
"234/395.219mz/7.1min",140933.64,234889.4,292170.84,298131.25,46977.88,46977.88,46977.88
"235/561.3969mz/7.1min",157592.268,262653.78,500088.03,461249,52530.756,52530.756,52530.756
"236/517.3708mz/7.1min",170528.85,284214.75,526698.3,470688.94,56842.95,56842.95,56842.95
"237/385.2921mz/7.1min",189971.268,316618.78,521795.2,446131.72,63323.756,63323.756,63323.756
"238/429.3182mz/7.11min",219243.636,365406.06,680825.06,580839.56,73081.212,73081.212,73081.212
"239/473.3445mz/7.1min",189662.34,316103.9,593680.44,494354.88,63220.78,63220.78,63220.78
"241/478.2924mz/7.17min",495129.36,998251.8,825215.6,1032750.7,165043.12,165043.12,165043.12
"242/368.2581mz/7.21min",274232.94,457054.9,593719.1,523944.75,91410.98,91410.98,91410.98
"243/192.9286mz/7.31min",81336.834,27112.278,27112.278,27112.278,135561.39,176279.84,148223.5
"244/478.2924mz/7.31min",113081.598,234498.33,188469.33,241368.23,37693.866,37693.866,37693.866
"250/345.2011mz/7.37min",170926.86,284878.1,385844.47,463968.84,56975.62,56975.62,56975.62
"253/353.1423mz/7.37min",3652249.8,1217416.6,1217416.6,1217416.6,8704369,8268795.5,6087083
"254/384.935mz/7.37min",270956.172,90318.724,90318.724,90318.724,762155.8,451593.62,638199.1
"257/237.2213mz/7.37min",515647.8,859413,1070492.8,1270616.2,171882.6,171882.6,171882.6
"258/323.2191mz/7.37min",299244.45,498740.75,697525.8,903897.06,99748.15,99748.15,99748.15
"260/350.1775mz/7.37min",946071.24,1576785.4,2165822.5,2274122,315357.08,315357.08,315357.08
"262/354.1732mz/7.37min",237374.328,395623.88,497457.9,549678.2,79124.776,79124.776,79124.776
"263/438.1196mz/7.37min",174835.86,58278.62,58278.62,58278.62,387543.6,368562.62,291393.1
"265/351.1478mz/7.37min",174577.218,58192.406,58192.406,58192.406,426858.53,406631.4,290962.03
"266/316.9475mz/7.37min",833667.72,277889.24,277889.24,277889.24,1643187.4,1698572.2,1389446.2
"267/452.9223mz/7.37min",174101.028,58033.676,58033.676,58033.676,304509.28,290168.38,376645.34
"268/80.9479mz/7.37min",272147.028,453578.38,605250.75,696817.56,90715.676,90715.676,90715.676
"272/140.0683mz/7.37min",249593.028,415988.38,469224.88,470809.44,83197.676,83197.676,83197.676
"274/780.5511mz/7.37min",212677.05,354461.75,497442.28,409024.62,70892.35,70892.35,70892.35
"275/248.9602mz/7.38min",823099.68,274366.56,274366.56,274366.56,1371832.8,1734086,2195071.2
"276/255.2318mz/7.38min",725276.04,1208793.4,1477349.6,1789242,241758.68,241758.68,241758.68
"278/782.5662mz/7.38min",231371.58,385619.3,462327.5,619732.06,77123.86,77123.86,77123.86
"280/716.5221mz/7.37min",154839.702,258066.17,1509334.6,262936.12,51613.234,51613.234,51613.234
"282/369.1369mz/7.38min",311824.596,103941.532,103941.532,103941.532,581937.8,586199.9,519707.66
"283/481.2922mz/7.46min",1294313.1,2157188.5,2751083,2623370,431437.7,431437.7,431437.7
"284/395.3306mz/7.47min",308667.6,514446,694074.94,659403.7,102889.2,102889.2,102889.2
"285/377.3202mz/7.47min",409232.76,682054.6,800180.3,753559.5,136410.92,136410.92,136410.92
"286/283.263mz/7.51min",138818.868,231364.78,335643.38,371229.06,46272.956,46272.956,46272.956
"287/365.266mz/7.51min",443664.3,739440.5,1173794.8,1446709.9,147888.1,147888.1,147888.1
"288/265.2525mz/7.52min",71595.402,119325.67,172764.45,186790.73,23865.134,23865.134,23865.134
"291/579.2633mz/7.54min",1610637.6,2684396,2711241.5,3485227,536879.2,536879.2,536879.2
"294/421.1558mz/7.55min",160988.436,268314.06,274436.03,347455.12,53662.812,53662.812,53662.812
"295/557.2812mz/7.55min",237261.696,396491.6,395436.16,506449.12,79087.232,79087.232,79087.232
"297/192.9286mz/7.59min",91627.968,30542.656,30542.656,30542.656,182634.11,345804.38,152713.28
"298/481.292mz/7.57min",379109.46,631849.1,775738.56,662007.1,126369.82,126369.82,126369.82
"301/131.5336mz/7.61min",593567.88,989279.8,2525547.2,2123222.5,197855.96,197855.96,197855.96
"303/410.3048mz/7.62min",198210.732,330351.22,440331.66,440792.5,66070.244,66070.244,66070.244
"305/863.5658mz/7.68min",58195.5096,19398.5032,19398.5032,19398.5032,96992.516,220702.34,577108.8
"309/501.3757mz/7.69min",94168.362,156947.27,396286.84,331307.38,31389.454,31389.454,31389.454
"310/545.402mz/7.69min",70408.0596,117346.766,310210.44,267886.2,23469.3532,23469.3532,23469.3532
"312/250.1777mz/7.7min",154208.838,436824.75,257014.73,324802.44,51402.946,51402.946,51402.946
"314/226.1802mz/7.7min",349324.56,1075306.4,582207.6,849377.25,116441.52,116441.52,116441.52
"317/408.3081mz/7.7min",808089.9,2298667.2,1346816.5,1779712.5,269363.3,269363.3,269363.3
"318/457.3494mz/7.7min",120694.266,201157.11,482692.44,401540.97,40231.422,40231.422,40231.422
"320/273.2575mz/7.7min",180730.56,305999,407141.72,301217.6,60243.52,60243.52,60243.52
"321/192.9286mz/7.71min",55569.174,18523.058,18523.058,18523.058,105922.266,92615.29,664492.1
"322/740.4045mz/7.74min",225976.818,656183.7,376628.03,731991.75,75325.606,75325.606,75325.606
"323/282.2215mz/7.75min",729348.3,1215580.5,1264124.4,1251248.1,243116.1,243116.1,243116.1
"324/325.184mz/7.75min",906735,302245,302245,302245,1643544,1511225,1741464
"325/579.2632mz/7.75min",1919574,3367377.5,3199290,3899239.5,639858,639858,639858
"326/421.1559mz/7.75min",391691.364,704944.6,652818.94,821900.8,130563.788,130563.788,130563.788
"327/557.2812mz/7.75min",335251.38,601270.94,558752.3,676706.5,111750.46,111750.46,111750.46
"331/306.9188mz/7.77min",103401.768,34467.256,34467.256,34467.256,265174.28,490841.75,172336.28
"333/449.3021mz/7.77min",246196.68,410327.8,550195.75,508390.44,82065.56,82065.56,82065.56
"334/393.2195mz/7.77min",368680.44,614467.4,751194.7,727603.44,122893.48,122893.48,122893.48
"336/782.5661mz/7.77min",160370.604,267284.34,309090.8,405387.88,53456.868,53456.868,53456.868
"339/118.9267mz/7.77min",232194.036,77398.012,77398.012,77398.012,386990.06,407085.12,644127
"340/353.1636mz/7.77min",326261.64,108753.88,108753.88,108753.88,682864.9,635733.2,543769.4
"341/355.1581mz/7.77min",7046833.8,2348944.6,2348944.6,2348944.6,14472680,13404559,11744723
"342/440.1353mz/7.77min",329650.86,109883.62,109883.62,109883.62,633280.25,644413.94,549418.1
"345/80.9479mz/7.77min",364872.336,608120.56,878339.6,868997.2,121624.112,121624.112,121624.112
"348/362.3026mz/7.77min",161299.896,609177.06,268833.16,429664.03,53766.632,53766.632,53766.632
"349/118.924mz/7.77min",625173.336,208391.112,208391.112,208391.112,1041955.56,1067268.2,1071374.4
"350/316.9475mz/7.77min",708209.64,236069.88,236069.88,236069.88,1213415.5,1180349.4,1252453.8
"351/357.1626mz/7.77min",166156.518,55385.506,55385.506,55385.506,345273.12,311706.56,276927.53
"352/452.9223mz/7.77min",83114.898,27704.966,27704.966,27704.966,161133.9,154870.33,138524.83
"353/221.1751mz/7.77min",194342.76,611463.44,323904.6,499227.66,64780.92,64780.92,64780.92
"354/226.1802mz/7.77min",286345.86,875251.06,477243.1,677584.6,95448.62,95448.62,95448.62
"355/228.1958mz/7.77min",370686.12,1119824.1,617810.2,886804.6,123562.04,123562.04,123562.04
"356/244.1907mz/7.77min",204548.928,658246.4,340914.88,528462.7,68182.976,68182.976,68182.976
"357/408.3082mz/7.77min",2716349.7,7784803.5,4527249.5,6539636.5,905449.9,905449.9,905449.9
"358/248.9602mz/7.77min",640945.5,213648.5,213648.5,213648.5,1505631.5,1467833.9,1068242.5
"359/384.9351mz/7.77min",250061.604,83353.868,83353.868,83353.868,581635.56,416769.34,713664.56
"360/236.1621mz/7.78min",195555.318,597995,325925.53,469060.94,65185.106,65185.106,65185.106
"362/250.1777mz/7.78min",658169.64,1942089.2,1096949.4,1587470.6,219389.88,219389.88,219389.88
"363/266.1726mz/7.78min",322560,955077.4,537600,786402.1,107520,107520,107520
"365/371.1527mz/7.78min",682977.36,227659.12,227659.12,227659.12,1221275.9,1160775,1138295.6
"366/668.6182mz/7.8min",78628.902,131048.17,325896.25,400592.38,26209.634,26209.634,26209.634
"368/395.3305mz/7.8min",193967.628,323279.38,625791.75,427536.22,64655.876,64655.876,64655.876
"369/409.2744mz/7.82min",284539.068,474231.78,675851.94,595268.06,94846.356,94846.356,94846.356
"372/740.4044mz/7.83min",98369.538,519320.3,163949.23,534845.44,32789.846,32789.846,32789.846
"375/140.0682mz/7.86min",220526.7,367544.5,387615.97,402318.38,73508.9,73508.9,73508.9
"376/213.9829mz/7.87min",616563.24,1919399.9,1027605.4,1473685.1,205521.08,205521.08,205521.08
"377/384.9347mz/7.88min",82069.35,27356.45,27356.45,27356.45,140504.47,136782.25,253706.52
"378/80.9479mz/7.87min",332523.264,554205.44,766733,662708,110841.088,110841.088,110841.088
"380/281.2481mz/7.87min",136579.2679,652.44716,652.44716,3262.2358,364233.34,378211.53,269896.3
"381/785.3372mz/7.87min",283777.32,94592.44,94592.44,94592.44,508155.25,506246.5,472962.2
"382/351.2142mz/7.88min",208698.66,347831.1,411891.94,446646.34,69566.22,69566.22,69566.22
