"","Filename","Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML","NEG_D5-211-C3-a_Run146.mzML","NEG_D5-211-C3-b_Run149.mzML","NEG_D5-211-C3-c_Run152.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","29/217.1047mz/2.24min","873157.44","1119584.6","874888.25","0.0","0.0","0.0"
"3","30/140.0683mz/2.44min","43240.918","86922.38","86683.18","0.0","0.0","0.0"
"4","31/316.2115mz/2.52min","378905.0","172567.9","192132.47","0.0","0.0","0.0"
"5","32/316.2116mz/2.68min","483951.94","316461.5","108783.01","0.0","0.0","0.0"
"6","33/89.0598mz/2.75min","1227202.5","462431.1","361792.6","0.0","0.0","0.0"
"7","34/272.1855mz/2.75min","457010.9","316054.78","286595.44","0.0","0.0","0.0"
"8","35/217.1071mz/2.8min","302399.5","251867.11","562677.25","0.0","0.0","0.0"
"9","36/257.0995mz/2.8min","635531.0","551323.1","1194898.0","0.0","0.0","0.0"
"10","37/120.0445mz/2.83min","2561646.0","2504766.0","2225040.0","0.0","0.0","0.0"
"11","38/138.0551mz/2.83min","729429.0","699165.94","635383.44","0.0","0.0","0.0"
"12","40/345.1518mz/3.13min","252543.84","184725.34","539637.94","0.0","0.0","0.0"
"13","41/172.1333mz/3.19min","1050209.2","1000862.06","1013033.6","0.0","0.0","0.0"
"14","42/194.1153mz/3.19min","5550690.0","5608868.5","5752086.5","0.0","0.0","0.0"
"15","44/239.089mz/3.35min","585025.5","621064.56","785703.9","0.0","0.0","0.0"
"16","45/217.0421mz/3.52min","0.0","0.0","0.0","1107309.1","974535.7","1102772.1"
"17","46/219.0571mz/3.52min","472468.16","704063.7","571939.8","0.0","0.0","0.0"
"18","47/233.0726mz/3.55min","111962.734","61915.23","174515.22","0.0","0.0","0.0"
"19","48/255.0545mz/3.55min","103437.08","40652.473","154486.44","0.0","0.0","0.0"
"20","49/201.0596mz/3.65min","183206.77","150574.69","383144.03","0.0","0.0","0.0"
"21","50/217.1071mz/3.66min","123977.27","96024.46","165238.33","0.0","0.0","0.0"
"22","51/385.1465mz/3.65min","311265.3","259329.77","648033.3","0.0","0.0","0.0"
"23","52/345.1541mz/3.66min","50080.805","46512.25","134678.56","0.0","0.0","0.0"
"24","53/140.0683mz/3.74min","70989.58","104845.33","104798.42","0.0","0.0","0.0"
"25","54/322.0966mz/3.77min","60915.984","55392.29","106577.98","0.0","0.0","0.0"
