"","FC","log2(FC)","raw.pval","-log10(p)"
"701/143.9809mz/10.37min",0.039697,-4.6548,3.7001e-12,11.432
"699/141.9833mz/10.37min",0.039635,-4.6571,9.4028e-12,11.027
"632/663.4535mz/10.09min",0.039724,-4.6539,1.0546e-11,10.977
"725/156.9906mz/10.38min",0.039596,-4.6585,1.4518e-11,10.838
"718/112.0178mz/10.38min",0.039605,-4.6582,3.4533e-11,10.462
"713/90.5067mz/10.37min",0.039425,-4.6647,7.2194e-11,10.141
"717/111.0202mz/10.38min",0.039573,-4.6593,9.2142e-11,10.036
"635/726.4616mz/10.09min",0.039408,-4.6654,9.8305e-11,10.007
"774/145.0353mz/10.94min",0.039429,-4.6646,9.9427e-11,10.002
"682/110.0201mz/10.33min",0.039406,-4.6654,1.1443e-10,9.9415
"698/139.9879mz/10.37min",0.039383,-4.6663,1.21e-10,9.9172
"719/112.5195mz/10.38min",0.039351,-4.6675,1.232e-10,9.9094
"716/91.5044mz/10.38min",0.039346,-4.6676,1.4335e-10,9.8436
"696/207.0174mz/10.36min",0.039538,-4.6606,1.6217e-10,9.79
"115/256.2998mz/5.42min",0.039292,-4.6696,1.7894e-10,9.7473
"720/113.0166mz/10.38min",0.039515,-4.6614,2.1365e-10,9.6703
"697/209.0129mz/10.36min",0.039438,-4.6643,2.503e-10,9.6015
"711/111.5218mz/10.37min",0.039318,-4.6687,2.5201e-10,9.5986
"727/158.986mz/10.38min",0.03921,-4.6727,4.8364e-10,9.3155
"758/154.0049mz/10.5min",0.039104,-4.6765,5.2087e-10,9.2833
"586/379.3358mz/8.97min",0.039086,-4.6772,6.4866e-10,9.188
"722/215.9837mz/10.38min",0.039057,-4.6783,6.5256e-10,9.1854
"42/194.1153mz/3.19min",0.039264,-4.6707,7.2308e-10,9.1408
"751/208.0393mz/10.49min",0.039063,-4.678,8.7958e-10,9.0557
"676/172.9563mz/10.33min",0.039055,-4.6783,8.8174e-10,9.0547
"323/282.2215mz/7.75min",0.038976,-4.6813,1.0707e-09,8.9703
"772/147.0309mz/10.85min",0.038933,-4.6829,1.1297e-09,8.947
"761/139.0179mz/10.52min",0.039351,-4.6675,1.2488e-09,8.9035
"634/708.5108mz/10.09min",0.039026,-4.6794,1.2703e-09,8.8961
"705/184.9855mz/10.37min",0.039354,-4.6673,1.3986e-09,8.8543
"703/186.9809mz/10.37min",0.039065,-4.678,1.4334e-09,8.8436
"492/136.0216mz/8.42min",0.039189,-4.6734,1.511e-09,8.8207
"678/182.9851mz/10.33min",0.039066,-4.6779,1.5471e-09,8.8105
"681/98.512mz/10.33min",0.039065,-4.678,1.6162e-09,8.7915
"211/409.1923mz/6.6min",0.038845,-4.6861,1.6182e-09,8.791
"690/196.0167mz/10.34min",0.038868,-4.6853,1.7189e-09,8.7647
"759/167.0128mz/10.5min",0.038912,-4.6836,1.989e-09,8.7014
"748/102.0339mz/10.48min",0.03909,-4.677,2.1139e-09,8.6749
"41/172.1333mz/3.19min",0.039075,-4.6776,2.445e-09,8.6117
"749/102.5354mz/10.49min",0.038968,-4.6816,2.4975e-09,8.6025
"768/184.0029mz/10.56min",0.038737,-4.6902,2.5144e-09,8.5996
"710/111.5189mz/10.37min",0.038716,-4.6909,2.5644e-09,8.591
"130/195.1016mz/5.61min",0.039045,-4.6787,2.8301e-09,8.5482
"756/168.0161mz/10.49min",0.038975,-4.6813,3.1568e-09,8.5008
"737/94.0451mz/10.45min",0.038651,-4.6934,3.2651e-09,8.4861
"675/205.0171mz/10.32min",0.038648,-4.6935,3.3464e-09,8.4754
"90/230.9845mz/4.69min",0.03863,-4.6941,3.4181e-09,8.4662
"731/130.5216mz/10.41min",0.03896,-4.6819,3.5442e-09,8.4505
"762/201.9756mz/10.52min",0.038932,-4.6829,3.5823e-09,8.4458
"88/231.9791mz/4.69min",0.038606,-4.695,3.7549e-09,8.4254
"587/380.339mz/8.97min",0.03867,-4.6926,3.7944e-09,8.4209
"69/325.1255mz/4.24min",0.038876,-4.685,4.2614e-09,8.3704
"529/201.9757mz/8.72min",0.038595,-4.6954,4.2897e-09,8.3676
"85/211.9707mz/4.69min",0.038554,-4.697,4.3576e-09,8.3608
"712/131.5335mz/10.37min",0.038802,-4.6877,4.3619e-09,8.3603
"87/229.9813mz/4.69min",0.038559,-4.6968,4.4101e-09,8.3556
"683/138.9953mz/10.33min",0.038484,-4.6996,5.3737e-09,8.2697
"730/109.5217mz/10.41min",0.038643,-4.6936,5.7414e-09,8.241
"763/97.9914mz/10.53min",0.038525,-4.6981,5.8789e-09,8.2307
"706/181.0144mz/10.37min",0.038385,-4.7033,7.3541e-09,8.1335
"672/223.9882mz/10.31min",0.039032,-4.6792,8.8952e-09,8.0508
"499/352.3391mz/8.53min",0.038984,-4.681,9.667e-09,8.0147
"754/81.5205mz/10.49min",0.038613,-4.6948,9.6805e-09,8.0141
"708/114.0165mz/10.37min",0.038252,-4.7083,9.8054e-09,8.0085
"704/183.0098mz/10.37min",0.038221,-4.7095,1.0391e-08,7.9834
"757/125.9862mz/10.5min",0.038421,-4.702,1.117e-08,7.952
"89/232.9823mz/4.69min",0.038065,-4.7154,1.62e-08,7.7905
"729/165.9829mz/10.4min",0.037968,-4.7191,1.828e-08,7.738
"775/171.9929mz/10.99min",0.037995,-4.7181,1.8479e-08,7.7333
"685/97.5144mz/10.33min",0.038468,-4.7002,2.0321e-08,7.6921
"613/352.3391mz/9.09min",0.038804,-4.6876,2.5784e-08,7.5887
"572/377.3201mz/8.96min",0.037755,-4.7272,3.2414e-08,7.4893
"99/573.2517mz/4.73min",0.03766,-4.7308,3.4516e-08,7.462
"766/225.0294mz/10.55min",0.037679,-4.7301,3.8731e-08,7.4119
"760/90.5259mz/10.51min",0.037523,-4.7361,4.2815e-08,7.3684
"633/685.4354mz/10.09min",0.038274,-4.7075,5.273e-08,7.2779
"689/154.9902mz/10.34min",0.037585,-4.7337,5.8426e-08,7.2334
"215/301.1408mz/6.65min",0.037787,-4.726,6.3727e-08,7.1957
"119/470.1853mz/5.43min",0.037253,-4.7465,6.601e-08,7.1804
"599/481.2921mz/8.97min",0.037608,-4.7328,7.1747e-08,7.1442
"144/399.1482mz/5.73min",0.037139,-4.7509,7.6549e-08,7.1161
"487/413.2657mz/8.38min",0.037101,-4.7524,9.9509e-08,7.0021
"673/385.7238mz/10.32min",0.03698,-4.7571,1.0438e-07,6.9814
"146/344.3157mz/5.77min",0.037356,-4.7425,1.0748e-07,6.9687
"686/89.5067mz/10.33min",0.038335,-4.7052,1.0748e-07,6.9687
"642/80.9479mz/10.18min",0.037601,-4.7331,1.1848e-07,6.9264
"649/615.4952mz/10.21min",0.037105,-4.7522,1.1973e-07,6.9218
"693/152.9949mz/10.34min",0.037017,-4.7557,1.2298e-07,6.9102
"765/111.039mz/10.53min",0.036975,-4.7573,1.2547e-07,6.9015
"38/138.0551mz/2.83min",0.036827,-4.7631,1.4132e-07,6.8498
