"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_neg_20190515_Run43.mzML","NEG_D5.211.C3.a_Run146.mzML","NEG_D5.211.C3.b_Run149.mzML","NEG_D5.211.C3.c_Run152.mzML","shared_name"
"29/217.1047mz/2.24min",3.31593698502521,3.42390101610875,3.31679700671288,1.91851544623295,1.91586213936263,1.91712992995474,"29"
"37/120.0445mz/2.83min",3.78336280382822,3.77361085439292,3.72218154472998,2.32432149976134,2.32166279153233,2.32293317121586,"37"
"38/138.0551mz/2.83min",3.23782781209495,3.21942515536462,3.17788105729907,1.78091861429377,1.77827094470698,1.77953603317278,"38"
"41/172.1333mz/3.19min",3.3961199875922,3.37521845389293,3.38046806229046,1.97767321722802,1.97501838836755,1.9762869085065,"41"
"42/194.1153mz/3.19min",4.11919058749148,4.12371887202047,4.13466902129341,2.72126343096364,2.71860389461751,2.71987467125578,"42"
"45/217.0421mz/3.52min",2.66468804672926,2.66468804672926,2.66468804672926,2.72015539703394,2.66202855759495,2.7169836460712,"45"
"55/302.1304mz/3.8min",3.35500975183908,3.17760948882137,3.48644437915061,1.78064826501655,1.77800061037643,1.7792656916779,"55"
"56/324.1123mz/3.8min",3.72209959837533,3.60483945293077,3.85619457822878,2.20703668753306,2.20437868579294,2.20564872682469,"56"
"63/473.1992mz/3.85min",3.6943989622451,3.62408819753786,3.91279537679654,2.22627379505981,2.2236156498103,2.22488575963246,"63"
"64/300.1147mz/3.9min",3.3570319964141,3.24021356918508,3.51304330074478,1.84300781450208,1.84035715951554,1.84162367897001,"64"
"65/322.0965mz/3.9min",3.27209524360067,3.16064508183769,3.42862567390322,1.76376310090236,1.76111641745989,1.76238103324148,"65"
"69/325.1255mz/4.24min",3.30750950457354,3.29102936153275,3.2829097217103,1.88557317572672,1.88292091385424,1.88418820354208,"69"
"78/433.2067mz/4.54min",4.10548621659203,4.04881322346092,4.28727268438686,2.65089098624161,2.64823151061006,2.64950225814499,"78"
"79/450.2335mz/4.54min",3.8083197579158,3.73294695254103,3.96426634953933,2.3350830409311,2.33242428500056,2.3336946875496,"79"
"80/455.1886mz/4.54min",4.9362579389212,4.8943953887329,5.0400348584279,3.49645574195766,3.49379605144635,3.49506690198323,"80"
"81/236.0805mz/4.54min",3.72736784414462,3.68917096639324,3.88529395379402,2.29132404586027,2.28866549953364,2.28993580161003,"81"
"85/211.9707mz/4.69min",3.96434205108339,3.98745435032872,3.98478032670585,2.56642826361282,2.56376889226398,2.56503958981134,"85"
"87/229.9813mz/4.69min",4.31504281668635,4.33871492784838,4.33476162185264,2.91710802335398,2.91444839274956,2.91571921457025,"87"
"88/231.9791mz/4.69min",4.30698690363731,4.32942376432577,4.32638053925425,2.90905230741815,2.90639267924669,2.90766349990115,"88"
"89/232.9823mz/4.69min",3.22372922189338,3.25731290242919,3.25000227172395,1.82658121887277,1.82393127294953,1.82519745252802,"89"
"90/230.9845mz/4.69min",3.23357823791529,3.25322070574646,3.25496661521292,1.83639520653676,1.83374483057647,1.83501121628492,"90"
"98/568.2963mz/4.73min",3.26047833398534,3.25338545639668,3.18983533819845,1.79282070026873,1.79017239068432,1.79143778591824,"98"
"99/573.2517mz/4.73min",4.03022508120104,4.03655235963222,3.99666365520746,2.59874624166437,2.59608682556505,2.59735754456341,"99"
"105/426.9677mz/5.06min",3.45969165923471,3.45969165923471,3.45969165923471,3.46498220364434,3.45703196954748,3.47677211840223,"105"
"107/344.1301mz/5.23min",3.23030861869,3.16490681638126,3.37622343589739,1.76800434652776,1.76535741202529,1.76662214814621,"107"
"108/649.3063mz/5.23min",3.40471426484096,3.32009188233459,3.53680321301372,1.92266053469299,1.92000710718166,1.92127495560137,"108"
"109/666.333mz/5.23min",3.37402848546272,3.27949707861698,3.44919032984831,1.88217007123023,1.87951792659738,1.88078516008825,"109"
"110/671.2884mz/5.24min",4.41246855215543,4.33896631986616,4.49915622735906,2.9410309824796,2.93837134515992,2.93964217019955,"110"
"111/318.3mz/5.24min",3.75249521431068,3.80329892542664,3.72905015054888,2.33118761649164,2.32852887755568,2.32979927195845,"111"
"115/256.2998mz/5.42min",4.42822697895836,4.42838848524572,4.4187270319461,3.02079025859331,3.0181306035494,3.01940143708509,"115"
"118/448.2033mz/5.43min",4.22269350258609,4.1697806022174,4.23145427250431,2.77185077475947,2.76919120544761,2.7704619978879,"118"
"119/470.1853mz/5.43min",4.48801254749294,4.44705263869557,4.49328151063619,3.04911546968469,3.04645580975711,3.04772664563378,"119"
"123/302.3052mz/5.48min",4.01218673283361,4.07031916684655,3.92608785219298,2.52817911535847,2.5255198063392,2.5267904740091,"123"
"124/303.3085mz/5.48min",3.30035714426854,3.35258136051672,3.20687381708092,1.8097895514412,1.8071403877412,1.80840619237688,"124"
"127/437.193mz/5.58min",3.67784160822065,3.74582355737831,3.70543074233635,2.2799996716725,2.27734118682417,2.27861145943124,"127"
