"","FC","log2(FC)","raw.pval","-log10(p)"
"2929/853.4174mz/3.8min",5.1613,2.3677,8.2638e-06,5.0828
"3430/244.1907mz/4.42min",0.47156,-1.0845,0.00010407,3.9827
"6303/634.452mz/6.97min",0.11564,-3.1123,0.00017393,3.7596
"3431/226.1801mz/4.42min",0.44883,-1.1558,0.00028492,3.5453
"6752/282.2791mz/7.51min",0.22133,-2.1757,0.0006188,3.2084
"1563/268.1179mz/2.55min",3.0835,1.6246,0.00067858,3.1684
"2809/526.1705mz/3.67min",8.5769,3.1005,0.00073095,3.1361
"6306/590.4261mz/6.98min",0.1289,-2.9557,0.00101,2.9957
"2871/527.2864mz/3.76min",0.40105,-1.3181,0.0015594,2.807
"2011/269.1131mz/2.83min",0.42838,-1.223,0.0019909,2.701
"4879/277.2162mz/5.72min",0.28468,-1.8126,0.0022728,2.6434
"6183/279.2318mz/6.84min",0.31926,-1.6472,0.0023574,2.6276
"3575/556.2738mz/4.59min",33.634,5.0718,0.002906,2.5367
"3809/523.2437mz/4.85min",17.402,4.1212,0.0029858,2.5249
"1257/190.0861mz/2.34min",0.056941,-4.1344,0.0034764,2.4589
"2105/377.1454mz/2.88min",22.649,4.5014,0.0038624,2.4131
"2927/875.4014mz/3.8min",7.1611,2.8402,0.0039289,2.4057
"4537/458.1808mz/5.46min",18.03,4.1723,0.0043893,2.3576
"6875/746.5646mz/7.6min",0.33885,-1.5613,0.0046207,2.3353
"2134/256.1178mz/2.91min",0.31885,-1.6491,0.0049713,2.3035
"2754/855.4337mz/3.59min",6.2303,2.6393,0.0051302,2.2899
"5487/642.4624mz/6.2min",5.0896,2.3476,0.006642,2.1777
"2928/281.0655mz/3.8min",5.9021,2.5612,0.006685,2.1749
"1387/241.1182mz/2.41min",0.40241,-1.3133,0.0068039,2.1672
"5833/508.255mz/6.48min",0.35194,-1.5066,0.0068343,2.1653
"5892/643.3599mz/6.59min",0.37456,-1.4167,0.0072286,2.1409
"1646/256.1176mz/2.58min",0.48631,-1.0401,0.0073171,2.1357
"5832/576.3177mz/6.48min",0.43897,-1.1878,0.0075821,2.1202
"3571/555.2697mz/4.59min",11.538,3.5283,0.0078312,2.1062
"1153/263.139mz/2.28min",0.34631,-1.5299,0.0081646,2.0881
"4121/572.2672mz/5.14min",49.886,5.6406,0.0083637,2.0776
"1825/285.0982mz/2.71min",87.001,6.443,0.0085852,2.0663
"4209/526.2434mz/5.28min",28.676,4.8418,0.0092034,2.0361
"4385/335.2192mz/5.34min",0.38551,-1.3752,0.0092332,2.0346
"1438/266.1021mz/2.46min",0.27222,-1.8772,0.0094556,2.0243
"2611/239.1107mz/3.4min",0.24414,-2.0342,0.010169,1.9927
"4538/526.2432mz/5.46min",14.685,3.8762,0.010199,1.9914
"4307/458.1808mz/5.29min",25.869,4.6932,0.010545,1.977
"1867/282.1335mz/2.73min",9.7281,3.2822,0.010637,1.9732
"5486/641.4594mz/6.2min",4.0424,2.0152,0.010665,1.972
"2617/260.0893mz/3.41min",0.21887,-2.1918,0.010715,1.97
"4441/1181.7423mz/5.38min",6.8689,2.7801,0.011267,1.9482
"1866/224.0553mz/2.72min",3.9859,1.9949,0.011407,1.9428
"4130/571.2639mz/5.13min",19.254,4.2671,0.011416,1.9425
"2624/224.0012mz/3.41min",0.22654,-2.1421,0.011625,1.9346
"2720/243.0876mz/3.54min",9.4771,3.2444,0.011639,1.9341
"2725/340.14mz/3.56min",46.387,5.5357,0.01217,1.9147
"1337/140.1434mz/2.4min",2.1638,1.1136,0.012341,1.9087
"2722/244.0909mz/3.55min",10.208,3.3516,0.01291,1.8891
"2616/255.1339mz/3.41min",0.25058,-1.9967,0.013755,1.8615
"6182/297.2423mz/6.84min",0.40574,-1.3014,0.01402,1.8532
