row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-NaB_3_Run57.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-NaB_1_Run30.mzML Peak area,2024_NEG_CC-NaB_2_Run51.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,
422,115.92075076245582,8.924728,,,,18,,,,,,,1170623.6,2873669.8,3437819.8,2916612.5,791375.9,1032670.6,
465,115.92075515135953,10.199653,,,,14,,,,,,,4018732.0,3960577.8,4389820.0,3601737.5,3631693.0,3447992.5,
348,115.92076057116458,8.2823,,,,6,,,,,,,9147909.0,1.1631265E7,1.0820416E7,9188457.0,1.5939919E7,1.0189245E7,
274,115.92076153493353,7.7016716,,,,,,,,,,,2217001.2,868638.5,1174557.8,688047.6,1454585.4,2500541.5,
282,115.92076447037742,7.8393846,,,,27,,,,,,,5003985.0,3592083.5,3319447.8,3329186.2,5156863.0,5494121.0,
314,115.92076527880567,7.946696,,,,11,,,,,,,3356029.5,4280714.5,4667581.5,4090983.8,5215941.5,5161455.5,
466,116.92091013157716,10.20597,,,,14,,,,,,,454910.94,440937.75,480072.84,390198.84,394905.2,161112.22,
494,116.92856745287183,10.363328,,,,,,,,,,,1413725.9,1446841.0,1599636.9,1473448.8,1521580.0,1409579.6,
349,116.92856914608585,8.282378,,,,6,3,[M-H+2Na]+,,2,349;352,71.95775,2085749.1,2934667.8,3651258.2,3045173.5,4060148.2,3766826.5,
281,116.92856995527167,7.838369,,,,27,1,[M-H+2Na]+,,2,285;281,71.95775,6383510.5,2341646.5,4566694.0,1754959.9,2649981.5,2326403.0,
310,116.92857146657366,7.9438744,,,,11,2,[M-H+2Na]+,,2,315;310,71.95776,4031781.0,2585052.2,2199368.2,1892643.6,2662877.2,2324421.2,
234,116.92857290773615,7.296829,,,,,,,,,,,944767.94,839607.25,771170.94,785323.25,631202.44,425759.62,
272,116.92857815598875,7.68313,,,,10,,,,,,,2012618.8,2529460.8,1704660.8,2653337.5,3511324.0,2993136.2,
34,117.01934764269389,0.6546417,,,,20,,,,,,,617315.75,631373.25,661999.3,1625695.4,3566065.5,2601133.2,
32,119.01713488116185,0.58762574,,,,,,,,,,,1174370.0,1181549.6,1245670.4,1157341.9,1138258.4,1165489.1,
33,121.03276225952618,0.6489406,,,,20,,,,,,,1943581.2,1982424.4,2019296.9,1953957.9,1837446.2,1873149.6,
269,122.97577625249993,7.680756,,,,,,,,,,,52401.066,86957.734,75479.01,88475.234,129808.84,93194.33,
428,122.97577792487603,9.004212,,,,,,,,,,,450499.66,360871.94,573260.94,380921.25,470112.53,360409.03,
288,122.97577811447125,7.8394046,,,,,,,,,,,123847.82,130429.98,125990.27,122638.055,190800.8,159934.86,
303,122.97578269018334,7.9457145,,,,,,,,,,,174558.02,188347.1,176180.78,161766.81,259761.42,236951.31,
353,122.97578643038177,8.285443,,,,,,,,,,,119829.67,171340.14,137771.42,139153.47,277312.34,199805.2,
16,123.04841717865237,0.37612128,,,,,,,,,,,321289.66,320551.72,352318.8,308715.1,327268.28,314204.8,
122,132.8678539359874,5.6487827,,,,,,,,,,,116781.58,178916.06,159414.53,293634.53,215717.8,137159.48,
497,132.86787099221146,10.467678,,,,,,,,,,,775301.0,616797.6,728482.06,656661.44,690288.9,668216.25,
470,132.867871660757,10.210834,,,,54,,,,,,,195195.86,151837.06,170398.97,158054.12,170056.88,147972.39,
235,134.89466574733288,7.31193,,,,,,,,,,,961672.8,532409.44,626305.3,693514.5,950451.4,694814.2,
261,134.89467557284942,7.560888,,,,7,,,,,,,3116764.5,2061461.2,1953198.5,1985053.1,2355043.2,1914831.9,
277,134.89467807239996,7.695599,,,,10,,,,,,,2321104.0,2294143.8,2257247.8,2302350.0,2403186.8,2298602.8,
366,134.89467997721653,8.397447,,,,28,,,,,,,2072384.4,1840936.1,2021645.6,1981459.8,1913497.9,2364712.2,
294,134.89468005178426,7.8592186,,,,27,,,,,,,1395828.1,1313725.6,1487701.5,1327611.0,1313767.5,1422707.4,
355,134.89468125460024,8.287788,,,,6,,,,,,,4238221.5,3577977.2,3745663.0,3521686.5,5096363.0,5017768.0,
320,134.89468239016796,7.9619603,,,,11,,,,,,,2519575.8,2377956.5,2624081.8,2184257.5,2651161.5,2567694.0,
325,134.8946826839265,8.060493,,,,19,,,,,,,1454292.5,1925549.8,1931445.6,1626235.8,1968338.2,1645648.4,
17,139.03241932720175,0.37340784,,,,24,,,,,,,2266508.2,2217412.5,2401471.0,2232330.2,2269139.2,2176526.2,
469,144.92346751851514,10.207913,,,,14,,,,,,,2305986.2,1938347.0,2363016.5,2162910.2,1824707.4,1990688.0,
285,144.9234733286563,7.840404,,,,27,1,[2M+H]+,,2,281;285,71.95775,2585934.5,2571170.5,2082369.9,1980612.8,3223718.5,2811093.0,
352,144.92347356620124,8.283287,,,,6,3,[2M+H]+,,2,349;352,71.95775,8142428.5,7705497.0,8281410.5,4896636.5,8339973.0,7372342.0,
315,144.92347460835512,7.9477096,,,,11,2,[2M+H]+,,2,310;315,71.95776,2471074.2,2621249.8,2577348.0,1965849.9,3009317.8,3623765.0,
498,160.8419827942711,10.472661,,,,16,,,,,,,279308.34,257094.9,316386.7,271807.7,307263.28,296139.72,
278,161.91357133288997,7.701119,,,,10,,,,,,,526738.44,414419.94,406558.1,412833.2,413790.38,730192.1,
260,161.91357252163317,7.5532227,,,,,,,,,,,425968.06,455602.4,436266.3,450012.28,571088.25,358223.8,
368,161.91357448747843,8.409413,,,,28,,,,,,,1164573.4,1064480.1,1061684.8,1080013.0,902665.4,1150611.6,
289,161.91357545587644,7.8428745,,,,27,,,,,,,1191014.6,313101.78,349237.9,309248.94,363944.34,322473.06,
319,161.91357745188392,7.96196,,,,11,,,,,,,429068.3,360505.9,433114.1,351780.3,431427.06,429453.44,
359,161.91357821070048,8.298938,,,,6,,,,,,,1072558.6,905500.25,1263669.5,893113.9,1030833.75,1320749.2,
499,162.83904947821404,10.472661,,,,16,,,,,,,278733.4,258142.45,305003.0,272077.72,309871.12,304972.44,
480,180.97298840028694,10.272542,,,,,,,,,,,119764.46,106157.85,124597.14,101247.01,104904.79,94659.36,
11,180.97300140574387,0.3394753,,,,,,,,,,,352403.12,298985.84,364541.5,312476.78,357168.06,345973.62,
429,180.9811934056637,9.010917,,,,,,,,,,,358740.97,348261.06,411414.75,349301.28,262951.22,366183.97,
304,180.98119533744284,7.9409423,,,,,,,,,,,212593.92,203267.44,272897.38,220541.53,234355.89,295909.3,
343,180.9812028697768,8.2834215,,,,,,,,,,,199155.23,195598.72,226590.9,177663.81,221794.52,313835.38,
15,185.07621927111063,0.3707204,,,,24,,,,,,,784243.1,765407.25,818700.06,735529.44,714618.9,742511.3,
403,186.90575246073539,8.747708,,,,23,,,,,,,5632620.5,4949710.0,5674587.5,4797910.0,5738327.5,4821247.0,
426,186.97061719882356,8.985669,,,,,,,,,,,794370.1,799944.06,838916.06,736141.0,800297.25,779927.56,
327,186.97063130183508,8.061757,,,,19,,,,,,,209265.19,285906.47,278028.9,222158.11,318090.03,207863.12,
367,186.97063689689517,8.397447,,,,28,,,,,,,502511.72,826025.6,1127420.2,1212514.1,350417.66,486124.03,
270,186.97063697151634,7.683066,,,,10,,,,,,,187935.72,228435.4,194232.38,250796.98,264990.75,247537.62,
286,186.97063836298153,7.8405204,,,,27,,,,,,,327714.47,355512.16,342965.66,334644.53,395209.28,393394.06,
312,186.9706419657888,7.9446297,,,,11,,,,,,,555069.94,546710.2,559606.7,517132.84,578678.75,577833.9,
350,186.97064469155296,8.282378,,,,6,,,,,,,967028.94,1402241.4,1139304.8,1229877.5,1379549.6,1461867.8,
12,187.09187695142484,0.36136484,,,,24,,,,,,,5407725.0,5221913.0,5549217.5,5133768.5,5284743.5,5100649.0,
112,187.8609248826065,5.259029,,,,,,,,,,,143077.94,5213.7744,30436.178,10796.093,36745.223,60925.473,
115,187.86093095333743,5.3092146,,,,,,,,,,,104498.945,47199.15,36969.64,10796.093,111107.55,212259.11,
119,187.86094277906528,5.64658,,,,,,,,,,,0,0,0,146467.36,0,0,
132,187.86094373768444,6.0258465,,,,,,,,,,,0,172636.62,23987.662,0,0,0,
104,187.8609587364599,5.091901,,,,,,,,,,,167930.55,0,0,0,0,0,
504,187.8609827452201,10.490794,,,,,,,,,,,710620.6,723687.06,852276.75,692895.56,808752.9,820527.7,
404,188.903947694551,8.748556,,,,23,,,,,,,2446195.0,2164254.5,2499414.8,2101942.5,2547669.5,2165871.5,
505,189.85796492547908,10.490793,,,,,,,,,,,346942.4,395141.28,514070.4,394935.9,353458.25,415312.0,
242,195.81087900363408,7.358714,,,,,,,,,,,0,0,0,0,0,212913.92,
502,195.81091771861023,10.475361,,,,16,,,,,,,394128.8,416430.03,439227.16,440106.44,405695.72,462736.62,
129,195.90598291356253,6.0226407,,,,,,,,,,,0,198852.66,36026.758,0,0,0,
512,195.90599751945192,10.542,,,,,,,,,,,457645.12,718314.7,622848.56,588925.4,741965.9,611721.9,
243,197.80790849253697,7.358714,,,,,,,,,,,0,0,0,0,0,278545.7,
503,197.80795300099297,10.475361,,,,16,,,,,,,515907.12,526991.1,588047.1,576558.75,551406.5,618042.7,
48,209.9992073584325,3.4141967,,,,,,,,,,,300687.7,325157.47,333843.72,328049.5,360422.75,312197.7,
45,212.03529127969716,3.3139877,,,,,,,,,,,3680574.5,3421620.8,2265289.5,2932752.0,2627980.0,8122291.5,
55,212.03530214322475,3.5408375,,,,42,,,,,,,1.7647606E7,1.7830688E7,1.711195E7,1.7553342E7,2.1804692E7,1.3307568E7,
54,213.03862086866275,3.5408375,,,,42,,,,,,,1446453.6,2243994.8,1552998.4,2196506.0,2748449.2,1611549.4,
120,214.87992692111513,5.626707,,,,,,,,,,,49406.523,87065.72,99600.88,768785.8,29718.564,129626.82,
105,214.87992901279392,5.1100965,,,,,,,,,,,627140.2,19325.229,31303.984,23974.098,30597.277,91470.87,
130,214.87993181624188,5.969457,,,,,,,,,,,57006.07,777054.6,135896.03,71866.76,16127.288,216166.8,
506,214.87999566288144,10.516961,,,,0,,,,,,,2296175.0,2240876.0,2526983.0,2172729.8,2492331.0,2418514.0,
507,216.87679945577796,10.523543,,,,,,,,,,,547641.0,564068.44,592297.6,545020.4,750248.9,602045.94,
407,221.8746182067456,8.739554,,,,23,,,,,,,4878125.5,4302809.5,3983012.2,3814825.8,3821850.5,3934483.8,
14,223.06855407230856,0.3662158,,,,24,,,,,,,482953.53,480322.56,491436.0,491394.8,493484.0,484886.84,
409,223.87233485595016,8.756526,,,,23,,,,,,,3557516.8,3088502.2,2857756.0,2762840.2,2715464.5,2839537.0,
18,226.1027674996992,0.37520647,,,,24,,,,,,,393850.0,361107.12,397482.25,376000.53,389183.2,380469.2,
87,227.96659984310273,4.743057,,,,36,,,,,,,5724825.0,5891523.0,6266872.5,5732866.5,6061078.0,5632661.0,
86,228.96988977980604,4.7419553,,,,36,,,,,,,465204.6,455355.97,496645.5,455689.4,494201.06,457055.28,
88,229.96447731715622,4.743057,,,,36,,,,,,,5685938.0,5972596.0,6187157.0,5661852.5,6014812.0,5573851.0,
89,230.96777835105888,4.743057,,,,36,,,,,,,453678.47,474965.25,503108.2,429720.8,476722.94,443309.94,
13,233.09734878523014,0.3613648,,,,24,,,,,,,679963.7,611313.3,669597.1,610586.44,663811.25,650817.75,
131,241.89891066654528,5.966472,,,,,,,,,,,278718.1,1409367.0,276116.66,292661.4,262851.7,287083.3,
121,241.89891140463487,5.6500344,,,,,,,,,,,212111.1,290462.4,138902.27,1426376.5,129445.29,138125.84,
106,241.89891392302823,5.105556,,,,,,,,,,,1506596.2,147350.61,259684.95,151588.06,152191.55,128372.01,
510,241.8989621944719,10.533372,,,,0,,,,,,,4516424.5,4663717.5,4985676.0,4327494.5,5041547.0,4596702.0,
72,242.17616712107807,4.4253817,,,,,,,,,,,451792.38,480038.28,503800.72,494728.4,504428.47,483300.25,
509,243.8992945092948,10.521377,,,,0,,,,,,,5986536.0,6553610.0,6977267.5,6594525.0,6564409.5,6755751.5,
400,243.8993277626029,8.736117,,,,23,,,,,,,1.9228128E7,1.4672924E7,1.5770487E7,1.3668284E7,1.5627318E7,1.3773033E7,
244,243.8995909336878,7.3114038,,,,,,,,,,,245189.94,42743.773,12774.424,15517.869,123518.81,358852.88,
241,245.89473443761406,7.3471894,,,,,,,,,,,49784.86,0,0,0,12518.979,147436.88,
508,245.89479366596765,10.520283,,,,0,,,,,,,2323465.2,2501461.5,2690319.8,2501437.2,2501359.0,2476471.0,
399,245.89480644038437,8.73388,,,,23,,,,,,,7395647.0,5680209.0,6098765.0,5240153.5,6012013.0,5271789.0,
410,248.8935774259791,8.7578945,,,,23,,,,,,,1.010404E7,8269600.5,8491283.0,7462098.5,7615335.5,5037829.0,
386,248.89358130581493,8.649708,,,,,,,,,,,3476837.5,2268136.0,2214842.0,2559480.0,1983966.5,2358224.0,
461,248.96042137105556,10.137729,,,,,,,,,,,110938.414,112043.47,98211.39,92515.28,41204.66,47797.504,
483,248.96043472701297,10.2755785,,,,15,,,,,,,461966.38,395372.56,411613.16,366989.38,391951.1,352088.6,
10,248.96045285104424,0.33765793,,,,3,,,,,,,984928.6,963279.6,1015380.06,887872.2,1034036.3,969359.3,
49,249.02269389784212,3.49247,,,,,,,,,,,6841276.0,5698965.0,5988741.5,6720423.0,6057187.0,5614002.0,
387,250.89167813482706,8.663129,,,,,,,,,,,1536134.4,1136388.5,859091.4,986833.25,900798.0,1028378.3,
411,250.89168390945358,8.763797,,,,23,,,,,,,4504685.0,3645007.5,3762314.2,3307865.5,3392488.5,2225919.8,
520,255.82211997104253,10.633758,,,,,,,,,,,99106.445,60793.812,96848.55,41726.6,36575.13,135194.53,
500,255.8221691004619,10.473571,,,,16,,,,,,,280522.94,294965.47,287206.06,293291.72,269882.94,309278.66,
501,257.81917207181317,10.475361,,,,16,,,,,,,286371.56,290398.2,284901.78,279499.25,259929.69,300644.62,
20,262.0794738598408,0.37702176,,,,24,,,,,,,693686.5,659109.8,704621.3,740004.2,723979.0,671318.6,
69,263.0383458523451,4.2699404,,,,,,,,,,,336552.4,334334.7,345575.0,336868.28,347975.78,330672.06,
42,265.01761625701204,2.8402941,,,,,,,,,,,1762416.8,1788778.2,1932694.9,1795642.1,1947526.1,1767804.5,
44,265.0176235710761,3.1770842,,,,,,,,,,,3360138.2,3243903.8,3379423.0,3317284.8,3461896.0,3214153.5,
134,265.1479067156949,6.0198407,,,,,,,,,,,221945.45,215177.77,318856.56,393433.62,580032.0,434567.06,
90,266.9888467307922,4.756838,,,,17,,,,,,,1411481.1,1532154.0,1616749.4,1404693.2,1691425.6,1368003.4,
91,268.9857375506871,4.756838,,,,17,,,,,,,468650.2,515641.25,513746.97,446503.06,568111.9,455835.0,
35,271.06163579470154,0.8754867,,,,,,,,,,,4841055.0,4884772.0,5135920.5,4874879.0,5095256.5,4656125.0,
30,271.0616540427579,0.39721695,,,,,,,,,,,880302.4,924435.8,943911.25,896633.2,925896.7,867526.25,
196,271.2278609573805,7.0170636,,,,,,,,,,,50524.49,64508.71,71985.61,64954.08,107667.586,98072.875,
135,271.2278775293338,6.058084,,,,,,,,,,,151817.56,179300.84,176760.89,186485.06,326082.88,254945.56,
223,271.2278812649677,7.2300415,,,,,,,,,,,17636.443,19309.414,58513.348,41194.508,110824.055,44293.64,
144,271.22788677483,6.389667,,,,,,,,,,,162023.67,202246.3,187235.42,188472.81,311101.3,241514.03,
19,272.1082847713961,0.37521675,,,,24,,,,,,,898334.3,841523.7,907263.9,836698.8,845000.75,823041.8,
305,281.2486130018022,7.941026,,,,,,,,,,,124865.73,137909.22,146471.19,95926.336,400204.72,223156.5,
71,282.983735610065,4.3953753,,,,,,,,,,,359314.5,375756.44,371781.88,358447.03,397801.0,353557.5,
28,289.09847287235,0.38909936,,,,24,,,,,,,1147683.1,1153654.1,1172664.8,1062684.5,1145056.0,1065534.8,
171,295.22790781385504,6.768723,,,,,,,,,,,533932.94,420324.03,514429.7,474493.22,635072.9,733403.8,
150,297.243553962305,6.476566,,,,,,,,,,,106096.08,104478.22,113179.95,137559.4,184996.92,140608.97,
199,297.2435555615158,7.04772,,,,,,,,,,,27690.318,32786.95,30335.96,30777.93,56548.3,42907.766,
179,297.24356176119505,6.826302,,,,,,,,,,,25093.248,36413.973,21540.432,32621.762,64958.69,48204.07,
155,297.2435666569977,6.6084228,,,,50,,,,,,,534922.44,385062.38,536398.06,422983.16,705437.75,588924.56,
164,297.2435667091975,6.7059517,,,,44,,,,,,,234922.23,280110.88,246566.11,269635.5,512959.03,388409.72,
265,299.2592243820474,7.6002536,,,,12,,,,,,,259153.98,297108.78,296999.3,278231.8,517657.3,436065.16,
184,299.259225191839,6.8995204,,,,,,,,,,,709340.4,789359.4,788969.56,843820.4,1381080.1,1129585.2,
279,299.2592288855321,7.777533,,,,,,,,,,,5905.4424,12159.191,46453.516,24604.572,96527.62,20990.783,
160,299.25923548056676,6.674991,,,,34,,,,,,,1821224.9,2094375.1,1976799.1,2149672.8,3388781.8,2726822.8,
161,300.2625829293377,6.674991,,,,34,,,,,,,347467.0,394256.47,360540.72,407917.66,635136.06,537180.06,
63,309.10141232349685,4.021435,,,,,,,,,,,418046.66,404056.2,463355.88,414757.38,441297.62,392178.34,
449,311.16868418232923,9.444169,,,,,,,,,,,137737.73,76428.63,142879.05,58941.8,211164.33,211513.47,
433,311.1687070049643,9.012043,,,,47,,,,,,,273602.9,224110.19,352391.4,245176.3,225288.6,196495.12,
467,311.16871080035264,10.208145,,,,54,,,,,,,190864.22,173285.05,192718.88,172398.94,215316.81,191683.5,
159,311.1687242157727,6.635857,,,,,,,,,,,708336.3,769201.5,747439.9,772662.6,1119345.5,845185.9,
153,311.1687246342129,6.528446,,,,,,,,,,,980286.0,996377.56,905627.8,922404.2,1737269.8,1040250.3,
38,312.9846599290097,2.348244,,,,,,,,,,,439749.6,561715.5,589704.5,435920.34,218778.83,438103.03,
39,312.98466167386783,2.44755,,,,,,,,,,,640348.1,670231.4,736831.06,590930.06,634447.7,611823.4,
127,315.25411459578066,5.798214,,,,,,,,,,,62806.71,66822.36,71328.48,77723.06,116824.41,104149.8,
137,315.25413081306664,6.138205,,,,,,,,,,,218285.06,236347.86,241074.61,260775.67,427414.44,343795.9,
133,315.2541620734528,6.015261,,,,,,,,,,,74720.4,74739.94,84629.27,91900.66,115011.51,107926.07,
478,316.94794702725693,10.273989,,,,15,,,,,,,423607.03,344075.06,376522.6,319375.97,350349.56,326094.44,
462,316.9479601679962,10.154288,,,,,,,,,,,78313.43,51434.29,77543.3,38248.01,5503.085,7159.04,
8,316.94796174518126,0.33496353,,,,3,,,,,,,1001481.0,982255.5,1045654.2,907907.0,1074152.4,1006210.8,
448,325.1843231731707,9.442542,,,,,,,,,,,37588.086,26891.41,47763.695,80224.83,101063.88,62154.918,
432,325.1843511670793,9.010647,,,,,,,,,,,171706.36,159171.53,203810.25,152137.7,143837.53,111838.32,
468,325.1843608540856,10.210709,,,,,,,,,,,167642.81,154833.58,158964.73,119023.24,181915.69,174655.28,
226,325.18438410456207,7.2287946,,,,,,,,,,,423728.53,352694.9,436347.78,403840.78,771818.06,488249.25,
210,325.18438650595823,7.1202273,,,,,,,,,,,458283.66,300243.38,332178.97,292952.56,1551514.4,597151.1,
232,327.1270368523012,7.298181,,,,,,,,,,,501534.53,428707.94,359020.47,391316.12,684717.25,579598.2,
513,328.9795687701665,10.590331,,,,1,,,,,,,495957.0,442171.1,462668.03,484448.38,548118.2,457513.5,
37,328.97959201583734,2.1280034,,,,37,,,,,,,1246689.5,1454756.1,1410444.1,1479411.9,1595063.4,1189924.5,
79,341.0486238563141,4.555927,,,,31,,,,,,,736069.7,701846.44,764977.0,700527.56,816816.8,743425.94,
26,353.1488747129497,0.3833951,,,,24,,,,,,,378140.78,369728.75,412465.25,355647.16,383708.66,353553.8,
284,355.1579412264052,7.839388,,,,27,,,,,,,3313731.0,2858076.0,2818026.2,2150178.2,5181977.5,3674641.2,
41,370.98980665357976,2.8007338,,,,,,,,,,,816393.44,805295.6,906032.7,836526.1,919898.0,803970.94,
40,373.00550049735256,2.7060783,,,,,,,,,,,2113253.8,2072115.2,2275841.8,2113290.2,2257010.2,2000419.6,
311,379.1792290349272,7.9438744,,,,11,,,,,,,316312.75,316152.62,275943.84,250792.34,614135.0,443947.94,
313,381.173664459407,7.944796,,,,11,,,,,,,6295863.0,6593789.0,6042865.0,4927954.0,1.2026891E7,8592809.0,
344,381.19485381309613,8.281483,,,,,,,,,,,109960.98,125091.016,119188.9,124734.95,290946.12,198975.56,
308,383.17774496257704,7.942856,,,,11,,,,,,,220102.72,254442.86,245465.78,200458.56,487479.2,327749.84,
351,383.1893014820869,8.282378,,,,6,,,,,,,2421955.2,2595960.8,2579532.2,2522122.0,6036727.5,4178555.2,
485,384.93506520684974,10.277021,,,,15,,,,,,,250811.03,201405.95,228461.61,177932.94,214829.25,186446.88,
3,384.93512038356675,0.33406457,,,,3,,,,,,,670781.56,637488.6,708912.6,631940.0,692712.7,701867.5,
21,389.1256896436953,0.37794676,,,,24,,,,,,,548439.3,546580.4,603897.44,590099.5,599286.75,575237.25,
99,396.2154247210145,4.989337,,,,51,,,,,,,386363.66,536284.44,413619.12,554173.7,909457.56,775604.8,
107,396.21542474153165,5.100598,,,,,,,,,,,1376742.5,1713910.9,1493296.0,2140950.0,2768363.8,2769893.5,
43,397.0055041214593,3.142474,,,,,,,,,,,298219.56,283622.03,309042.06,302315.1,328452.97,286838.56,
108,397.21885219211,5.1008115,,,,,,,,,,,250064.1,307468.3,279010.38,393839.5,515677.44,516834.34,
100,397.21895581593907,4.9907255,,,,51,,,,,,,70443.47,94906.47,69805.15,91160.03,152305.28,131348.61,
24,398.15110362871457,0.38065886,,,,24,,,,,,,505077.75,482397.6,509460.25,462559.03,486494.88,460573.9,
25,399.1544558818695,0.38065886,,,,24,,,,,,,4832724.5,4643071.0,5054208.0,4622032.0,4903829.0,4525162.0,
81,404.0443648269756,4.5572357,,,,31,,,,,,,444453.97,442972.72,469833.4,427036.66,483724.84,416306.72,
57,405.0106643911749,3.6179945,,,,32,,,,,,,1.9005494E7,1.7732686E7,1.8939264E7,1.8653666E7,1.8889106E7,1.783768E7,
60,406.01375587805245,3.6179707,,,,,,,,,,,3778381.0,3233143.8,3559500.8,3395166.0,3620992.2,3651887.2,
58,407.0044431281539,3.6179945,,,,32,,,,,,,1274451.0,1193888.5,1318820.4,1265410.6,1335789.1,1229078.0,
29,416.1446617512772,0.38920403,,,,24,,,,,,,974935.06,857928.5,957189.06,940750.25,1006542.1,943294.25,
46,421.00553357770855,3.3099706,,,,,,,,,,,68146.52,91984.9,82516.1,79537.375,92237.8,75894.35,
62,421.00554848850015,3.860838,,,,,,,,,,,504361.0,480279.0,617988.6,418723.28,512986.97,452269.94,
47,421.0055705719266,3.4130766,,,,,,,,,,,2921239.5,2830852.0,3223245.0,3071674.0,3235767.2,2806243.8,
66,421.1866583633144,4.151501,,,,,,,,,,,852965.9,804098.2,966587.56,823795.06,1159734.9,977752.5,
221,421.22642315946626,7.218254,,,,,,,,,,,1418586.2,1348720.8,1623479.4,1431832.1,1746980.5,1459535.8,
80,422.97678841682074,4.5569873,,,,31,,,,,,,766498.94,751914.5,816906.9,716580.4,861216.7,766555.3,
109,424.2467676190763,5.1574903,,,,,,,,,,,84571.23,87859.62,91493.68,119554.25,162407.5,134665.64,
113,424.24681408654834,5.2088037,,,,,,,,,,,78900.84,83637.05,85216.22,120199.97,174595.0,161953.9,
116,424.24683785877573,5.551829,,,,,,,,,,,399479.22,500993.0,451677.3,572261.9,804076.6,756293.56,
123,424.2468460002796,5.662153,,,,,,,,,,,1729116.9,2058347.2,1945300.5,2410768.0,3059949.2,3118588.8,
97,426.9677777005947,4.9721665,,,,35,,,,,,,8787695.0,1.0561936E7,1.042001E7,9345799.0,1.0754062E7,9637257.0,
98,428.96242048728953,4.9732833,,,,35,,,,,,,337716.2,396905.7,378069.28,359279.66,403793.75,366830.4,
258,430.3172393687046,7.517713,,,,,,,,,,,167802.55,239915.45,182223.22,192489.67,476947.94,319809.8,
252,430.3172394201531,7.4578385,,,,,,,,,,,127432.95,269242.6,206779.61,215580.7,272284.72,231416.16,
68,447.02126524346767,4.2063527,,,,,,,,,,,334432.06,316512.9,337826.5,321581.75,339719.78,332371.66,
259,447.3074492940882,7.5308747,,,,,,,,,,,152884.22,214176.55,167681.38,109554.62,421367.6,308145.88,
249,447.3074602618179,7.47275,,,,,,,,,,,81165.375,111865.5,70957.3,64428.3,169792.36,174851.34,
139,452.27817896528745,6.2385297,,,,,,,,,,,3430071.0,3698379.8,3615541.0,4230384.0,5552533.5,5394294.0,
136,452.2781793451051,6.127777,,,,,,,,,,,603866.2,628842.3,631940.5,720364.44,930154.94,912900.4,
482,452.9226169139304,10.275434,,,,15,,,,,,,203086.92,159320.69,178384.7,138238.72,170887.42,149829.62,
4,452.9226737719944,0.33406457,,,,3,,,,,,,646717.3,584415.06,663317.6,567548.44,661190.7,660201.6,
268,455.2105572876,7.6817355,,,,10,,,,,,,531721.8,546547.8,400288.8,605209.2,1022370.25,801581.94,
431,465.26762251461747,9.009793,,,,47,,,,,,,758569.25,692886.8,891237.1,700579.5,799605.2,640698.25,
