row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGIp7_3_Run156.mzML Peak area,NEG_TJGIp7_2_Run141.mzML Peak area,NEG_TJGIp7_1_Run17.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,
2288,117.91901297329167,8.142257,,,,4,,,,,,,3436178.2,822753.44,986211.75,543019.25,1729708.5,1549367.1,
1996,117.91902267081406,7.7285786,,,,,,,,,,,587760.5,745096.9,520362.53,411795.12,1221825.2,1409336.4,
2037,117.92856227598948,7.762361,,,,,,,,,,,2624466.0,2617733.8,1303278.1,2614571.8,4271551.5,4826598.0,
2198,117.92856229249598,8.145688,,,,4,,,,,,,6594791.5,2433105.5,1946111.5,2443069.2,6849792.0,7791082.5,
1950,117.92858024001737,7.689705,,,,96,,,,,,,5946607.5,3636358.5,4644906.0,3353417.8,9651834.0,6085178.0,
2369,118.89958068024956,8.381678,,,,,,,,,,,0,0,0,0,1063992.1,272310.22,
2567,118.89966086607167,10.151051,,,,,,,,,,,75169.8,46815.207,120008.42,73205.05,3060178.5,3326575.0,
1916,118.92676331518969,7.685101,,,,96,,,,,,,1056158.4,1525424.9,935580.8,733084.06,1303530.9,1215135.1,
2175,118.92677301901847,8.155808,,,,,,,,,,,354292.03,578845.56,663607.56,196526.58,1758927.8,1868652.4,
61,119.05023911204172,0.92490965,,,,,,,,,,,1039805.25,1361516.0,1551128.2,1307387.4,1127617.8,1360628.9,
2621,119.94687781685681,10.256347,,,,,,,,,,,0,0,0,0,98220.76,138326.19,
30,119.94694046829689,0.3785077,,,,50,,,,,,,1495865.8,1600736.2,1613164.4,1528705.2,1488726.4,1620982.6,
29,121.94400242264926,0.37773094,,,,50,,,,,,,497433.6,510129.88,520080.78,491994.22,479157.2,511361.38,
53,128.03533276679306,0.60194534,,,,,,,,,,,1320633.9,2082041.8,2340673.5,1771083.4,548343.7,577323.06,
10,129.97571450873377,0.34871653,,,,,,,,,,,1237172.0,1171568.9,1133654.1,1214594.2,860078.56,887047.5,
2640,129.97574905900427,10.342581,,,,,,,,,,,0,0,0,0,241153.14,270839.34,
2562,129.97576929761584,10.028723,,,,,,,,,,,0,0,0,0,396760.28,376732.8,
2537,129.97578619266784,9.674336,,,,,,,,,,,0,0,0,0,186601.81,186298.67,
68,131.0713624194225,2.2106295,,,,,,,,,,,166555.34,169418.98,162418.95,182603.55,134876.48,137986.11,
83,131.07140853570527,2.8107119,,,,143,,,,,,,5380116.5,4644734.0,4691715.5,5192764.5,4435683.0,3969693.8,
41,132.8678225562688,0.45044294,,,,,,,,,,,311732.5,319117.66,187065.22,498363.2,373450.2,1055397.4,
2659,132.86786084838636,10.500176,,,,,,,,,,,426214.62,430174.3,395048.78,407543.72,3120774.8,2927490.2,
2134,132.90015193846884,7.9585595,,,,,,,,,,,271383.47,88754.11,28561.576,121829.95,1409365.8,3141795.0,
2093,132.90016614527119,7.8280797,,,,,,,,,,,362606.5,259361.48,57052.457,206272.84,2539997.8,535849.9,
1785,132.90018587848581,7.5036607,,,,,,,,,,,358356.97,86757.84,211556.94,167406.23,1312036.5,438551.78,
2569,132.90019430007894,10.171895,,,,,,,,,,,115194.24,71225.9,170788.17,111484.586,1523386.9,1476230.4,
2276,132.9233979602193,8.144862,,,,4,20,[2M-H2O+H]+,,2,2276;2292,74.96321,3063771.8,1087374.8,2063220.9,1606762.9,2658395.8,2472270.0,
1960,132.92340035198202,7.6913643,,,,96,,,,,,,1887695.8,2635420.5,3084714.5,3260512.8,2102055.8,2675810.8,
1732,132.92342961294392,7.4518304,,,,,,,,,,,540044.9,586651.7,528589.56,312468.9,761331.56,620509.2,
51,134.8651758195828,0.4753716,,,,,,,,,,,287163.9,228962.39,138062.16,523149.38,289855.56,885193.7,
2658,134.86530827110587,10.477708,,,,,,,,,,,342419.28,347450.44,312269.25,313969.8,2907551.5,2825628.0,
2135,134.89460620240985,7.9474926,,,,,,,,,,,5502444.0,3577508.8,3520972.5,1746591.9,2.6871956E7,6.062123E7,
2017,134.89461053381027,7.817056,,,,126,,,,,,,1.3270416E7,1.0014634E7,1.0047748E7,1.1613495E7,4.896164E7,2.7718504E7,
2623,134.89465954343223,10.173802,,,,6,,,,,,,2665594.5,1792250.9,3682330.8,2480826.8,2.8503716E7,2.8997014E7,
1772,134.89464079564553,7.4863033,,,,140,,,,,,,1.4926884E7,1.4323283E7,1.3107789E7,9019648.0,1.8005694E7,9278061.0,
1633,134.8946590686594,7.3331933,,,,,,,,,,,3084576.5,3046475.0,2275302.5,5077168.0,6257361.0,1.0609305E7,
2574,135.9709062873417,10.168065,,,,,,,,,,,613843.06,3132535.8,601735.7,575184.1,363310.28,345282.78,
2138,137.89169077909764,7.9618497,,,,,,,,,,,95387.7,40678.14,42515.996,130033.586,976395.4,2201809.5,
2050,137.8917075224891,7.82612,,,,,,,,,,,236222.69,99894.7,133554.08,85034.52,1780051.2,745124.6,
2571,137.8917310496705,10.176327,,,,,,,,,,,82983.96,38781.816,80844.36,72868.34,1115565.6,1126446.4,
1790,137.89174591922182,7.5064054,,,,,,,,,,,170787.75,107359.75,134474.45,55081.914,875101.4,501027.62,
109,138.01972025351571,3.3226051,,,,,,,,,,,1327426.9,1155854.9,1232803.1,1274746.8,1688961.9,1879500.2,
74,139.04008812067994,2.4526541,,,,,,,,,,,1000188.75,1121717.4,819810.2,1024567.75,734646.2,380847.6,
71,144.04550035362266,2.3384905,,,,,,,,,,,680520.56,722656.75,728169.56,788226.06,783665.7,869289.56,
104,144.04553849186078,3.272452,,,,146,,,,,,,301320.53,319832.7,341761.78,356500.03,468352.78,513206.5,
133,144.04555973190966,3.5899732,,,,,,,,,,,1725043.1,2189190.0,2268216.2,2634164.2,1842632.0,3563355.5,
1976,144.92335312447997,7.702366,,,,96,,,,,,,1503853.1,5631144.0,1401850.8,1.4786012E7,9208605.0,9842516.0,
2291,144.9233597261102,8.150056,,,,4,,,,,,,2.5482336E7,2.3263802E7,2.6840224E7,1.0391067E7,1.1761869E7,1.1993848E7,
2387,144.92336187263385,8.446704,,,,,,,,,,,4955694.0,284834.8,1662599.0,3365056.8,1.1851387E7,4005515.0,
129,145.08703089029493,3.5343695,,,,17,,,,,,,854496.75,800462.4,824708.94,885813.3,840142.1,728878.44,
120,145.08706999568832,3.4523852,,,,109,,,,,,,632303.06,517989.66,510846.5,607343.8,480760.1,345834.47,
2556,146.96590516224555,9.97188,,,,,,,,,,,0,0,0,0,788383.8,3194561.5,
2657,146.96592194895948,10.460612,,,,,,,,,,,109426.96,48990.984,94458.88,43248.44,257611.1,255023.98,
33,146.96593057359232,0.38246596,,,,50,,,,,,,8543508.0,8653716.0,8004717.5,8850100.0,8142210.5,7682997.5,
2563,146.96593590994576,10.0289345,,,,,,,,,,,0,0,0,0,2534760.5,121282.39,
2536,146.96593773913338,9.671104,,,,,,,,,,,0,0,0,0,972321.44,424652.4,
58,146.96597378805646,0.829035,,,,,,,,,,,179691.81,40972.164,804596.2,879229.56,139654.1,139972.19,
2127,150.88944319751164,7.946955,,,,,,,,,,,218488.33,74167.5,50426.254,109701.66,3770671.2,3761685.8,
2371,150.8894502731279,8.366253,,,,,,,,,,,10215.832,0,0,0,1593837.8,984930.9,
2337,150.88947077715073,8.297601,,,,,,,,,,,8421.061,0,0,0,544601.25,534795.1,
2568,150.88949975761832,10.15381,,,,,,,,,,,167710.6,78046.12,225282.44,129061.3,4864927.5,4953608.5,
26,151.06111889343447,0.37382817,,,,50,,,,,,,3910847.8,5183080.0,5127314.5,4354257.5,1690557.6,3542917.8,
56,151.06121877369895,0.6450769,,,,,,,,,,,19812.572,80571.234,44565.82,114975.08,0,14328.662,
385,151.07631067203167,4.5775933,,,,31,,,,,,,969828.44,1211624.1,1091050.9,1032732.75,781641.56,1040034.75,
67,153.05572442707856,2.1597996,,,,,,,,,,,38744.57,53826.625,47262.477,36566.383,26340.574,26660.945,
90,153.0557526787819,2.979887,,,,162,,,,,,,700604.56,825801.06,518574.72,784399.3,446596.3,205231.05,
2639,153.86855297228712,10.314889,,,,,,,,,,,616231.75,536830.56,642722.1,701503.0,50466.055,58248.3,
36,154.9281811345846,0.38328195,,,,,,,,,,,388605.47,460624.56,408365.6,336143.4,636757.25,548218.3,
72,158.08227943080215,2.3634846,,,,,,,,,,,148174.6,168394.48,166161.77,164255.95,145311.52,143659.61,
66,158.0822928876097,1.9245572,,,,,,,,,,,158639.23,139956.98,193099.25,120059.39,136053.55,137542.52,
82,158.08230332954793,2.8079126,,,,143,,,,,,,1062837.8,1061862.4,1234651.4,1236306.9,1137244.1,1320021.0,
79,158.0823130454977,2.723313,,,,,,,,,,,534149.56,567824.4,652690.06,611612.4,520616.1,608420.6,
188,159.10266260991648,4.071674,,,,,,,,,,,730753.1,480260.97,493571.56,568993.75,580631.0,445455.3,
146,159.10267345781105,3.7877028,,,,75,,,,,,,505325.47,536920.94,650265.1,651157.8,492443.06,376076.34,
2646,160.84210277364235,10.40695,,,,135,,,,,,,2610040.0,2411341.0,1764646.6,1443286.5,773894.06,739334.44,
2660,160.8421084865233,10.490369,,,,,,,,,,,682801.3,339002.53,552655.4,518114.72,4583346.0,4870854.0,
2003,160.9354259358303,7.708563,,,,,,,,,,,77702.54,53670.22,207666.33,105863.6,1802472.5,2033113.4,
2333,160.9354512992123,8.212483,,,,,,,,,,,4332.284,0,0,0,381014.8,225724.53,
1771,160.9354740314274,7.457525,,,,,,,,,,,80779.38,82913.32,61007.176,74600.77,2713643.5,1931171.1,
1562,160.93554760804582,7.130485,,,,,,,,,,,3356.417,0,0,0,334645.0,1048778.4,
2647,162.83910104499031,10.407851,,,,135,,,,,,,2440340.0,2258318.8,1686480.4,542282.25,758064.6,676849.7,
2661,162.8391277955497,10.497624,,,,,,,,,,,282734.62,318914.72,528197.0,495537.44,4178184.2,4444978.0,
40,163.06118855805093,0.38004032,,,,,,,,,,,690990.9,1768698.0,1907764.4,1636074.2,477697.53,215031.1,
94,164.03543723310017,3.046075,,,,101,,,,,,,621138.6,616422.75,642768.75,635671.06,574165.94,596248.4,
2649,164.8360467848357,10.410538,,,,,,,,,,,716758.1,682814.44,422679.94,314185.1,223111.02,230870.42,
1396,165.04076545012668,6.5906463,,,,,,,,,,,343923.8,359829.38,260755.39,267704.56,283215.4,260031.08,
1614,165.04082688278305,7.2138367,,,,,,,,,,,103875.53,110848.66,119342.125,73460.02,69756.33,32337.258,
185,165.05570477052382,4.044788,,,,95,,,,,,,127523.81,117182.31,116320.586,130153.51,206711.36,174095.3,
92,165.0557338326117,3.0171182,,,,,,,,,,,951157.7,894746.1,915253.0,916180.5,795336.5,710869.06,
123,165.05574395223184,3.530798,,,,,,,,,,,43442.84,30326.121,28403.363,25698.412,28100.312,54281.195,
31,165.07677332133247,0.38165176,,,,50,,,,,,,2908110.5,4055170.2,3818540.5,3105273.5,1823461.9,3058315.8,
19,168.03353617186215,0.36987928,,,,50,,,,,,,4861108.5,5002798.5,5383829.0,4418812.0,4830862.0,5030932.5,
24,168.06645431246977,0.3730261,,,,,,,,,,,371598.6,534743.5,461433.16,272168.28,205878.7,244813.94,
54,168.0666054221525,0.6143665,,,,,,,,,,,467379.8,581433.0,841158.1,555430.3,265984.78,203820.95,
278,169.0869824653124,4.404626,,,,,,,,,,,386900.16,421309.6,482972.75,505702.8,474384.75,567183.3,
86,171.10274626299827,2.9485595,,,,151,,,,,,,42814.19,37708.93,37654.812,37825.586,113927.21,257055.6,
178,171.10274631037444,4.0056205,,,,149,,,,,,,396569.9,440998.44,446976.34,479177.75,450619.8,593193.3,
143,171.10276641967357,3.7547057,,,,158,,,,,,,636515.8,669460.8,604776.2,731552.75,625418.06,827897.3,
93,173.08196839762584,3.0415118,,,,101,,,,,,,371902.28,408927.53,401453.34,401167.2,415520.62,484495.03,
107,173.08199577650643,3.314083,,,,,,,,,,,56400.992,29860.58,39733.79,73134.414,67612.07,30709.826,
2663,174.95606891989178,10.592206,,,,104,,,,,,,1.6144263E7,1.6078993E7,1.642004E7,1.6380447E7,1.2408076E7,1.2442942E7,
106,177.05575389792776,3.2999392,,,,,,,,,,,74620.5,109777.08,107087.555,86274.18,37717.31,88605.086,
127,177.05577118479889,3.5318108,,,,17,,,,,,,822041.0,1061123.5,1092629.4,913408.3,466718.16,770437.7,
114,177.05577427568565,3.4126644,,,,77,,,,,,,97754.79,137077.78,142042.73,114186.85,53342.656,92775.5,
77,178.0509844432847,2.6175401,,,,,,,,,,,179995.73,181987.83,185573.98,203835.52,168772.36,150918.5,
102,178.05104743604488,3.2468078,,,,,,,,,,,568215.5,574364.94,542938.75,690491.8,526038.7,575404.44,
23,179.05613388427727,0.37222716,,,,50,,,,,,,448552.1,605788.8,719698.25,700430.44,681962.6,641420.1,
2373,180.03354008267652,8.421571,,,,,,,,,,,198528.72,178122.22,175563.7,230179.98,107557.35,102330.734,
64,180.03364030510747,1.5853564,,,,,,,,,,,2261598.2,2012947.5,2035674.2,4603643.5,614738.44,1148976.5,
63,180.03364437011584,0.98650306,,,,,,,,,,,1641859.2,1537479.4,1534862.0,3685651.2,0,0,
69,180.03365105433534,2.2637541,,,,114,,,,,,,39853.14,40124.16,24256.266,217997.3,3813.3486,25159.244,
65,180.03369388621925,1.7151406,,,,,,,,,,,0,0,0,0,2529786.8,5047525.5,
2605,180.97306649211768,10.27349,,,,,,,,,,,45164.574,3589.9854,0,11094.108,270835.78,59112.68,
5,180.97320676709535,0.32236156,,,,,,,,,,,421130.16,402178.97,379141.62,313990.62,308899.22,379899.9,
2696,180.97324292975145,11.101172,,,,,,,,,,,13249.53,4806.123,23672.137,17194.26,2418063.8,2059464.5,
13,181.07172819321082,0.36601195,,,,50,,,,,,,2.8690438E7,4.781822E7,5.3308176E7,4.5211796E7,6780193.5,8999006.0,
62,181.07178149909575,0.92212945,,,,,,,,,,,119442.05,787127.7,424635.16,382399.38,157199.78,152602.81,
34,181.94707167465756,0.3833361,,,,50,,,,,,,541242.56,580030.06,556113.1,638986.1,917301.94,710741.6,
17,182.07490057439932,0.3660154,,,,50,,,,,,,1836057.6,3130637.8,3561045.8,1942815.2,480862.84,1004503.06,
263,183.13898780081445,4.3346496,,,,9,,,,,,,311513.88,326264.25,370868.47,399439.34,319502.03,488498.53,
95,186.0772298372185,3.0545185,,,,101,,,,,,,827539.5,852534.44,861819.3,824414.6,842266.7,751721.4,
87,186.11359814907118,2.9485595,,,,151,,,,,,,1777681.5,1475168.5,1366082.6,1260839.9,1816394.9,1674071.9,
110,187.0976464388017,3.3615124,,,,2,,,,,,,125076.46,211190.56,128129.9,129610.62,113406.19,92946.82,
175,187.0976602368436,3.9974291,,,,,,,,,,,33010.613,40597.242,42747.875,41694.832,21445.084,4354.2363,
103,187.0976708618961,3.3030245,,,,,,,,,,,54389.21,143267.12,59028.184,63547.97,7247.825,56617.836,
118,187.0976740189512,3.4496777,,,,109,0,[M+H]+,,2,119;118,186.09038,5778342.0,6005728.0,6289368.0,6510116.5,5803930.0,7811067.5,
73,188.03534335818506,2.4046664,,,,,,,,,,,737707.56,786489.0,754751.25,799435.1,776156.7,717033.7,
2,190.9284426022085,0.034682322,,,,,,,,,,,1166930.4,1165869.1,1114095.5,572563.7,496057.72,496796.0,
2653,190.92847866475495,10.436412,,,,,,,,,,,457486.78,529762.9,477881.38,354305.56,376490.03,430026.16,
121,191.07477030887856,3.4597228,,,,,,,,,,,84008.68,97079.984,95794.086,115773.37,0,0,
132,191.0748820139008,3.5943534,,,,,,,,,,,467056.78,588695.0,593555.3,746763.4,93774.555,140575.33,
145,191.0748911835386,3.7481377,,,,,,,,,,,5514.8105,0,0,0,287027.6,534429.3,
141,191.0749026870442,3.6815054,,,,,,,,,,,268534.62,296742.53,247745.19,347506.94,363633.88,823386.6,
89,192.06667666975633,2.9688604,,,,162,,,,,,,478064.7,520074.75,630558.7,634577.06,568529.1,674453.3,
1796,194.90572804672848,7.5961137,,,,,,,,,,,3877.5981,0,3190.9082,2916.5137,169623.03,455924.88,
2096,194.90581741046475,7.8337393,,,,,,,,,,,0,0,0,0,602770.5,970704.06,
1657,194.9058616556546,7.3233542,,,,,,,,,,,0,0,0,6494.437,394644.72,489845.38,
379,195.06612231250404,4.574328,,,,31,,,,,,,9738385.0,1.1420033E7,1.0852756E7,1.009688E7,7469717.0,1.0159744E7,
213,195.06613985010623,4.1457086,,,,120,,,,,,,340409.8,341795.38,357907.3,378806.03,287191.5,277167.84,
299,195.06618453623034,4.4466686,,,,62,,,,,,,497779.1,579578.6,594862.75,528803.2,394019.94,517862.12,
142,195.06630260480298,3.754694,,,,158,,,,,,,399830.56,492116.16,447572.94,406461.4,228126.64,299838.8,
101,195.06631153460665,3.210444,,,,,,,,,,,27895.129,50549.05,49836.375,35940.945,0,33409.28,
128,195.0663115176285,3.5344737,,,,17,,,,,,,60196.402,89083.94,91654.914,75205.09,29848.605,65132.766,
2119,195.81078474569122,7.938674,,,,,,,,,,,0,0,0,0,554132.1,923579.8,
1366,195.81080065506063,6.5290933,,,,,,,,,,,0,0,0,0,15857.44,408590.2,
43,195.81082314063045,0.432991,,,,,,,,,,,0,0,0,4582.745,140063.81,176019.38,
2615,195.81085074349718,10.260323,,,,,,,,,,,10135.614,0,4039.474,0,277236.12,627775.4,
1556,195.81093837324988,7.039033,,,,,,,,,,,0,0,0,0,212561.89,43683.57,
1503,195.8109757510761,6.946706,,,,,,,,,,,0,0,0,0,290936.6,252016.05,
2642,195.81101371133954,10.380868,,,,10,,,,,,,3857958.5,3305103.0,2537043.8,2274805.2,20501.385,37686.656,
70,196.01076897419853,2.2598374,,,,114,,,,,,,3994986.5,3915618.8,3174377.8,8676481.0,1752018.1,2137854.2,
25,197.06657208610093,0.37302646,,,,50,,,,,,,1270886.5,1582865.1,1587305.0,1382415.2,492846.88,1098052.2,
44,197.80785460670708,0.4471291,,,,,,,,,,,0,3434.998,0,10169.975,185636.66,229269.11,
2120,197.80786322226135,7.938674,,,,,,,,,,,0,0,0,0,696048.44,1168478.9,
1367,197.8079133951511,6.5290933,,,,,,,,,,,0,0,0,0,23383.129,495454.72,
2007,197.80791403633822,7.7747707,,,,,,,,,,,0,0,0,0,307908.1,359769.1,
2616,197.8079419108591,10.269432,,,,,,,,,,,13061.494,5928.698,18292.32,4055.8782,349412.2,768349.3,
2643,197.80795994558926,10.385434,,,,10,,,,,,,4712379.0,4040092.8,3123204.2,2795370.0,58185.156,46879.074,
1776,197.8079603970846,7.5270786,,,,,,,,,,,0,0,0,0,231069.44,86807.0,
1553,197.80801845997973,7.079871,,,,,,,,,,,0,0,0,0,271686.75,274233.97,
1504,197.80804883745662,6.946706,,,,,,,,,,,0,0,0,0,322537.3,333118.84,
1611,197.80805569327282,7.2042036,,,,,,,,,,,0,0,0,0,34288.516,163263.88,
2108,199.80488763971007,7.938674,,,,,,,,,,,0,0,0,0,35059.52,533959.2,
2644,199.80497313971927,10.377565,,,,10,,,,,,,2250955.0,1920688.0,1474407.4,1316602.9,0,10766.25,
2612,199.80497475114726,10.252986,,,,,,,,,,,0,0,0,0,175378.47,365874.94,
667,201.14950502524684,5.0238223,,,,,,,,,,,1342236.4,1272011.1,1606704.0,1497845.5,1436276.0,1295702.5,
2645,201.80194895393996,10.367561,,,,10,,,,,,,459719.0,395876.78,285304.97,255773.23,0,0,
119,209.0795807696032,3.4496777,,,,109,0,[M+Na]+,,2,119;118,186.09038,468116.38,478276.28,518049.5,510569.9,391323.4,512816.75,
527,209.15458295577517,4.834872,,,,32,,,,,,,440337.62,401749.22,306283.47,435977.0,161466.8,163147.23,
32,211.0822613133915,0.38166735,,,,50,,,,,,,1195197.6,1587211.0,1498114.5,1255755.9,676955.9,1211551.1,
167,213.01540053483302,3.937175,,,,,,,,,,,453168.0,513703.0,448438.53,616520.9,364657.6,250904.02,
78,213.96389855512584,2.6352232,,,,,,,,,,,220124.5,221333.0,208457.28,242197.81,948815.1,338189.56,
330,214.14486059819012,4.4885383,,,,,,,,,,,58728.332,58965.953,57078.027,54826.98,50152.305,43805.88,
138,214.14502472476497,3.6940346,,,,,,,,,,,277626.44,353474.4,154604.7,146631.11,186032.03,560923.9,
551,215.12868633777077,4.8626738,,,,,,,,,,,148941.03,232047.58,125623.72,181161.89,189760.66,524318.1,
230,215.12874080524332,4.182452,,,,,,,,,,,334927.7,293472.06,284176.8,366990.16,317159.88,372745.03,
140,215.1289210331762,3.7294762,,,,,,,,,,,158736.62,162292.69,170433.9,185289.88,131205.22,78154.22,
955,215.16507189189005,5.4374156,,,,,,,,,,,209504.11,191841.14,748736.8,314507.6,288988.25,104791.57,
15,217.0482993896992,0.36755323,,,,50,,,,,,,3715705.5,5132063.0,6370046.5,4934647.0,3881819.2,5146228.0,
18,218.0257434927183,0.3698907,,,,50,,,,,,,428506.22,471167.84,519104.25,385633.7,491827.62,571703.9,
389,221.08176054817633,4.585089,,,,,,,,,,,1294882.0,1451923.0,1138827.8,3794575.8,240561.0,267837.1,
553,221.0818523486328,4.8364177,,,,,,,,,,,0,0,3573.8389,0,1625566.2,3014292.2,
701,221.09709650019667,5.062351,,,,18,,,,,,,1280955.6,1213639.4,1182129.0,1043430.3,1231933.1,1333202.8,
186,225.11331402519488,4.045727,,,,95,,,,,,,774979.0,742940.8,769469.5,858813.4,593534.3,314786.84,
16,227.0771555764603,0.3675786,,,,50,,,,,,,857096.6,3999168.0,1625693.6,3838706.0,502324.94,725372.0,
