"","Filename","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp1_1_Run35.mzML","NEG_TJGIp1_2_Run100.mzML","NEG_TJGIp1_3_Run186.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","90/218.1033mz/2.11min","1986247.5","2228749.8","2710956.0","3045476.5","2666303.5","2565355.0"
"3","91/118.051mz/2.15min","0.0","195165.86","94600.55","222999.42","1115729.0","29674.43"
"4","92/181.0718mz/2.16min","0.0","101039.81","4511.799","563570.2","752069.6","5162.7354"
"5","93/117.0194mz/2.15min","0.0","0.0","0.0","138495.0","8145.0547","12548.223"
"6","94/457.1867mz/2.18min","0.0","0.0","4478.738","163431.19","0.0","0.0"
"7","95/501.1766mz/2.19min","0.0","0.0","295982.34","200691.88","19480.76","0.0"
"8","96/145.0506mz/2.14min","1106338.2","1026941.06","1326368.9","2172103.0","1416942.1","1931340.9"
"9","98/118.051mz/2.21min","0.0","390735.03","150826.5","193586.95","270702.5","29674.43"
"10","101/158.0822mz/2.37min","233479.2","274345.84","332609.88","362402.9","487012.16","440648.0"
"11","102/194.0458mz/2.39min","1609258.8","1813843.2","2139740.0","2343195.0","2245855.8","2311565.5"
"12","103/144.0455mz/2.4min","1157537.1","1319045.4","1455662.1","945199.2","895503.56","850120.3"
"13","104/188.0353mz/2.41min","1692900.9","2059580.0","2387149.5","1398898.5","1427886.9","1456271.2"
"14","105/136.0404mz/2.41min","818329.06","652536.8","773130.7","1032937.44","848403.44","901388.8"
"15","106/175.0612mz/2.44min","1486586.5","1411843.0","1914304.5","2123895.0","1668593.5","1408355.6"
"16","107/139.0401mz/2.46min","592632.4","642751.44","742142.7","460361.25","439102.38","395758.88"
"17","108/118.051mz/2.42min","0.0","169581.36","151855.11","199589.66","223977.55","155663.58"
"18","109/172.098mz/2.55min","30476.516","38202.93","54200.137","35016.137","62500.316","38923.547"
"19","110/228.0878mz/2.57min","753315.44","417336.62","498275.94","763329.2","559524.0","410979.53"
"20","111/121.0295mz/2.58min","638061.44","818958.6","839435.0","989035.7","1173080.0","1003757.3"
"21","112/130.0873mz/2.58min","38307.04","164597.6","172575.66","85608.734","375957.25","109366.64"
"22","113/159.0663mz/2.61min","332953.25","320898.0","393009.72","424582.47","347144.75","353345.97"
"23","114/178.051mz/2.62min","622003.2","602802.94","712450.5","724904.0","585601.06","551462.3"
"24","115/238.0755mz/2.62min","332737.47","319289.47","383171.3","421771.0","422992.1","414468.38"
"25","116/157.0506mz/2.7min","348113.47","342530.06","399672.06","529732.5","417809.72","371535.84"
"26","117/158.0822mz/2.73min","816245.3","1053163.0","1315479.2","880027.1","986178.56","939003.5"
"27","118/136.0404mz/2.73min","66161.14","129846.07","167205.69","81323.234","128872.555","130056.11"
"28","119/107.0503mz/2.76min","595567.7","649416.2","798886.56","675616.4","575992.1","563524.4"
"29","120/151.04mz/2.76min","427729.84","478197.75","596941.2","484590.4","443580.7","427651.25"
"30","121/131.0713mz/2.78min","4101108.8","3590300.8","4442848.0","6110299.5","4758463.0","4775264.5"
"31","122/188.0353mz/2.78min","74767.61","74520.31","97247.41","111261.98","84700.85","90657.97"
"32","123/457.1869mz/2.8min","540976.44","0.0","5248.1226","0.0","0.0","0.0"
"33","124/501.1765mz/2.8min","2235403.5","24619.193","96303.375","180909.38","5869.716","0.0"
"34","125/158.0822mz/2.81min","827401.56","1078931.0","1284084.1","807937.1","1036063.44","929309.94"
"35","126/159.0663mz/2.87min","627582.8","531884.5","655401.25","875465.4","661543.0","595413.8"
"36","127/426.1898mz/2.89min","140842.95","245380.86","272410.38","256583.08","275576.75","274473.53"
"37","128/185.0819mz/2.89min","56959.445","47552.36","54623.066","45013.39","46630.055","43769.1"
"38","129/172.098mz/2.91min","1627517.1","1472463.9","1040718.06","2304889.2","2027102.2","1906722.2"
"39","130/130.0873mz/2.91min","166496.08","207327.48","204167.9","241207.94","390612.1","223746.38"
"40","131/118.051mz/2.93min","117083.08","282126.3","42014.984","133064.38","165262.58","18225.225"
"41","132/186.1135mz/2.95min","1179859.0","924461.06","1100495.5","1033912.5","890223.44","884978.1"
"42","133/171.1027mz/2.96min","687633.5","507766.84","591816.1","477367.66","323011.0","305549.12"
"43","134/189.0768mz/2.97min","438997.56","370401.44","500234.94","560388.94","413333.0","356698.53"
"44","135/426.1898mz/2.97min","308615.3","378038.34","423064.12","449812.22","449432.84","458743.7"
"45","136/221.0931mz/3.02min","503060.47","284848.9","331253.44","66654.47","47181.59","38367.51"
"46","137/165.0557mz/3.02min","1189414.2","1087369.9","1387514.0","1609551.1","1451362.1","1398739.8"
"47","139/194.0458mz/3.03min","122264.27","107688.45","142449.52","159067.64","124290.13","118499.57"
"48","141/173.0819mz/3.05min","1518530.5","1581946.0","1884898.4","1572770.0","1420473.1","1483573.1"
"49","142/136.0404mz/3.05min","126655.53","139687.1","166903.9","114304.27","117115.53","114627.77"
"50","143/120.0455mz/3.05min","490706.8","548120.7","624624.94","481425.9","434773.12","446153.72"
"51","144/164.0354mz/3.05min","2157244.5","2455485.5","2840776.8","2053846.6","1989965.4","2038852.8"
"52","145/351.0597mz/3.05min","98330.305","249345.89","286337.16","85001.47","151086.95","177756.73"
"53","146/243.1238mz/3.14min","34305.18","33753.207","44311.453","40391.58","29022.582","31555.365"
"54","147/188.0354mz/3.15min","87383.234","73895.51","97018.5","119396.16","80332.48","72580.39"
"55","148/159.1027mz/3.16min","41772.6","37734.777","48960.438","35434.18","12770.372","30017.121"
"56","149/160.0404mz/3.2min","784631.44","704773.2","724018.2","1042143.44","805064.06","800333.9"
"57","150/245.0932mz/3.21min","1819790.5","1527262.2","1903875.4","2200634.5","1537535.1","1487404.9"
"58","151/228.103mz/3.24min","39002.047","32261.426","37590.504","59512.203","45200.37","48593.098"
"59","153/180.0666mz/3.25min","1015917.44","889864.56","1032301.56","1028295.4","816981.9","768276.1"
"60","154/178.051mz/3.25min","1665768.4","1932880.5","2263069.8","1695162.8","1581719.1","1513943.9"
"61","155/181.0704mz/3.25min","81229.24","227067.86","68778.31","81693.94","89744.3","53189.566"
"62","156/144.0455mz/3.27min","663514.8","573436.3","606194.4","734498.44","575534.25","541633.7"
"63","157/261.1343mz/3.27min","287355.78","346736.94","399631.44","272242.34","284292.7","272874.7"
"64","158/202.1085mz/3.28min","274531.25","256059.3","315561.78","346706.66","374561.28","343233.94"
"65","159/216.1241mz/3.28min","365490.12","285810.97","346175.56","409271.62","314812.34","302263.25"
"66","160/172.098mz/3.28min","26987.283","14740.021","21323.22","32310.656","22728.85","20604.988"
"67","161/164.0354mz/3.29min","43642.35","25461.379","26209.516","29989.953","15659.07","14899.55"
"68","162/186.1136mz/3.3min","197715.27","194343.66","226866.48","166807.02","155703.86","151700.67"
"69","163/121.0295mz/3.32min","0.0","159296.6","54215.19","3502.8484","182917.98","75260.72"
"70","164/138.0197mz/3.33min","2092772.8","1728120.8","1958663.0","1934859.6","1574972.4","1524495.9"
"71","165/193.0506mz/3.35min","782124.25","668515.8","722216.25","867937.06","911855.7","875368.75"
"72","166/271.1663mz/3.36min","408636.47","554522.5","447603.97","735385.3","375543.47","365487.2"
"73","167/261.1344mz/3.36min","1764719.9","2150559.0","2504456.5","1739980.8","1695386.8","1800617.0"
"74","170/314.1035mz/3.37min","63866.51","55715.266","58925.77","104262.72","73068.414","79237.01"
"75","171/245.0456mz/3.38min","15020.875","0.0","7303.128","34641.184","16585.764","11725.973"
"76","173/189.1131mz/3.43min","239161.83","223227.1","252516.97","312547.03","282119.3","267102.16"
"77","174/257.103mz/3.45min","906718.8","811688.1","1030088.5","768722.4","575396.06","550958.1"
"78","175/209.0794mz/3.45min","1446741.8","1565304.4","1710789.1","1190122.2","1230665.2","1351237.0"
"79","176/187.0976mz/3.45min","29062086.0","26374946.0","30158918.0","23903024.0","20003822.0","21290516.0"
"80","177/125.0971mz/3.45min","1031570.2","917931.3","1027148.06","852679.06","666419.56","717806.44"
"81","179/145.087mz/3.45min","278626.1","250044.22","255005.42","405650.9","295888.6","286230.16"
"82","180/213.1132mz/3.45min","170086.55","147835.2","142121.6","136982.61","73544.39","60765.207"
"83","181/313.1881mz/3.46min","485710.5","496480.34","607169.6","361547.4","309998.72","320887.8"
"84","182/228.103mz/3.47min","2976978.5","2752322.8","2778229.8","4136092.0","3256057.2","3295407.0"
"85","183/191.0746mz/3.47min","166395.66","144099.77","182464.17","216530.08","135434.27","141993.55"
"86","184/173.082mz/3.52min","27701.596","27141.674","30011.0","39304.38","19120.754","21518.5"
"87","185/145.087mz/3.54min","457289.84","414957.6","438688.62","574544.8","482033.06","498430.78"
"88","186/222.0773mz/3.57min","376353.28","372393.34","429230.84","557650.7","432149.6","432164.4"
"89","187/243.1238mz/3.57min","1434981.1","1492608.0","1771047.0","1690858.9","1270470.5","1356567.6"
"90","188/144.0455mz/3.58min","28406.576","0.0","0.0","82752.52","24764.223","3862.2246"
"91","189/271.1665mz/3.6min","1039833.4","972125.9","1134186.9","905976.25","694976.6","757296.7"
"92","190/211.1341mz/3.6min","41913.113","35089.12","44577.61","34392.1","22617.854","26500.78"
"93","191/191.0748mz/3.61min","648927.94","542563.0","645950.06","772141.1","527080.2","503531.66"
"94","196/286.1854mz/3.69min","542773.06","487202.3","562625.3","664144.0","524765.25","470459.28"
"95","197/285.182mz/3.69min","3884577.8","3473514.2","4016421.5","4751405.0","3571060.8","3366380.2"
"96","198/571.3712mz/3.69min","27117.176","33756.527","44337.03","54246.387","30548.799","26498.45"
"97","199/621.3353mz/3.71min","146460.92","80647.77","97964.55","400083.53","341162.94","315001.78"
"98","200/199.0976mz/3.69min","13125033.0","12379448.0","14004434.0","17933762.0","13516080.0","12630202.0"
"99","201/155.1078mz/3.69min","4763099.5","4346834.0","4934247.0","6424048.5","4678525.0","4464185.5"
"100","202/221.0795mz/3.69min","829408.2","974040.3","1090322.9","939793.7","978895.44","1015549.0"
