"","FC","log2(FC)","raw.pval","-log10(p)"
"325/458.19mz/4.67min",0.42364,-1.2391,0.00017681,3.7525
"330/459.1924mz/4.67min",0.4279,-1.2247,0.00037954,3.4207
"545/425.1968mz/5.37min",0.47603,-1.0709,0.00045113,3.3457
"335/373.1655mz/4.68min",0.43216,-1.2104,0.00048933,3.3104
"311/441.1918mz/4.58min",0.46097,-1.1173,0.00054838,3.2609
"329/457.1868mz/4.67min",0.4295,-1.2193,0.00056607,3.2471
"778/622.4186mz/6.07min",2.2583,1.1753,0.00062507,3.2041
"328/503.1921mz/4.67min",0.43065,-1.2154,0.00065527,3.1836
"775/668.4241mz/6.07min",2.0428,1.0305,0.00074876,3.1257
"402/473.2179mz/4.92min",0.26791,-1.9002,0.00089549,3.0479
"333/355.155mz/4.67min",0.39917,-1.3249,0.0014101,2.8507
"462/456.1746mz/5.15min",0.42868,-1.222,0.0024785,2.6058
"393/463.2337mz/4.87min",0.48032,-1.0579,0.0025813,2.5882
"334/417.1553mz/4.68min",0.40762,-1.2947,0.0028296,2.5483
"373/479.2284mz/4.8min",0.45638,-1.1317,0.002924,2.534
"464/455.1712mz/5.16min",0.4424,-1.1766,0.0029242,2.534
"1071/826.5608mz/6.87min",7.2978,2.8675,0.022926,1.6397
"777/658.3966mz/6.07min",3.296,1.7207,0.034637,1.4605
"326/493.1633mz/4.67min",0.47088,-1.0866,0.040978,1.3874
"2105/501.1766mz/10.99min",0.15035,-2.7336,0.04706,1.3273
