"MetaboAnalyst_ID","NEG_TJGI15pt3_EV_alcA.Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA.Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA.Control_3_Run204.mzML","NEG_TJGIp1_1_Run35.mzML","NEG_TJGIp1_2_Run100.mzML","NEG_TJGIp1_3_Run186.mzML","shared_name"
"90/218.1033mz/2.11min",3.05766338623149,3.07113570918139,3.18062441853592,3.19448242339341,3.1571624655946,3.13850235650386,"90"
"96/145.0506mz/2.14min",2.80351793097005,2.73461991083504,2.87016628008142,3.04770758619171,2.88260498717693,3.01521382187688,"96"
"101/158.0822mz/2.37min",2.12787822620551,2.16137277718867,2.26943709889329,2.27001883865926,2.41879268969209,2.37344668970513,"101"
"102/194.0458mz/2.39min",2.96625591537823,2.98167413322065,3.07786295511453,3.0806356027128,3.08263475086498,3.09326108821639,"102"
"103/144.0455mz/2.4min",2.82316494223566,2.84333413585279,2.91056252457087,2.686350516588,2.68332020000794,2.65883527153725,"103"
"104/188.0353mz/2.41min",2.98826155855403,3.03685305785032,3.12538156812035,2.85661337540447,2.88594669220923,2.89259714508078,"104"
"105/136.0404mz/2.41min",2.67255799697178,2.53767940181622,2.63575486919019,2.72490119032881,2.65985530415156,2.68426704220344,"105"
"106/175.0612mz/2.44min",2.93182020728625,2.8728607970212,3.02951296999273,3.03796021329054,2.95360343038475,2.87806720932845,"106"
"107/139.0401mz/2.46min",2.53241541489535,2.53111745128199,2.61798937029526,2.3739259335657,2.37381867610659,2.32678555525654,"107"
"110/228.0878mz/2.57min",2.63660689207691,2.3435608888911,2.44497186839792,2.59353904747159,2.4790716038954,2.34317507789565,"110"
"111/121.0295mz/2.58min",2.56449252316962,2.63633634041875,2.67148902324851,2.7060391392313,2.80058051359588,2.73098360133611,"111"
"113/159.0663mz/2.61min",2.28201328448985,2.22944140668455,2.34190524385311,2.33878923256659,2.27176348807199,2.27755503011832,"113"
"114/178.051mz/2.62min",2.55342264254233,2.50324975493383,2.60025664603269,2.57110766777013,2.49885473822408,2.47087071339288,"114"
"115/238.0755mz/2.62min",2.28173173613034,2.22725899234062,2.33089492485486,2.33590388873259,2.35758514159508,2.34684629031083,"115"
"116/157.0506mz/2.7min",2.3013508540598,2.25777308641053,2.3492057411545,2.43488379085754,2.35223142456071,2.29935560143231,"116"
"117/158.0822mz/2.73min",2.67145071671636,2.7455699852446,2.86658593539774,2.65532321753026,2.72520843974651,2.70202209565766,"117"
"119/107.0503mz/2.76min",2.53456115984107,2.53559751107395,2.64998706517676,2.54052735487335,2.49166941101016,2.4802676107879,"119"
"120/151.04mz/2.76min",2.39079957394707,2.40268192223734,2.52343350507003,2.39620197900409,2.37822552693682,2.36044463233154,"120"
"121/131.0713mz/2.78min",3.37253131358449,3.27820522776396,3.3951634049391,3.49688966864649,3.40871957953907,3.40835231611794,"121"
"125/158.0822mz/2.81min",2.67734635849785,2.75606806375911,2.85609541829328,2.61820472254483,2.74663923202268,2.69751546706486,"125"
"126/159.0663mz/2.87min",2.55730105600821,2.44889172793731,2.56400921593044,2.65306615793991,2.5518109621643,2.50417378150834,"126"
"129/172.098mz/2.91min",2.97115558300092,2.8911190481981,2.76483504112386,3.07347722369808,3.03812852785686,3.00964230733188,"129"
"132/186.1135mz/2.95min",2.83146013251775,2.68896301501187,2.7890902210033,2.72531095709499,2.68075190859848,2.67628740829869,"132"
"133/171.1027mz/2.96min",2.59698704977057,2.42873872927169,2.51968872650489,2.38968016651617,2.24047019928892,2.21443592614285,"133"
"134/189.0768mz/2.97min",2.40209213094179,2.29174706162445,2.44667597396603,2.45931672754278,2.34755296555442,2.28165620717013,"134"
"135/426.1898mz/2.97min",2.24904747957577,2.30061024255475,2.37390814636615,2.36385842275041,2.38391768803607,2.39092499929424,"135"
