"","FC","log2(FC)","raw.pval","-log10(p)"
"752/143.9809mz/10.37min",0.038001,-4.7178,2.509e-08,7.6005
"750/141.9833mz/10.37min",0.037942,-4.7201,2.5396e-08,7.5952
"684/663.4535mz/10.09min",0.038027,-4.7168,2.5521e-08,7.5931
"775/156.9906mz/10.38min",0.037905,-4.7215,2.5598e-08,7.5918
"769/112.0178mz/10.38min",0.037914,-4.7211,2.6252e-08,7.5808
"764/90.5067mz/10.37min",0.037741,-4.7277,2.6942e-08,7.5696
"687/726.4616mz/10.09min",0.037725,-4.7283,2.7383e-08,7.5625
"768/111.0202mz/10.38min",0.037883,-4.7223,2.7413e-08,7.562
"824/145.0353mz/10.94min",0.037745,-4.7276,2.7418e-08,7.562
"732/110.0201mz/10.33min",0.037723,-4.7284,2.7634e-08,7.5586
"749/139.9879mz/10.37min",0.037701,-4.7293,2.7714e-08,7.5573
"770/112.5195mz/10.38min",0.03767,-4.7304,2.772e-08,7.5572
"767/91.5044mz/10.38min",0.037666,-4.7306,2.8e-08,7.5528
"747/207.0174mz/10.36min",0.037849,-4.7236,2.8404e-08,7.5466
"118/256.2998mz/5.42min",0.037613,-4.7326,2.8415e-08,7.5465
"771/113.0166mz/10.38min",0.037827,-4.7244,2.9006e-08,7.5375
"762/111.5218mz/10.37min",0.037639,-4.7316,2.9262e-08,7.5337
"748/209.0129mz/10.36min",0.037753,-4.7272,2.9343e-08,7.5325
"777/158.986mz/10.38min",0.037535,-4.7356,3.1241e-08,7.5053
"810/154.0049mz/10.5min",0.037433,-4.7395,3.1437e-08,7.5026
"638/379.3358mz/8.97min",0.037416,-4.7402,3.2342e-08,7.4902
"773/215.9837mz/10.38min",0.037389,-4.7412,3.2342e-08,7.4902
"44/194.1153mz/3.19min",0.037587,-4.7336,3.2997e-08,7.4815
"804/208.0393mz/10.49min",0.037395,-4.741,3.3805e-08,7.471
"726/172.9563mz/10.33min",0.037387,-4.7413,3.3811e-08,7.4709
"349/282.2215mz/7.75min",0.037311,-4.7442,3.4828e-08,7.4581
"823/147.0309mz/10.85min",0.03727,-4.7458,3.5117e-08,7.4545
"686/708.5108mz/10.09min",0.037359,-4.7424,3.5935e-08,7.4445
"813/139.0179mz/10.52min",0.03767,-4.7305,3.6131e-08,7.4421
"754/186.9809mz/10.37min",0.037397,-4.7409,3.6806e-08,7.4341
"756/184.9855mz/10.37min",0.037673,-4.7303,3.69e-08,7.433
"530/136.0216mz/8.42min",0.037515,-4.7364,3.7299e-08,7.4283
"728/182.9851mz/10.33min",0.037397,-4.7409,3.7359e-08,7.4276
"216/409.1923mz/6.6min",0.037186,-4.7491,3.7482e-08,7.4262
"731/98.512mz/10.33min",0.037396,-4.741,3.7685e-08,7.4238
"741/196.0167mz/10.34min",0.037208,-4.7482,3.7974e-08,7.4205
"811/167.0128mz/10.5min",0.03725,-4.7466,3.9219e-08,7.4065
"801/102.0339mz/10.48min",0.037421,-4.74,3.9924e-08,7.3988
"819/184.0029mz/10.56min",0.037082,-4.7531,4.1214e-08,7.385
"43/172.1333mz/3.19min",0.037406,-4.7406,4.126e-08,7.3845
"802/102.5354mz/10.49min",0.037303,-4.7446,4.1373e-08,7.3833
"761/111.5189mz/10.37min",0.037062,-4.7539,4.1388e-08,7.3831
"133/195.1016mz/5.61min",0.037378,-4.7417,4.2717e-08,7.3694
"808/168.0161mz/10.49min",0.03731,-4.7443,4.3873e-08,7.3578
"788/94.0451mz/10.45min",0.037,-4.7563,4.3939e-08,7.3572
"725/205.0171mz/10.32min",0.036997,-4.7565,4.4225e-08,7.3543
"97/230.9845mz/4.69min",0.03698,-4.7571,4.4436e-08,7.3523
"782/130.5216mz/10.41min",0.037295,-4.7449,4.5233e-08,7.3445
"814/201.9756mz/10.52min",0.037269,-4.7459,4.5324e-08,7.3437
"95/231.9791mz/4.69min",0.036957,-4.758,4.5597e-08,7.3411
"639/380.339mz/8.97min",0.037018,-4.7556,4.5794e-08,7.3392
"570/201.9757mz/8.72min",0.036946,-4.7584,4.7343e-08,7.3247
"92/211.9707mz/4.69min",0.036907,-4.7599,4.7531e-08,7.323
"72/325.1255mz/4.24min",0.037216,-4.7479,4.7537e-08,7.323
"94/229.9813mz/4.69min",0.036912,-4.7598,4.7705e-08,7.3214
"763/131.5335mz/10.37min",0.037145,-4.7507,4.7806e-08,7.3205
"733/138.9953mz/10.33min",0.03684,-4.7626,5.0601e-08,7.2958
"781/109.5217mz/10.41min",0.036992,-4.7566,5.1861e-08,7.2852
"815/97.9914mz/10.53min",0.036879,-4.7611,5.2132e-08,7.2829
"757/181.0144mz/10.37min",0.036745,-4.7663,5.6087e-08,7.2511
"722/223.9882mz/10.31min",0.037364,-4.7422,6.0864e-08,7.2156
"759/114.0165mz/10.37min",0.036618,-4.7713,6.2189e-08,7.2063
"807/81.5205mz/10.49min",0.036964,-4.7577,6.2337e-08,7.2053
"538/352.3391mz/8.53min",0.037318,-4.744,6.2747e-08,7.2024
"755/183.0098mz/10.37min",0.036589,-4.7725,6.3589e-08,7.1966
"809/125.9862mz/10.5min",0.03678,-4.7649,6.5698e-08,7.1825
"96/232.9823mz/4.69min",0.036439,-4.7784,7.6366e-08,7.1171
"779/165.9829mz/10.4min",0.036346,-4.7821,8.0629e-08,7.0935
"825/171.9929mz/10.99min",0.036372,-4.781,8.1075e-08,7.0911
"736/97.5144mz/10.33min",0.036824,-4.7632,8.5418e-08,7.0685
"658/352.3391mz/9.09min",0.037147,-4.7506,9.6492e-08,7.0155
"624/377.3201mz/8.96min",0.036143,-4.7902,1.0699e-07,6.9707
"102/573.2517mz/4.73min",0.036051,-4.7938,1.1053e-07,6.9565
"818/225.0294mz/10.55min",0.03607,-4.7931,1.1779e-07,6.9289
"812/90.5259mz/10.51min",0.03592,-4.7991,1.2441e-07,6.9052
"685/685.4354mz/10.09min",0.03664,-4.7705,1.4183e-07,6.8482
"740/154.9902mz/10.34min",0.035979,-4.7967,1.4956e-07,6.8252
"220/301.1408mz/6.65min",0.036173,-4.7889,1.5809e-07,6.8011
"122/470.1853mz/5.43min",0.035662,-4.8095,1.606e-07,6.7942
"650/481.2921mz/8.97min",0.036001,-4.7958,1.6993e-07,6.7697
"147/399.1482mz/5.73min",0.035553,-4.8139,1.7615e-07,6.7541
"525/413.2657mz/8.38min",0.035516,-4.8154,2.0918e-07,6.6795
"723/385.7238mz/10.32min",0.035401,-4.8201,2.1571e-07,6.6661
"149/344.3157mz/5.77min",0.03576,-4.8055,2.2058e-07,6.6564
"737/89.5067mz/10.33min",0.036697,-4.7682,2.2311e-07,6.6515
"694/80.9479mz/10.18min",0.035995,-4.7961,2.3647e-07,6.6262
"701/615.4952mz/10.21min",0.03552,-4.8152,2.3706e-07,6.6251
"744/152.9949mz/10.34min",0.035436,-4.8186,2.4149e-07,6.6171
"817/111.039mz/10.53min",0.035396,-4.8203,2.4485e-07,6.6111
"38/138.0551mz/2.83min",0.035254,-4.8261,2.6534e-07,6.5762
"574/377.3199mz/8.82min",0.035155,-4.8301,2.6731e-07,6.573
"524/391.2839mz/8.38min",0.036465,-4.7773,2.7927e-07,6.554
"640/395.3306mz/8.97min",0.035278,-4.8251,3.1958e-07,6.4954
"37/120.0445mz/2.83min",0.034946,-4.8387,3.1965e-07,6.4953
"121/448.2033mz/5.43min",0.034891,-4.841,3.3347e-07,6.4769
"806/104.0302mz/10.49min",0.03486,-4.8423,3.4631e-07,6.4605
"130/437.193mz/5.58min",0.035399,-4.8201,3.6494e-07,6.4378
"310/377.3202mz/7.47min",0.034935,-4.8392,3.8682e-07,6.4125
"454/352.3391mz/7.88min",0.03559,-4.8124,4.0087e-07,6.397
"738/113.9636mz/10.33min",0.035986,-4.7964,4.5384e-07,6.3431
"470/579.2631mz/7.9min",0.035678,-4.8088,4.6057e-07,6.3367
"210/433.19mz/6.37min",0.03448,-4.8581,4.6464e-07,6.3329
