row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC-AZA_3_Run70.mzML Peak area,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-AZA_1_Run23.mzML Peak area,2024_POS_CC-AZA_2_Run38.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,
153,320.1702746826923,3.7510736,,,,,,,,,,,50556.5,54729.83,56879.754,54061.273,52197.117,70265.625,
140,320.1703035610316,3.2838523,,,,,,,,,,,35864.13,36998.15,40692.79,39329.465,42043.977,44587.94,
158,320.1703323760998,4.320463,,,,87,10,[M+NH4]+,,2,159;158,302.13647,3681898.0,4979478.0,4362284.5,4630895.5,4532468.0,6276044.5,
37,323.1132700468151,0.36497548,,,,90,1,[2M+Na]+,,2,38;37,150.06189,734246.8,747296.75,799002.0,736599.0,720290.3,802246.44,
159,325.12565537225623,4.320463,,,,87,10,[M+Na]+,,2,159;158,302.13647,405247.1,478547.88,431794.9,352716.47,467068.2,694140.5,
34,325.12888652886915,0.36416176,,,,90,,,,,,,916282.8,933909.3,963338.3,878421.5,901709.6,976999.25,
592,328.32088563139973,7.737335,,,,,,,,,,,54617.367,87575.086,103910.375,100066.72,164891.4,221520.3,
239,328.32096081038395,5.797457,,,,,,,,,,,212505.06,282155.47,353214.66,357358.97,379713.75,492394.56,
678,331.2631373564978,7.83719,,,,,,,,,,,37791.31,115897.48,172065.1,206298.6,223915.17,394843.62,
541,331.2632848669247,7.6327915,,,,,,,,,,,24415.81,20257.5,49123.812,46590.473,169734.66,245693.8,
493,331.26376801750047,7.515166,,,,,,,,,,,0,4607.492,39589.688,27468.96,52967.832,276439.2,
531,333.24000170390144,7.5930657,,,,,,,,,,,127776.125,167819.62,91533.836,92055.0,343585.44,203601.39,
387,336.3107815283729,7.175915,,,,105,22,[M+NH4]+,,2,388;387,318.27693,886262.94,746945.94,823747.9,619678.2,849423.06,1076857.8,
352,336.32585783462747,7.0116553,,,,,,,,,,,45627.414,85868.66,53259.523,102152.35,104868.84,70645.16,
376,336.32586695067977,7.123483,,,,,,,,,,,411620.97,651802.1,444245.47,584139.44,741881.56,575735.6,
540,336.3259497029367,7.6075873,,,,47,,,,,,,32909.938,154349.2,118210.375,144276.39,286090.5,221122.31,
875,336.3260083386666,8.102619,,,,74,,,,,,,133424.05,297971.06,234036.97,661043.1,692998.4,232209.97,
723,338.3416394801721,7.874418,,,,48,,,,,,,70994.77,91675.734,89891.68,89729.63,177680.81,211391.6,
1056,338.3417418289734,8.407066,,,,2,,,,,,,8453637.0,1.3413997E7,1.0647441E7,2.4027664E7,2.3003376E7,9188508.0,
258,339.28900012811727,6.300674,,,,3,,,,,,,56448.086,53475.543,97641.81,89546.914,86666.98,103611.766,
572,339.2891818807979,7.6814213,,,,57,,,,,,,249684.92,254325.5,336334.03,350677.66,403657.6,485049.84,
532,339.28919533274956,7.6374803,,,,50,,,,,,,189933.42,143884.53,192397.42,269385.66,356638.62,405750.5,
1050,341.28372381709886,8.400776,,,,2,,,,,,,568024.2,391172.62,470507.34,439009.9,594376.56,452829.72,
429,341.28388468025145,7.342797,,,,,,,,,,,167638.31,72023.01,91929.43,92122.94,302947.22,148989.78,
458,341.2838894571355,7.4010315,,,,,,,,,,,270759.22,150291.23,131015.65,96323.72,693452.8,252910.94,
330,344.31581149588357,6.9022408,,,,58,,,,,,,94889.99,112735.77,228710.47,147272.86,233324.95,189733.34,
353,344.3158149757763,7.022705,,,,,,,,,,,382774.38,573794.6,521446.16,523048.62,693636.2,710996.5,
621,347.315414333932,7.781547,,,,,,,,,,,112586.11,88954.31,300533.28,111274.47,146343.52,386420.4,
407,352.32087699624657,7.2799773,,,,,,,,,,,571738.0,1089660.0,990475.9,1484584.4,1998155.9,1369743.5,
894,352.3209056985774,8.141286,,,,,,,,,,,67283.18,153215.78,219725.44,328543.62,335402.06,592761.4,
280,353.2685140593851,6.4604316,,,,39,16,[M-H2O+H]+,,2,282;280,370.27178,1307933.6,922546.44,1402445.8,1680041.6,1814663.9,1521326.8,
408,353.32433435908735,7.279701,,,,,,,,,,,124304.49,243778.39,225058.45,343305.0,425478.6,305652.6,
538,354.33654124018494,7.601444,,,,47,,,,,,,244108.7,470990.53,353732.8,501581.44,911739.0,714735.6,
506,354.33656717139996,7.566015,,,,,,,,,,,186942.94,325884.06,237649.33,54629.07,143703.42,78915.31,
624,356.3158017772828,7.7923336,,,,,,,,,,,212102.55,339723.6,412116.25,531175.5,954438.8,1345794.0,
242,356.3521977652503,5.9507384,,,,,,,,,,,97677.55,141983.44,171267.84,197074.77,185759.89,199470.02,
918,356.35219846934586,8.226085,,,,103,,,,,,,286083.16,369992.7,502601.84,457354.78,517448.25,585957.8,
552,357.27866237642934,7.666964,,,,57,,,,,,,757088.0,724204.25,691597.25,845647.0,1662623.6,1032303.94,
569,357.29973843863286,7.683493,,,,57,,,,,,,661749.9,687453.44,857054.75,919898.56,1011366.5,1156175.1,
529,357.2998054889079,7.595225,,,,50,,,,,,,514321.5,598495.56,765350.6,779578.44,909195.06,1010971.06,
301,358.2738996403959,6.6544895,,,,128,17,[M-H2O+H]+,,2,301;304,375.27715,470889.25,877293.44,833413.7,873188.7,819912.5,1072762.2,
252,358.3678456358446,6.243132,,,,4,,,,,,,403599.22,692833.2,800860.4,789566.4,1627111.8,661248.3,
20,362.9261816715851,0.3393269,,,,71,,,,,,,329597.8,354759.38,348106.06,389426.84,330304.72,369470.1,
1550,362.9262394517263,10.271546,,,,34,,,,,,,179923.94,201214.08,185228.5,79889.04,211012.69,348351.3,
395,363.3104046913873,7.186022,,,,61,23,[M+H]+,,1,393,362.30309,336241.66,262229.12,351808.88,233359.61,303541.25,368717.9,
54,364.1397682737099,0.38043594,,,,90,,,,,,,2266131.8,2164893.5,2398260.5,2047422.2,2238666.2,2303672.0,
161,364.19647170158504,4.4000583,,,,,,,,,,,361088.9,402542.47,457882.12,406122.66,407481.97,492407.03,
620,364.34203194858384,7.7807326,,,,65,,,,,,,269026.84,231243.25,705536.8,258578.77,339089.28,946921.4,
288,365.1357849990613,6.5391355,,,,,,,,,,,283911.28,296426.28,378400.12,330975.28,462507.6,522036.38,
331,366.2977003132933,6.90275,,,,,,,,,,,0,21781.145,5123.6143,0,54410.164,48916.566,
355,366.29771344518184,7.0265427,,,,,,,,,,,0,43550.01,0,0,40414.9,48060.08,
405,366.3000081081281,7.27158,,,,,,,,,,,93425.695,178060.16,172732.06,206473.81,372269.3,437725.12,
1232,366.3000958456621,8.724072,,,,,,,,,,,45732.305,52076.996,83610.54,83358.414,78970.68,69340.875,
866,366.3364319552831,8.092439,,,,74,,,,,,,59805.688,149833.12,251406.67,331812.03,315680.12,574569.2,
930,366.336451452252,8.263469,,,,52,,,,,,,52121.516,142250.89,249407.81,351228.7,303253.84,518461.38,
1241,366.37288219846005,8.755722,,,,,,,,,,,560068.0,549530.75,650834.1,967500.06,1054200.5,753597.6,
247,371.27414586413323,6.1717496,,,,,,,,,,,268655.4,451548.53,543184.2,802799.44,715216.4,712887.75,
236,371.2741585185135,5.689959,,,,,,,,,,,185800.19,294413.38,347013.1,493614.62,455190.56,415180.28,
200,371.2741664107853,5.000149,,,,,,,,,,,11827.618,30918.408,35374.39,57073.5,60613.79,56089.42,
216,371.2741906848468,5.5654945,,,,,,,,,,,284291.47,420440.84,473941.78,681146.4,617121.25,591540.94,
285,371.2790233504191,6.473179,,,,39,16,[M+H]+,,2,282;285,370.27178,731258.5,502538.06,751989.9,914984.5,946421.2,807974.25,
1085,371.3154016595451,8.454392,,,,,,,,,,,114883.52,120487.09,106139.65,132174.03,123839.734,231329.11,
67,372.19006588507244,0.3853277,,,,90,,,,,,,1216076.2,1231703.9,1297859.2,1277249.1,1170946.1,1384058.9,
409,374.3026930947229,7.2875247,,,,,,,,,,,66499.33,212531.94,172896.4,265913.06,766498.25,566049.75,
256,374.36270540142453,6.271643,,,,,,,,,,,73801.09,276921.25,105149.836,77638.45,699012.5,78463.32,
46,376.1421018380898,0.37474093,,,,90,,,,,,,786175.3,815946.3,806578.9,790990.6,805061.2,887185.75,
539,376.31868835267034,7.5977917,,,,,,,,,,,27371.227,139788.05,65754.28,93100.26,422823.75,420608.1,
50,377.1454404355681,0.37636817,,,,90,,,,,,,6888831.5,6921927.5,7229200.0,6688549.5,6748111.0,7296857.5,
571,379.2818469308422,7.6822705,,,,,,,,,,,9865.684,52729.035,55864.98,73501.28,192671.88,472827.22,
393,380.33688271698475,7.186005,,,,61,23,[M+NH4]+,,2,395;393,362.30309,1087458.4,837024.4,1069830.0,697971.94,890971.0,1153680.1,
840,381.33617486119516,8.062859,,,,44,41,[M+H]+,,2,838;840,380.3289,440705.62,412930.94,493690.4,535525.1,833076.3,693158.56,
392,384.3470221286572,7.184257,,,,61,,,,,,,74243.945,164877.11,95040.58,98887.24,148110.97,156524.22,
724,384.34703737228807,7.8771653,,,,48,,,,,,,173338.94,205370.1,171800.19,185442.03,346804.84,459671.3,
923,384.3470917208048,8.240856,,,,103,,,,,,,695879.3,867564.94,1036002.06,1276062.6,1210263.9,1441836.2,
501,386.3263381407887,7.51774,,,,112,,,,,,,759186.7,1643352.6,1320243.5,1527613.4,3279685.0,4164666.2,
460,386.3263443302605,7.4262986,,,,79,25,[M+H]+,,2,460;463,385.31906,914477.2,1464718.6,1040000.56,975461.06,2726730.8,2564700.5,
209,387.1800998682188,5.205979,,,,,,,,,,,357372.22,353825.66,282801.66,450711.2,350158.44,435207.62,
503,387.3297710335167,7.516748,,,,,,,,,,,155533.84,380591.6,306351.56,351338.75,777847.56,997254.4,
462,387.329794020415,7.455786,,,,,,,,,,,229541.12,338732.34,181661.39,220555.75,677706.3,590459.25,
1073,391.2841614478247,8.435419,,,,45,,,,,,,204372.02,304574.9,286181.97,328678.03,359957.03,385389.1,
168,392.191385242716,4.5632167,,,,,,,,,,,1726917.1,2131720.2,2285184.8,1995230.9,2003049.5,2679363.2,
282,393.26101719989634,6.4625244,,,,39,16,[M+Na]+,,3,282;280;285,370.27178,1150812.1,866359.3,1191842.8,1247406.2,1495963.1,1339754.4,
257,395.2766107175757,6.2991257,,,,,,,,,,,256865.66,230807.28,337499.88,346402.2,355762.3,382773.7,
315,395.27668727585393,6.7561536,,,,,,,,,,,35098.586,29983.357,83343.17,4783.5986,41791.73,41471.047,
1072,397.3098545902455,8.43371,,,,,,,,,,,159682.83,211822.95,267571.03,371843.8,272479.53,391759.78,
507,397.30986916597067,7.5431476,,,,,,,,,,,41634.953,96494.04,98728.57,129721.05,483759.84,311417.0,
587,397.30987321021934,7.7589087,,,,,,,,,,,48545.227,146838.38,189523.28,272839.12,633907.94,564827.56,
887,397.3098954580334,8.1297655,,,,62,,,,,,,136554.34,82259.57,107881.69,95934.53,262370.88,117020.88,
627,397.3099108134963,7.80156,,,,,,,,,,,47042.086,362768.6,328481.72,535963.1,1146602.5,1352729.9,
466,397.30993167719333,7.5043144,,,,,,,,,,,14248.775,44601.594,48577.535,43656.945,331605.56,149476.98,
199,398.23001298306804,4.992732,,,,,,,,,,,622354.4,584495.2,851116.56,951600.0,932737.4,986272.94,
204,398.23005243735014,5.1024923,,,,,,,,,,,2297428.5,2135922.0,2995550.2,3312610.0,3356334.2,3267316.8,
304,398.2663240812737,6.655828,,,,128,17,[M+Na]+,,2,301;304,375.27715,182893.42,330661.7,307228.2,169304.69,344556.2,465436.38,
1003,399.3256134474257,8.342328,,,,,,,,,,,173625.45,95484.86,609357.2,376899.22,202119.6,804269.5,
290,400.30553005240773,6.5951066,,,,,,,,,,,264905.8,251977.0,367867.88,443927.88,413622.84,451328.5,
382,403.23232430466516,7.1606083,,,,,,,,,,,151678.83,219683.12,169153.27,297415.66,255793.48,337880.7,
838,403.31811136409027,8.061062,,,,44,41,[M+Na]+,,2,838;840,380.3289,284527.9,402475.53,358426.88,352105.2,902862.94,1078867.5,
210,404.20658629322133,5.205979,,,,125,,,,,,,378136.2,363168.97,293586.75,477284.75,337792.12,452540.28,
1081,405.3513835292961,8.452641,,,,20,,,,,,,727505.75,463701.28,502493.1,656156.44,804948.44,572655.3,
406,406.29246620471423,7.2864537,,,,,,,,,,,10025.428,67993.055,49780.316,51173.426,323153.88,430585.75,
719,406.328893138192,7.863234,,,,,,,,,,,32637.295,79709.7,53577.047,58103.32,238369.4,367358.88,
390,406.32912709833766,7.184947,,,,,,,,,,,0,34921.625,4061.3938,0,71314.39,85696.21,
919,407.367037484326,8.227372,,,,,,,,,,,976992.44,808136.44,1342413.9,1202326.0,1208230.9,1312108.0,
1051,407.36739877946684,8.402305,,,,2,,,,,,,115743.875,218214.67,317798.72,287967.88,222046.53,365067.12,
165,408.2226063753446,4.472556,,,,,,,,,,,426476.78,495124.94,541230.8,439352.72,503237.3,523569.12,
663,408.30825925101703,7.837129,,,,14,,,,,,,280261.56,558628.6,105604.19,34556.113,3194186.8,235525.6,
505,408.3082645750744,7.524421,,,,,,,,,,,31890.465,313104.75,119913.64,155976.95,826013.06,1356490.4,
463,408.30826946054407,7.4262986,,,,79,25,[M+Na]+,,2,460;463,385.31906,146630.9,304561.22,147163.98,130469.22,912911.5,1170040.1,
595,408.30855595836505,7.774958,,,,66,,,,,,,132019.08,172722.94,46310.46,23194.727,1128635.8,58458.47,
622,408.3681090401135,7.7824116,,,,65,,,,,,,450256.5,345319.7,1080976.1,440210.03,487522.34,1300045.6,
655,409.3118120573772,7.839119,,,,,,,,,,,64267.82,128534.63,4744.328,4181.9277,768507.56,49835.215,
1182,410.39903426794734,8.658876,,,,17,,,,,,,376395.66,279227.16,578272.06,349806.16,657681.0,415172.94,
167,412.24568439563035,4.551307,,,,,,,,,,,42653.29,35457.67,33171.098,39705.82,43226.742,38495.562,
207,412.2456859081531,5.1683555,,,,,,,,,,,377576.28,358331.8,405277.97,483011.66,528420.25,484739.34,
202,412.24578158282003,5.062836,,,,,,,,,,,86206.195,80857.24,87495.83,126952.375,115685.586,122609.53,
619,413.3048434760423,7.778103,,,,,,,,,,,141999.84,145554.78,109536.09,326845.97,510506.16,607426.56,
223,415.21129617550787,5.6393332,,,,19,13,[M+H]+,,2,225;223,414.20399,1710218.1,2188887.2,1835091.2,1874197.9,1995079.8,2142358.5,
1213,421.3463422791954,8.647098,,,,16,70,[M-H2O+H]+,,2,1211;1216,438.34958,301985.5,138438.53,243588.11,204205.2,406070.2,152518.4,
1147,421.34635776881737,8.598627,,,,31,64,[M-H2O+H]+,,2,1153;1155,438.34958,448164.56,217916.23,396092.2,361538.7,682311.2,252443.28,
1035,421.34636379495174,8.338939,,,,104,,,,,,,432709.12,146966.75,275910.8,168778.47,399646.84,122675.49,
547,421.3465304991216,7.6542187,,,,,,,,,,,427052.28,96439.4,351528.12,133576.16,1046938.8,230483.56,
536,422.3630740803344,7.596618,,,,,,,,,,,158649.62,277439.25,282936.75,317721.44,562340.06,623162.25,
939,422.36332607120676,8.267533,,,,,,,,,,,63501.34,97363.21,148310.33,147227.9,150519.53,204138.28,
443,423.3618318226504,7.309141,,,,,,,,,,,22052.348,24425.902,54886.035,65236.965,263094.12,115329.93,
1080,423.36201506528147,8.44818,,,,20,58,[M-H2O+H]+,,2,1080;1067,440.36528,9951420.0,7187734.5,9150361.0,7559735.0,1.124319E7,8343722.0,
706,423.36206717345294,7.849934,,,,100,30,[M-2H2O+H]+,,2,701;706,458.37599,74861.42,89309.13,18026.072,167360.5,26989.785,284673.94,
1174,423.3621681590998,8.651518,,,,17,68,[M-H2O+H]+,,2,1178;1174,440.36553,386667.4,189524.84,492156.6,377279.88,585231.9,273026.3,
881,423.3622302880929,8.122113,,,,74,,,,,,,491508.47,317348.06,417642.7,428958.7,595398.2,521741.78,
396,424.3630836795325,7.1915264,,,,61,,,,,,,981275.7,639587.7,945882.4,537163.5,662524.44,984443.8,
1079,424.36530661511046,8.444377,,,,20,,,,,,,2910338.5,1954439.6,2961432.5,2977738.2,2814709.0,2727950.2,
945,425.37774210697506,8.276561,,,,91,51,[M-H2O+H]+,,2,936;945,442.38098,707314.44,765508.25,1025270.7,980073.94,1052905.4,1488715.8,
1217,425.3777836322147,8.695659,,,,,,,,,,,567923.94,430001.94,675671.9,531813.2,819701.2,556802.3,
1302,425.3778061121173,8.969178,,,,,,,,,,,13872.271,20467.816,36994.344,43230.87,53793.59,41842.676,
1042,425.3778117779279,8.368531,,,,,,,,,,,59408.324,76427.586,296894.22,280798.8,61023.426,209571.05,
1103,425.37836120801984,8.493955,,,,73,,,,,,,341617.9,381345.12,789237.44,697272.56,513181.0,738976.5,
234,426.26133523970674,5.663588,,,,,,,,,,,2778057.5,2512296.8,3398308.8,3925498.2,4075763.8,3733901.2,
215,426.26137176987544,5.554972,,,,,,,,,,,594415.9,571551.94,776034.94,928977.94,960616.5,932896.2,
205,426.26142280519366,5.1068625,,,,,,,,,,,90473.47,87180.02,161812.58,184607.62,172563.95,185890.55,
211,426.26143778435124,5.213923,,,,125,,,,,,,197555.47,158632.94,291311.5,309640.62,321417.06,334620.34,
634,430.331334940247,7.8269844,,,,,,,,,,,75946.375,131761.84,207737.64,226680.78,284935.0,331523.5,
21,430.913443767126,0.3393269,,,,71,,,,,,,343059.5,363586.53,362560.53,387184.16,334188.78,388254.56,
1551,430.913543799739,10.271544,,,,34,,,,,,,158992.02,180857.47,163316.45,67174.3,179747.08,328403.9,
225,432.23778863306,5.6405597,,,,19,13,[M+NH4]+,,2,225;223,414.20399,2025624.9,2528331.0,2152207.8,2253189.0,2266384.0,2571387.0,
51,436.1823005744097,0.37636802,,,,90,,,,,,,341771.72,330357.44,348710.6,329472.1,326827.9,367454.34,
743,437.3412200084769,7.9303017,,,,,,,,,,,1802260.1,1107578.8,1348136.2,1391132.6,3145520.2,1729054.0,
874,437.341227896507,8.09982,,,,74,,,,,,,529605.1,404367.16,442300.3,516828.75,851442.06,567032.1,
586,437.34125817479094,7.713137,,,,,,,,,,,218453.36,100028.9,97726.66,111151.47,343678.66,151145.2,
47,438.1981997783496,0.37474093,,,,90,4,[2M+NH4]+,,2,49;47,210.08257,351299.28,354085.03,384796.8,339955.53,371347.72,395484.38,
1306,439.31803688002657,8.99196,,,,,,,,,,,35394.9,62192.89,103220.2,87899.47,74920.31,102558.414,
979,439.3181048079302,8.283852,,,,,,,,,,,44817.492,24672.148,295347.6,327999.8,114231.58,526562.6,
1215,439.35682822116723,8.692783,,,,16,70,[M+H]+,,3,1211;1216;1215,438.34958,1682960.1,941406.3,1324275.0,1419519.9,2261804.5,948397.75,
1145,439.3568329180749,8.593299,,,,31,64,[M+H]+,,3,1153;1145;1155,438.34958,5884632.5,3568411.5,5963760.0,5456499.0,8882173.0,4629135.5,
1021,439.35687197616085,8.331146,,,,104,,,,,,,1823295.4,997776.0,1103673.0,1290950.1,2108736.8,1188419.9,
551,439.3569608934833,7.6484566,,,,,,,,,,,514764.44,545851.0,326088.97,263240.16,1135547.6,395501.66,
863,439.357279808434,8.08075,,,,44,42,[M-H2O+H]+,,2,843;863,456.36036,497517.44,446424.53,585509.2,705651.94,753106.9,661121.1,
201,440.2770014345608,5.0312552,,,,,,,,,,,1763683.4,1602689.8,2300735.5,2644829.0,2627320.8,2661892.5,
238,440.27702755007084,5.7405505,,,,,,,,,,,109869.29,109346.3,134897.84,161644.25,163653.4,172403.81,
206,440.27703353748115,5.143305,,,,,,,,,,,7379945.5,6154331.5,8322971.5,9227597.0,9456741.0,8193631.5,
281,440.3578298795076,6.461174,,,,97,,,,,,,92093.17,96390.3,102606.35,98824.29,85232.69,99839.71,
1015,440.35929175217944,8.3447075,,,,,,,,,,,383288.8,228628.97,271068.84,351543.97,567331.6,238984.17,
1152,440.3600987905352,8.611947,,,,31,65,[M+H]+,,2,1154;1152,439.35286,546436.2,1017035.1,1915126.9,1749303.5,2953863.2,1473780.0,
1218,440.36012348215536,8.6776,,,,,,,,,,,524749.0,312463.78,422003.94,464933.34,1514669.1,321094.9,
528,440.37345897476877,7.5948253,,,,50,26,[M+H]+,,2,528;527,439.36604,1430108.6,2368003.8,2323921.8,2733276.8,4699214.5,5187358.5,
926,440.3747937156035,8.2446995,,,,116,,,,,,,62191.508,76741.016,137150.92,205840.58,128049.02,148975.5,
762,440.3751242957844,7.937567,,,,10,,,,,,,33594.4,44356.754,113601.31,105452.695,136598.75,222503.28,
823,440.375461532353,7.9937057,,,,85,,,,,,,31231.186,50673.16,71442.17,88868.81,72564.38,91556.68,
263,440.40956188930545,6.303618,,,,3,,,,,,,441488.62,553853.75,482933.56,383381.06,567721.44,574250.06,
1291,441.372574905327,8.924841,,,,95,,,,,,,283722.97,223299.62,408931.9,348975.7,551525.2,256751.81,
1083,441.3727108402505,8.451745,,,,20,,,,,,,2524786.5,2296192.8,2933266.5,3020651.2,2993093.0,2855922.0,
1130,441.37274493014803,8.546878,,,,88,,,,,,,841662.3,847203.44,1133850.8,1151296.0,1280604.9,1095108.1,
1181,441.3728065743058,8.657705,,,,17,68,[M+H]+,,3,1190;1178;1181,440.36553,427024.4,198652.36,548066.56,356537.5,701892.44,345154.12,
876,441.37284259498546,8.10558,,,,74,,,,,,,578895.4,544543.94,925389.25,928517.9,1008499.6,1150385.9,
705,441.37288456176344,7.853903,,,,,,,,,,,222714.5,231986.4,268601.84,550924.4,710376.06,682252.8,
922,441.37308417482365,8.244512,,,,,,,,,,,1049782.1,348765.44,459854.88,407427.88,580756.2,447964.94,
524,441.3766041065262,7.5949826,,,,,,,,,,,404416.4,714873.0,615718.8,798922.9,1431813.4,1571349.4,
1087,442.37596007266603,8.452518,,,,20,,,,,,,807843.56,684922.6,933736.1,898048.5,986969.75,911248.7,
1131,442.37603333876194,8.531845,,,,88,,,,,,,288243.38,285054.8,380207.38,408708.66,479796.94,364225.88,
1180,442.376141888057,8.657853,,,,17,,,,,,,153409.47,40170.227,199699.38,138049.25,231274.86,115724.42,
292,444.33173502344533,6.61013,,,,,,,,,,,358070.3,361575.25,517875.5,625369.0,588816.3,650396.7,
222,446.25348778718075,5.635636,,,,,,,,,,,299212.3,348832.88,211813.28,295264.16,299378.1,318903.28,
851,450.39386762275313,8.076833,,,,,,,,,,,226184.69,225199.3,308541.4,343492.34,377372.06,393393.8,
618,452.3943240227201,7.7798443,,,,65,,,,,,,462024.38,326636.16,1160598.4,442884.53,462404.06,1250759.1,
251,454.2926197219493,6.237825,,,,4,,,,,,,5503248.0,4988814.0,6047413.0,7181698.5,7518108.5,7430002.5,
246,454.2926206287512,6.12507,,,,111,,,,,,,877525.9,761669.0,949258.7,1163851.8,1232021.5,1216362.2,
827,455.3518870840003,7.981006,,,,,,,,,,,123304.22,254669.05,532435.56,415144.0,109440.42,1413812.9,
519,455.3520632270467,7.6008067,,,,,,,,,,,78805.164,81696.734,20565.525,21888.137,519052.1,354719.75,
1216,456.3833979569808,8.694724,,,,16,70,[M+NH4]+,,4,1211;1213;1216;1215,438.34958,2666082.5,1510824.6,2004647.5,2519431.2,3631810.5,1739140.1,
1155,456.38340961800253,8.61235,,,,31,64,[M+NH4]+,,4,1145;1153;1155;1147,438.34958,1.0146072E7,5357704.0,8749643.0,7506153.0,1.4742351E7,6043915.0,
1128,456.4406353625193,8.537774,,,,,,,,,,,186102.73,216657.03,291666.3,279921.44,330364.6,323112.94,
1013,457.3675140733199,8.315364,,,,23,,,,,,,1551822.0,1278268.4,2082367.8,2466293.5,2332268.5,2423883.5,
862,457.3676922064808,8.079746,,,,44,42,[M+H]+,,2,843;862,456.36036,824091.7,560269.56,703286.94,826763.75,1701654.2,932140.44,
747,457.36781645641395,7.946608,,,,,,,,,,,115599.72,168335.52,238597.3,291438.06,358035.1,442087.97,
1154,457.38672408852943,8.61235,,,,31,65,[M+NH4]+,,2,1154;1152,439.35286,3358112.5,1154068.2,2873358.8,2515826.0,4872091.0,1999824.0,
1112,458.39902767950866,8.510543,,,,32,,,,,,,2865286.0,2410780.0,3289064.8,3381635.0,3400642.8,3140011.5,
1285,458.399135603508,8.90759,,,,,,,,,,,441927.47,344839.53,575964.44,468240.53,750331.75,472195.88,
1178,458.39937168290254,8.652356,,,,17,68,[M+NH4]+,,3,1178;1181;1174,440.36553,480689.56,271746.28,751691.3,569826.56,839060.44,533003.6,
1226,460.41471633147165,8.7174015,,,,78,72,[M+NH4]+,,2,1224;1226,442.38096,2225265.2,2298081.0,3734753.5,4661281.5,4268172.0,3720438.0,
936,460.41474490243894,8.269615,,,,91,51,[M+NH4]+,,2,936;945,442.38098,91891.72,126252.59,229175.5,221819.05,169271.16,251228.14,
1144,460.41487076027806,8.575656,,,,,,,,,,,40558.797,38706.617,96587.57,78921.03,78586.12,76097.36,
1153,461.33876043720244,8.611413,,,,31,64,[M+Na]+,,4,1145;1153;1155;1147,438.34958,3243596.2,2163825.8,2637489.8,3726710.0,4560566.5,2396388.8,
1211,461.33878737263376,8.675833,,,,16,70,[M+Na]+,,4,1211;1213;1216;1215,438.34958,638387.94,458203.44,610264.6,1891262.5,1272191.2,627829.44,
1225,461.4180620277311,8.716458,,,,78,,,,,,,709055.56,755735.9,1231648.1,1529474.5,1412568.4,1223257.2,
1150,462.342073358719,8.611413,,,,31,,,,,,,1065617.2,720723.44,877702.94,967722.0,1875798.5,798795.25,
527,462.3551090324457,7.593275,,,,50,26,[M+Na]+,,2,528;527,439.36604,323673.6,1231984.8,704530.2,839203.0,3284688.0,4464424.5,
1402,462.3553208007065,9.42799,,,,,,,,,,,0,0,0,0,25333.004,83990.55,
1067,463.35447017291636,8.42439,,,,20,58,[M+Na]+,,2,1080;1067,440.36528,1389272.6,1324387.2,1794862.1,2246338.2,2240433.5,2008512.8,
1356,463.35452027013736,9.24865,,,,60,,,,,,,61836.05,53495.438,123484.02,81325.58,152102.44,157770.08,
1134,463.3546773168118,8.538659,,,,,,,,,,,188538.14,107045.04,198407.6,153322.73,173292.9,325484.75,
1190,463.35479702864626,8.659942,,,,17,68,[M+Na]+,,2,1190;1181,440.36553,155033.33,144902.22,297935.66,325569.16,411039.97,318584.56,
1315,465.3700691192971,9.003894,,,,27,,,,,,,285555.06,338029.25,624349.44,497169.9,586754.06,738496.9,
971,465.37013962397344,8.282211,,,,91,,,,,,,119077.125,132601.34,279188.94,250391.83,231326.25,392581.62,
1224,465.37023951443393,8.715183,,,,78,72,[M+Na]+,,2,1224;1226,442.38096,140475.25,159288.14,299782.16,375726.12,389564.84,353757.53,
217,468.3082218604531,5.6029115,,,,,,,,,,,176649.08,162268.0,217107.89,224639.84,256384.77,245384.17,
237,468.3082411242604,5.713291,,,,,,,,,,,887453.06,755599.1,983687.6,1088073.1,1152739.8,991197.1,
266,468.3082767906266,6.326431,,,,,,,,,,,296957.28,285673.25,313220.9,405665.1,418912.16,406468.56,
397,468.3890993986917,7.1915264,,,,61,,,,,,,645332.3,405666.6,708492.7,384889.97,402769.6,724471.0,
596,468.404412129787,7.7464223,,,,,,,,,,,31614.094,50176.215,79393.68,79073.836,142252.48,133364.45,
857,468.40447396175836,8.076745,,,,44,43,[M+H]+,,2,849;857,467.39742,2549668.8,2682661.0,3617897.5,4140868.0,4035036.2,4622277.0,
855,469.4078377505589,8.077683,,,,44,44,[M+H]+,,2,855;848,468.40076,754029.8,783807.75,1074306.1,1237712.9,1255284.2,1402957.6,
830,470.36281167755106,8.014967,,,,,,,,,,,458065.84,239916.23,215891.69,294906.94,567227.0,263511.53,
886,470.36282731660793,8.128598,,,,,,,,,,,1797711.5,1034309.06,899583.6,1172554.6,1499249.1,948774.2,
1031,474.393979795244,8.342067,,,,22,,,,,,,1.1557714E7,4264084.5,3511704.5,4177043.2,1.0853544E7,4060350.8,
