"","FC","log2(FC)","raw.pval","-log10(p)"
"559/375.2177mz/4.45min",2.1711,1.1185,0.00038079,3.4193
"441/189.1132mz/3.76min",2.0594,1.0423,0.0021652,2.6645
"440/171.1027mz/3.75min",2.0113,1.0081,0.0023813,2.6232
"438/300.1451mz/3.75min",3.1755,1.667,0.0026188,2.5819
"384/257.103mz/3.45min",3.5173,1.8145,0.0034084,2.4674
"389/125.0971mz/3.45min",2.0017,1.0012,0.0044523,2.3514
"1206/416.3017mz/6.79min",2.0276,1.0198,0.0045002,2.3468
"452/300.1451mz/3.82min",2.6696,1.4166,0.0064914,2.1877
"293/317.1352mz/2.94min",2.6385,1.3997,0.0081281,2.09
"318/173.0818mz/3.04min",2.0883,1.0623,0.0093136,2.0309
"292/273.1456mz/2.94min",2.4711,1.3051,0.010348,1.9852
"687/227.129mz/5.11min",2.6572,1.4099,0.010595,1.9749
"363/193.0506mz/3.35min",2.1321,1.0922,0.011614,1.935
"1076/548.3439mz/6.41min",2.2224,1.1521,0.013081,1.8834
"1331/565.3147mz/7.34min",3.0161,1.5927,0.013897,1.8571
"1291/634.3727mz/7.16min",0.38716,-1.369,0.014103,1.8507
"1858/459.2784mz/8.28min",2.8259,1.4987,0.016288,1.7881
"348/157.087mz/3.26min",2.2197,1.1504,0.016471,1.7833
"456/185.0819mz/3.83min",2.1495,1.104,0.017821,1.7491
"221/228.0878mz/2.57min",2.208,1.1427,0.01916,1.7176
"1880/179.0382mz/8.42min",2.1608,1.1116,0.022764,1.6427
"474/141.0921mz/3.95min",2.2371,1.1616,0.022934,1.6395
"1308/311.2227mz/7.23min",2.3066,1.2058,0.024307,1.6143
"457/141.0921mz/3.83min",2.1111,1.078,0.024399,1.6126
"515/213.1132mz/4.14min",2.0924,1.0651,0.027791,1.5561
"704/183.139mz/5.18min",2.6805,1.4225,0.030296,1.5186
"408/243.1237mz/3.57min",2.107,1.0752,0.034909,1.4571
"343/171.0663mz/3.23min",2.3348,1.2233,0.036082,1.4427
"1320/435.2517mz/7.22min",2.4235,1.2771,0.036168,1.4417
"1690/569.3694mz/7.81min",2.205,1.1408,0.049744,1.3033
