"","Filename","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp3_1_Run56.mzML","NEG_TJGIp3_2_Run138.mzML","NEG_TJGIp3_3_Run174.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","177/213.0881mz/2.05min","1091048.2","509892.72","516653.53","1082869.0","1158438.0","1079792.5"
"3","178/229.1193mz/2.03min","25836.178","0.0","11552.524","30739.607","31164.072","51267.332"
"4","179/231.1349mz/2.06min","3652.4658","17903.43","0.0","28707.604","49286.43","34958.01"
"5","180/259.1298mz/2.07min","19048.47","3515.23","24645.182","31587.65","46345.74","41570.4"
"6","181/225.0881mz/2.08min","6004520.5","4990119.5","4938899.0","5972482.0","6241414.5","5772513.0"
"7","182/218.1034mz/2.11min","4320134.0","3436624.8","3550657.0","4910830.5","4670254.5","4858600.5"
"8","183/188.0928mz/2.13min","176442.84","154817.62","152205.61","182061.8","197507.16","219968.52"
"9","184/144.0666mz/2.14min","5394218.5","4937351.0","4786195.0","6034964.0","6764140.5","6783970.5"
"10","185/145.0506mz/2.14min","1459906.6","947109.44","1365864.5","1279778.9","1223509.0","1531539.6"
"11","188/184.0615mz/2.24min","249611.47","250754.78","261270.34","286771.62","387032.25","311152.7"
"12","189/243.1349mz/2.24min","311795.7","263653.3","207391.83","432605.3","336429.88","345851.03"
"13","191/118.051mz/2.26min","18882.148","649110.5","108105.73","2926702.8","97816.51","44669.707"
"14","192/181.0718mz/2.31min","0.0","25865.826","7849.6255","1554866.1","162400.98","53325.574"
"15","193/222.0772mz/2.34min","818667.06","649239.7","706508.5","808649.6","875848.44","896288.4"
"16","195/111.02mz/2.29min","0.0","52966.023","91038.08","527667.56","8411.0","49147.89"
