"","Filename","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp3_1_Run56.mzML","NEG_TJGIp3_2_Run138.mzML","NEG_TJGIp3_3_Run174.mzML"
"17","197/117.0193mz/2.29min","0.0","16329.0","15843.296","376097.06","0.0","4871.387"
"18","199/128.0353mz/2.34min","0.0","100831.29","26872.744","477525.3","60490.11","233455.25"
"19","202/144.0455mz/2.35min","1134322.8","1529922.9","914013.1","988927.7","837929.56","962837.25"
"20","203/227.1038mz/2.35min","3848231.8","3287584.5","3230047.2","3821379.2","3894965.2","3706680.2"
"21","204/116.0717mz/2.37min","237953.25","262732.8","227124.1","323913.22","232303.83","318109.0"
"22","205/158.0822mz/2.37min","1828318.2","1765233.9","1912167.6","1950474.0","1715877.0","2086085.8"
"23","206/226.0697mz/2.37min","57712.727","65718.34","70620.15","30218.387","57779.586","83166.03"
"24","207/194.0458mz/2.39min","1008394.7","880258.56","931751.8","995224.56","1010873.2","1117478.6"
"25","209/136.0404mz/2.41min","472529.47","460758.78","399410.94","452501.25","354271.1","425597.22"
"26","210/227.1399mz/2.4min","703846.9","1044382.94","364868.78","1053901.6","1144812.4","640097.4"
"27","211/188.0353mz/2.4min","262610.22","228752.94","278123.0","255288.28","289917.28","264631.8"
"28","212/259.1298mz/2.41min","1285481.5","911272.06","1139344.6","1372325.8","1369077.0","1366776.6"
"29","213/175.0612mz/2.43min","1118792.1","636195.44","1110509.6","1930053.1","1500062.6","1652168.6"
"30","214/227.1038mz/2.47min","2508676.2","2110531.8","2159141.2","2444588.5","2525241.2","2506102.5"
"31","215/192.0667mz/2.47min","163705.55","170025.83","131128.92","140485.2","166121.12","177922.67"
"32","217/213.0881mz/2.5min","75845.19","65390.56","64601.875","74302.07","82893.73","79046.94"
"33","218/126.0019mz/2.51min","526087.6","498238.84","656017.5","579956.0","544791.0","592294.44"
"34","219/214.1085mz/2.53min","179606.6","150680.62","121577.18","128597.14","141152.3","139222.31"
"35","220/287.1248mz/2.54min","706222.3","396277.1","714045.06","630851.06","793074.5","716014.1"
"36","221/228.0878mz/2.57min","756341.0","653818.5","404302.22","1140329.8","1370312.8","1181708.6"
"37","222/245.0931mz/2.57min","81417.99","100174.03","57272.156","92768.71","121513.28","83461.53"
"38","225/157.087mz/2.59min","247776.72","159542.14","98501.49","404001.7","388821.5","250782.64"
"39","228/131.0713mz/2.62min","48298.773","63421.98","33981.957","60671.14","36103.69","32420.152"
"40","229/178.0509mz/2.62min","597586.7","491990.5","472134.47","550095.94","584488.0","570520.75"
"41","230/238.0755mz/2.62min","357451.22","682753.06","314668.56","324974.94","376694.9","459917.94"
"42","231/229.1193mz/2.63min","460689.97","353183.6","297997.9","375874.78","430329.0","380562.12"
"43","232/236.0929mz/2.64min","80319.44","65900.336","64573.55","87578.28","96238.48","84634.62"
"44","233/173.0931mz/2.66min","592545.9","499991.72","557622.4","647137.0","609173.8","617236.25"
"45","234/241.1194mz/2.65min","3031254.2","2654453.0","2715671.8","2749782.2","2856746.2","2913754.8"
"46","235/130.0873mz/2.66min","2964133.0","2402479.8","2596846.0","2869446.0","2895389.5","3127236.5"
"47","236/242.1226mz/2.66min","353878.12","303487.88","311721.0","312878.0","327644.78","344552.6"
"48","237/275.1037mz/2.68min","259420.53","210319.55","238605.03","236243.58","253655.9","270907.62"
"49","238/300.1563mz/2.71min","703999.8","485325.3","548870.06","536190.94","752049.25","823416.7"
"50","240/273.1455mz/2.78min","568570.75","343253.8","134917.94","433818.12","183984.88","208382.67"
"51","241/339.1535mz/2.72min","292753.78","452634.53","452869.9","321893.06","376807.6","546572.4"
"52","242/158.0822mz/2.73min","10356726.0","8738520.0","9436480.0","11276787.0","11757955.0","11963436.0"
"53","244/208.0073mz/2.74min","586219.6","474160.2","395234.97","612214.25","642738.9","614094.06"
"54","245/226.0697mz/2.77min","343167.8","348397.88","389257.84","342746.62","364944.8","374519.78"
"55","246/259.1298mz/2.74min","2037500.6","1541911.8","1492008.9","1965275.0","2128558.5","1856162.4"
"56","247/151.0401mz/2.76min","379430.2","361607.84","289071.16","447681.75","409039.06","387375.47"
"57","250/242.1226mz/2.8min","633359.0","433873.38","416897.34","484426.6","639713.1","486833.94"
"58","251/257.1506mz/2.76min","135746.03","95735.49","116602.83","111124.08","126023.336","126140.46"
"59","252/107.0502mz/2.76min","552512.7","500641.3","457783.1","622454.44","559725.3","535046.6"
"60","253/168.0301mz/2.76min","413154.28","297372.06","479714.5","359610.16","423668.56","455322.3"
"61","254/360.1776mz/2.76min","574933.06","385329.5","401196.12","529344.3","705579.25","708519.94"
"62","256/229.1192mz/2.77min","1071317.9","816333.94","771753.1","966711.44","1033289.25","976667.8"
"63","260/192.0666mz/2.78min","198011.17","173240.45","160429.67","115214.96","161579.08","157517.94"
"64","261/131.0713mz/2.78min","2635607.2","2287156.5","2581735.0","2227721.0","1889974.6","1944133.4"
"65","263/188.0353mz/2.78min","255086.11","240752.45","258941.02","285210.94","330823.25","290606.4"
"66","264/116.0506mz/2.79min","579471.06","533882.6","503076.97","627824.94","723343.3","651429.2"
"67","265/172.0979mz/2.8min","274846.53","253183.5","247923.86","285072.56","281075.0","283791.56"
"68","266/243.0597mz/2.79min","173242.53","152619.64","209367.75","185728.27","53643.594","100179.18"
"69","267/339.1536mz/2.81min","340754.22","526496.2","422900.0","401772.28","467816.06","591340.75"
"70","268/158.0822mz/2.81min","16140113.0","13992656.0","14843354.0","17772184.0","18801210.0","19182152.0"
"71","270/226.07mz/2.81min","476544.75","486590.28","522175.97","477044.3","533251.9","538490.25"
"72","271/384.1428mz/2.86min","119126.79","171418.81","86832.59","125926.92","164887.73","146237.52"
"73","272/273.1456mz/2.83min","971221.3","548493.9","561010.4","797205.75","687441.06","912679.44"
"74","274/483.2458mz/2.85min","251351.03","169377.56","160470.47","215216.38","287298.0","232038.69"
"75","275/118.051mz/2.87min","308257.38","25945.57","70652.54","151467.95","15142.797","22316.623"
"76","277/241.1194mz/2.85min","8719396.0","6975125.0","7035724.5","7931949.5","8572922.0","8061445.5"
"77","278/243.1348mz/2.86min","939040.3","753862.44","500857.3","893034.3","906305.94","775230.94"
"78","279/293.1143mz/2.86min","668926.0","452183.38","491722.7","606218.75","792150.9","671796.3"
"79","280/255.1349mz/2.87min","214599.08","167421.02","183979.55","179164.4","199013.11","202334.58"
"80","281/426.1897mz/2.88min","481859.12","500399.06","275540.94","480618.12","653312.1","508351.03"
"81","283/341.1005mz/2.9min","336308.22","302784.1","234376.05","409230.16","464944.34","440006.66"
"82","284/227.1037mz/2.9min","151110.27","115161.68","143404.52","147153.45","150134.98","152658.34"
"83","286/130.0873mz/2.91min","1443396.0","1059819.4","1174779.0","1041481.75","1401704.8","1370884.1"
"84","288/240.0853mz/2.91min","364629.56","384759.4","923733.6","365104.34","368251.7","375602.38"
"85","289/384.1428mz/2.92min","363994.97","333187.22","214100.08","350717.47","479017.53","386875.62"
"86","290/367.1848mz/2.92min","236999.95","285713.66","298677.2","154835.4","235604.62","268556.47"
"87","291/224.0928mz/2.94min","451546.28","356370.4","420767.97","399001.9","400974.53","414034.78"
"88","292/273.1456mz/2.94min","445769.12","270704.25","283284.5","666210.56","669537.56","951006.25"
"89","293/317.1352mz/2.94min","560385.1","338924.8","410191.97","914150.0","918223.44","1364822.0"
"90","294/167.035mz/2.92min","111170.18","51169.57","104944.2","89567.59","108979.96","146046.42"
"91","295/230.1033mz/2.95min","306783.0","211518.81","257048.77","288536.44","318109.97","321663.22"
"92","296/171.1028mz/2.95min","2545849.0","1939913.2","1185213.0","3912292.5","2842937.8","2659793.5"
"93","297/186.1135mz/2.95min","1463137.9","929137.5","864202.25","1201670.6","1273072.1","1651300.1"
"94","298/231.1349mz/2.95min","861525.9","652832.3","415493.56","1362861.1","986899.44","883772.1"
"95","300/236.0928mz/2.96min","420392.6","347860.5","329455.66","387410.47","430332.3","421622.1"
"96","301/426.1897mz/2.97min","960306.9","904498.7","516713.6","990357.7","1345308.6","1012713.56"
"97","302/173.1011mz/2.92min","1071306.9","814195.2","1141638.5","1010774.75","1175748.4","1084514.0"
"98","303/130.0873mz/2.96min","1686441.1","1438083.1","1397472.9","1466426.1","1596646.8","1439110.2"
"99","304/192.0666mz/2.97min","3597811.0","3683569.2","1980855.2","3397690.0","3335001.8","2447521.8"
"100","305/172.0979mz/2.91min","12052883.0","9004134.0","22610090.0","8999180.0","11729638.0","11846956.0"
