sample_name	filename	ATTRIBUTE_GROUP
2024_NEG_CC_1_Run21.mzML	2024_NEG_CC_1_Run21.mzML	CTRL
2024_NEG_CC_2_Run48.mzML	2024_NEG_CC_2_Run48.mzML	CTRL
2024_NEG_CC_3_Run62.mzML	2024_NEG_CC_3_Run62.mzML	CTRL
2024_NEG_CC-NaB_1_Run30.mzML	2024_NEG_CC-NaB_1_Run30.mzML	EXP
2024_NEG_CC-NaB_2_Run51.mzML	2024_NEG_CC-NaB_2_Run51.mzML	EXP
2024_NEG_CC-NaB_3_Run57.mzML	2024_NEG_CC-NaB_3_Run57.mzML	EXP
