Filename,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML,NEG_TJGIp11_1_Run26.mzML,NEG_TJGIp11_2_Run124.mzML,NEG_TJGIp11_3_Run150.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
79/144.0666mz/2.14min,422667.56,396026.78,402853.25,568130.8,753487.6,549663.2
80/153.0557mz/2.16min,26660.945,38744.57,53826.625,39309.848,42394.49,30097.31
81/131.0714mz/2.21min,137986.11,166555.34,169418.98,78709.38,113401.96,81532.73
82/180.0336mz/2.26min,25159.244,39853.14,40124.16,0.0,14758.352,0.0
83/196.0108mz/2.26min,2137854.2,3994986.5,3915618.8,1236838.8,3180379.0,972395.8
84/144.0455mz/2.34min,869289.56,680520.56,722656.75,792225.44,810900.9,822309.2
85/158.0823mz/2.36min,143659.61,148174.6,168394.48,151954.6,213133.19,183621.34
86/416.1826mz/2.38min,0.0,0.0,0.0,993366.6,1548499.2,1243627.2
87/188.0353mz/2.4min,717033.7,737707.56,786489.0,532057.44,555599.06,543696.7
88/167.0349mz/2.43min,0.0,0.0,0.0,133835.64,322509.94,232051.72
89/139.0401mz/2.45min,380847.6,1000188.75,1121717.4,127991.305,124541.336,192036.6
90/121.0295mz/2.57min,384503.78,264115.66,300878.12,482281.56,674826.25,559500.1
91/769.2339mz/2.57min,689802.56,981869.2,1100387.2,988246.5,1258414.1,976175.25
92/815.2395mz/2.57min,480706.06,748264.3,877930.06,732646.3,927485.0,762959.2
93/195.0298mz/2.58min,0.0,0.0,0.0,124349.766,259419.56,184581.3
94/213.9639mz/2.63min,295934.56,361904.06,332629.38,353162.53,370720.22,2139206.8
95/178.051mz/2.62min,150918.5,179995.73,181987.83,159889.48,218435.84,167197.39
96/165.0557mz/2.66min,0.0,0.0,0.0,0.0,32054.031,23636.988
97/158.0823mz/2.72min,608420.6,534149.56,567824.4,764228.94,1072132.9,786913.0
98/444.2003mz/2.73min,10987.552,32905.71,31348.61,38505.96,44008.832,29614.871
99/131.0714mz/2.81min,3969693.8,5380116.5,4644734.0,3291480.2,5136345.0,4159156.5
100/158.0823mz/2.81min,1320021.0,1062837.8,1061862.4,1483384.1,2040935.5,1566216.5
101/315.1562mz/2.85min,123505.51,516156.75,472470.75,659804.56,858830.44,736061.5
102/426.1898mz/2.88min,120845.28,217184.0,214696.7,252305.08,236602.33,210344.14
103/341.1005mz/2.93min,12610.019,107723.97,118550.06,68312.06,59012.645,70527.62
105/167.035mz/2.92min,60195.508,46118.234,71221.016,437835.56,611378.9,580268.44
106/181.0718mz/2.94min,65953.75,0.0,0.0,400481.28,155820.1,140502.48
107/171.1027mz/2.95min,257055.6,42814.19,37708.93,201062.7,65393.94,94032.88
