filename	ATTRIBUTE_GROUP
Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	CTRL
POS_TJGIp2_1_Run52.mzML	EXP
POS_TJGIp2_2_Run120.mzML	EXP
POS_TJGIp2_3_Run191.mzML	EXP
