CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
475	549	1	0.8032	-99.068
453	603	1	0.8079	-42.047
460	741	1	0.9442	-42.047
603	813	1	0.9764	-28.031
353	412	1	0.9318	-14.016
634	854	1	0.9187	-28.032
460	462	1	0.9234	0.133
546	741	1	0.7183	-27.153
549	741	1	0.909	-28.032
741	813	1	0.9566	-14.016
741	854	1	0.9186	-14.016
549	603	1	0.8214	-14.016
634	741	1	0.9248	-14.016
462	549	1	0.761	-14.149
453	549	1	0.8376	-28.031
460	549	1	0.946	-14.015
549	634	1	0.9662	-14.016
412	599	1	0.9361	-28.031
412	475	1	0.9264	-14.016
460	634	1	0.8158	-28.031
353	475	1	0.9692	-28.031
462	741	1	0.8698	-42.180
462	634	1	0.7477	-28.164
549	854	1	0.8825	-42.047
429	453	1	0.9843	-0.097
211	246	2	0.7661	-27.995
246	260	2	0.8779	0.080
1274	1374	3	0.8629	0.000
1274	2075	3	0.9038	-24.000
1322	1483	4	0.941	-108.130
1244	1465	4	0.9782	24.000
1511	1791	4	0.9611	13.981
1653	1767	4	0.9853	0.000
1266	1494	4	0.9699	-0.000
1593	1600	4	0.9252	108.130
1324	1617	4	0.9878	24.000
1511	2029	4	0.9557	13.981
1244	1753	4	0.9973	9.984
1494	1797	4	0.854	43.042
1340	1465	4	0.9584	0.000
1503	1797	4	0.856	71.037
1679	1789	4	0.9769	0.000
1477	1811	4	0.9823	24.000
1481	1886	4	0.9084	29.026
1152	1789	4	0.9669	-108.131
1595	1811	4	0.9508	24.000
2016	2033	4	0.935	24.000
272	1324	4	0.9763	-108.130
1597	1706	4	0.9583	24.000
881	962	4	0.9933	24.000
1660	1720	4	0.9027	29.031
1538	1617	4	0.9717	14.016
1321	1665	4	0.9577	-0.000
1324	1465	4	0.9723	24.000
1653	1784	4	0.9614	-28.031
1706	2016	4	0.9335	-24.000
1321	1322	4	0.9351	108.130
1886	1937	4	0.9957	-0.001
1494	2027	4	0.8648	43.043
1660	2076	4	0.9828	0.001
1720	1886	4	0.9896	-0.003
1617	1767	4	0.9877	-0.000
1340	1767	4	0.965	-0.000
1669	2053	4	0.9534	-0.001
