filename	ATTRIBUTE_GROUP
POS_D5-Ctrl-a-P-EAMeOH_Run28.mzML	CTRL
POS_D5-Ctrl-b-P-EAMeOH_Run31.mzML	CTRL
POS_D5-Ctrl-c-P-EAMeOH_Run34.mzML	CTRL
POS_D5-211-C1-a_Run91.mzML	EXP
POS_D5-211-C1-b_Run94.mzML	EXP
POS_D5-211-C1-c_Run97.mzML	EXP
