Filename,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML,2024_NEG_CC-NaB_1_Run30.mzML,2024_NEG_CC-NaB_2_Run51.mzML,2024_NEG_CC-NaB_3_Run57.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
37/328.9796mz/2.13min,1595063.4,1454756.1,1189924.5,1410444.1,1479411.9,1246689.5
38/312.9847mz/2.35min,218778.83,561715.5,438103.03,589704.5,435920.34,439749.6
39/312.9847mz/2.45min,634447.7,670231.4,611823.4,736831.06,590930.06,640348.1
40/373.0055mz/2.71min,2257010.2,2072115.2,2000419.6,2275841.8,2113290.2,2113253.8
41/370.9898mz/2.8min,919898.0,805295.6,803970.94,906032.7,836526.1,816393.44
42/265.0176mz/2.84min,1947526.1,1788778.2,1767804.5,1932694.9,1795642.1,1762416.8
43/397.0055mz/3.14min,328452.97,283622.03,286838.56,309042.06,302315.1,298219.56
44/265.0176mz/3.18min,3461896.0,3243903.8,3214153.5,3379423.0,3317284.8,3360138.2
45/212.0353mz/3.31min,2627980.0,3421620.8,8122291.5,2265289.5,2932752.0,3680574.5
46/421.0055mz/3.31min,92237.8,91984.9,75894.35,82516.1,79537.375,68146.52
47/421.0056mz/3.41min,3235767.2,2830852.0,2806243.8,3223245.0,3071674.0,2921239.5
48/209.9992mz/3.41min,360422.75,325157.47,312197.7,333843.72,328049.5,300687.7
49/249.0227mz/3.49min,6057187.0,5698965.0,5614002.0,5988741.5,6720423.0,6841276.0
50/582.981mz/3.53min,787449.2,682728.9,655657.0,772332.06,709001.75,709973.0
53/560.999mz/3.54min,4224123.0,3811020.2,3745378.5,4230724.5,3732143.8,3854577.8
54/213.0386mz/3.54min,2748449.2,2243994.8,1611549.4,1552998.4,2196506.0,1446453.6
55/212.0353mz/3.54min,21804692.0,17830688.0,13307568.0,17111950.0,17553342.0,17647606.0
57/407.0044mz/3.62min,1335789.1,1193888.5,1229078.0,1318820.4,1265410.6,1274451.0
58/405.0107mz/3.62min,18889106.0,17732686.0,17837680.0,18939264.0,18653666.0,19005494.0
59/811.0291mz/3.62min,370601.94,313384.12,323123.25,344272.9,339962.06,327647.03
60/406.0138mz/3.62min,3620992.2,3233143.8,3651887.2,3559500.8,3395166.0,3778381.0
62/421.0055mz/3.86min,512986.97,480279.0,452269.94,617988.6,418723.28,504361.0
63/309.1014mz/4.02min,441297.62,404056.2,392178.34,463355.88,414757.38,418046.66
64/605.0258mz/4.07min,890392.4,670023.4,738648.9,728316.1,691770.56,843047.44
66/421.1867mz/4.15min,1159734.9,804098.2,977752.5,966587.56,823795.06,852965.9
67/603.01mz/4.17min,387478.75,308302.4,342897.6,347677.03,321617.53,353721.72
68/447.0213mz/4.21min,339719.78,316512.9,332371.66,337826.5,321581.75,334432.06
69/263.0383mz/4.27min,347975.78,334334.7,330672.06,345575.0,336868.28,336552.4
71/282.9837mz/4.4min,397801.0,375756.44,353557.5,371781.88,358447.03,359314.5
72/242.1762mz/4.43min,504428.47,480038.28,483300.25,503800.72,494728.4,451792.38
73/497.0371mz/4.44min,1045720.06,917589.7,1010404.8,971694.7,919047.44,983581.4
74/560.999mz/4.51min,86153.47,100456.695,22223.762,121777.75,52020.33,123700.09
77/793.0186mz/4.49min,598263.5,643447.2,961622.25,824386.8,633956.0,793459.06
79/341.0486mz/4.56min,816816.8,701846.44,743425.94,764977.0,700527.56,736069.7
80/422.9768mz/4.56min,861216.7,751914.5,766555.3,816906.9,716580.4,766498.94
81/404.0444mz/4.56min,483724.84,442972.72,416306.72,469833.4,427036.66,444453.97
84/653.0255mz/4.57min,551684.56,624998.6,842026.56,653332.06,612946.2,715711.56
85/497.0371mz/4.67min,1315325.6,1395156.0,1874843.0,1624233.9,1415603.5,1647514.8
86/228.9699mz/4.74min,494201.06,455355.97,457055.28,496645.5,455689.4,465204.6
87/227.9666mz/4.74min,6061078.0,5891523.0,5632661.0,6266872.5,5732866.5,5724825.0
88/229.9645mz/4.74min,6014812.0,5972596.0,5573851.0,6187157.0,5661852.5,5685938.0
89/230.9678mz/4.74min,476722.94,474965.25,443309.94,503108.2,429720.8,453678.47
90/266.9888mz/4.76min,1691425.6,1532154.0,1368003.4,1616749.4,1404693.2,1411481.1
91/268.9857mz/4.76min,568111.9,515641.25,455835.0,513746.97,446503.06,468650.2
92/637.0305mz/4.78min,4013649.8,4042159.5,5572367.5,4475875.5,4136989.8,4664821.5
95/481.0421mz/4.92min,3987698.8,4070791.8,5142831.0,4868160.0,4310170.5,4430029.5
96/544.0379mz/4.92min,1574437.8,1655809.9,2149699.5,1916585.6,1811902.1,1829063.2
97/426.9678mz/4.97min,10754062.0,10561936.0,9637257.0,10420010.0,9345799.0,8787695.0
98/428.9624mz/4.97min,403793.75,396905.7,366830.4,378069.28,359279.66,337716.2
99/396.2154mz/4.99min,909457.56,536284.44,775604.8,413619.12,554173.7,386363.66
100/397.219mz/4.99min,152305.28,94906.47,131348.61,69805.15,91160.03,70443.47
101/484.2681mz/5.03min,1311657.5,797769.3,1249536.9,869349.44,998490.44,816751.3
102/501.2582mz/5.03min,270422.0,156216.22,254273.72,182458.16,190114.0,149543.58
103/653.0255mz/5.04min,54784.625,58481.97,78698.12,66843.52,51662.08,62950.797
104/187.861mz/5.09min,0.0,0.0,0.0,0.0,0.0,167930.55
105/214.8799mz/5.11min,30597.277,19325.229,91470.87,31303.984,23974.098,627140.2
106/241.8989mz/5.11min,152191.55,147350.61,128372.01,259684.95,151588.06,1506596.2
107/396.2154mz/5.1min,2768363.8,1713910.9,2769893.5,1493296.0,2140950.0,1376742.5
108/397.2189mz/5.1min,515677.44,307468.3,516834.34,279010.38,393839.5,250064.1
109/424.2468mz/5.16min,162407.5,87859.62,134665.64,91493.68,119554.25,84571.23
110/484.2681mz/5.14min,3616339.8,2537889.0,3780737.5,2977450.5,3560052.2,2933900.0
111/501.2583mz/5.14min,690669.44,487320.1,743505.94,573688.4,697837.25,543810.44
112/187.8609mz/5.26min,36745.223,5213.7744,60925.473,30436.178,10796.093,143077.94
113/424.2468mz/5.21min,174595.0,83637.05,161953.9,85216.22,120199.97,78900.84
114/779.3651mz/5.29min,772023.94,432716.03,565327.4,329039.44,350322.0,381667.28
115/187.8609mz/5.31min,111107.55,47199.15,212259.11,36969.64,10796.093,104498.945
116/424.2468mz/5.55min,804076.6,500993.0,756293.56,451677.3,572261.9,399479.22
117/512.2994mz/5.6min,128773.26,76161.95,122300.74,87212.695,96482.79,91901.75
118/705.3283mz/5.63min,489167.97,264946.7,327699.4,257004.77,259098.39,259298.95
119/187.8609mz/5.65min,0.0,0.0,0.0,0.0,146467.36,0.0
120/214.8799mz/5.63min,29718.564,87065.72,129626.82,99600.88,768785.8,49406.523
121/241.8989mz/5.65min,129445.29,290462.4,138125.84,138902.27,1426376.5,212111.1
122/132.8679mz/5.65min,215717.8,178916.06,137159.48,159414.53,293634.53,116781.58
123/424.2468mz/5.66min,3059949.2,2058347.2,3118588.8,1945300.5,2410768.0,1729116.9
124/512.2994mz/5.71min,519598.2,375007.28,535724.9,462735.34,512985.34,444817.2
127/315.2541mz/5.8min,116824.41,66822.36,104149.8,71328.48,77723.06,62806.71
128/562.0039mz/5.83min,59231.617,56904.168,71395.22,73927.06,57433.086,56024.137
129/195.906mz/6.02min,0.0,198852.66,0.0,36026.758,0.0,0.0
130/214.8799mz/5.97min,16127.288,777054.6,216166.8,135896.03,71866.76,57006.07
131/241.8989mz/5.97min,262851.7,1409367.0,287083.3,276116.66,292661.4,278718.1
132/187.8609mz/6.03min,0.0,172636.62,0.0,23987.662,0.0,0.0
133/315.2542mz/6.02min,115011.51,74739.94,107926.07,84629.27,91900.66,74720.4
134/265.1479mz/6.02min,580032.0,215177.77,434567.06,318856.56,393433.62,221945.45
135/271.2279mz/6.06min,326082.88,179300.84,254945.56,176760.89,186485.06,151817.56
136/452.2782mz/6.13min,930154.94,628842.3,912900.4,631940.5,720364.44,603866.2
137/315.2541mz/6.14min,427414.44,236347.86,343795.9,241074.61,260775.67,218285.06
138/540.3308mz/6.19min,141203.97,98026.41,145578.94,129443.984,136792.34,135912.81
139/452.2782mz/6.24min,5552533.5,3698379.8,5394294.0,3615541.0,4230384.0,3430071.0
140/540.3309mz/6.3min,962392.06,768470.1,1034304.5,914742.1,912333.4,911719.25
141/478.2939mz/6.3min,3028820.2,1575212.0,2638266.0,1405576.1,1946785.1,1341503.8
142/480.299mz/6.3min,110371.08,53516.062,92865.33,42418.973,64790.133,42494.676
143/566.3465mz/6.37min,405563.7,244704.3,382524.7,260387.1,297487.7,257849.55
144/271.2279mz/6.39min,311101.3,202246.3,241514.03,187235.42,188472.81,162023.67
145/957.5953mz/6.4min,480843.44,162516.58,467697.62,134511.19,279846.53,140272.75
146/478.2939mz/6.41min,11101540.0,6233555.0,10607851.0,5758294.0,7966998.5,5389555.5
147/480.2991mz/6.41min,410062.38,241661.5,375621.4,210522.16,302933.66,193828.14
149/566.3466mz/6.47min,2011159.4,1302038.1,2015869.9,1449955.5,1666626.4,1493552.4
150/297.2436mz/6.48min,184996.92,104478.22,140608.97,113179.95,137559.4,106096.08
151/573.1293mz/6.5min,354637.03,294492.62,291222.03,336978.56,285444.66,244515.83
152/590.1196mz/6.5min,698235.94,581986.1,543353.6,590701.2,560019.7,572982.6
153/311.1687mz/6.53min,1737269.8,996377.56,1040250.3,905627.8,922404.2,980286.0
154/506.3252mz/6.56min,93383.7,42075.996,93380.98,50533.406,56612.605,41189.09
155/297.2436mz/6.61min,705437.75,385062.38,588924.56,536398.06,422983.16,534922.44
156/654.1321mz/6.62min,581853.06,503467.03,456634.3,471062.16,458588.5,462616.44
157/634.4456mz/6.66min,255797.17,1579137.0,377268.1,1021441.75,1193717.6,319240.94
158/637.1419mz/6.63min,742697.44,601160.5,607186.3,678277.2,575276.6,522450.47
159/311.1687mz/6.64min,1119345.5,769201.5,845185.9,747439.9,772662.6,708336.3
160/299.2592mz/6.67min,3388781.8,2094375.1,2726822.8,1976799.1,2149672.8,1821224.9
161/300.2626mz/6.67min,635136.06,394256.47,537180.06,360540.72,407917.66,347467.0
162/573.1294mz/6.68min,941699.8,713468.5,713067.56,550521.75,714269.0,525653.25
163/520.3045mz/6.68min,619270.9,116308.875,434940.44,191426.25,328778.1,171737.27
164/297.2436mz/6.71min,512959.03,280110.88,388409.72,246566.11,269635.5,234922.23
165/701.1544mz/6.71min,494174.22,379687.0,414025.75,468033.4,369022.06,318534.84
166/480.3096mz/6.71min,286617.2,170661.86,255503.1,172200.8,193494.06,169974.58
167/481.313mz/6.71min,64564.203,29706.723,54680.31,35353.85,40402.32,32120.197
168/718.1445mz/6.72min,480480.12,511589.5,432678.16,413574.78,425501.6,488425.28
169/635.4488mz/6.72min,249874.19,481375.47,798919.9,5906.5376,80216.8,20218.049
171/295.2279mz/6.77min,635072.9,420324.03,733403.8,514429.7,474493.22,533932.94
172/634.4456mz/6.77min,1044434.7,495835.03,2177745.5,81939.46,96464.836,998888.75
173/782.157mz/6.8min,445723.06,453937.53,381696.1,344436.16,376863.66,396708.28
174/654.1321mz/6.81min,2064544.8,1920280.2,1705146.6,1720236.9,1716424.6,1873215.4
175/765.167mz/6.81min,172986.48,148000.11,137694.28,221444.86,166321.36,101458.414
176/565.2874mz/6.82min,63614.79,40421.87,62948.715,36889.387,46320.164,42463.117
177/480.3096mz/6.82min,1841383.1,1111156.0,1604569.0,1148479.2,1263849.1,1079940.9
178/481.3129mz/6.82min,435096.6,273035.9,376125.8,276955.6,314632.5,254573.64
179/297.2436mz/6.83min,64958.69,36413.973,48204.07,21540.432,32621.762,25093.248
180/637.1419mz/6.84min,1089877.2,879505.8,864786.06,1229435.1,985790.4,700388.6
181/506.3252mz/6.85min,73450.65,29290.664,67937.4,26462.783,44380.51,31381.43
183/846.1694mz/6.89min,264970.97,259154.84,210270.86,215558.0,207209.19,246424.81
184/299.2592mz/6.9min,1381080.1,789359.4,1129585.2,788969.56,843820.4,709340.4
185/718.1446mz/6.92min,2079944.8,1988720.1,1797253.2,1757859.0,1732850.9,1973696.6
186/634.4456mz/6.87min,2215181.0,367107.66,741169.1,34508.02,170445.84,227441.42
187/701.1544mz/6.93min,1460637.8,1087938.4,1153093.6,1524834.1,1280965.1,836589.5
188/765.1668mz/6.96min,1274761.0,978850.2,1051485.1,1363107.1,1067980.6,724879.3
189/506.3252mz/6.95min,350362.84,155509.84,330003.3,162139.31,228675.61,169146.81
190/893.1921mz/6.96min,130107.67,88092.734,101601.46,145989.62,101942.09,56225.617
192/750.5293mz/7.01min,0.0,646353.25,7119.451,8419186.0,793190.3,0.0
193/782.157mz/6.99min,1539943.1,1502992.6,1321836.4,1237728.5,1194181.8,1485101.4
194/637.1418mz/7.01min,378073.94,303270.38,297694.16,467447.75,380657.78,244729.25
195/654.1321mz/7.01min,494623.3,417368.72,394387.34,387745.8,362277.88,435982.62
196/271.2279mz/7.02min,107667.586,64508.71,98072.875,71985.61,64954.08,50524.49
198/974.1943mz/7.03min,107611.22,105920.06,79763.15,78295.77,75111.875,96246.59
199/297.2436mz/7.05min,56548.3,32786.95,42907.766,30335.96,30777.93,27690.318
200/846.1693mz/7.05min,1345833.6,1181344.4,1034757.06,913534.0,873602.44,1098174.5
201/829.1793mz/7.06min,560772.94,697226.44,516600.7,981750.4,777357.5,395167.6
203/1131.5713mz/7.07min,391379.3,227956.94,306260.06,142143.66,186160.98,189075.9
204/565.2822mz/7.07min,4275468.5,3070236.8,3672834.5,2463625.2,2700875.2,2761417.8
205/628.2779mz/7.07min,541845.3,399700.44,474629.47,306406.25,356717.38,397752.0
206/701.1544mz/7.08min,633211.5,594818.6,503871.22,975767.6,744157.75,452471.2
207/893.1918mz/7.1min,406572.78,359201.22,329077.0,603946.0,447450.8,258480.42
208/718.1445mz/7.11min,1018797.2,944577.1,920326.56,847859.75,745624.3,968275.75
209/910.182mz/7.11min,1033536.75,970170.44,921434.94,760655.7,767611.94,913057.5
210/325.1844mz/7.12min,1551514.4,300243.38,597151.1,332178.97,292952.56,458283.66
211/782.157mz/7.14min,1433329.9,1154045.8,1226037.1,1064113.2,932804.4,1244677.6
212/765.1668mz/7.15min,842092.8,658899.6,569113.25,1286296.2,957368.44,486272.94
213/957.2041mz/7.15min,243276.08,227653.95,191187.2,376076.72,313898.56,122149.445
214/974.1942mz/7.15min,637664.1,544151.2,601519.94,439712.62,446423.0,575800.6
215/716.5239mz/7.22min,0.0,259792.55,206902.92,29575774.0,4566670.0,0.0
216/744.5553mz/7.22min,0.0,4821.8706,0.0,6718005.5,112665.01,240390.31
217/829.1793mz/7.23min,712441.4,810228.7,601849.06,1179613.0,1005792.3,291786.34
218/846.1693mz/7.2min,1189718.9,1027176.0,1102724.8,878907.6,859587.06,1056507.6
219/1021.2165mz/7.21min,94627.56,126281.734,104691.37,232983.23,186950.08,39218.453
221/421.2264mz/7.22min,1746980.5,1348720.8,1459535.8,1623479.4,1431832.1,1418586.2
222/750.5292mz/7.2min,0.0,5020343.5,55678.727,774035.6,5747680.5,0.0
223/271.2279mz/7.23min,110824.055,19309.414,44293.64,58513.348,41194.508,17636.443
224/910.182mz/7.24min,812440.2,670823.94,695453.3,603352.4,502491.4,672980.6
225/717.5271mz/7.26min,0.0,280351.88,5883.085,12823616.0,8942630.0,0.0
226/325.1844mz/7.23min,771818.06,352694.9,488249.25,436347.78,403840.78,423728.53
227/716.5239mz/7.3min,0.0,1148305.2,81590.34,5593404.5,20486838.0,0.0
228/893.1918mz/7.28min,959961.4,949905.25,798476.25,1174105.0,995922.7,755496.9
231/974.1942mz/7.29min,526122.8,403348.22,248745.39,270142.53,261630.72,177287.23
232/327.127mz/7.3min,684717.25,428707.94,579598.2,359020.47,391316.12,501534.53
234/116.9286mz/7.3min,631202.44,839607.25,425759.62,771170.94,785323.25,944767.94
235/134.8947mz/7.31min,950451.4,532409.44,694814.2,626305.3,693514.5,961672.8
238/957.2041mz/7.31min,986759.4,949056.3,790959.75,1079421.5,937114.56,784646.3
239/701.1544mz/7.33min,192599.95,165374.25,139067.83,189483.2,168223.83,128080.5
240/1021.2165mz/7.33min,734050.25,698108.94,589618.4,789935.44,663758.0,524113.47
241/245.8947mz/7.35min,12518.979,0.0,147436.88,0.0,0.0,49784.86
242/195.8109mz/7.36min,0.0,0.0,212913.92,0.0,0.0,0.0
243/197.8079mz/7.36min,0.0,0.0,278545.7,0.0,0.0,0.0
244/243.8996mz/7.31min,123518.81,42743.773,358852.88,12774.424,15517.869,245189.94
245/765.1668mz/7.36min,308910.38,327568.9,251471.95,367683.38,378958.53,222081.84
246/782.157mz/7.37min,182637.08,117734.69,146332.42,102207.52,92602.24,144611.0
247/829.1793mz/7.38min,359697.16,332707.75,217189.1,552593.8,376712.34,93347.33
248/846.1694mz/7.4min,240288.77,171629.27,204489.31,142671.66,117613.66,204810.6
249/447.3075mz/7.47min,169792.36,111865.5,174851.34,70957.3,64428.3,81165.375
250/910.182mz/7.43min,245553.72,194867.58,191937.72,154160.22,128991.45,207337.52
251/694.4669mz/7.43min,17336508.0,8635586.0,15176437.0,8074356.5,8449156.0,8533705.0
252/430.3172mz/7.46min,272284.72,269242.6,231416.16,206779.61,215580.7,127432.95
253/974.1941mz/7.42min,148274.03,147046.16,117270.92,155220.34,96830.016,173014.39
254/711.457mz/7.44min,2306088.8,744679.8,1987839.0,667592.0,666341.0,672490.75
255/893.1917mz/7.44min,486137.25,463943.2,394202.44,527647.4,452054.12,317432.1
256/957.204mz/7.46min,577123.25,509992.34,492055.88,547690.9,443600.25,379326.72
257/1021.2165mz/7.48min,537783.75,440395.12,415731.0,474708.94,437317.66,370944.12
258/430.3172mz/7.52min,476947.94,239915.45,319809.8,182223.22,192489.67,167802.55
259/447.3074mz/7.53min,421367.6,214176.55,308145.88,167681.38,109554.62,152884.22
260/161.9136mz/7.55min,571088.25,455602.4,358223.8,436266.3,450012.28,425968.06
261/134.8947mz/7.56min,2355043.2,2061461.2,1914831.9,1953198.5,1985053.1,3116764.5
263/501.3546mz/7.59min,2889139.2,1496521.6,2334772.8,1612716.2,1661332.8,1219348.2
264/484.3644mz/7.59min,1209560.2,590624.4,917544.1,654084.8,644995.75,605260.6
265/299.2592mz/7.6min,517657.3,297108.78,436065.16,296999.3,278231.8,259153.98
266/957.2037mz/7.63min,46966.133,47020.35,38138.668,54886.426,19076.582,6068.6
267/1021.2164mz/7.65min,64254.15,49001.37,35558.46,73163.59,30504.768,22505.979
268/455.2106mz/7.68min,1022370.25,546547.8,801581.94,400288.8,605209.2,531721.8
269/122.9758mz/7.68min,129808.84,86957.734,93194.33,75479.01,88475.234,52401.066
270/186.9706mz/7.68min,264990.75,228435.4,247537.62,194232.38,250796.98,187935.72
271/744.5549mz/7.66min,0.0,0.0,7758.742,1230497.8,597742.94,3572694.5
272/116.9286mz/7.68min,3511324.0,2529460.8,2993136.2,1704660.8,2653337.5,2012618.8
273/716.5239mz/7.66min,0.0,11403737.0,111853.65,4598716.5,3904190.0,0.0
274/115.9208mz/7.7min,1454585.4,868638.5,2500541.5,1174557.8,688047.6,2217001.2
277/134.8947mz/7.7min,2403186.8,2294143.8,2298602.8,2257247.8,2302350.0,2321104.0
278/161.9136mz/7.7min,413790.38,414419.94,730192.1,406558.1,412833.2,526738.44
279/299.2592mz/7.78min,96527.62,12159.191,20990.783,46453.516,24604.572,5905.4424
280/720.4824mz/7.79min,601669.75,565953.06,890286.0,504059.22,548579.1,234408.67
281/116.9286mz/7.84min,2649981.5,2341646.5,2326403.0,4566694.0,1754959.9,6383510.5
