Filename,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML,2024_NEG_CC-NaB_1_Run30.mzML,2024_NEG_CC-NaB_2_Run51.mzML,2024_NEG_CC-NaB_3_Run57.mzML
282/115.9208mz/7.84min,5156863.0,3592083.5,5494121.0,3319447.8,3329186.2,5003985.0
284/355.1579mz/7.84min,5181977.5,2858076.0,3674641.2,2818026.2,2150178.2,3313731.0
285/144.9235mz/7.84min,3223718.5,2571170.5,2811093.0,2082369.9,1980612.8,2585934.5
286/186.9706mz/7.84min,395209.28,355512.16,393394.06,342965.66,334644.53,327714.47
287/578.3829mz/7.84min,537635.8,281214.78,451221.06,177047.58,221227.05,205142.52
288/122.9758mz/7.84min,190800.8,130429.98,159934.86,125990.27,122638.055,123847.82
289/161.9136mz/7.84min,363944.34,313101.78,322473.06,349237.9,309248.94,1191014.6
290/703.5632mz/7.86min,204662.1,126549.28,147436.88,71495.8,79020.97,98181.76
293/685.5011mz/7.86min,196996.38,118310.266,140590.67,144200.56,116969.375,94811.65
294/134.8947mz/7.86min,1313767.5,1313725.6,1422707.4,1487701.5,1327611.0,1395828.1
296/100.9337mz/7.87min,661730.56,967411.6,2152338.0,1452457.8,781496.8,1216062.0
297/634.4456mz/7.9min,17272704.0,9653180.0,14152182.0,7830998.5,8443714.0,8575131.0
299/567.4017mz/7.93min,644376.44,375720.56,402892.1,406962.1,384446.38,359648.75
301/685.5011mz/7.93min,1384855.6,1021663.5,1071591.6,1204848.0,1079487.9,1045244.5
302/573.4122mz/7.93min,218183.5,250649.98,288354.66,310101.88,301494.78,274689.6
303/122.9758mz/7.95min,259761.42,188347.1,236951.31,176180.78,161766.81,174558.02
304/180.9812mz/7.94min,234355.89,203267.44,295909.3,272897.38,220541.53,212593.92
305/281.2486mz/7.94min,400204.72,137909.22,223156.5,146471.19,95926.336,124865.73
307/668.5111mz/7.94min,517202.06,173843.86,257369.77,200542.94,140455.06,201410.78
308/383.1777mz/7.94min,487479.2,254442.86,327749.84,245465.78,200458.56,220102.72
311/379.1792mz/7.94min,614135.0,316152.62,443947.94,275943.84,250792.34,316312.75
312/186.9706mz/7.94min,578678.75,546710.2,577833.9,559606.7,517132.84,555069.94
313/381.1737mz/7.94min,12026891.0,6593789.0,8592809.0,6042865.0,4927954.0,6295863.0
314/115.9208mz/7.95min,5215941.5,4280714.5,5161455.5,4667581.5,4090983.8,3356029.5
315/144.9235mz/7.95min,3009317.8,2621249.8,3623765.0,2577348.0,1965849.9,2471074.2
316/100.9337mz/7.95min,1346549.8,1618283.8,1891711.1,666524.7,789548.3,540073.5
318/703.5633mz/7.96min,318556.75,234166.16,306740.06,225418.95,195222.64,200279.2
319/161.9136mz/7.96min,431427.06,360505.9,429453.44,433114.1,351780.3,429068.3
320/134.8947mz/7.96min,2651161.5,2377956.5,2567694.0,2624081.8,2184257.5,2519575.8
322/720.4823mz/7.96min,80359.63,6244.365,121732.8,29921.719,5763.586,76678.17
323/742.5395mz/8.06min,0.0,635966.8,0.0,5056232.5,3618215.0,0.0
324/100.9337mz/8.01min,759258.7,664620.8,1140582.0,260757.25,811968.7,1028151.25
325/134.8947mz/8.06min,1968338.2,1925549.8,1645648.4,1931445.6,1626235.8,1454292.5
327/186.9706mz/8.06min,318090.03,285906.47,207863.12,278028.9,222158.11,209265.19
328/529.3859mz/8.07min,1635350.4,752821.75,1209784.9,882312.56,917368.44,729872.1
329/669.5061mz/8.07min,649242.75,311647.12,449642.0,342746.5,358618.44,299023.53
330/512.3957mz/8.08min,432822.66,219883.14,325990.62,287061.34,305568.5,266621.8
331/652.516mz/8.08min,322104.06,153865.92,212090.19,204334.72,194143.22,192551.78
332/660.4613mz/8.1min,6925559.0,4180439.0,5830251.0,2969229.8,3418385.5,2903911.0
333/100.9337mz/8.23min,1755621.1,895883.75,697654.06,516294.12,489466.88,883564.5
334/683.4854mz/8.18min,891626.9,440251.56,592989.5,454240.75,479753.06,375951.6
335/667.491mz/8.21min,287403.12,165385.25,208250.97,181553.95,170890.6,155272.98
338/100.9337mz/8.27min,805405.94,1220602.0,2495451.2,415007.16,2953570.8,2775642.5
340/703.5633mz/8.28min,2041118.4,1413211.8,1662352.1,649000.75,1097863.2,1252552.8
343/180.9812mz/8.28min,221794.52,195598.72,313835.38,226590.9,177663.81,199155.23
344/381.1949mz/8.28min,290946.12,125091.016,198975.56,119188.9,124734.95,109960.98
346/650.5002mz/8.28min,374424.53,66065.734,148996.69,60669.582,54608.156,55651.594
348/115.9208mz/8.28min,15939919.0,11631265.0,10189245.0,10820416.0,9188457.0,9147909.0
350/186.9706mz/8.28min,1379549.6,1402241.4,1461867.8,1139304.8,1229877.5,967028.94
351/383.1893mz/8.28min,6036727.5,2595960.8,4178555.2,2579532.2,2522122.0,2421955.2
352/144.9235mz/8.28min,8339973.0,7705497.0,7372342.0,8281410.5,4896636.5,8142428.5
353/122.9758mz/8.29min,277312.34,171340.14,199805.2,137771.42,139153.47,119829.67
355/134.8947mz/8.29min,5096363.0,3577977.2,5017768.0,3745663.0,3521686.5,4238221.5
357/683.4854mz/8.29min,476523.2,304177.78,341733.22,273896.16,316396.25,222543.77
359/161.9136mz/8.3min,1030833.75,905500.25,1320749.2,1263669.5,893113.9,1072558.6
360/100.9337mz/8.31min,1122458.5,916052.5,1675860.0,1999759.9,2149795.8,1046975.8
361/667.4906mz/8.28min,1188587.5,913566.8,966859.6,968671.2,929883.5,724158.2
363/648.4606mz/8.39min,443367.1,327589.84,405531.06,319227.94,328014.16,110355.5
364/100.9337mz/8.36min,840325.1,822099.0,264724.84,588633.2,1155003.9,773766.4
366/134.8947mz/8.4min,1913497.9,1840936.1,2364712.2,2021645.6,1981459.8,2072384.4
367/186.9706mz/8.4min,350417.66,826025.6,486124.03,1127420.2,1212514.1,502511.72
368/161.9136mz/8.41min,902665.4,1064480.1,1150611.6,1061684.8,1080013.0,1164573.4
369/667.4894mz/8.41min,140776.92,130336.23,237981.03,175306.0,158874.44,64717.836
370/683.4852mz/8.41min,170900.12,107201.21,205609.45,112245.32,130035.98,87855.57
371/711.457mz/8.42min,418797.16,289699.66,446058.9,224169.83,198829.66,153068.94
372/665.4749mz/8.44min,560801.0,315234.78,430254.75,368651.5,379614.1,276643.84
373/697.5374mz/8.46min,615398.6,346648.7,445378.47,400671.34,388978.75,348973.4
375/100.9337mz/8.45min,599070.4,810787.75,694925.1,449063.53,584356.0,848350.3
376/652.5163mz/8.48min,184652.77,74929.375,137143.22,97541.13,99572.89,102362.23
377/669.5063mz/8.48min,1815548.1,840940.1,1372063.6,1056223.6,1074027.0,848533.56
379/583.433mz/8.51min,606330.1,339381.62,489031.56,404175.8,405924.97,316859.66
380/665.4748mz/8.47min,118517.43,307513.88,90336.664,357539.3,75410.91,266055.16
381/711.5167mz/8.54min,1094673.4,655353.0,801634.9,675400.0,654882.6,578226.5
383/1035.7314mz/8.59min,1313194.6,372446.47,1203093.2,734616.3,750637.1,738624.75
384/683.5216mz/8.58min,432212.72,169439.0,366309.2,206942.58,82203.53,123789.14
386/248.8936mz/8.65min,1983966.5,2268136.0,2358224.0,2214842.0,2559480.0,3476837.5
387/250.8917mz/8.66min,900798.0,1136388.5,1028378.3,859091.4,986833.25,1536134.4
389/695.5218mz/8.62min,1005657.6,577640.75,677596.1,458776.5,627017.7,332970.72
390/697.5366mz/8.62min,706354.06,372323.44,529036.4,455002.0,430744.22,325296.9
391/499.3753mz/8.64min,902901.0,435408.2,756183.06,462579.88,495315.5,353122.25
395/655.5634mz/8.68min,5740539.5,2980280.8,4364645.5,2754349.8,2845386.2,2254731.8
397/717.5791mz/8.72min,1205468.6,883646.2,713159.9,645651.06,244409.92,320607.8
398/651.4955mz/8.73min,607114.94,458840.16,494360.16,434531.5,352277.97,332344.5
399/245.8948mz/8.73min,6012013.0,5680209.0,5271789.0,6098765.0,5240153.5,7395647.0
400/243.8993mz/8.74min,15627318.0,14672924.0,13773033.0,15770487.0,13668284.0,19228128.0
401/711.5162mz/8.74min,340811.53,156473.5,209729.77,154249.2,179369.44,134978.62
