row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_S4_MC_RCG_2_neg_20210511_Run91.mzML Peak area,GF_S4_MC_RCG_3_neg_20210511_Run171.mzML Peak area,GF_S4_MC_RCG_1_neg_20210511_Run71.mzML Peak area,Unnamed: 19
527,88.04030048729953,0.88291746,,,,,,,,,,,24856.972999999998,64370.58,466323.47,667131.3,998725.56,189978.06,
97,88.0403025017322,0.40980730000000004,,,,72.0,,,,,,,3977435.0,4953679.5,8714499.0,9412553.0,14042512.0,15085463.0,
403,88.040305647944,0.72090816,,,,22.0,,,,,,,469404.0,273677.53,1166970.0,327005.28,734515.0,3706950.8,
414,89.02429895330485,0.7293675000000001,,,,,,,,,,,804394.7,776300.6,2894794.2,15510724.0,5470242.5,7950230.0,
232,89.0243072396854,0.5393465999999999,,,,,,,,,,,4741892.5,4514756.5,5579446.5,106881330.0,130577390.0,101543900.0,
600,89.02430850150726,1.0390469,,,,,,,,,,,640288.4,280206.62,595487.44,11113630.0,3248954.5,55523996.0,
725,89.02431562172852,1.1755269,,,,,,,,,,,366030.3,257792.14,843513.9,1766275.5,8280715.5,3304540.5,
486,89.02431719924923,0.8778466999999999,,,,,,,,,,,583121.75,683067.56,284573.97,18914784.0,9090506.0,7813326.0,
565,89.0243198389648,0.9900101,,,,,,,,,,,965849.4,119365.21,441397.97,15222622.0,8214664.5,13340868.0,
807,89.02432207048876,1.37788,,,,,,,,,,,50599.687999999995,922179.6,510743.3,12561311.0,6049001.5,12593129.0,
40,89.02432364761644,0.40905204,,,,,,,,,,,3708077.2,4890979.5,3028859.0,24365916.0,28050142.0,32425614.0,
582,90.0276241334536,1.0097146000000001,,,,,,,,,,,0.0,0.0,3201.8959999999997,523660.34,107509.2,1774019.5,
511,90.02763380931282,0.94380206,,,,,,,,,,,0.0,0.0,3201.8959999999997,322163.22,882361.25,387931.22,
257,90.0276407566017,0.55320626,,,,,,,,,,,39866.324,31718.167999999998,44411.047,3511010.0,3304172.8,3471450.5,
14,92.92797423020285,0.33224562,,,,25.0,,,,,,,1873782.1,1617710.6,1125197.5,1007006.6,1030236.75,1029239.3,
15,94.92503203786652,0.33224562,,,,25.0,,,,,,,1277231.9,1108666.9,773917.2,682512.56,697008.7,692114.56,
182,96.96004084792229,0.5430785,,,,,,,,,,,1484890.1,675290.6,262494.56,28350.234,19701.72,34957.594,
3565,96.96006317151478,11.034562,,,,,,,,,,,4068568.2,4233357.0,4609185.5,3973389.2,3909973.5,3672435.5,
6,96.96011186522549,0.32124504,,,,,,,,,,,1433157.5,595961.9,473482.53,324368.03,309319.34,169611.14,
3161,99.92578185694543,7.711498700000001,,,,,,,,,,,6015595.0,3567221.0,3554203.5,29871356.0,4708909.5,3578839.2,
3349,99.92579112253028,8.485242,,,,,,,,,,,7771783.0,36172896.0,38520380.0,5164225.0,5171583.5,6865772.0,
3284,99.92579205573752,8.149405999999999,,,,179.0,,,,,,,38313276.0,3368625.0,3828257.5,5095541.0,32310670.0,34226216.0,
1916,101.06082726796312,3.1045654,,,,,,,,,,,283271.5,64065.14,264909.2,1051259.8,1007246.1,953903.3,
22,102.95685963145928,0.3424463,,,,70.0,,,,,,,2492186.0,2575457.5,2337215.0,2280427.5,2260228.5,2231738.8,
12,104.03535112970673,0.3472445,,,,,,,,,,,412307.0,313624.6,663181.25,1286408.2,1288657.8,1507449.2,
23,104.95386231566351,0.3424463,,,,70.0,,,,,,,811463.8,838842.6,766538.25,747113.4,747791.5,718408.9,
3488,106.04102999727978,10.183863,,,,,,,,,,,931807.9,9594.440999999999,155087.33,101413.53,64910.187999999995,29135.209,
3335,106.04104445327108,8.422812,,,,,,,,,,,650768.56,7695.1484,82681.664,50125.32,99442.56,28199.871,
3476,106.04105598710044,9.985736,,,,,,,,,,,1058671.9,10142.684000000001,81801.5,35350.83,123137.27,11465.893,
3449,106.04105980219278,9.585252,,,,,,,,,,,335291.03,4145.9062,44985.67,25980.84,67744.84,7358.0957,
3366,106.04108049714537,8.545301,,,,,,,,,,,575868.25,9464.734,82681.664,48660.273,148183.61,18309.273,
41,110.95802702731831,0.39438477,,,,,,,,,,,841419.3,555841.25,618201.44,118368.68,176402.77,86761.43,
201,111.0199864974583,0.5045381,,,,88.0,,,,,,,11640286.0,14565439.0,12020184.0,26771144.0,32116582.0,30923988.0,
736,111.01998689268213,1.1779656,,,,,,,,,,,228810.98,139360.34,640638.5,551458.8,3759291.5,5397352.5,
811,111.01998987798349,1.4171223999999998,,,,,,,,,,,96159.35,96065.45,581605.9,2362307.0,3062420.0,3245320.8,
666,111.0199907929458,1.0891587999999999,,,,,,,,,,,193197.88,227808.97,103905.95,1549559.2,1703770.6,1710071.4,
1083,111.02002029320194,2.2293856,,,,,,,,,,,99347.31,264763.6,81862.68,391164.56,1973134.8,1685841.1,
3521,112.98560317203275,10.247829,,,,,,,,,,,9858635.0,7174000.5,8412541.0,7633316.5,6052126.0,9385620.0,
3546,112.98563034309616,10.48557,,,,,,,,,,,3218155.8,2785912.8,4291614.5,4527068.0,4665358.5,5372834.5,
32,112.98567028191387,0.36208987,,,,70.0,,,,,,,3930998.0,4562767.0,5045882.0,4879978.5,4927075.0,4587095.5,
3158,113.92623029261914,7.7173095,,,,32.0,,,,,,,1536486.0,1932085.8,1557827.5,1298209.2,1340297.6,1355976.2,
3276,113.92626136302692,8.142728,,,,179.0,,,,,,,3347579.5,6389674.5,8945522.0,6220418.0,5712086.0,2778031.0,
1082,114.00189357367077,2.2090886000000003,,,,91.0,,,,,,,3601205.8,6478562.5,9903840.0,2956922.5,2341516.5,2078493.1,
572,114.05600448738821,0.9628919,,,,,,,,,,,242671.89,187521.6,46119.76,142336.39,366860.94,1294947.1,
756,114.0560060591074,1.2227048,,,,,,,,,,,22346.928,54918.402,164676.7,2281221.5,623596.06,219027.03,
423,114.05601179818554,0.7080350000000001,,,,,,,,,,,19663.348,39551.008,100557.92,291578.75,550664.75,2367085.8,
129,114.05604248857321,0.43637097,,,,72.0,,,,,,,3743647.5,5069973.0,4540916.5,4913453.5,6971309.0,8007027.5,
3127,114.93407690501095,7.686400999999999,,,,4.0,,,,,,,2751469.8,2337688.2,2943546.8,2318121.2,2662424.8,2641032.8,
3234,114.93410660418287,8.143467999999999,,,,179.0,,,,,,,2837923.2,553791.4,2686108.2,867444.7,1009723.2,2301373.0,
211,115.00365776355109,0.5069173,,,,88.0,,,,,,,22830.867000000002,31204.82,52513.113,1507925.1,1527888.4,1664982.5,
3155,115.92071145639187,7.7090440000000005,,,,32.0,,,,,,,29646234.0,38329424.0,30171152.0,24829482.0,25774122.0,27918084.0,
3281,115.92073285321258,8.143554,,,,179.0,,,,,,,63775636.0,122135520.0,171636080.0,120375864.0,114095500.0,52969620.0,
3311,115.9207330264964,8.262806,,,,,,,,,,,30206752.0,11543866.0,31505660.0,22352330.0,25853544.0,80321370.0,
729,116.07168146217049,1.1809074,,,,,,,,,,,123631.21,162469.61,109030.586,5000295.5,2096221.0,238383.69,
515,116.07168554816013,0.9025545,,,,,,,,,,,706440.25,242200.1,333776.53,533556.75,420913.97,2734305.2,
121,116.07169312282322,0.42683944,,,,72.0,,,,,,,25794516.0,42112980.0,52386976.0,120846470.0,110153710.0,133789090.0,
925,116.07169926282164,1.9795832999999998,,,,,,,,,,,471787.97,428075.94,449233.9,787329.2,861107.8,820384.5,
1085,116.071702196011,2.2010899,,,,,,,,,,,248620.44,649719.44,115861.734,609270.8,296254.22,210314.9,
3111,116.9284758916141,7.6831894,,,,4.0,,,,,,,54282720.0,45633480.0,59195636.0,44885084.0,51491468.0,51613724.0,
122,117.01928618517452,0.4281241,,,,72.0,,,,,,,806499.56,890650.8,2439748.2,5850928.5,6359283.0,6814591.0,
1666,117.0192935558585,2.7837172000000003,,,,,,,,,,,0.0,0.0,6233.963000000001,41425.21,14065.371000000001,833292.4,
329,117.0193238543788,0.660042,,,,125.0,,,,,,,6103333.0,5526306.5,6767570.0,30625408.0,34863556.0,35371800.0,
500,117.0557027537334,0.90887076,,,,225.0,,,,,,,112346.0,59730.04,1383743.0,2364916.5,2226450.0,1694972.2,
737,117.05570917238168,1.2130606000000002,,,,,,,,,,,35262.848,74070.125,207511.25,525415.8,2211750.5,3182467.2,
644,117.05571564109128,1.0888008,,,,,,,,,,,248227.78,92666.4,37264.742,2440292.5,309783.7,148348.9,
940,117.05576588213104,2.0242465,,,,,,,,,,,388923.8,329437.34,216244.6,231819.7,212372.88,245079.0,
3273,117.91903068138555,8.141972,,,,,,,,,,,1858191.6,493053.12,5262363.5,647318.6,844708.1,304722.72,
3257,117.92857870105871,8.142733999999999,,,,179.0,,,,,,,6225463.0,255993.14,6071532.0,1934587.2,2239984.5,5130931.5,
3113,117.9285986010151,7.6832027,,,,4.0,,,,,,,6220592.5,5241524.0,6675998.0,5132414.5,5931011.5,5874423.0,
138,118.04102559862746,0.43467197,,,,31.0,,,,,,,451505.4,1107128.6,1346475.8,708055.4,583246.6,184489.31,
726,118.04113043842204,1.1806188,,,,,,,,,,,8500.696,3669.8384,106985.12,42366.85,12208.427,45996.1,
593,118.041137961535,1.01839,,,,,,,,,,,17823.629,5197.9307,144391.06,26316.152000000002,23928.145,71487.11,
252,118.05093730741189,0.56829464,,,,,,,,,,,3531818.0,4352522.0,6893271.5,8086386.0,11753010.0,15966482.0,
463,118.05095589370323,0.76604533,,,,,,,,,,,635424.94,236265.25,5816661.0,512159.2,365593.53,357244.8,
745,118.05096335788488,1.2149954,,,,,,,,,,,231548.7,375202.97,758246.0,377672.16,1986050.5,788805.56,
3235,118.92678123175376,8.137721,,,,179.0,,,,,,,1569713.8,308368.8,1469705.2,474333.38,554307.56,1224071.9,
3129,118.92678476849287,7.687235,,,,4.0,,,,,,,1458561.2,1216487.1,1695729.1,1210123.2,1454807.9,1464835.6,
124,119.03490048818158,0.45713854,,,,72.0,,,,,,,592497.2,1204223.2,1356301.5,346820.03,961371.25,939963.0,
236,119.03491249716545,0.5432789000000001,,,,135.0,,,,,,,2369582.2,1438970.6,1656950.2,2404939.2,1676266.6,1633214.5,
1523,119.05019409113207,2.6428392000000005,,,,203.0,,,,,,,0.0,607600.94,1355383.2,9755111.0,5522355.0,5156509.5,
1743,119.05021567572844,2.8935020000000002,,,,24.0,,,,,,,1335263.1,1500121.5,1292500.0,19308118.0,19973982.0,21496780.0,
94,121.02945438289369,0.46437004,,,,,,,,,,,55817.43,103885.93,138044.4,136052.6,1038538.8,73201.44,
1439,121.02949520564646,2.5746756,,,,63.0,,,,,,,8916514.0,11143872.0,12290588.0,11600740.0,7114061.0,7183384.5,
2096,121.02950327310879,3.2996986000000006,,,,,,,,,,,942032.3,1699013.9,1155969.2,1083786.4,242513.77,961472.2,
144,124.04034907053286,0.44950593,,,,72.0,,,,,,,903589.25,1729479.5,1584695.9,3725943.8,2809476.8,3195216.2,
444,125.03561388882555,0.79814583,,,,,,,,,,,2841814.2,2876355.2,4354916.0,5172051.0,6496564.5,5695527.5,
1064,126.00188807191391,2.184895,,,,149.0,,,,,,,0.0,36659.6,4987.6133,1496365.2,1850713.0,1869958.1,
1376,126.00190388647745,2.5103755000000003,,,,114.0,,,,,,,420075.66,698469.8,284673.8,2947773.5,1091952.6,1869782.5,
1245,126.00190824208391,2.468496,,,,,,,,,,,289366.2,217593.95,97283.73,120753.7,622601.6,195236.25,
234,126.95290123031937,0.54280347,,,,,,,,,,,1294435.5,661070.3,1156160.2,0.0,0.0,0.0,
698,128.0353018644948,1.1274095,,,,,,,,,,,1052277.4,1108387.5,1565430.0,1482455.2,1725428.5,3190790.0,
98,128.03531293607858,0.41142568,,,,72.0,,,,,,,20235320.0,25714998.0,28602924.0,20747170.0,21665426.0,20865536.0,
306,128.03535053488199,0.62952375,,,,148.0,,,,,,,44863560.0,41552356.0,53586480.0,44015964.0,49583640.0,47740668.0,
39,129.0386582821686,0.41228469999999995,,,,,,,,,,,978289.44,1178947.9,1556901.6,826600.5,895496.4,936685.44,
307,129.03870070918057,0.62952375,,,,148.0,,,,,,,2459044.5,2249320.5,2682255.2,2245521.8,2544696.8,2475040.2,
394,130.05102057928974,0.73576814,,,,22.0,,,,,,,1064172.1,765830.56,925409.5,132864.45,295392.66,173397.88,
362,130.08726786768764,0.688972,,,,125.0,,,,,,,98937640.0,116413010.0,199593260.0,317077440.0,497033730.0,401528700.0,
610,130.08728252330422,1.0148492,,,,,,,,,,,486782.03,370369.56,2104439.0,3481707.2,2312160.8,36637970.0,
712,130.08728375452802,1.1634674999999999,,,,,,,,,,,411248.25,187169.4,1430890.0,8884334.0,10245697.0,2782131.2,
536,130.08728559077468,0.8997969000000001,,,,,,,,,,,640167.5,1061772.2,1724157.1,3402191.0,6056712.5,12335058.0,
969,130.08730462302387,2.0285740000000003,,,,,,,,,,,491593.75,95803.12,214722.81,688374.0,1135944.2,2281239.0,
1485,130.0873130175037,2.6022656000000004,,,,,,,,,,,2967621.8,4440637.5,4545049.5,4861520.5,4905516.0,12692380.0,
1106,130.08731333259743,2.262098,,,,,,,,,,,304794.28,1780008.1,361745.7,4268710.0,2353492.8,1873479.6,
1786,130.08731474614285,2.955058,,,,,,,,,,,623942.5,647075.56,141086.98,1327266.9,1622564.4,992694.56,
2760,131.0712614950982,5.8819847,,,,,,,,,,,19735.145,7099.592,27779.94,26498.83,16086.546,141166.31,
1647,131.07132668685963,2.777128,,,,176.0,,,,,,,1208065.5,1444970.5,189629.5,2875955.0,2404057.0,3052048.5,
374,131.09055648630098,0.6873803,,,,,,,,,,,6485053.0,7556001.5,13113858.0,5882287.0,3717338.8,3098299.0,
3487,132.03015422453672,10.15537,,,,,,,,,,,159802.88,27053.562,63338.992,30364.327999999998,20663.308999999997,80342.73,
7,132.030186710086,0.32997134,,,,,,,,,,,139170.39,328260.16,490895.7,1369549.0,1687045.5,1445984.1,
207,132.05660068343678,0.5216179,,,,,,,,,,,65810.4,125653.11,943024.75,197478.12,123580.59,438897.44,
3148,132.9234061619095,7.701742599999999,,,,32.0,,,,,,,1307456.4,1127259.9,1400259.5,1019364.5,1551909.1,1213655.2,
3268,132.9234133944336,8.149445,,,,179.0,,,,,,,2507335.0,2115976.2,785522.4,1672693.5,1039888.3,1983232.5,
3312,132.92341729000069,8.265309,,,,,,,,,,,495502.94,1044084.6,999551.1,520166.97,691272.2,2243961.5,
3339,132.9234178505699,8.440302,,,,,,,,,,,2224106.2,1084282.9,1225672.1,820549.94,801050.3,146107.9,
205,133.01416037376964,0.5100266999999999,,,,88.0,,,,,,,1145074.5,2066235.2,1906555.6,13865071.0,14012667.0,15053877.0,
3153,133.01417297395315,7.6920037,,,,,,,,,,,3149.961,10818.891000000001,3997.0256,189603.98,51995.13,377755.5,
587,133.01419841642698,1.031723,,,,,,,,,,,0.0,46422.43,12831.09,2242791.5,1405130.5,2587478.0,
323,133.05050584535442,0.6559291,,,,148.0,,,,,,,2116299.5,1598365.9,2013598.6,2144453.5,2284645.2,2192797.8,
110,133.05059265060564,0.41753355,,,,72.0,,,,,,,2185663.2,2485197.2,2583969.5,2831893.8,2872193.8,2900371.8,
456,134.0471440442179,0.80038196,,,,54.0,,,,,,,8634806.0,7632290.5,6990466.0,1254696.6,566832.44,559938.5,
156,134.0471460948725,0.47364044,,,,170.0,,,,,,,17938466.0,24108158.0,32804298.0,10690199.0,9098956.0,15037939.0,
3527,134.89460252431093,10.257997999999999,,,,2.0,,,,,,,618113.5,1557011.1,1303811.8,1006661.6,1200542.5,1369707.8,
3493,134.89460260734236,10.175639,,,,145.0,,,,,,,2277373.8,6681470.0,3077606.0,5115354.0,2325667.0,6872542.0,
3165,134.89461765778586,7.7440076,,,,178.0,,,,,,,11290804.0,8013436.5,10858834.0,4139131.5,7634040.5,12267164.0,
3020,134.89462193003732,7.6236005,,,,214.0,,,,,,,6657594.0,2739101.0,8633210.0,9166666.0,6998662.5,7291349.5,
2999,134.89462991147084,7.4419627,,,,,,,,,,,2867674.8,6805906.0,3819326.2,3662644.5,3683868.8,3905173.5,
2944,134.8946347687719,7.1430087,,,,,,,,,,,1540898.1,3108244.8,1927677.5,2097325.5,2203020.0,2200590.2,
3301,134.89463949673308,8.145905,,,,,,,,,,,2668034.0,548169.25,621609.56,589119.56,302047.75,2422323.2,
231,135.01976448459854,0.5622402,,,,,,,,,,,549836.2,71370.47,334422.28,9903.159,62693.57,76518.95,
369,135.0199681335008,0.75155944,,,,,,,,,,,546109.9,79255.984,598044.2,34620.45,124968.45,251430.38,
481,135.01999044110343,0.902468,,,,,,,,,,,1044819.06,141510.86,2105321.8,51783.297,230645.62,402262.97,
434,135.01999034055015,0.8240366,,,,,,,,,,,622732.2,114575.53,207995.47,51677.82,230645.62,251430.38,
253,135.03119440435447,0.57046175,,,,,,,,,,,568283.1,521671.12,656796.8,6513843.0,7618628.0,7285750.5,
154,135.04420101621992,0.47205648,,,,170.0,,,,,,,281820.75,376153.0,511784.34,147024.77,80528.234,183476.23,
1725,135.0451783335934,2.883771,,,,24.0,,,,,,,1664851.8,2227933.8,1911371.8,2196164.0,2519259.2,3230065.0,
179,135.05052593129318,0.47434709999999997,,,,,,,,,,,230080.42,1186114.9,1764820.9,421951.7,156317.42,254387.66,
3492,135.9708717037548,10.168736,,,,,,,,,,,549223.0,486470.53,567705.06,522939.78,578511.75,414861.3,
803,137.02433939218892,1.400611,,,,,,,,,,,15026.642,231751.61,6564.575,3277233.5,708530.0,611939.5,
841,137.0243503366765,1.4824747,,,,,,,,,,,4242.615,137978.72,0.0,239221.3,3011629.5,2258513.8,
1091,137.02440667102155,2.2136765,,,,34.0,,,,,,,451557.9,332858.1,182155.64,532688.1,569041.75,431370.75,
710,142.05095365185394,1.2038034,,,,,,,,,,,1699021.4,1043688.94,918292.06,158796.4,78687.06,78654.375,
387,144.03017907387007,0.7215699999999999,,,,,,,,,,,921742.3,798949.75,887591.0,735270.5,808623.75,701104.06,
2077,144.04547174795022,3.2850292000000003,,,,79.0,,,,,,,2208535.5,2757162.5,3164644.5,1040255.06,1214959.4,1197125.2,
1178,144.045475443831,2.3228376,,,,,,,,,,,567432.3,697376.25,1328897.1,1598150.6,1285586.2,1144666.9,
213,144.0664977971548,0.55369306,,,,,,,,,,,63437.758,3500477.2,777643.0,268241.28,103174.47,454217.16,
105,144.06653767466403,0.48253348,,,,,,,,,,,24985.852000000003,1485971.1,1800887.5,42650.75,133214.23,31454.607000000004,
823,144.06656885628558,1.4028846000000001,,,,,,,,,,,632001.56,459915.1,1166809.8,873971.9,6532150.0,6136611.5,
581,144.06657194939382,1.0287264999999999,,,,,,,,,,,9972373.0,427835.2,9259038.0,74482.66,234362.16,525526.6,
769,144.06657632984047,1.2408341,,,,,,,,,,,466594.25,6975372.5,1459541.4,5979615.0,425156.34,330870.78,
1037,144.066583455139,2.1440375,,,,,,,,,,,3327727.0,1894622.6,1372809.4,249637.42,582928.44,348492.03,
3154,144.923378611394,7.7065600000000005,,,,32.0,,,,,,,5785280.5,5759917.0,8345768.0,4773622.0,2256551.2,5544155.0,
3290,144.92337934948367,8.146049,,,,179.0,,,,,,,13274350.0,12255244.0,29886804.0,20904850.0,21967712.0,10969538.0,
3333,144.92339265066792,8.434111999999999,,,,,,,,,,,4941224.5,17107590.0,3208099.0,4951556.5,5092269.0,1710486.1,
3318,144.92339787324556,8.282752,,,,,,,,,,,6494813.0,5967187.5,6117941.5,4630504.0,5577351.5,13628423.0,
503,145.0981926500661,0.8647599,,,,,,,,,,,40498.18,333857.03,925658.0,904113.5,988184.6,4279733.0,
148,145.0981960545171,0.44055292,,,,72.0,,,,,,,5163947.5,10639509.0,13767376.0,30396880.0,19246234.0,26231226.0,
753,145.09824552876645,1.2081457,,,,,,,,,,,11634.35,161042.03,625292.6,8702112.0,5808544.5,1225571.2,
173,146.0458244825149,0.46276626,,,,,,,,,,,3035666.2,2462036.0,1656158.2,2132624.8,2246182.2,2441105.2,
21,146.0458406165494,0.35340488,,,,,,,,,,,1245572.1,1507241.4,3250246.8,2982530.0,3444971.2,3273037.8,
35,146.98301001636082,0.3821276,,,,72.0,,,,,,,171565.73,122152.14,143130.89,1723316.8,1654631.4,1694561.0,
245,147.02982526942333,0.55331737,,,,135.0,,,,,,,210932.7,287155.75,236963.42,1371424.8,1576342.4,1674944.2,
359,147.02983582924026,0.68526125,,,,148.0,,,,,,,216220.1,952294.75,182922.66,862835.2,725492.7,1041470.6,
1551,147.04513990218274,2.7021408,,,,,,,,,,,3235.4097,17352.843999999997,6293.9033,79141.23,25598.19,1385236.0,
748,147.04514444624576,1.1577395000000001,,,,58.0,,,,,,,2854798.5,9360014.0,10129311.0,11646162.0,18717690.0,21355218.0,
1140,147.04519385978585,2.2432716,,,,,,,,,,,15712.016000000001,106832.33,6976.9307,716250.25,117897.805,223963.06,
417,147.06620688413798,0.7602154999999999,,,,,,,,,,,337613.12,730211.6,75380.64,11153365.0,15967834.0,15955559.0,
153,147.06622924775706,0.46640444,,,,72.0,,,,,,,2079514.2,1602783.2,1440705.5,1752356.5,1748458.6,1759743.5,
620,147.0662473441974,1.0858729999999999,,,,,,,,,,,3799131.2,2093143.8,1538693.8,3997909.8,2772983.2,7484480.5,
783,147.06628569602088,1.2603239,,,,,,,,,,,86342.17,72805.91,33014.09,1798428.4,2163178.5,489517.84,
1090,147.98964794441488,2.2165365,,,,91.0,,,,,,,6298081.5,11418851.0,17278198.0,5148229.5,4055458.8,3528300.5,
216,148.0437199220539,0.5262099,,,,88.0,,,,,,,282835.25,1624331.4,1797304.6,1277219.1,2647639.0,4005182.0,
321,148.06282731670763,0.65483296,,,,,,,,,,,138581.89,244722.55,565790.8,55437.9,78822.17,174753.25,
2353,149.06081980628608,3.8559940000000004,,,,12.0,,,,,,,4688527.5,6918367.0,8034922.5,11635009.0,11989784.0,11130087.0,
159,150.05594955243075,0.5089104,,,,,,,,,,,15968.096000000001,19892.334,64745.848,1431442.4,1358305.5,1469980.2,
300,151.02604115037468,0.6242745,,,,216.0,,,,,,,1511931.1,1791463.9,2631175.2,5148764.0,6229740.0,5952301.5,
1772,151.0400558215985,2.9451888,,,,,,,,,,,729848.8,985650.25,942926.56,54994.195,199849.62,144406.25,
2180,151.0401079298196,3.441871,,,,67.0,,,,,,,166291.58,268052.28,366455.84,217528.02,295624.4,263542.2,
358,151.06110624054946,0.6529656,,,,,,,,,,,160952.89,186344.08,204660.77,9162125.0,1199554.2,11746717.0,
171,151.06113004498977,0.47936127,,,,,,,,,,,284676.66,672345.2,1930142.1,2349837.0,8662244.0,2387302.2,
735,153.0322030128421,1.2247443999999998,,,,,,,,,,,0.0,0.0,10669.485,932378.7,849409.9,852215.06,
274,153.06687630050473,0.5998369,,,,135.0,,,,,,,491462.47,2083079.5,2253949.8,1268682.6,1104852.0,1339845.6,
521,153.06689726662663,0.85950476,,,,,,,,,,,39029.75,94087.7,1550405.5,129705.94,241314.62,283764.8,
3533,153.86851576468385,10.337632000000001,,,,,,,,,,,459138.53,307355.9,715053.7,508099.6,753866.44,407901.53,
119,154.06217664255664,0.41999888,,,,72.0,,,,,,,4400.26,27137.957000000002,26452.59,1517088.1,1633127.0,1739733.5,
78,156.02782425005663,0.3775505,,,,72.0,,,,,,,98720.805,246360.25,80174.61,972019.8,973388.2,917698.9,
2278,156.1029075932415,3.6052654000000004,,,,,,,,,,,58158.085999999996,68470.82,55591.523,295800.53,163553.72,76142.73,
2216,156.10300020421855,3.5398883999999997,,,,,,,,,,,573110.1,512857.84,484895.28,1049686.8,199910.72,232540.7,
3557,157.01175734118826,10.872231,,,,,,,,,,,0.0,0.0,0.0,263774.12,760847.5,222310.02,
64,157.0117723446398,0.38901815,,,,72.0,,,,,,,404702.38,543725.3,695737.2,6618492.5,6451403.5,6243853.0,
1481,158.08222736917318,2.6875792,,,,,,,,,,,1793470.5,6859236.5,8421418.0,1443940.5,1280451.6,1046599.44,
1122,158.08223319275518,2.2950554,,,,,,,,,,,54422.695,605399.8,2255365.2,1510875.5,1266424.9,1043766.2,
1645,158.08223669140298,2.7819145,,,,176.0,,,,,,,11221298.0,18461614.0,17037970.0,5797398.5,6236524.0,5687046.0,
1215,158.08224133658751,2.3418362,,,,,,,,,,,2063570.6,2403681.0,214121.89,96631.8,164841.17,201497.34,
1223,159.06626405349624,2.3834512,,,,,,,,,,,3061.4507,37637.27,799774.06,31248.45,19515.105,32681.365,
1698,159.06626683310714,2.8536148,,,,,,,,,,,294557.1,192052.75,130627.11,698199.44,990294.94,1177971.2,
1443,159.0662744995691,2.5899494,,,,,,,,,,,271794.47,502141.6,204365.34,791177.25,929132.94,1166067.0,
492,160.00736110544906,0.8931003000000001,,,,,,,,,,,893657.8,789590.44,456502.88,1033503.6,1152595.6,1467481.5,
3,160.84202036380154,0.185921,,,,,,,,,,,15696.331,344952.38,62784.2,250308.61,304554.78,506116.3,
3542,160.84203504774268,10.401414,,,,183.0,,,,,,,3668874.0,1662492.4,2193537.2,359184.97,1292659.6,264943.22,
424,161.04547855841827,0.7711165,,,,152.0,,,,,,,874618.06,811513.75,982018.44,1673526.4,1619144.8,2198296.0,
1819,162.0053611287223,2.9610138,,,,,,,,,,,123053.96,108328.18,136410.08,335579.4,663742.8,521056.72,
1837,162.05607785564726,2.9856222000000003,,,,5.0,,,,,,,572955.56,920888.6,816816.1,887685.5,1032964.25,1182749.2,
3543,162.83906829360762,10.3995695,,,,183.0,,,,,,,3418224.0,1511034.6,2078365.0,204380.19,1238386.2,258611.27,
4,162.83907928802367,0.19626816,,,,,,,,,,,7688.0527,328864.38,16797.46,201399.75,290642.16,486654.8,
408,163.0148702904887,0.77492905,,,,,,,,,,,1502399.8,899108.8,1179495.1,70199.18,718545.56,1758815.5,
482,163.01488876697115,0.8567593000000001,,,,225.0,,,,,,,1280831.6,191218.03,3563744.8,66122.625,3171042.8,1487373.4,
215,163.01489721117022,0.5684308000000001,,,,,,,,,,,1103992.9,383420.97,721517.44,22009.979,52088.562000000005,106576.2,
552,163.01496135638882,0.96981233,,,,,,,,,,,1960153.0,1235017.4,208062.6,66122.625,1037519.2,1317871.5,
815,163.01498283693687,1.4159366000000002,,,,,,,,,,,60595.46,89435.63,130455.66,3260.27,61367.176,209567.17,
1511,163.01502079427138,2.6063166,,,,,,,,,,,645027.1,1101854.6,775228.75,27628.209,23282.09,375230.9,
1537,163.04009132813061,2.657537,,,,203.0,,,,,,,3482.2212,2834866.5,3170979.5,45271628.0,25512928.0,23134466.0,
1745,163.04009694858792,2.8951747,,,,24.0,,,,,,,6914820.5,6959263.0,5895154.5,85859620.0,91026630.0,97213304.0,
1413,163.04011112138429,2.5649319999999998,,,,,,,,,,,0.0,0.0,6403755.0,17888874.0,0.0,2997.1679999999997,
2163,163.04011542521573,3.3542235000000002,,,,,,,,,,,16021.312,11219.719,18942.918,563865.0,583712.3,670208.3,
2208,163.04015836645516,3.4660552000000004,,,,,,,,,,,10307.568000000001,7753.0674,9364.883,1096303.6,650041.94,399381.53,
84,164.0386893144444,0.40223718,,,,72.0,,,,,,,1128218.5,1310944.5,1640986.9,1265941.5,2009221.4,1657400.5,
1520,164.0434010271623,2.6380605999999998,,,,,,,,,,,0.0,204151.78,167964.06,2680627.0,2441932.8,2301845.5,
1552,164.07169282752076,2.6943657,,,,,,,,,,,1797975.4,377390.8,1546855.0,8946309.0,3946199.0,36659510.0,
