filename	ATTRIBUTE_GROUP
Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML	CTRL
Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML	CTRL
Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML	CTRL
POS_D5-227-C4-a_Run313.mzML	EXP
POS_D5-227-C4-b_Run316.mzML	EXP
POS_D5-227-C4-c_Run319.mzML	EXP
