"","PC1","PC2","PC3","PC4","PC5","PC6"
"35/328.9796mz/2.13min",0.00041179,-0.00342,0.035506,-0.0088553,0.033171,-0.12448
"36/312.9847mz/2.35min",0.034998,-0.021599,-0.046032,0.070767,-0.11965,0.10702
"37/312.9847mz/2.45min",0.0041798,0.010556,0.010933,0.034294,-0.028505,0.26739
"38/373.0055mz/2.71min",-0.0011402,0.0084819,0.011889,0.0094834,-0.0064537,-0.00076232
"39/370.9898mz/2.8min",-0.0025991,0.0086269,0.011233,-0.00083985,-0.0021986,0.086359
"40/265.0176mz/2.84min",-0.0024134,0.0060778,0.00635,0.0075614,-0.0079886,0.11566
"42/265.0176mz/3.18min",-0.00073893,0.0078738,0.0034374,0.0082457,-0.010453,-0.038717
"43/212.0353mz/3.3min",-0.010398,-0.014633,-0.20679,-0.015127,-0.15128,-0.095296
"45/421.0056mz/3.41min",-0.0016612,0.013033,-0.0016403,0.0065942,0.012526,0.0011871
"46/249.0227mz/3.49min",0.0042797,0.02097,0.014173,0.014659,-0.023015,0.039161
"48/582.981mz/3.54min",-0.0014943,0.014103,0.017259,0.0095036,0.0033394,0.00125
"51/560.999mz/3.54min",-0.0013117,0.011139,0.017063,0.0092565,-0.014199,-0.076868
"52/213.0386mz/3.54min",-0.0039204,-0.00073062,0.040106,0.0091164,0.093368,0.085158
"53/212.0353mz/3.54min",0.006453,0.040125,0.037874,0.049668,0.069293,0.047915
"55/405.0107mz/3.62min",0.00052829,0.0080919,0.0044304,-0.00024251,-0.013997,-0.077422
"56/407.0044mz/3.62min",-0.0014151,0.011584,0.0013551,0.0020828,-0.0076603,-0.11535
"58/406.0138mz/3.62min",-0.0037699,0.005513,-0.012694,-0.0090398,-0.019255,-0.0012328
"60/421.0056mz/3.86min",0.0040765,0.0029076,0.041953,-0.026989,-0.02252,0.019947
"61/309.1014mz/4.02min",0.0011511,0.0086076,0.011461,-0.0050189,-0.0014802,0.00050776
"62/605.0258mz/4.07min",-0.0058798,0.029324,0.042939,-0.00088611,-0.038624,0.077928
"64/421.1867mz/4.15min",-0.0067004,0.047143,0.0055649,0.023988,-0.016805,0.0019693
"70/242.1762mz/4.43min",-0.00097679,0.011077,2.8596e-05,0.020321,-0.020417,-0.039504
"71/497.0371mz/4.44min",-0.0056118,0.0094101,0.01499,0.0046421,-0.043814,0.037239
"74/793.0186mz/4.49min",-0.0025373,-0.019155,-0.066048,-0.067562,-0.081861,0.070407
"76/341.0486mz/4.56min",-0.0053551,0.012524,0.012251,0.010809,-0.024166,-0.038498
"77/404.0444mz/4.56min",-0.0025722,0.0010922,0.013209,0.0018081,0.0045757,0.019899
"78/422.9768mz/4.56min",-0.0047962,0.0080146,0.0089251,0.0064992,-0.0093037,-0.077177
"81/653.0255mz/4.57min",-0.00089913,-0.017746,-0.060703,-0.042803,-0.073243,0.10969
"82/497.0371mz/4.67min",-0.0017804,-0.0073894,-0.047313,-0.030841,-0.075811,-0.003759
"84/229.9645mz/4.74min",-0.00094632,-0.0029464,0.00025732,0.0077792,-0.00012813,0.038447
"85/228.9699mz/4.74min",-0.0014312,0.0075552,-0.005123,0.0048947,-5.636e-06,0.00055758
"86/230.9678mz/4.74min",0.00030902,-0.0022031,0.0052491,0.0031887,-0.004764,-0.019475
"87/266.9888mz/4.76min",-0.0021216,0.0082252,0.014504,0.021908,0.016463,-0.03741
"88/268.9857mz/4.76min",-0.0039687,0.003383,0.01552,0.022085,0.017884,-0.036585
"90/637.0305mz/4.78min",-0.0035865,-0.0066645,-0.063761,-0.036995,-0.05134,-0.0038161
"91/639.0284mz/4.78min",-0.0037203,-0.018827,-0.069333,-0.0352,-0.052642,-0.064029
"92/481.0421mz/4.92min",-0.002964,-0.0038671,-0.039764,-0.017551,-0.058417,-0.00289
"93/544.0379mz/4.92min",-0.00043797,-0.0057829,-0.041462,-0.032175,-0.067574,0.076179
"94/426.9678mz/4.97min",-0.018392,-0.038067,-0.012922,0.018514,0.018245,-0.041332
"96/396.2154mz/4.99min",-0.014252,0.0636,-0.011155,0.037016,-0.02452,0.076708
"98/484.2681mz/5.03min",-0.01069,0.061346,-0.0061447,0.0078099,-0.05441,-0.075253
"101/396.2154mz/5.1min",-0.011213,0.056171,-0.023454,-0.0010575,-0.046947,0.079299
"102/397.2189mz/5.1min",-0.011539,0.059141,-0.022628,-0.0085786,-0.049647,-0.054916
"104/484.2681mz/5.14min",-0.0064749,0.043005,-0.022659,-0.013085,-0.045115,-0.037554
"105/501.2583mz/5.14min",-0.0074991,0.04078,-0.018836,-0.015015,-0.058611,-0.095362
"107/779.3652mz/5.29min",-0.014526,0.065541,0.018816,0.042081,-0.012426,0.063574
"109/424.2468mz/5.56min",-0.012943,0.05222,-0.020229,0.010555,-0.03292,-0.036672
"112/424.2469mz/5.66min",-0.010371,0.047724,-0.02818,0.0067676,-0.042222,0.040495
"116/512.2994mz/5.71min",-0.005914,0.038782,-0.032528,-0.012222,-0.026404,-0.018779
"127/452.2782mz/6.13min",-0.0111,0.042382,-0.024095,0.0047875,-0.032601,0.040074
"130/452.2782mz/6.24min",-0.013609,0.036474,-0.016695,-0.0014703,-0.037166,0.038177
"131/540.3309mz/6.3min",-0.006171,0.020294,-0.031118,-0.019625,-0.029524,0.00092143
"132/478.2939mz/6.3min",-0.017128,0.073542,0.0054804,0.019387,-0.05776,0.001001
"139/478.2939mz/6.41min",-0.016882,0.064052,-0.0037285,0.014384,-0.069923,0.073811
"141/566.3466mz/6.47min",-0.013266,0.040756,-0.01498,-0.0097638,-0.04985,0.04035
"144/590.1196mz/6.5min",-0.0055307,0.0054514,0.034714,0.0020569,0.0050522,0.07799
"145/311.1687mz/6.53min",-0.016645,0.011119,0.02616,-0.046729,0.083709,-0.10886
"147/297.2436mz/6.61min",-0.018736,0.063846,0.021552,0.030715,-0.060662,-0.017066
"148/654.1321mz/6.62min",-0.013086,-0.017892,0.032255,0.00094242,0.0077014,0.057116
"149/634.4456mz/6.64min",0.068061,-0.16221,0.20766,-0.065983,-0.17151,0.058748
"150/637.1419mz/6.63min",0.00055658,0.038581,0.021726,0.032759,-0.010433,-0.11333
"151/311.1687mz/6.64min",-0.019613,-0.0062889,0.026419,-0.028178,0.013625,0.042647
"153/299.2592mz/6.68min",-0.016235,0.053896,0.0076118,0.052056,-0.026577,0.0015341
"154/300.2626mz/6.68min",-0.016484,0.054954,-0.00064056,0.051212,-0.033894,0.023675
"155/573.1294mz/6.68min",-6.0912e-05,0.041382,0.037301,0.024658,-0.005286,-0.034643
"156/520.3045mz/6.68min",-0.032171,0.19705,0.076015,-0.0003442,-0.1624,-0.011825
"157/295.2279mz/6.77min",-0.010381,0.04473,-0.049115,-0.025641,-0.05196,-0.0028147
"161/701.1544mz/6.71min",0.0042435,0.049196,0.01732,0.012218,-0.011149,0.0011497
"163/718.1445mz/6.72min",-0.012008,-0.039368,0.023537,0.01184,-0.012983,-0.042509
"166/634.4456mz/6.76min",-0.079253,-0.034833,-0.11759,-0.075892,-0.20049,0.0027759
"167/654.1321mz/6.8min",-0.011765,-0.017654,0.026207,0.018909,-0.0021598,0.00064751
"170/750.5292mz/6.86min",0.35779,0.14506,-0.1654,0.14204,0.091313,-0.0048361
"172/480.3096mz/6.83min",-0.020174,0.034865,-0.0093574,0.0039826,-0.020833,-0.07668
"175/637.1419mz/6.83min",0.020649,0.073186,0.026471,0.0088987,0.0067371,0.0057826
"179/299.2592mz/6.9min",-0.01586,0.066122,0.012381,0.043973,-0.04267,-0.072987
"180/718.1446mz/6.91min",-0.016219,-0.032837,0.02037,0.011313,-0.0065594,0.037373
"182/701.1544mz/6.93min",0.013911,0.06732,0.021951,-0.0021035,0.0081948,-0.035931
"187/765.1669mz/6.97min",0.010995,0.056653,0.011353,-0.0052194,0.0086121,-0.1114
"188/325.1844mz/7.02min",0.011251,0.033829,0.046221,0.066342,0.19591,0.0072864
"189/782.157mz/6.99min",-0.020183,-0.043944,0.018725,0.015751,-0.0026278,0.074625
"190/637.1419mz/7.01min",0.01548,0.052135,0.028417,-0.017279,0.015139,0.042363
"198/846.1693mz/7.05min",-0.02027,-0.029634,0.015479,0.022341,0.026258,-0.076588
"199/829.1793mz/7.05min",0.03617,0.04242,0.008887,0.011287,0.020783,0.0014238
"201/565.2823mz/7.07min",-0.017572,0.024756,0.016339,0.041339,-0.040348,-0.077592
"202/628.2779mz/7.07min",-0.020754,0.012949,0.0051888,0.038846,-0.031433,-0.021228
"203/750.5293mz/7.1min",0.3411,-0.10456,0.16684,-0.22569,-0.11062,0.019556
