"","FC","log2(FC)","raw.pval","-log10(p)"
"433/220.1179mz/2.18min",2.821,1.4962,0.0045667,2.3404
"419/158.0812mz/2.09min",0.42934,-1.2198,0.0055429,2.2563
"964/637.3049mz/7.7min",2.7587,1.464,0.0069758,2.1564
"803/298.274mz/6.72min",2.9521,1.5617,0.0070675,2.1507
"965/654.3317mz/7.7min",2.6099,1.384,0.01248,1.9038
"638/267.1128mz/4.6min",0.27168,-1.88,0.017831,1.7488
"422/380.1485mz/2.1min",0.33174,-1.5919,0.021949,1.6586
"639/249.1022mz/4.6min",0.26825,-1.8983,0.022135,1.6549
"951/481.2921mz/7.64min",0.4029,-1.3115,0.023101,1.6364
"1006/810.5973mz/7.84min",9.6432,3.2695,0.023601,1.6271
"960/333.2424mz/7.69min",0.40645,-1.2989,0.024939,1.6031
"487/229.1546mz/2.44min",5.5447,2.4711,0.027969,1.5533
"1324/675.5166mz/9.56min",0.4326,-1.2089,0.028192,1.5499
"1322/649.5011mz/9.53min",0.46794,-1.0956,0.030348,1.5179
"1412/867.6827mz/10.23min",4.4847,2.165,0.030469,1.5161
"421/381.152mz/2.1min",0.27431,-1.8661,0.034598,1.4609
"1087/788.6154mz/8.14min",11.984,3.5831,0.036671,1.4357
"1410/851.709mz/10.2min",3.6975,1.8865,0.041042,1.3868
"595/196.0968mz/3.47min",0.17962,-2.4769,0.041757,1.3793
"1109/810.5976mz/8.28min",7.5419,2.9149,0.046974,1.3281
"1054/810.5973mz/7.94min",3.9355,1.9766,0.047956,1.3192
